MANDT,LIFNR,LAND1,NAME1,NAME2,ORT01,PSTLZ,REGIO,SORTL,STRAS,TELF1,TELFX,ERDAT,ERNAM,KTOKK,SPRAS,LOEVM,SPERR,STCD1
100,0000050139,CL,Transportes Pérez Ltda,,Antofagasta,4656690,CO,TRANSPORTE,José Retamal 58,+56 800 854 393,,20230101,SAP_MIG,0001,S,,,53659179-8
100,0000050140,CL,Maestranza Quinteros Ltda,,Calama,9042680,BI,MAESTRANZA,Juan Álvarez 58,+56 9 6876 9735,,20230101,SAP_MIG,0001,S,,,92806707-7
100,0000050141,CL,Ingeniería Zapata Ltda,,Antofagasta,9071410,ML,INGENIERÍA,Avenida Daniela Cortés 9 Of. 4042,+56 73 365 1827,,20230101,SAP_MIG,0001,S,,,88524797-4
100,0000050142,CL,Servicios Rivera Ltda,,Santiago,9423730,RM,SERVICIOS ,Av. Javiera Fuentes 2952,+56 2 2817 9080,,20230101,SAP_MIG,0001,S,,,72864388-2
100,0000050143,CL,Ingeniería Miranda Ltda,,Santiago,5794720,CO,INGENIERÍA,Eliodoro Yáñez 1678 Of. 3562,+56 800 250 036,,20230101,SAP_MIG,0001,S,,,57656258-1
100,0000050144,CL,Servicios García Ltda,,Antofagasta,9428430,RM,SERVICIOS ,Las Hortensias 4276 Piso 75,+56 61 222 9293,,20230101,SAP_MIG,0001,S,,,88723234-K
100,0000050145,CL,Ingeniería Moraga Ltda,,Calama,3866320,AT,INGENIERÍA,Las Mosquetas 9672,+56 9 7774 4890,,20230101,SAP_MIG,0001,S,,,87771525-4
100,0000050146,CL,Ingeniería Soto Ltda,,Antofagasta,2034710,AT,INGENIERÍA,Manuel Rodríguez 684 Dpto. 461,+56 55 275 8771,,20230101,SAP_MIG,0001,S,,,87451647-6
100,0000050147,CL,Tecnologías Cabrera Ltda,,Valparaíso,7225690,VA,TECNOLOGÍA,Calle José Victorino Lastarria 7449,+56 58 352 2023,,20230101,SAP_MIG,0001,S,,,65145607-8
100,0000050148,CL,Servicios Arredondo Ltda,,Santiago,1326110,RM,SERVICIOS ,Las Azucenas 2681,+56 71 242 1643,,20230101,SAP_MIG,0001,S,,,69955030-9
100,0000050149,CL,Servicios Urrutia Ltda,,Valparaíso,7228200,CO,SERVICIOS ,Los Alerces 5778,+56 9 9728 2997,,20230101,SAP_MIG,0001,S,,,91676438-0
100,0000050150,CL,Tecnologías Bustos Ltda,,Antofagasta,8457830,BI,TECNOLOGÍA,Los Robles 542,+56 2 2908 2547,,20230101,SAP_MIG,0001,S,,,63944410-K
100,0000050151,CL,Transportes González Ltda,,Antofagasta,7740640,CO,TRANSPORTE,Calle Esmeralda 76,+56 2 3726 6341,,20230101,SAP_MIG,0001,S,,,60539923-3
100,0000050152,CL,Transportes Méndez Ltda,,Antofagasta,8944840,VA,TRANSPORTE,Av. Patricia Álvarez 597 Of. 4971,+56 2 3508 0214,,20230101,SAP_MIG,0001,S,,,60504726-0
100,0000050153,CL,Servicios Silva Ltda,,Valparaíso,7031200,RM,SERVICIOS ,Calle Fernanda Véliz 8 Of. 205,+56 2 2446 1872,,20230101,SAP_MIG,0001,S,,,81535292-4
100,0000050154,CL,Ingeniería Elgueta Ltda,,Copiapó,4601360,AT,INGENIERÍA,Avda. María Henríquez 48 Piso 66,+56 2 3508 8147,,20230101,SAP_MIG,0001,S,,,97443002-4
100,0000050155,CL,Servicios Fuentes Ltda,,Calama,0313650,AN,SERVICIOS ,Avda. Guillermo Campos 3097,+56 34 263 2719,,20230101,SAP_MIG,0001,S,,,67753960-K
100,0000050156,CL,Tecnologías Letelier Ltda,,Calama,0052810,BI,TECNOLOGÍA,Los Palmitos 4857,+56 2 2865 2407,,20230101,SAP_MIG,0001,S,,,78530593-1
100,0000050157,CL,Tecnologías Bustamante Ltda,,Calama,8739280,AT,TECNOLOGÍA,Caupolicán 2982 Of. 5279,+56 61 260 8620,,20230101,SAP_MIG,0001,S,,,67826293-2
100,0000050158,CL,Ingeniería Carrillo Ltda,,Calama,3518630,AN,INGENIERÍA,Carlos Fernández 251 Of. 310,+56 2 2731 7310,,20230101,SAP_MIG,0001,S,,,70643479-9
100,0000050159,CL,Tecnologías Correa Ltda,,Santiago,8994050,CO,TECNOLOGÍA,Yolanda González 27,+56 72 310 5865,,20230101,SAP_MIG,0001,S,,,58345232-7
100,0000050160,CL,Maestranza Beltrán Ltda,,Santiago,4801410,BI,MAESTRANZA,Juan Valencia 933,+56 600 292 886,,20230101,SAP_MIG,0001,S,,,68270132-8
100,0000050161,CL,Tecnologías Gaete Ltda,,Santiago,9576120,RM,TECNOLOGÍA,Daniel Núñez 6975,+56 9 7956 6593,,20230101,SAP_MIG,0001,S,,,55398361-9
100,0000050162,CL,Ingeniería Castillo Ltda,,Copiapó,8457760,RM,INGENIERÍA,Camino Las Rosas 540,+56 2 3935 0488,,20230101,SAP_MIG,0001,S,,,90514536-4
100,0000050163,CL,Ingeniería Donoso Ltda,,Calama,9210750,AN,INGENIERÍA,Calle Aarón Valenzuela 7419,+56 9 5215 7279,,20230101,SAP_MIG,0001,S,,,95251397-9
100,0000050164,CL,Tecnologías San Martín Ltda,,Copiapó,4096100,AN,TECNOLOGÍA,Los Alerces 113 Of. 560,+56 65 239 2583,,20230101,SAP_MIG,0001,S,,,88671280-0
100,0000050165,CL,Transportes Rojas Ltda,,Valparaíso,6799810,RM,TRANSPORTE,San Martín 1517,+56 9 8341 6862,,20230101,SAP_MIG,0001,S,,,93722061-7
100,0000050166,CL,Maestranza Jiménez Ltda,,Valparaíso,3769380,AT,MAESTRANZA,Calle Loreto García 21,+56 800 665 535,,20230101,SAP_MIG,0001,S,,,79251746-K
100,0000050167,CL,Servicios Aguilar Ltda,,Santiago,0425970,AN,SERVICIOS ,Los Laureles 43,+56 800 321 103,,20230101,SAP_MIG,0001,S,,,73351271-6
100,0000050168,CL,Maestranza Serrano Ltda,,Antofagasta,4051470,CO,MAESTRANZA,Calle Lautaro 9884 Piso 9,+56 600 369 804,,20230101,SAP_MIG,0001,S,,,60792773-5
100,0000050169,CL,Servicios Rojas Ltda,,Santiago,3940700,BI,SERVICIOS ,Salvador Allende 151,+56 72 266 3681,,20230101,SAP_MIG,0001,S,,,69341968-K
100,0000050170,CL,Servicios Escobar Ltda,,Valparaíso,9812380,ML,SERVICIOS ,Wladimir González 8845 Piso 2,+56 73 255 5438,,20230101,SAP_MIG,0001,S,,,52462702-7
100,0000050171,CL,Ingeniería Mena Ltda,,Copiapó,4608430,CO,INGENIERÍA,Los Alerces 916,+56 600 563 926,,20230101,SAP_MIG,0001,S,,,71694536-1
100,0000050172,CL,Servicios Oyarce Ltda,,Valparaíso,5782320,ML,SERVICIOS ,Calle Ramón Bustos 6292,+56 2 2188 1252,,20230101,SAP_MIG,0001,S,,,50077246-K
100,0000050173,CL,Tecnologías Gaete Ltda,,Santiago,6647420,RM,TECNOLOGÍA,Calle Alonso de Ribera 493,+56 2 3805 1728,,20230101,SAP_MIG,0001,S,,,53637574-3
100,0000050174,CL,Tecnologías Villegas Ltda,,Valparaíso,5267720,CO,TECNOLOGÍA,Calle Isabel Labra 46,+56 600 831 279,,20230101,SAP_MIG,0001,S,,,83453305-K
100,0000050175,CL,Servicios Barría Ltda,,Antofagasta,7366090,ML,SERVICIOS ,Gabriela Mistral 99 Of. 2088,+56 2 2738 8608,,20230101,SAP_MIG,0001,S,,,63660562-4
100,0000050176,CL,Tecnologías Lagos Ltda,,Copiapó,0347640,AT,TECNOLOGÍA,Los Abedules 990 Dpto. 77,+56 2 3898 2665,,20230101,SAP_MIG,0001,S,,,79401473-7
100,0000050177,CL,Ingeniería González Ltda,,Valparaíso,7937140,AN,INGENIERÍA,Avda. Luis Contreras 951 Of. 3689,+56 33 332 5922,,20230101,SAP_MIG,0001,S,,,66058980-2
100,0000050178,CL,Maestranza Torres Ltda,,Antofagasta,0644740,VA,MAESTRANZA,Av. Diego Portales 840,+56 63 348 0973,,20230101,SAP_MIG,0001,S,,,87060964-6
100,0000050179,CL,Ingeniería Quezada Ltda,,Antofagasta,7767190,AT,INGENIERÍA,Av. Margarita Troncoso 13,+56 2 3520 5020,,20230101,SAP_MIG,0001,S,,,80967243-1
100,0000050180,CL,Transportes Carrasco Ltda,,Copiapó,1016220,RM,TRANSPORTE,Ignacia Cruz 882 Of. 195,+56 53 225 6168,,20230101,SAP_MIG,0001,S,,,84149822-4
100,0000050181,CL,Servicios Álvarez Ltda,,Santiago,2145860,ML,SERVICIOS ,Avenida Ana Barraza 517,+56 71 365 4899,,20230101,SAP_MIG,0001,S,,,81690133-3
100,0000050182,CL,Servicios Bernal Ltda,,Calama,9978770,VA,SERVICIOS ,Constanza Álvarez 2107,+56 600 696 605,,20230101,SAP_MIG,0001,S,,,75742021-3
100,0000050183,CL,Tecnologías Toro Ltda,,Calama,3034410,VA,TECNOLOGÍA,Calle Los Pinos 61 Piso 6,+56 2 3335 5770,,20230101,SAP_MIG,0001,S,,,54684875-4
100,0000050184,CL,Servicios Jiménez Ltda,,Valparaíso,7857600,CO,SERVICIOS ,Flor Cortés 639 Piso 1,+56 32 275 6829,,20230101,SAP_MIG,0001,S,,,67929653-0
100,0000050185,CL,Maestranza Flores Ltda,,Copiapó,1450460,BI,MAESTRANZA,Los Palmitos 943,+56 42 281 5031,,20230101,SAP_MIG,0001,S,,,89388723-9
100,0000050186,CL,Servicios Yáñez Ltda,,Calama,7823570,ML,SERVICIOS ,Esmeralda 38 Dpto. 907,+56 2 2140 9157,,20230101,SAP_MIG,0001,S,,,79967288-8
100,0000050187,CL,Servicios Rodríguez Ltda,,Copiapó,4094350,CO,SERVICIOS ,Calle Nancy Caro 342,+56 35 240 9881,,20230101,SAP_MIG,0001,S,,,87038550-8
100,0000050188,CL,Servicios Sanhueza Ltda,,Copiapó,8542490,RM,SERVICIOS ,Calle Marco Jara 820,+56 600 716 016,,20230101,SAP_MIG,0001,S,,,62660246-3
100,0000050189,CL,Tecnologías Torres Ltda,,Calama,9979540,RM,TECNOLOGÍA,Avda. Edith Palma 8 Of. 821,+56 52 357 7332,,20230101,SAP_MIG,0001,S,,,77566650-0
100,0000050190,CL,Maestranza Bugueño Ltda,,Santiago,6255770,BI,MAESTRANZA,Calle Juan Mackenna 624,+56 9 4281 6158,,20230101,SAP_MIG,0001,S,,,97327041-6
100,0000050191,CL,Servicios Cabezas Ltda,,Calama,8769630,BI,SERVICIOS ,Carlos Escobar 7396,+56 9 7283 2197,,20230101,SAP_MIG,0001,S,,,83240942-0
100,0000050192,CL,Transportes Farías Ltda,,Valparaíso,7581720,VA,TRANSPORTE,Antonio Varas 696 Piso 0,+56 2 3929 0227,,20230101,SAP_MIG,0001,S,,,72279787-1
100,0000050193,CL,Servicios Álvarez Ltda,,Valparaíso,9973350,AN,SERVICIOS ,Ivonne Ávila 66 Dpto. 3190,+56 65 250 0851,,20230101,SAP_MIG,0001,S,,,80663924-0
100,0000050194,CL,Transportes Seguel Ltda,,Calama,3696560,RM,TRANSPORTE,Manuel José Irarrázaval 472 Of. 765,+56 73 232 2010,,20230101,SAP_MIG,0001,S,,,55021638-7
100,0000050195,CL,Maestranza Moraga Ltda,,Valparaíso,7621260,CO,MAESTRANZA,Gilda Marín 868 Piso 5,+56 2 3969 0973,,20230101,SAP_MIG,0001,S,,,96486618-6
100,0000050196,CL,Ingeniería Sánchez Ltda,,Copiapó,8950090,ML,INGENIERÍA,Arturo Prat 912 Piso 7,+56 9 3137 1894,,20230101,SAP_MIG,0001,S,,,95255365-8
100,0000050197,CL,Servicios Órdenes Ltda,,Santiago,8077870,CO,SERVICIOS ,Juan Mackenna 5094 Dpto. 79,+56 800 390 471,,20230101,SAP_MIG,0001,S,,,86306970-0
100,0000050198,CL,Tecnologías Yáñez Ltda,,Calama,4429440,AN,TECNOLOGÍA,Avda. Las Rosas 82 Piso 42,+56 42 338 0512,,20230101,SAP_MIG,0001,S,,,92356498-K
100,0000050199,CL,Maestranza Cortez Ltda,,Antofagasta,6637230,AT,MAESTRANZA,Avenida Lautaro 8276 Piso 7,+56 73 376 7428,,20230101,SAP_MIG,0001,S,,,79123332-1
100,0000050200,CL,Ingeniería González Ltda,,Calama,7658010,RM,INGENIERÍA,Ramón Carnicer 7414 Piso 3,+56 9 7125 8001,,20230101,SAP_MIG,0001,S,,,96573629-4
100,0000050201,CL,Ingeniería Salazar Ltda,,Copiapó,8175340,AN,INGENIERÍA,Calle Valeria Rojas 239 Of. 3113,+56 2 2524 4717,,20230101,SAP_MIG,0001,S,,,53766097-4
100,0000050202,CL,Maestranza Manríquez Ltda,,Santiago,5421400,CO,MAESTRANZA,José Victorino Lastarria 2427 Piso ,+56 800 212 863,,20230101,SAP_MIG,0001,S,,,59769023-3
100,0000050203,CL,Tecnologías Rosas Ltda,,Valparaíso,4101190,RM,TECNOLOGÍA,Los Cactus 12 Dpto. 764,+56 9 2987 7661,,20230101,SAP_MIG,0001,S,,,95754848-2
100,0000050204,CL,Transportes Araya Ltda,,Antofagasta,6719850,AT,TRANSPORTE,Calle Las Margaritas 2 Piso 28,+56 52 343 2806,,20230101,SAP_MIG,0001,S,,,90902301-6
100,0000050205,CL,Tecnologías Gómez Ltda,,Calama,6157170,BI,TECNOLOGÍA,Calle José Corvalán 5618,+56 65 367 0050,,20230101,SAP_MIG,0001,S,,,83397883-9
100,0000050206,CL,Transportes Zamora Ltda,,Santiago,0613870,AT,TRANSPORTE,Constanza Díaz 17,+56 71 310 3202,,20230101,SAP_MIG,0001,S,,,92809055-4
100,0000050207,CL,Servicios Domínguez Ltda,,Antofagasta,1792910,CO,SERVICIOS ,Calle Ramón Carnicer 7365,+56 35 219 8253,,20230101,SAP_MIG,0001,S,,,81222617-4
100,0000050208,CL,Tecnologías Aguilar Ltda,,Antofagasta,5114260,AT,TECNOLOGÍA,Las Rosas 390,+56 2 2196 2071,,20230101,SAP_MIG,0001,S,,,79643983-5
100,0000050209,CL,Tecnologías González Ltda,,Santiago,1946720,CO,TECNOLOGÍA,Avenida Roberto Zúñiga 19,+56 9 4179 1456,,20230101,SAP_MIG,0001,S,,,96326155-4
100,0000050210,CL,Servicios Bustamante Ltda,,Copiapó,3181950,ML,SERVICIOS ,Las Araucarias 134,+56 2 3112 7722,,20230101,SAP_MIG,0001,S,,,63369226-6
100,0000050211,CL,Servicios Rojas Ltda,,Calama,5436450,AN,SERVICIOS ,Calle Arturo Prat 820 Of. 4116,+56 43 325 3153,,20230101,SAP_MIG,0001,S,,,75592924-9
100,0000050212,CL,Maestranza Reyes Ltda,,Copiapó,6363170,VA,MAESTRANZA,Av. Esmeralda 37 Piso 5,+56 44 333 5435,,20230101,SAP_MIG,0001,S,,,96927824-4
100,0000050213,CL,Ingeniería Muñoz Ltda,,Santiago,9042170,ML,INGENIERÍA,Colo Colo 3492 Of. 2839,+56 43 379 7740,,20230101,SAP_MIG,0001,S,,,68420066-0
100,0000050214,CL,Tecnologías Mansilla Ltda,,Antofagasta,3356930,ML,TECNOLOGÍA,Francesca Olivares 7780,+56 9 8971 7731,,20230101,SAP_MIG,0001,S,,,90695250-7
100,0000050215,CL,Maestranza Cid Ltda,,Calama,6325430,ML,MAESTRANZA,Calle Manuel Rodríguez 19,+56 61 312 6257,,20230101,SAP_MIG,0001,S,,,90739442-5
100,0000050216,CL,Transportes Duarte Ltda,,Calama,1658040,BI,TRANSPORTE,Avenida Las Hortensias 631 Of. 608,+56 2 2665 7905,,20230101,SAP_MIG,0001,S,,,91667300-4
100,0000050217,CL,Transportes Torres Ltda,,Antofagasta,8183250,BI,TRANSPORTE,Luis Aravena 49,+56 600 555 486,,20230101,SAP_MIG,0001,S,,,92108000-K
100,0000050218,CL,Ingeniería Rojas Ltda,,Santiago,5577880,CO,INGENIERÍA,Las Manzanillas 884,+56 9 7313 7116,,20230101,SAP_MIG,0001,S,,,52239055-9
100,0000050219,CL,Maestranza Fernández Ltda,,Calama,1124120,BI,MAESTRANZA,Av. Roberto Méndez 6827 Piso 7,+56 43 271 0385,,20230101,SAP_MIG,0001,S,,,56048748-4
100,0000050220,CL,Maestranza Acuña Ltda,,Santiago,5798870,BI,MAESTRANZA,Calle Las Mosquetas 6437 Piso 0,+56 52 257 2928,,20230101,SAP_MIG,0001,S,,,61787005-3
100,0000050221,CL,Transportes Flores Ltda,,Valparaíso,2223100,ML,TRANSPORTE,Rosa Vargas 6805 Dpto. 257,+56 2 2167 2752,,20230101,SAP_MIG,0001,S,,,74552283-8
100,0000050222,CL,Tecnologías Veloso Ltda,,Calama,8854740,CO,TECNOLOGÍA,Myriam Villagrán 3170,+56 600 840 693,,20230101,SAP_MIG,0001,S,,,67244970-7
100,0000050223,CL,Maestranza Figueroa Ltda,,Copiapó,5093980,BI,MAESTRANZA,Calle Los Piñones 971,+56 43 317 5998,,20230101,SAP_MIG,0001,S,,,57728908-7
100,0000050224,CL,Ingeniería Urzúa Ltda,,Calama,5626560,AT,INGENIERÍA,Calle Gabriela Mistral 9 Dpto. 8337,+56 800 362 991,,20230101,SAP_MIG,0001,S,,,95387316-K
100,0000050225,CL,Servicios Castillo Ltda,,Valparaíso,7851960,ML,SERVICIOS ,Calle Los Alerces 387,+56 2 3526 4870,,20230101,SAP_MIG,0001,S,,,74546748-1
100,0000050226,CL,Servicios Urra Ltda,,Copiapó,4787300,AN,SERVICIOS ,Calle Frank Urra 346,+56 75 323 0147,,20230101,SAP_MIG,0001,S,,,86008758-1
100,0000050227,CL,Servicios Arriagada Ltda,,Copiapó,5979640,CO,SERVICIOS ,Calle Pedro de Valdivia 12 Dpto. 35,+56 2 2545 6504,,20230101,SAP_MIG,0001,S,,,89229163-6
100,0000050228,CL,Maestranza Carvajal Ltda,,Calama,1832190,AN,MAESTRANZA,Benjamín Cortés 54,+56 800 118 952,,20230101,SAP_MIG,0001,S,,,81640277-0
100,0000050229,CL,Tecnologías López Ltda,,Copiapó,4576520,VA,TECNOLOGÍA,Calle Daniela Flores 99,+56 9 3867 1120,,20230101,SAP_MIG,0001,S,,,90941923-3
100,0000050230,CL,Ingeniería Vergara Ltda,,Santiago,5279850,BI,INGENIERÍA,Calle Las Malvas 5223,+56 2 3132 1611,,20230101,SAP_MIG,0001,S,,,97048492-4
100,0000050231,CL,Servicios Suárez Ltda,,Calama,6031080,AN,SERVICIOS ,Los Helechos 20,+56 73 240 1193,,20230101,SAP_MIG,0001,S,,,53043172-0
100,0000050232,CL,Maestranza Flores Ltda,,Antofagasta,5012490,RM,MAESTRANZA,Esmeralda 993 Of. 111,+56 600 442 801,,20230101,SAP_MIG,0001,S,,,56522444-3
100,0000050233,CL,Tecnologías Gamboa Ltda,,Santiago,7592710,AT,TECNOLOGÍA,Los Copihues 783,+56 2 2851 7182,,20230101,SAP_MIG,0001,S,,,80443517-5
100,0000050234,CL,Tecnologías Solís Ltda,,Valparaíso,4801570,RM,TECNOLOGÍA,San Martín 447,+56 9 8346 3175,,20230101,SAP_MIG,0001,S,,,99812830-2
100,0000050235,CL,Servicios González Ltda,,Antofagasta,7167810,BI,SERVICIOS ,Calle Leonardo Sobarzo 22,+56 43 245 3961,,20230101,SAP_MIG,0001,S,,,82839523-9
100,0000050236,CL,Servicios Santana Ltda,,Antofagasta,7499460,CO,SERVICIOS ,Las Maravillas 967 Piso 22,+56 2 2247 7320,,20230101,SAP_MIG,0001,S,,,96323951-5
100,0000050237,CL,Transportes Urrutia Ltda,,Santiago,1702690,RM,TRANSPORTE,Calle Maximiliano Cisternas 887 Dpt,+56 65 278 0061,,20230101,SAP_MIG,0001,S,,,65845250-5
100,0000050238,CL,Ingeniería Peña Ltda,,Copiapó,6770020,BI,INGENIERÍA,Calle Luis Pavez 819 Of. 8889,+56 2 3780 6479,,20230101,SAP_MIG,0001,S,,,86538485-K
100,0000050239,CL,Maestranza Durán Ltda,,Santiago,5450090,AN,MAESTRANZA,Av. Diego Andrade 7561,+56 55 246 5033,,20230101,SAP_MIG,0001,S,,,68514090-3
100,0000050240,CL,Ingeniería Pacheco Ltda,,Santiago,9114150,ML,INGENIERÍA,Calle Arturo Prat 969,+56 51 370 7905,,20230101,SAP_MIG,0001,S,,,56152099-K
100,0000050241,CL,Transportes Donoso Ltda,,Valparaíso,5917130,BI,TRANSPORTE,Los Girasoles 35 Of. 745,+56 72 311 8344,,20230101,SAP_MIG,0001,S,,,51433274-0
100,0000050242,CL,Maestranza Gómez Ltda,,Calama,9639190,AT,MAESTRANZA,Isidora Díaz 77,+56 2 3951 4846,,20230101,SAP_MIG,0001,S,,,87888186-3
100,0000050243,CL,Ingeniería Herrera Ltda,,Valparaíso,6649870,ML,INGENIERÍA,Avenida Los Aromos 5737,+56 800 890 835,,20230101,SAP_MIG,0001,S,,,63902095-9
100,0000050244,CL,Transportes Sepúlveda Ltda,,Calama,2466510,ML,TRANSPORTE,Bilbao 449,+56 45 351 2303,,20230101,SAP_MIG,0001,S,,,72049258-2
100,0000050245,CL,Tecnologías Cáceres Ltda,,Copiapó,8660320,AN,TECNOLOGÍA,Calle Ernesto Vásquez 107 Dpto. 261,+56 600 962 319,,20230101,SAP_MIG,0001,S,,,59709845-2
100,0000050246,CL,Tecnologías Mejías Ltda,,Calama,8984710,CO,TECNOLOGÍA,Rosa Ibáñez 7963,+56 2 3721 2347,,20230101,SAP_MIG,0001,S,,,57377032-K
100,0000050247,CL,Ingeniería Castro Ltda,,Antofagasta,9078510,AT,INGENIERÍA,Pablo Guerra 3 Piso 57,+56 2 2790 0348,,20230101,SAP_MIG,0001,S,,,74041232-3
100,0000050248,CL,Tecnologías Herrera Ltda,,Antofagasta,5183760,CO,TECNOLOGÍA,Eusebio Lillo 3343,+56 72 385 6041,,20230101,SAP_MIG,0001,S,,,61693464-4
100,0000050249,CL,Ingeniería Pizarro Ltda,,Santiago,6561240,AT,INGENIERÍA,Gabriela Mistral 68,+56 75 310 0272,,20230101,SAP_MIG,0001,S,,,85305002-1
100,0000050250,CL,Ingeniería Ortiz Ltda,,Santiago,4591120,RM,INGENIERÍA,Rafael Fuentealba 729,+56 61 267 2429,,20230101,SAP_MIG,0001,S,,,74296024-8
100,0000050251,CL,Tecnologías Véliz Ltda,,Santiago,3165260,AN,TECNOLOGÍA,Daniela Páez 49 Dpto. 373,+56 71 366 9421,,20230101,SAP_MIG,0001,S,,,83812042-3
100,0000050252,CL,Tecnologías Hernández Ltda,,Valparaíso,9108670,AN,TECNOLOGÍA,Calle Domingo Santa María 54 Of. 37,+56 9 5143 6262,,20230101,SAP_MIG,0001,S,,,70242068-7
100,0000050253,CL,Ingeniería Álvarez Ltda,,Santiago,4397350,AN,INGENIERÍA,Calle Camilo Henríquez 7 Of. 7362,+56 2 2680 0537,,20230101,SAP_MIG,0001,S,,,76952077-6
100,0000050254,CL,Ingeniería Morán Ltda,,Santiago,9004890,RM,INGENIERÍA,Psje. Las Maravillas 380 Piso 62,+56 41 351 5862,,20230101,SAP_MIG,0001,S,,,54931878-1
100,0000050255,CL,Maestranza Contreras Ltda,,Calama,0274560,VA,MAESTRANZA,Avenida Las Araucarias 68 Piso 82,+56 2 3487 0320,,20230101,SAP_MIG,0001,S,,,54407860-2
100,0000050256,CL,Maestranza Flores Ltda,,Valparaíso,7427610,VA,MAESTRANZA,Calle Los Copihues 277 Of. 621,+56 2 3442 2849,,20230101,SAP_MIG,0001,S,,,86799577-5
100,0000050257,CL,Servicios Acevedo Ltda,,Valparaíso,0892610,VA,SERVICIOS ,Las Maravillas 2504,+56 55 329 1520,,20230101,SAP_MIG,0001,S,,,69790252-7
100,0000050258,CL,Tecnologías Henríquez Ltda,,Santiago,7749050,VA,TECNOLOGÍA,Caroline García 39,+56 2 3704 5018,,20230101,SAP_MIG,0001,S,,,56655753-1
100,0000050259,CL,Tecnologías Soto Ltda,,Calama,4236100,BI,TECNOLOGÍA,Calle Daniel Pacheco 3,+56 2 2647 6492,,20230101,SAP_MIG,0001,S,,,78861505-7
100,0000050260,CL,Transportes Barrera Ltda,,Copiapó,5837760,RM,TRANSPORTE,Calle Los Digitales 3659 Piso 6,+56 2 2985 7327,,20230101,SAP_MIG,0001,S,,,80433796-6
100,0000050261,CL,Servicios Troncoso Ltda,,Antofagasta,8147610,BI,SERVICIOS ,Calle Los Higos 943 Piso 4,+56 9 3208 1866,,20230101,SAP_MIG,0001,S,,,70974764-6
100,0000050262,CL,Maestranza Cáceres Ltda,,Copiapó,9454910,BI,MAESTRANZA,Avda. Manuel Rodríguez 16,+56 2 2564 5977,,20230101,SAP_MIG,0001,S,,,75118916-2
100,0000050263,CL,Servicios Jara Ltda,,Antofagasta,2321940,AN,SERVICIOS ,Paula Jaraquemada 8102,+56 75 366 9749,,20230101,SAP_MIG,0001,S,,,55728705-1
100,0000050264,CL,Servicios Gajardo Ltda,,Copiapó,6412200,AN,SERVICIOS ,Av. Diego Portales 9236,+56 2 3114 7276,,20230101,SAP_MIG,0001,S,,,58731900-8
100,0000050265,CL,Ingeniería Contreras Ltda,,Valparaíso,2777070,VA,INGENIERÍA,Calle Carol Sandoval 8166,+56 800 807 678,,20230101,SAP_MIG,0001,S,,,87693933-5
100,0000050266,CL,Ingeniería Reyes Ltda,,Copiapó,0806950,RM,INGENIERÍA,Av. Los Digitales 81,+56 9 7876 0243,,20230101,SAP_MIG,0001,S,,,94650246-6
100,0000050267,CL,Ingeniería Jara Ltda,,Valparaíso,3839590,CO,INGENIERÍA,Av. Alex Sandoval 357 Of. 2343,+56 2 3832 9716,,20230101,SAP_MIG,0001,S,,,70968090-5
100,0000050268,CL,Ingeniería Tapia Ltda,,Valparaíso,3800540,VA,INGENIERÍA,Calle Christopher Yáñez 75 Dpto. 93,+56 51 335 5084,,20230101,SAP_MIG,0001,S,,,64276659-2
100,0000050269,CL,Servicios Padilla Ltda,,Antofagasta,8910770,AT,SERVICIOS ,Avda. Ramón Carnicer 90,+56 2 2821 3524,,20230101,SAP_MIG,0001,S,,,73495752-8
100,0000050270,CL,Maestranza Vallejos Ltda,,Copiapó,7125520,AN,MAESTRANZA,Calle Pamela Manríquez 9754,+56 2 3314 5653,,20230101,SAP_MIG,0001,S,,,88527199-3
100,0000050271,CL,Servicios Cid Ltda,,Valparaíso,8632660,ML,SERVICIOS ,Las Mosquetas 850 Dpto. 08,+56 53 216 2606,,20230101,SAP_MIG,0001,S,,,91723178-9
100,0000050272,CL,Tecnologías Villalobos Ltda,,Valparaíso,2908460,AN,TECNOLOGÍA,Edgardo Moraga 9504 Of. 826,+56 9 9956 3410,,20230101,SAP_MIG,0001,S,,,94146306-4
100,0000050273,CL,Ingeniería Núñez Ltda,,Copiapó,2884310,AT,INGENIERÍA,Miguel Inostroza 4894 Piso 6,+56 600 154 851,,20230101,SAP_MIG,0001,S,,,97157316-4
100,0000050274,CL,Maestranza Riveros Ltda,,Antofagasta,1749070,CO,MAESTRANZA,Av. Soraya Poblete 48 Piso 34,+56 800 483 158,,20230101,SAP_MIG,0001,S,,,62173920-2
100,0000050275,CL,Tecnologías Beltrán Ltda,,Santiago,5712660,BI,TECNOLOGÍA,Calle Camilo Henríquez 7158,+56 9 8749 7677,,20230101,SAP_MIG,0001,S,,,54669798-2
100,0000050276,CL,Ingeniería Oyarzo Ltda,,Valparaíso,2827720,AN,INGENIERÍA,Calle María Martínez 719,+56 2 2315 9408,,20230101,SAP_MIG,0001,S,,,64437323-6
100,0000050277,CL,Servicios Contreras Ltda,,Copiapó,4544700,RM,SERVICIOS ,Avda. Pablo Bello 8432,+56 2 2818 5106,,20230101,SAP_MIG,0001,S,,,60563557-5
100,0000050278,CL,Maestranza Velásquez Ltda,,Copiapó,9756790,BI,MAESTRANZA,Calle Vicente Peña 751,+56 45 356 5807,,20230101,SAP_MIG,0001,S,,,88090558-9
