MANDT,VBELN,ERDAT,ERZET,ERNAM,AUDAT,VBTYP,AUART,AUGRU,NETWR,WAERK,VKORG,VTWEG,SPART,VKBUR,VKGRP,KUNNR,BSTNK,BSTDK,LIFSK,FAKSK,KNUMV,VDATU,BUKRS_VF,AEDAT
100,0001000156,20240604,121029,JPEREZ,20240604,C,TA,,311826.48,USD,3000,10,10,N02,002,0000010003,PO-CLI-32553,20240604,,,0000315918,20240620,3000,20240604
100,0001000157,20240605,185908,MROJAS,20240605,C,TA,,2470528.8,USD,3000,10,10,S01,003,0000010002,PO-CLI-98440,20240605,,,0000765851,20240625,3000,20240605
100,0001000158,20240606,091927,JPEREZ,20240606,C,TA,,776977.8,USD,3000,10,10,S01,004,0000010001,PO-CLI-95726,20240606,,,0000188614,20240626,3000,20240606
100,0001000159,20240607,122749,JPEREZ,20240607,C,TA,,1291987.12,USD,3000,10,10,S01,004,0000010006,PO-CLI-43901,20240607,,,0000778112,20240704,3000,20240607
100,0001000160,20240608,110356,ASOTO,20240608,C,TA,,2978886.75,USD,3000,10,10,S01,003,0000010001,PO-CLI-65797,20240608,,,0000353855,20240706,3000,20240608
100,0001000161,20240609,102229,ASOTO,20240609,C,TA,,858611.52,USD,3000,10,10,C01,002,0000010002,PO-CLI-78623,20240609,,,0000596712,20240630,3000,20240609
100,0001000162,20240610,075012,ASOTO,20240610,C,TA,,751266.9,USD,3000,10,10,S01,003,0000010000,PO-CLI-90685,20240610,,,0000539010,20240704,3000,20240610
100,0001000163,20240611,155040,MROJAS,20240611,C,TA,,352141.12,USD,3000,10,10,N01,002,0000010043,PO-CLI-39468,20240611,,,0000018951,20240710,3000,20240611
100,0001000164,20240612,121625,JPEREZ,20240612,C,TA,,4051726.14,USD,3000,10,10,C01,001,0000010001,PO-CLI-92756,20240612,,,0000510173,20240706,3000,20240612
100,0001000165,20240613,072513,JPEREZ,20240613,C,TA,,2907326.88,USD,3000,10,10,N01,005,0000010000,PO-CLI-47925,20240613,,,0000187300,20240625,3000,20240613
100,0001000166,20240614,182941,JPEREZ,20240614,C,TA,,714093.59,USD,3000,10,10,N01,004,0000010031,PO-CLI-86042,20240614,,,0000684830,20240704,3000,20240614
100,0001000167,20240615,082923,ASOTO,20240615,C,TA,,2925508.68,USD,3000,10,10,N02,002,0000010002,PO-CLI-71888,20240615,,,0000982664,20240714,3000,20240615
100,0001000168,20240616,064702,ASOTO,20240616,C,TA,,623167.01,USD,3000,10,10,S02,005,0000010021,PO-CLI-71631,20240616,,,0000904050,20240705,3000,20240616
100,0001000169,20240617,185007,ASOTO,20240617,C,TA,,4392629.58,USD,3000,10,10,N02,003,0000010001,PO-CLI-64118,20240617,,,0000688429,20240704,3000,20240617
100,0001000170,20240618,113623,ASOTO,20240618,C,TA,,934993.97,USD,3000,10,10,S01,003,0000010044,PO-CLI-30749,20240618,,,0000595214,20240715,3000,20240618
100,0001000171,20240619,113323,MROJAS,20240619,C,TA,,3357769.23,USD,3000,10,10,S02,002,0000010000,PO-CLI-78843,20240619,,,0000505469,20240701,3000,20240619
100,0001000172,20240620,160621,ASOTO,20240620,C,TA,,505360.68,USD,3000,10,10,N01,003,0000010033,PO-CLI-82520,20240620,,,0000560731,20240720,3000,20240620
100,0001000173,20240621,091415,ASOTO,20240621,C,TA,,1651042.44,USD,3000,10,10,C01,004,0000010002,PO-CLI-70852,20240621,,,0000103044,20240715,3000,20240621
100,0001000174,20240622,082132,MROJAS,20240622,C,TA,,1607196.22,USD,3000,10,10,C01,003,0000010007,PO-CLI-94578,20240622,,,0000314193,20240707,3000,20240622
100,0001000175,20240623,102049,ASOTO,20240623,C,TA,,3884305.89,USD,3000,10,10,S02,001,0000010001,PO-CLI-99751,20240623,,,0000314638,20240719,3000,20240623
100,0001000176,20240624,110919,MROJAS,20240624,C,TA,,698985.6,USD,3000,10,10,S01,003,0000010017,PO-CLI-68944,20240624,,,0000322980,20240714,3000,20240624
100,0001000177,20240625,095113,ASOTO,20240625,C,TA,,2347544.13,USD,3000,10,10,C01,004,0000010002,PO-CLI-45908,20240625,,,0000112025,20240704,3000,20240625
100,0001000178,20240626,125209,JPEREZ,20240626,C,TA,,3512817.18,USD,3000,10,10,C01,003,0000010000,PO-CLI-85246,20240626,,,0000209710,20240720,3000,20240626
100,0001000179,20240627,171616,ASOTO,20240627,C,TA,,1253745.9,USD,3000,10,10,N01,002,0000010001,PO-CLI-25622,20240627,,,0000673438,20240717,3000,20240627
100,0001000180,20240628,161248,JPEREZ,20240628,C,TA,,4543319.82,USD,3000,10,10,S02,003,0000010001,PO-CLI-71042,20240628,,,0000473211,20240728,3000,20240628
100,0001000181,20240629,161249,ASOTO,20240629,C,TA,,2010834.15,USD,3000,10,10,S01,005,0000010000,PO-CLI-30002,20240629,,,0000198021,20240710,3000,20240629
100,0001000182,20240630,075324,JPEREZ,20240630,C,TA,,1668444.12,USD,3000,10,10,S02,002,0000010000,PO-CLI-59861,20240630,,,0000051605,20240721,3000,20240630
100,0001000183,20240701,062451,MROJAS,20240701,C,TA,,1239048.78,USD,3000,10,10,S02,001,0000010047,PO-CLI-56488,20240701,,,0000377899,20240717,3000,20240701
100,0001000184,20240702,180203,ASOTO,20240702,C,TA,,650622.96,USD,3000,10,10,N02,003,0000010000,PO-CLI-58719,20240702,,,0000647554,20240722,3000,20240702
100,0001000185,20240703,175509,MROJAS,20240703,C,TA,,2456748.45,USD,3000,10,10,N01,005,0000010002,PO-CLI-59418,20240703,,,0000799542,20240729,3000,20240703
100,0001000186,20240704,151208,JPEREZ,20240704,C,TA,,3281117.55,USD,3000,10,10,C01,002,0000010002,PO-CLI-28690,20240704,,,0000236509,20240801,3000,20240704
100,0001000187,20240705,080009,ASOTO,20240705,C,TA,,1031601.15,USD,3000,10,10,N01,002,0000010008,PO-CLI-31218,20240705,,,0000416037,20240722,3000,20240705
100,0001000188,20240706,114833,MROJAS,20240706,C,TA,,855842.24,USD,3000,10,10,N01,003,0000010032,PO-CLI-65904,20240706,,,0000673493,20240713,3000,20240706
100,0001000189,20240707,174722,ASOTO,20240707,C,TA,,1166925.6,USD,3000,10,10,C01,002,0000010002,PO-CLI-83778,20240707,,,0000901698,20240730,3000,20240707
100,0001000190,20240708,132920,JPEREZ,20240708,C,TA,,2638275.06,USD,3000,10,10,S01,001,0000010002,PO-CLI-19813,20240708,,,0000263538,20240806,3000,20240708
100,0001000191,20240709,085725,JPEREZ,20240709,C,TA,,513754.14,USD,3000,10,10,C01,002,0000010000,PO-CLI-36978,20240709,,,0000464920,20240720,3000,20240709
100,0001000192,20240710,123710,ASOTO,20240710,C,TA,,1196506.88,USD,3000,10,10,S02,003,0000010034,PO-CLI-39443,20240710,,,0000548237,20240720,3000,20240710
100,0001000193,20240711,152742,MROJAS,20240711,C,TA,,1085808.57,USD,3000,10,10,N01,004,0000010040,PO-CLI-83488,20240711,,,0000636109,20240805,3000,20240711
100,0001000194,20240712,165801,JPEREZ,20240712,C,TA,,2069598.85,USD,3000,10,10,C01,002,0000010045,PO-CLI-13164,20240712,,,0000661150,20240729,3000,20240712
100,0001000195,20240713,124822,JPEREZ,20240713,C,TA,,683383.5,USD,3000,10,10,S02,001,0000010010,PO-CLI-53747,20240713,,,0000368894,20240808,3000,20240713
100,0001000196,20240714,093719,ASOTO,20240714,C,TA,,2328056.43,USD,3000,10,10,C01,003,0000010002,PO-CLI-83389,20240714,,,0000564401,20240726,3000,20240714
100,0001000197,20240715,111428,JPEREZ,20240715,C,TA,,2140446.42,USD,3000,10,10,N02,005,0000010001,PO-CLI-30317,20240715,,,0000699947,20240730,3000,20240715
100,0001000198,20240716,185116,MROJAS,20240716,C,TA,,1565830.44,USD,3000,10,10,S01,003,0000010026,PO-CLI-40763,20240716,,,0000335707,20240809,3000,20240716
100,0001000199,20240717,063528,ASOTO,20240717,C,TA,,1306799.61,USD,3000,10,10,N01,003,0000010045,PO-CLI-72472,20240717,,,0000909721,20240815,3000,20240717
100,0001000200,20240718,163720,JPEREZ,20240718,C,TA,,2304667.5,USD,3000,10,10,C01,001,0000010001,PO-CLI-56969,20240718,,,0000615984,20240728,3000,20240718
100,0001000201,20240719,125126,MROJAS,20240719,C,TA,,518016.71,USD,3000,10,10,S02,002,0000010021,PO-CLI-54996,20240719,,,0000191879,20240729,3000,20240719
100,0001000202,20240720,065157,ASOTO,20240720,C,TA,,2423883.9,USD,3000,10,10,C01,003,0000010000,PO-CLI-19094,20240720,,,0000180768,20240802,3000,20240720
100,0001000203,20240721,185919,MROJAS,20240721,C,TA,,209788.08,USD,3000,10,10,N01,003,0000010028,PO-CLI-99526,20240721,,,0000189181,20240815,3000,20240721
100,0001000204,20240722,135153,ASOTO,20240722,C,TA,,734136.54,USD,3000,10,10,C01,001,0000010004,PO-CLI-78136,20240722,,,0000095372,20240819,3000,20240722
100,0001000205,20240723,143039,MROJAS,20240723,C,TA,,480582.24,USD,3000,10,10,S01,004,0000010001,PO-CLI-47643,20240723,,,0000808288,20240820,3000,20240723
100,0001000206,20240724,142343,ASOTO,20240724,C,TA,,3536530.95,USD,3000,10,10,N01,002,0000010001,PO-CLI-22930,20240724,,,0000479445,20240805,3000,20240724
100,0001000207,20240725,060909,ASOTO,20240725,C,TA,,317869.86,USD,3000,10,10,N02,005,0000010021,PO-CLI-97625,20240725,,,0000270727,20240814,3000,20240725
100,0001000208,20240726,090440,JPEREZ,20240726,C,TA,,582326.5,USD,3000,10,10,N01,002,0000010031,PO-CLI-74033,20240726,,,0000069731,20240807,3000,20240726
100,0001000209,20240727,063030,JPEREZ,20240727,C,TA,,481661.45,USD,3000,10,10,N01,002,0000010012,PO-CLI-14984,20240727,,,0000873564,20240815,3000,20240727
100,0001000210,20240728,131257,ASOTO,20240728,C,TA,,916972.0,USD,3000,10,10,N01,004,0000010046,PO-CLI-59811,20240728,,,0000160535,20240813,3000,20240728
100,0001000211,20240729,063946,JPEREZ,20240729,C,TA,,557734.8,USD,3000,10,10,S01,003,0000010001,PO-CLI-15037,20240729,,,0000150457,20240808,3000,20240729
100,0001000212,20240730,133058,JPEREZ,20240730,C,TA,,4173197.76,USD,3000,10,10,S02,005,0000010001,PO-CLI-57203,20240730,,,0000234714,20240810,3000,20240730
100,0001000213,20240731,162508,ASOTO,20240731,C,TA,,1532027.28,USD,3000,10,10,C01,002,0000010008,PO-CLI-42244,20240731,,,0000227499,20240829,3000,20240731
100,0001000214,20240801,082801,ASOTO,20240801,C,TA,,2603213.28,USD,3000,10,10,N02,004,0000010002,PO-CLI-84369,20240801,,,0000699394,20240813,3000,20240801
100,0001000215,20240802,115405,MROJAS,20240802,C,TA,,182294.49,USD,3000,10,10,S01,002,0000010004,PO-CLI-29739,20240802,,,0000223360,20240818,3000,20240802
100,0001000216,20240803,180208,MROJAS,20240803,C,TA,,3481717.53,USD,3000,10,10,S02,004,0000010000,PO-CLI-72505,20240803,,,0000178739,20240810,3000,20240803
100,0001000217,20240804,113851,MROJAS,20240804,C,TA,,376333.4,USD,3000,10,10,N01,005,0000010009,PO-CLI-87374,20240804,,,0000438031,20240816,3000,20240804
100,0001000218,20240805,085559,ASOTO,20240805,C,TA,,1865849.58,USD,3000,10,10,N01,005,0000010001,PO-CLI-12518,20240805,,,0000317415,20240824,3000,20240805
100,0001000219,20240806,160551,ASOTO,20240806,C,TA,,339734.64,USD,3000,10,10,S01,005,0000010035,PO-CLI-24879,20240806,,,0000024126,20240817,3000,20240806
100,0001000220,20240807,165521,ASOTO,20240807,C,TA,,705423.94,USD,3000,10,10,N01,005,0000010039,PO-CLI-25987,20240807,,,0000058895,20240905,3000,20240807
100,0001000221,20240808,081216,JPEREZ,20240808,C,TA,,5595126.51,USD,3000,10,10,C01,005,0000010000,PO-CLI-34817,20240808,,,0000733969,20240818,3000,20240808
100,0001000222,20240809,060431,MROJAS,20240809,C,TA,,448962.64,USD,3000,10,10,N01,005,0000010033,PO-CLI-66373,20240809,,,0000083836,20240906,3000,20240809
100,0001000223,20240810,093710,JPEREZ,20240810,C,TA,,3946082.64,USD,3000,10,10,S01,004,0000010002,PO-CLI-70941,20240810,,,0000922721,20240831,3000,20240810
100,0001000224,20240811,081721,JPEREZ,20240811,C,TA,,1348788.51,USD,3000,10,10,N01,004,0000010000,PO-CLI-61410,20240811,,,0000166007,20240827,3000,20240811
100,0001000225,20240812,161021,ASOTO,20240812,C,TA,,861980.69,USD,3000,10,10,S01,005,0000010038,PO-CLI-66229,20240812,,,0000641338,20240822,3000,20240812
100,0001000226,20240813,155814,ASOTO,20240813,C,TA,,4050580.59,USD,3000,10,10,C01,005,0000010001,PO-CLI-41066,20240813,,,0000852830,20240827,3000,20240813
100,0001000227,20240814,131514,ASOTO,20240814,C,TA,,735884.82,USD,3000,10,10,N01,003,0000010001,PO-CLI-56683,20240814,,,0000864905,20240909,3000,20240814
100,0001000228,20240815,124452,JPEREZ,20240815,C,TA,,514905.72,USD,3000,10,10,S01,003,0000010047,PO-CLI-36770,20240815,,,0000151058,20240831,3000,20240815
100,0001000229,20240816,070355,MROJAS,20240816,C,TA,,887376.57,USD,3000,10,10,C01,004,0000010029,PO-CLI-58342,20240816,,,0000148639,20240902,3000,20240816
100,0001000230,20240817,110526,MROJAS,20240817,C,TA,,895736.56,USD,3000,10,10,N01,004,0000010003,PO-CLI-62502,20240817,,,0000571591,20240825,3000,20240817
100,0001000231,20240818,085508,ASOTO,20240818,C,TA,,387652.5,USD,3000,10,10,S01,003,0000010002,PO-CLI-60793,20240818,,,0000792685,20240914,3000,20240818
100,0001000232,20240819,065840,ASOTO,20240819,C,TA,,3633231.48,USD,3000,10,10,C01,003,0000010000,PO-CLI-44818,20240819,,,0000583284,20240906,3000,20240819
100,0001000233,20240820,094836,ASOTO,20240820,C,TA,,789153.75,USD,3000,10,10,S01,002,0000010000,PO-CLI-87759,20240820,,,0000857589,20240905,3000,20240820
100,0001000234,20240821,105042,JPEREZ,20240821,C,TA,,3793731.48,USD,3000,10,10,N01,005,0000010002,PO-CLI-24058,20240821,,,0000927374,20240828,3000,20240821
100,0001000235,20240822,180257,JPEREZ,20240822,C,TA,,555858.5,USD,3000,10,10,S01,002,0000010023,PO-CLI-44435,20240822,,,0000479124,20240904,3000,20240822
100,0001000236,20240823,121100,ASOTO,20240823,C,TA,,1722593.28,USD,3000,10,10,N01,001,0000010002,PO-CLI-46808,20240823,,,0000744386,20240908,3000,20240823
100,0001000237,20240824,173534,JPEREZ,20240824,C,TA,,1519112.39,USD,3000,10,10,S01,003,0000010045,PO-CLI-63346,20240824,,,0000182414,20240918,3000,20240824
100,0001000238,20240825,172505,MROJAS,20240825,C,TA,,3862324.41,USD,3000,10,10,N01,005,0000010001,PO-CLI-81302,20240825,,,0000044018,20240917,3000,20240825
100,0001000239,20240826,085804,ASOTO,20240826,C,TA,,3626233.02,USD,3000,10,10,S01,002,0000010001,PO-CLI-63230,20240826,,,0000317570,20240908,3000,20240826
100,0001000240,20240827,130231,MROJAS,20240827,C,TA,,4444861.68,USD,3000,10,10,S01,001,0000010000,PO-CLI-43525,20240827,,,0000734666,20240918,3000,20240827
100,0001000241,20240828,124721,JPEREZ,20240828,C,TA,,2606772.0,USD,3000,10,10,C01,004,0000010000,PO-CLI-14501,20240828,,,0000338557,20240913,3000,20240828
100,0001000242,20240829,080218,ASOTO,20240829,C,TA,,4637779.08,USD,3000,10,10,S01,004,0000010002,PO-CLI-24375,20240829,,,0000720170,20240909,3000,20240829
100,0001000243,20240830,172340,ASOTO,20240830,C,TA,,3092765.79,USD,3000,10,10,N01,004,0000010001,PO-CLI-72083,20240830,,,0000035166,20240914,3000,20240830
100,0001000244,20240831,061412,JPEREZ,20240831,C,TA,,2975083.32,USD,3000,10,10,S01,002,0000010002,PO-CLI-61211,20240831,,,0000011738,20240918,3000,20240831
100,0001000245,20240901,145451,JPEREZ,20240901,C,TA,,1492910.91,USD,3000,10,10,N02,002,0000010000,PO-CLI-76829,20240901,,,0000152466,20240910,3000,20240901
100,0001000246,20240902,175808,MROJAS,20240902,C,TA,,2729982.09,USD,3000,10,10,C01,005,0000010001,PO-CLI-63284,20240902,,,0000677424,20240929,3000,20240902
100,0001000247,20240903,154435,ASOTO,20240903,C,TA,,4552608.72,USD,3000,10,10,C01,005,0000010001,PO-CLI-96639,20240903,,,0000823988,20240928,3000,20240903
100,0001000248,20240904,144326,MROJAS,20240904,C,TA,,340276.01,USD,3000,10,10,S01,005,0000010036,PO-CLI-65554,20240904,,,0000702216,20241002,3000,20240904
100,0001000249,20240905,111525,MROJAS,20240905,C,TA,,2123000.37,USD,3000,10,10,S01,005,0000010002,PO-CLI-70172,20240905,,,0000563514,20240922,3000,20240905
100,0001000250,20240906,133806,MROJAS,20240906,C,TA,,696252.18,USD,3000,10,10,S02,004,0000010001,PO-CLI-51044,20240906,,,0000125247,20240917,3000,20240906
100,0001000251,20240907,142253,JPEREZ,20240907,C,TA,,3674059.32,USD,3000,10,10,N02,001,0000010002,PO-CLI-82575,20240907,,,0000612495,20240924,3000,20240907
100,0001000252,20240908,131314,JPEREZ,20240908,C,TA,,3830877.36,USD,3000,10,10,N01,004,0000010001,PO-CLI-68213,20240908,,,0000464024,20240919,3000,20240908
100,0001000253,20240909,174324,JPEREZ,20240909,C,TA,,296925.54,USD,3000,10,10,S02,002,0000010038,PO-CLI-38564,20240909,,,0000329475,20240927,3000,20240909
100,0001000254,20240910,111417,MROJAS,20240910,C,TA,,1649053.26,USD,3000,10,10,S01,004,0000010001,PO-CLI-30722,20240910,,,0000176729,20240924,3000,20240910
100,0001000255,20240911,083304,JPEREZ,20240911,C,TA,,1715087.49,USD,3000,10,10,N01,005,0000010001,PO-CLI-16834,20240911,,,0000600425,20241008,3000,20240911
100,0001000256,20240912,145703,MROJAS,20240912,C,TA,,3208561.05,USD,3000,10,10,N02,002,0000010001,PO-CLI-16336,20240912,,,0000491853,20240923,3000,20240912
100,0001000257,20240913,115038,ASOTO,20240913,C,TA,,4031863.14,USD,3000,10,10,S02,003,0000010002,PO-CLI-78612,20240913,,,0000982380,20241003,3000,20240913
100,0001000258,20240914,184847,JPEREZ,20240914,C,TA,,775172.64,USD,3000,10,10,S01,004,0000010000,PO-CLI-42046,20240914,,,0000149229,20240921,3000,20240914
100,0001000259,20240915,143530,JPEREZ,20240915,C,TA,,380853.27,USD,3000,10,10,S02,001,0000010006,PO-CLI-56200,20240915,,,0000347554,20240928,3000,20240915
100,0001000260,20240916,183127,ASOTO,20240916,C,TA,,890882.17,USD,3000,10,10,N01,005,0000010029,PO-CLI-84232,20240916,,,0000530525,20240925,3000,20240916
100,0001000261,20240917,185256,JPEREZ,20240917,C,TA,,1593702.42,USD,3000,10,10,S02,005,0000010000,PO-CLI-84473,20240917,,,0000267542,20240930,3000,20240917
100,0001000262,20240918,084243,ASOTO,20240918,C,TA,,2126235.3,USD,3000,10,10,C01,005,0000010021,PO-CLI-99469,20240918,,,0000292516,20241014,3000,20240918
100,0001000263,20240919,143223,MROJAS,20240919,C,TA,,1018392.57,USD,3000,10,10,S02,004,0000010000,PO-CLI-84261,20240919,,,0000347303,20241005,3000,20240919
100,0001000264,20240920,091815,ASOTO,20240920,C,TA,,906951.52,USD,3000,10,10,N02,003,0000010021,PO-CLI-30865,20240920,,,0000627030,20241007,3000,20240920
100,0001000265,20240921,070239,JPEREZ,20240921,C,TA,,2497051.86,USD,3000,10,10,N02,002,0000010001,PO-CLI-61231,20240921,,,0000864227,20241013,3000,20240921
100,0001000266,20240922,185419,ASOTO,20240922,C,TA,,4872666.51,USD,3000,10,10,S01,002,0000010001,PO-CLI-41546,20240922,,,0000483695,20241003,3000,20240922
100,0001000267,20240923,082512,MROJAS,20240923,C,TA,,1322555.2,USD,3000,10,10,N01,001,0000010027,PO-CLI-14112,20240923,,,0000881980,20241008,3000,20240923
100,0001000268,20240924,143831,MROJAS,20240924,C,TA,,1286390.94,USD,3000,10,10,N02,002,0000010000,PO-CLI-64771,20240924,,,0000040317,20241001,3000,20240924
100,0001000269,20240925,061821,JPEREZ,20240925,C,TA,,4997243.61,USD,3000,10,10,S02,005,0000010002,PO-CLI-92187,20240925,,,0000830303,20241004,3000,20240925
100,0001000270,20240926,092500,MROJAS,20240926,C,TA,,1268356.32,USD,3000,10,10,N01,001,0000010002,PO-CLI-45865,20240926,,,0000561259,20241020,3000,20240926
100,0001000271,20240927,174616,JPEREZ,20240927,C,TA,,1106858.6,USD,3000,10,10,S01,003,0000010024,PO-CLI-64470,20240927,,,0000169725,20241017,3000,20240927
100,0001000272,20240928,133207,MROJAS,20240928,C,TA,,951402.4,USD,3000,10,10,C01,003,0000010004,PO-CLI-20914,20240928,,,0000373565,20241007,3000,20240928
100,0001000273,20240929,091012,ASOTO,20240929,C,TA,,3656629.53,USD,3000,10,10,S02,005,0000010002,PO-CLI-18768,20240929,,,0000780824,20241013,3000,20240929
100,0001000274,20240930,143546,MROJAS,20240930,C,TA,,3808767.84,USD,3000,10,10,N01,005,0000010001,PO-CLI-14257,20240930,,,0000824335,20241027,3000,20240930
100,0001000275,20241001,171926,JPEREZ,20241001,C,TA,,1049489.1,USD,3000,10,10,N01,003,0000010001,PO-CLI-52959,20241001,,,0000193752,20241030,3000,20241001
100,0001000276,20241002,105835,ASOTO,20241002,C,TA,,4676309.43,USD,3000,10,10,S01,001,0000010001,PO-CLI-62907,20241002,,,0000788846,20241010,3000,20241002
100,0001000277,20241003,154455,JPEREZ,20241003,C,TA,,3551484.27,USD,3000,10,10,N01,004,0000010000,PO-CLI-38628,20241003,,,0000764149,20241101,3000,20241003
100,0001000278,20241004,101715,ASOTO,20241004,C,TA,,3504745.08,USD,3000,10,10,N01,004,0000010002,PO-CLI-43423,20241004,,,0000679832,20241030,3000,20241004
100,0001000279,20241005,073600,ASOTO,20241005,C,TA,,327852.56,USD,3000,10,10,N02,001,0000010046,PO-CLI-11803,20241005,,,0000433436,20241015,3000,20241005
100,0001000280,20241006,161531,MROJAS,20241006,C,TA,,442476.99,USD,3000,10,10,S01,004,0000010040,PO-CLI-16413,20241006,,,0000264358,20241013,3000,20241006
100,0001000281,20241007,092857,JPEREZ,20241007,C,TA,,1513988.94,USD,3000,10,10,N01,002,0000010030,PO-CLI-94570,20241007,,,0000509506,20241026,3000,20241007
100,0001000282,20241008,060901,MROJAS,20241008,C,TA,,3268388.52,USD,3000,10,10,C01,004,0000010001,PO-CLI-84442,20241008,,,0000357876,20241015,3000,20241008
100,0001000283,20241009,064404,JPEREZ,20241009,C,TA,,4363963.17,USD,3000,10,10,C01,002,0000010001,PO-CLI-40317,20241009,,,0000430688,20241017,3000,20241009
100,0001000284,20241010,181502,MROJAS,20241010,C,TA,,5155788.99,USD,3000,10,10,S01,005,0000010001,PO-CLI-31893,20241010,,,0000689226,20241108,3000,20241010
100,0001000285,20241011,081829,JPEREZ,20241011,C,TA,,2340321.99,USD,3000,10,10,S02,002,0000010000,PO-CLI-91087,20241011,,,0000141050,20241019,3000,20241011
100,0001000286,20241012,120627,JPEREZ,20241012,C,TA,,233885.6,USD,3000,10,10,N02,003,0000010026,PO-CLI-78191,20241012,,,0000748393,20241105,3000,20241012
100,0001000287,20241013,061447,ASOTO,20241013,C,TA,,3027729.18,USD,3000,10,10,C01,001,0000010001,PO-CLI-83408,20241013,,,0000502606,20241101,3000,20241013
100,0001000288,20241014,062731,JPEREZ,20241014,C,TA,,2915850.0,USD,3000,10,10,N02,002,0000010000,PO-CLI-93394,20241014,,,0000093725,20241106,3000,20241014
100,0001000289,20241015,184751,ASOTO,20241015,C,TA,,122694.42,USD,3000,10,10,C01,001,0000010049,PO-CLI-20830,20241015,,,0000721375,20241028,3000,20241015
100,0001000290,20241016,180409,JPEREZ,20241016,C,TA,,1123764.3,USD,3000,10,10,S01,005,0000010032,PO-CLI-91481,20241016,,,0000826603,20241024,3000,20241016
100,0001000291,20241017,114203,MROJAS,20241017,C,TA,,2131438.95,USD,3000,10,10,S01,002,0000010001,PO-CLI-85605,20241017,,,0000393558,20241116,3000,20241017
100,0001000292,20241018,170016,ASOTO,20241018,C,TA,,1787292.15,USD,3000,10,10,S01,002,0000010000,PO-CLI-81758,20241018,,,0000994517,20241109,3000,20241018
100,0001000293,20241019,104916,JPEREZ,20241019,C,TA,,1616547.08,USD,3000,10,10,S02,001,0000010033,PO-CLI-61142,20241019,,,0000305792,20241115,3000,20241019
100,0001000294,20241020,145858,JPEREZ,20241020,C,TA,,1410233.13,USD,3000,10,10,N02,001,0000010030,PO-CLI-58283,20241020,,,0000253172,20241113,3000,20241020
100,0001000295,20241021,095333,MROJAS,20241021,C,TA,,274280.25,USD,3000,10,10,C01,003,0000010018,PO-CLI-26014,20241021,,,0000413894,20241120,3000,20241021
100,0001000296,20241022,183231,MROJAS,20241022,C,TA,,2971261.41,USD,3000,10,10,S02,001,0000010000,PO-CLI-70517,20241022,,,0000525005,20241111,3000,20241022
100,0001000297,20241023,065639,ASOTO,20241023,C,TA,,2436186.3,USD,3000,10,10,N02,004,0000010001,PO-CLI-58222,20241023,,,0000639362,20241110,3000,20241023
100,0001000298,20241024,112126,JPEREZ,20241024,C,TA,,2813898.78,USD,3000,10,10,N01,003,0000010000,PO-CLI-14781,20241024,,,0000729198,20241123,3000,20241024
100,0001000299,20241025,061255,JPEREZ,20241025,C,TA,,1802913.06,USD,3000,10,10,C01,002,0000010000,PO-CLI-57359,20241025,,,0000409564,20241113,3000,20241025
100,0001000300,20241026,150631,ASOTO,20241026,C,TA,,612099.45,USD,3000,10,10,S02,004,0000010022,PO-CLI-83580,20241026,,,0000675442,20241106,3000,20241026
100,0001000301,20241027,134444,JPEREZ,20241027,C,TA,,2983812.36,USD,3000,10,10,C01,001,0000010001,PO-CLI-76505,20241027,,,0000386131,20241121,3000,20241027
100,0001000302,20241028,083450,MROJAS,20241028,C,TA,,946284.91,USD,3000,10,10,C01,004,0000010036,PO-CLI-93463,20241028,,,0000998177,20241122,3000,20241028
100,0001000303,20241029,143009,MROJAS,20241029,C,TA,,3106387.17,USD,3000,10,10,N01,004,0000010000,PO-CLI-64749,20241029,,,0000934919,20241105,3000,20241029
100,0001000304,20241030,160709,ASOTO,20241030,C,TA,,171780.0,USD,3000,10,10,C01,005,0000010035,PO-CLI-66904,20241030,,,0000357921,20241106,3000,20241030
100,0001000305,20241031,165343,JPEREZ,20241031,C,TA,,2001097.71,USD,3000,10,10,N02,005,0000010000,PO-CLI-51116,20241031,,,0000599269,20241117,3000,20241031
100,0001000306,20241101,070307,MROJAS,20241101,C,TA,,730539.24,USD,3000,10,10,C01,002,0000010010,PO-CLI-19837,20241101,,,0000085160,20241129,3000,20241101
100,0001000307,20241102,065731,MROJAS,20241102,C,TA,,3905372.04,USD,3000,10,10,S02,005,0000010000,PO-CLI-46896,20241102,,,0000409719,20241114,3000,20241102
100,0001000308,20241103,062559,ASOTO,20241103,C,TA,,510916.46,USD,3000,10,10,C01,003,0000010003,PO-CLI-18802,20241103,,,0000204754,20241116,3000,20241103
100,0001000309,20241104,120714,MROJAS,20241104,C,TA,,667053.9,USD,3000,10,10,N02,005,0000010000,PO-CLI-97770,20241104,,,0000333192,20241115,3000,20241104
100,0001000310,20241105,092813,ASOTO,20241105,C,TA,,921916.45,USD,3000,10,10,S01,001,0000010010,PO-CLI-62213,20241105,,,0000493249,20241129,3000,20241105
100,0001000311,20241106,141134,ASOTO,20241106,C,TA,,4455986.4,USD,3000,10,10,S01,004,0000010001,PO-CLI-13821,20241106,,,0000354913,20241120,3000,20241106
100,0001000312,20241107,114310,JPEREZ,20241107,C,TA,,2655935.16,USD,3000,10,10,S02,003,0000010001,PO-CLI-11944,20241107,,,0000815045,20241124,3000,20241107
