MANDT,EBELN,EBELP,TXZ01,MATNR,MENGE,MEINS,NETPR,PEINH,BRTWR,WAERS,BUKRS,WERKS,LGORT,MATKL,LOEKZ,STATU,PSTYP,KNTTP,BANFN,BNFPO,ELIKZ,RETPO,AEDAT
100,4500000178,00010,Material 30011,30011,20,L,583.5,1,11670.0,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20240626
100,4500000179,00010,Material 10000,10000,13,UN,849.71,1,11046.23,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240627
100,4500000179,00020,Material 10000,10000,34,UN,606.82,1,20631.88,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240627
100,4500000179,00030,Material 10000,10000,22,UN,367.52,1,8085.44,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240627
100,4500000179,00040,Material 10002,10002,25,UN,934.21,1,23355.25,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240627
100,4500000180,00010,Material 10255,10255,29,UN,117.13,1,3396.77,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240628
100,4500000180,00020,Material 10013,10013,13,UN,267.55,1,3478.15,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240628
100,4500000181,00010,Material 80045,80045,27,AU,640.95,1,17305.65,USD,2000,2000,0001,GRP_DIEN,,B,0,K,,,,,20240629
100,4500000181,00020,Material 10004,10004,15,UN,794.36,1,11915.4,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240629
100,4500000181,00030,Material 10044,10044,6,UN,500.73,1,3004.38,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240629
100,4500000182,00010,Material 80000,80000,31,AU,730.32,1,22639.92,USD,1000,1000,0001,GRP_DIEN,,B,0,K,,,,,20240630
100,4500000182,00020,Material 10064,10064,45,UN,124.24,1,5590.8,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240630
100,4500000182,00030,Material 30022,30022,50,L,383.77,1,19188.5,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20240630
100,4500000182,00040,Material 10106,10106,25,UN,648.38,1,16209.5,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240630
100,4500000183,00010,Material 10002,10002,2,UN,762.8,1,1525.6,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240701
100,4500000183,00020,Material 10004,10004,6,UN,425.75,1,2554.5,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240701
100,4500000184,00010,Material 10123,10123,18,UN,662.18,1,11919.24,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240702
100,4500000185,00010,Material 10001,10001,32,UN,895.15,1,28644.8,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240703
100,4500000185,00020,Material 10004,10004,22,UN,848.64,1,18670.08,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240703
100,4500000185,00030,Material 10002,10002,12,UN,594.53,1,7134.36,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240703
100,4500000185,00040,Material 10002,10002,19,UN,611.75,1,11623.25,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240703
100,4500000186,00010,Material 10222,10222,9,UN,405.99,1,3653.91,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240704
100,4500000186,00020,Material 10256,10256,1,UN,775.42,1,775.42,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240704
100,4500000186,00030,Material 10212,10212,48,UN,716.75,1,34404.0,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240704
100,4500000187,00010,Material 30006,30006,49,L,809.73,1,39676.77,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20240705
100,4500000187,00020,Material 10119,10119,21,UN,1555.74,1,32670.54,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240705
100,4500000187,00030,Material 30014,30014,14,L,1296.68,1,18153.52,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20240705
100,4500000188,00010,Material 10000,10000,30,UN,560.57,1,16817.1,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240706
100,4500000188,00020,Material 10001,10001,44,UN,700.9,1,30839.6,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240706
100,4500000188,00030,Material 10002,10002,29,UN,424.54,1,12311.66,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240706
100,4500000188,00040,Material 10001,10001,3,UN,830.8,1,2492.4,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240706
100,4500000189,00010,Material 10160,10160,46,UN,312.95,1,14395.7,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240707
100,4500000189,00020,Material 10277,10277,13,UN,529.93,1,6889.09,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240707
100,4500000190,00010,Material 80037,80037,14,AU,86.21,1,1206.94,USD,2000,2000,0001,GRP_DIEN,,B,0,K,,,,,20240708
100,4500000191,00010,Material 10002,10002,34,UN,564.34,1,19187.56,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240709
100,4500000192,00010,Material 10037,10037,47,UN,752.01,1,35344.47,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240710
100,4500000192,00020,Material 30022,30022,37,L,140.62,1,5202.94,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20240710
100,4500000192,00030,Material 10061,10061,5,UN,275.52,1,1377.6,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240710
100,4500000193,00010,Material 10185,10185,20,UN,179.35,1,3587.0,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240711
100,4500000193,00020,Material 10154,10154,32,UN,209.66,1,6709.12,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240711
100,4500000193,00030,Material 30044,30044,43,L,437.14,1,18797.02,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20240711
100,4500000193,00040,Material 80033,80033,49,AU,302.36,1,14815.64,USD,1000,1000,0001,GRP_DIEN,,B,0,K,,,,,20240711
100,4500000194,00010,Material 10240,10240,36,UN,470.38,1,16933.68,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240712
100,4500000195,00010,Material 10004,10004,2,UN,1296.26,1,2592.52,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240713
100,4500000196,00010,Material 10075,10075,35,UN,372.78,1,13047.3,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240714
100,4500000197,00010,Material 10055,10055,50,UN,587.96,1,29398.0,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240715
100,4500000197,00020,Material 10007,10007,13,UN,562.15,1,7307.95,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240715
100,4500000198,00010,Material 10270,10270,41,UN,1215.45,1,49833.45,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240716
100,4500000199,00010,Material 10292,10292,33,UN,632.6,1,20875.8,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240717
100,4500000200,00010,Material 30000,30000,12,L,511.77,1,6141.24,USD,2000,2000,0001,GRP_HIBE,,B,0,K,,,,,20240718
100,4500000200,00020,Material 10030,10030,31,UN,648.83,1,20113.73,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240718
100,4500000200,00030,Material 10137,10137,22,UN,346.23,1,7617.06,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240718
100,4500000200,00040,Material 10068,10068,28,UN,403.17,1,11288.76,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240718
100,4500000201,00010,Material 10001,10001,3,UN,195.37,1,586.11,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240719
100,4500000201,00020,Material 30041,30041,9,L,616.1,1,5544.9,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20240719
100,4500000201,00030,Material 10095,10095,28,UN,781.23,1,21874.44,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240719
100,4500000202,00010,Material 10176,10176,11,UN,764.77,1,8412.47,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240720
100,4500000202,00020,Material 10226,10226,15,UN,231.14,1,3467.1,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240720
100,4500000202,00030,Material 30016,30016,49,L,74.76,1,3663.24,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20240720
100,4500000203,00010,Material 10075,10075,42,UN,451.81,1,18976.02,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240721
100,4500000203,00020,Material 10204,10204,48,UN,1145.14,1,54966.72,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240721
100,4500000203,00030,Material 10064,10064,22,UN,1627.0,1,35794.0,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240721
100,4500000204,00010,Material 10204,10204,47,UN,743.11,1,34926.17,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240722
100,4500000204,00020,Material 80007,80007,14,AU,195.59,1,2738.26,USD,1000,1000,0001,GRP_DIEN,,B,0,K,,,,,20240722
100,4500000205,00010,Material 10081,10081,50,UN,2127.58,1,106379.0,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240723
100,4500000205,00020,Material 10118,10118,30,UN,433.61,1,13008.3,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240723
100,4500000205,00030,Material 10254,10254,44,UN,511.11,1,22488.84,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240723
100,4500000205,00040,Material 30034,30034,38,L,576.58,1,21910.04,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20240723
100,4500000206,00010,Material 10072,10072,42,UN,575.99,1,24191.58,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240724
100,4500000206,00020,Material 10104,10104,48,UN,1076.12,1,51653.76,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240724
100,4500000206,00030,Material 10101,10101,13,UN,629.78,1,8187.14,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240724
100,4500000207,00010,Material 10004,10004,41,UN,889.73,1,36478.93,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240725
100,4500000207,00020,Material 10003,10003,15,UN,455.9,1,6838.5,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240725
100,4500000207,00030,Material 10004,10004,46,UN,637.55,1,29327.3,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240725
100,4500000207,00040,Material 10000,10000,31,UN,914.53,1,28350.43,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240725
100,4500000208,00010,Material 10157,10157,20,UN,1668.6,1,33372.0,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240726
100,4500000208,00020,Material 10049,10049,24,UN,1167.88,1,28029.12,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240726
100,4500000208,00030,Material 10113,10113,30,UN,1443.51,1,43305.3,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240726
100,4500000209,00010,Material 10267,10267,34,UN,321.99,1,10947.66,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240727
100,4500000209,00020,Material 10134,10134,47,UN,771.17,1,36244.99,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240727
100,4500000209,00030,Material 10284,10284,14,UN,526.74,1,7374.36,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240727
100,4500000209,00040,Material 10019,10019,15,UN,502.42,1,7536.3,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240727
100,4500000210,00010,Material 10084,10084,7,UN,1387.12,1,9709.84,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240728
100,4500000210,00020,Material 30037,30037,38,L,1870.99,1,71097.62,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20240728
100,4500000211,00010,Material 30027,30027,42,L,1240.43,1,52098.06,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20240729
100,4500000211,00020,Material 80043,80043,50,AU,217.34,1,10867.0,USD,1000,1000,0001,GRP_DIEN,,B,0,K,,,,,20240729
100,4500000211,00030,Material 10234,10234,15,UN,2219.98,1,33299.7,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240729
100,4500000211,00040,Material 10213,10213,31,UN,336.62,1,10435.22,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240729
100,4500000212,00010,Material 30024,30024,1,L,625.32,1,625.32,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20240730
100,4500000213,00010,Material 10004,10004,49,UN,980.92,1,48065.08,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240731
100,4500000213,00020,Material 10003,10003,19,UN,572.38,1,10875.22,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240731
100,4500000213,00030,Material 10003,10003,15,UN,1392.8,1,20892.0,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240731
100,4500000214,00010,Material 30030,30030,19,L,1011.0,1,19209.0,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20240801
100,4500000214,00020,Material 30048,30048,43,L,1511.13,1,64978.59,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20240801
100,4500000214,00030,Material 10038,10038,31,UN,262.25,1,8129.75,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240801
100,4500000215,00010,Material 10001,10001,25,UN,1550.11,1,38752.75,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240802
100,4500000215,00020,Material 10001,10001,23,UN,1685.24,1,38760.52,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240802
100,4500000215,00030,Material 10003,10003,14,UN,1651.61,1,23122.54,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240802
100,4500000215,00040,Material 10001,10001,47,UN,569.46,1,26764.62,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240802
100,4500000216,00010,Material 10004,10004,8,UN,90.05,1,720.4,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240803
100,4500000217,00010,Material 30031,30031,10,L,360.01,1,3600.1,USD,2000,2000,0001,GRP_HIBE,,B,0,K,,,,,20240804
100,4500000217,00020,Material 30036,30036,29,L,630.16,1,18274.64,USD,2000,2000,0001,GRP_HIBE,,B,0,K,,,,,20240804
100,4500000218,00010,Material 10046,10046,31,UN,793.79,1,24607.49,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240805
100,4500000218,00020,Material 10029,10029,40,UN,553.17,1,22126.8,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240805
100,4500000218,00030,Material 10101,10101,32,UN,122.55,1,3921.6,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240805
100,4500000219,00010,Material 10126,10126,46,UN,711.0,1,32706.0,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240806
100,4500000219,00020,Material 10294,10294,20,UN,675.39,1,13507.8,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240806
100,4500000219,00030,Material 10109,10109,45,UN,2156.84,1,97057.8,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240806
100,4500000219,00040,Material 10276,10276,29,UN,1753.05,1,50838.45,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240806
100,4500000220,00010,Material 10283,10283,13,UN,381.88,1,4964.44,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240807
100,4500000221,00010,Material 10227,10227,18,UN,655.56,1,11800.08,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240808
100,4500000221,00020,Material 10181,10181,3,UN,1413.08,1,4239.24,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240808
100,4500000222,00010,Material 10000,10000,33,UN,834.52,1,27539.16,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240809
100,4500000222,00020,Material 10004,10004,44,UN,410.94,1,18081.36,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240809
100,4500000223,00010,Material 10183,10183,17,UN,446.29,1,7586.93,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240810
100,4500000223,00020,Material 10168,10168,12,UN,797.56,1,9570.72,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240810
100,4500000224,00010,Material 10032,10032,1,UN,1234.32,1,1234.32,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240811
100,4500000224,00020,Material 10107,10107,22,UN,1962.35,1,43171.7,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240811
100,4500000224,00030,Material 80018,80018,19,AU,941.7,1,17892.3,USD,2000,2000,0001,GRP_DIEN,,B,0,K,,,,,20240811
100,4500000224,00040,Material 10153,10153,38,UN,1825.01,1,69350.38,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240811
100,4500000225,00010,Material 10003,10003,6,UN,227.64,1,1365.84,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240812
100,4500000226,00010,Material 30013,30013,33,L,583.22,1,19246.26,USD,2000,2000,0001,GRP_HIBE,,B,0,K,,,,,20240813
100,4500000226,00020,Material 10035,10035,41,UN,472.27,1,19363.07,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240813
100,4500000226,00030,Material 10022,10022,3,UN,640.87,1,1922.61,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240813
100,4500000226,00040,Material 10062,10062,21,UN,440.85,1,9257.85,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240813
100,4500000227,00010,Material 10004,10004,21,UN,344.09,1,7225.89,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240814
100,4500000227,00020,Material 10000,10000,11,UN,587.51,1,6462.61,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240814
100,4500000228,00010,Material 10002,10002,30,UN,145.21,1,4356.3,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240815
100,4500000228,00020,Material 10000,10000,24,UN,563.04,1,13512.96,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240815
100,4500000228,00030,Material 10000,10000,39,UN,325.68,1,12701.52,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240815
100,4500000229,00010,Material 10002,10002,8,UN,578.03,1,4624.24,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240816
100,4500000229,00020,Material 10004,10004,15,UN,809.99,1,12149.85,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240816
100,4500000229,00030,Material 10003,10003,35,UN,454.22,1,15897.7,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240816
100,4500000230,00010,Material 10004,10004,10,UN,1394.62,1,13946.2,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240817
100,4500000230,00020,Material 10001,10001,49,UN,1894.7,1,92840.3,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240817
100,4500000230,00030,Material 10002,10002,2,UN,1169.84,1,2339.68,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240817
100,4500000231,00010,Material 10002,10002,37,UN,881.33,1,32609.21,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240818
100,4500000231,00020,Material 10000,10000,37,UN,1970.22,1,72898.14,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240818
100,4500000232,00010,Material 10253,10253,24,UN,441.61,1,10598.64,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240819
100,4500000232,00020,Material 10197,10197,10,UN,587.26,1,5872.6,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240819
100,4500000232,00030,Material 10276,10276,1,UN,341.49,1,341.49,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240819
100,4500000232,00040,Material 10034,10034,45,UN,738.6,1,33237.0,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240819
100,4500000233,00010,Material 10037,10037,28,UN,288.5,1,8078.0,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240820
100,4500000233,00020,Material 10047,10047,11,UN,132.63,1,1458.93,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240820
100,4500000233,00030,Material 10220,10220,4,UN,673.6,1,2694.4,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240820
100,4500000234,00010,Material 10166,10166,23,UN,487.79,1,11219.17,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240821
100,4500000234,00020,Material 10260,10260,50,UN,421.49,1,21074.5,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240821
100,4500000235,00010,Material 80007,80007,28,AU,1305.44,1,36552.32,USD,1000,1000,0001,GRP_DIEN,,B,0,K,,,,,20240822
100,4500000235,00020,Material 30008,30008,39,L,2232.52,1,87068.28,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20240822
100,4500000235,00030,Material 10010,10010,38,UN,1618.18,1,61490.84,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240822
100,4500000236,00010,Material 10072,10072,49,UN,86.71,1,4248.79,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240823
100,4500000237,00010,Material 10129,10129,17,UN,610.36,1,10376.12,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240824
100,4500000238,00010,Material 10002,10002,28,UN,567.53,1,15890.84,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240825
100,4500000238,00020,Material 10002,10002,37,UN,847.75,1,31366.75,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240825
100,4500000239,00010,Material 10134,10134,22,UN,348.78,1,7673.16,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240826
100,4500000239,00020,Material 10285,10285,15,UN,563.19,1,8447.85,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240826
100,4500000239,00030,Material 10279,10279,23,UN,478.62,1,11008.26,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240826
100,4500000239,00040,Material 10249,10249,17,UN,156.24,1,2656.08,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240826
100,4500000240,00010,Material 10220,10220,12,UN,287.15,1,3445.8,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240827
100,4500000240,00020,Material 80045,80045,49,AU,520.33,1,25496.17,USD,2000,2000,0001,GRP_DIEN,,B,0,K,,,,,20240827
100,4500000240,00030,Material 10232,10232,26,UN,614.56,1,15978.56,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240827
100,4500000240,00040,Material 10043,10043,39,UN,654.82,1,25537.98,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240827
100,4500000241,00010,Material 10063,10063,31,UN,2217.38,1,68738.78,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240828
100,4500000241,00020,Material 30014,30014,25,L,2009.28,1,50232.0,USD,2000,2000,0001,GRP_HIBE,,B,0,K,,,,,20240828
100,4500000241,00030,Material 10298,10298,1,UN,422.97,1,422.97,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240828
100,4500000241,00040,Material 10198,10198,9,UN,1418.37,1,12765.33,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240828
100,4500000242,00010,Material 10222,10222,1,UN,1752.8,1,1752.8,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240829
100,4500000242,00020,Material 80005,80005,34,AU,407.71,1,13862.14,USD,2000,2000,0001,GRP_DIEN,,B,0,K,,,,,20240829
100,4500000242,00030,Material 10280,10280,39,UN,2066.74,1,80602.86,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240829
100,4500000242,00040,Material 10211,10211,31,UN,1505.98,1,46685.38,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240829
100,4500000243,00010,Material 10002,10002,32,UN,916.66,1,29333.12,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240830
100,4500000244,00010,Material 10077,10077,22,UN,1878.38,1,41324.36,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240831
100,4500000244,00020,Material 10017,10017,1,UN,1234.1,1,1234.1,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240831
100,4500000244,00030,Material 80017,80017,20,AU,1400.42,1,28008.4,USD,1000,1000,0001,GRP_DIEN,,B,0,K,,,,,20240831
100,4500000245,00010,Material 30024,30024,15,L,833.95,1,12509.25,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20240901
100,4500000245,00020,Material 10096,10096,47,UN,389.96,1,18328.12,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240901
100,4500000245,00030,Material 10190,10190,27,UN,174.97,1,4724.19,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240901
100,4500000246,00010,Material 10000,10000,39,UN,318.92,1,12437.88,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240902
100,4500000247,00010,Material 10143,10143,2,UN,655.58,1,1311.16,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240903
100,4500000248,00010,Material 10246,10246,38,UN,621.54,1,23618.52,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240904
100,4500000248,00020,Material 30002,30002,20,L,83.85,1,1677.0,USD,2000,2000,0001,GRP_HIBE,,B,0,K,,,,,20240904
100,4500000248,00030,Material 10049,10049,8,UN,370.31,1,2962.48,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240904
100,4500000248,00040,Material 10075,10075,15,UN,119.55,1,1793.25,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240904
100,4500000249,00010,Material 10077,10077,20,UN,171.97,1,3439.4,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240905
100,4500000249,00020,Material 10176,10176,30,UN,439.49,1,13184.7,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240905
100,4500000249,00030,Material 30036,30036,28,L,658.08,1,18426.24,USD,1000,1000,0001,GRP_HIBE,,B,0,K,,,,,20240905
100,4500000249,00040,Material 10170,10170,24,UN,427.95,1,10270.8,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240905
100,4500000250,00010,Material 10100,10100,48,UN,617.9,1,29659.2,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240906
100,4500000250,00020,Material 80020,80020,10,AU,285.93,1,2859.3,USD,1000,1000,0001,GRP_DIEN,,B,0,K,,,,,20240906
100,4500000251,00010,Material 10004,10004,44,UN,1309.9,1,57635.6,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240907
100,4500000251,00020,Material 10004,10004,2,UN,835.35,1,1670.7,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240907
100,4500000251,00030,Material 10002,10002,22,UN,907.59,1,19966.98,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240907
100,4500000251,00040,Material 10004,10004,12,UN,1212.65,1,14551.8,USD,1000,1000,0001,GRP_ROH,,B,0,K,,,,,20240907
100,4500000252,00010,Material 10272,10272,9,UN,455.25,1,4097.25,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240908
100,4500000253,00010,Material 80020,80020,31,AU,798.14,1,24742.34,USD,2000,2000,0001,GRP_DIEN,,B,0,K,,,,,20240909
100,4500000254,00010,Material 10202,10202,9,UN,121.46,1,1093.14,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240910
100,4500000254,00020,Material 10017,10017,31,UN,681.05,1,21112.55,USD,2000,2000,0001,GRP_ROH,,B,0,K,,,,,20240910
