MANDT,AUFNR,AUART,AUTYP,ERNAM,ERDAT,AENAM,AEDAT,KTEXT,BUKRS,WERKS,GSBER,KOKRS,KOSTL,KOSTV,IDAT1,IDAT2,IDAT3,PHAS0,PHAS1,PHAS2,PHAS3,LOEKZ,EQUNR,TPLNR
100,000000800136,PM02,30,PM_AUTO,20240423,,20240423,Mant. Preventivo 000000000001000112,1000,1000,,1000,MANT100,MANT100,20240423,20240424,,X,X,X,,,000000000001000112,1000-LAB-03
100,000000800137,PM02,30,PM_AUTO,20240424,,20240424,Mant. Preventivo 000000000001000196,1000,1000,,1000,MANT100,MANT100,20240424,20240425,,X,X,X,,,000000000001000196,1000-LAB-01
100,000000800138,PM01,30,PM_AUTO,20240425,,20240425,FALLA CRITICA HIDRÁULICO - 0000000000010,1000,1000,,1000,MANT100,MANT100,20240425,20240502,,X,X,,,,000000000001000049,1000-MANT-01
100,000000800139,PM02,30,PM_AUTO,20240425,,20240425,Mant. Preventivo 000000000001000133,1000,1000,,1000,MANT100,MANT100,20240425,20240426,,X,X,X,,,000000000001000133,1000-MANT-02
100,000000800140,PM02,30,PM_AUTO,20240426,,20240426,Mant. Preventivo 000000000001000022,1000,1000,,1000,MANT100,MANT100,20240426,20240427,,X,X,X,,,000000000001000022,1000-PLAN-03
100,000000800141,PM02,30,PM_AUTO,20240427,,20240427,Mant. Preventivo 000000000001000065,1000,1000,,1000,MANT100,MANT100,20240427,20240428,,X,X,X,,,000000000001000065,1000-MIN-01
100,000000800142,PM01,30,PM_AUTO,20240428,,20240428,FALLA CRITICA TRANSMISIÓN - 000000000001,1000,1000,,1000,MANT100,MANT100,20240428,20240505,,X,X,,,,000000000001000061,1000-PLAN-01
100,000000800143,PM02,30,PM_AUTO,20240428,,20240428,Mant. Preventivo 000000000001000071,1000,1000,,1000,MANT100,MANT100,20240428,20240429,,X,X,X,,,000000000001000071,1000-MIN-02
100,000000800144,PM02,30,PM_AUTO,20240429,,20240429,Mant. Preventivo 000000000001000048,1000,1000,,1000,MANT100,MANT100,20240429,20240430,,X,X,X,,,000000000001000048,1000-MIN-02
100,000000800145,PM02,30,PM_AUTO,20240430,,20240430,Mant. Preventivo 000000000001000039,1000,1000,,1000,MANT100,MANT100,20240430,20240501,,X,X,X,,,000000000001000039,1000-MANT-01
100,000000800146,PM02,30,PM_AUTO,20240501,,20240501,Mant. Preventivo 000000000001000080,1000,1000,,1000,MANT100,MANT100,20240501,20240502,,X,X,X,,,000000000001000080,1000-LAB-02
100,000000800147,PM02,30,PM_AUTO,20240502,,20240502,Mant. Preventivo 000000000001000112,1000,1000,,1000,MANT100,MANT100,20240502,20240503,,X,X,X,,,000000000001000112,1000-LAB-03
100,000000800148,PM02,30,PM_AUTO,20240503,,20240503,Mant. Preventivo 000000000001000126,1000,1000,,1000,MANT100,MANT100,20240503,20240504,,X,X,X,,,000000000001000126,1000-MIN-02
100,000000800149,PM02,30,PM_AUTO,20240504,,20240504,Mant. Preventivo 000000000001000148,1000,1000,,1000,MANT100,MANT100,20240504,20240505,,X,X,X,,,000000000001000148,1000-LAB-01
100,000000800150,PM01,30,PM_AUTO,20240505,,20240505,FALLA CRITICA TRANSMISIÓN - 000000000001,1000,1000,,1000,MANT100,MANT100,20240505,20240512,,X,X,,,,000000000001000151,1000-REF-03
100,000000800151,PM02,30,PM_AUTO,20240505,,20240505,Mant. Preventivo 000000000001000116,1000,1000,,1000,MANT100,MANT100,20240505,20240506,,X,X,X,,,000000000001000116,1000-MIN-01
100,000000800152,PM02,30,PM_AUTO,20240506,,20240506,Mant. Preventivo 000000000001000131,1000,1000,,1000,MANT100,MANT100,20240506,20240507,,X,X,X,,,000000000001000131,1000-REF-02
100,000000800153,PM01,30,PM_AUTO,20240507,,20240507,FALLA CRITICA TRANSMISIÓN - 000000000001,1000,1000,,1000,MANT100,MANT100,20240507,20240514,,X,X,,,,000000000001000070,1000-PLAN-02
100,000000800154,PM02,30,PM_AUTO,20240507,,20240507,Mant. Preventivo 000000000001000060,1000,1000,,1000,MANT100,MANT100,20240507,20240508,,X,X,X,,,000000000001000060,1000-MIN-02
100,000000800155,PM02,30,PM_AUTO,20240508,,20240508,Mant. Preventivo 000000000001000197,1000,1000,,1000,MANT100,MANT100,20240508,20240509,,X,X,X,,,000000000001000197,1000-LAB-01
100,000000800156,PM01,30,PM_AUTO,20240509,,20240509,FALLA CRITICA TRANSMISIÓN - 000000000001,1000,1000,,1000,MANT100,MANT100,20240509,20240516,,X,X,,,,000000000001000036,1000-MANT-01
100,000000800157,PM02,30,PM_AUTO,20240509,,20240509,Mant. Preventivo 000000000001000174,1000,1000,,1000,MANT100,MANT100,20240509,20240510,,X,X,X,,,000000000001000174,1000-PLAN-01
100,000000800158,PM02,30,PM_AUTO,20240510,,20240510,Mant. Preventivo 000000000001000038,1000,1000,,1000,MANT100,MANT100,20240510,20240511,,X,X,X,,,000000000001000038,1000-LAB-02
100,000000800159,PM02,30,PM_AUTO,20240511,,20240511,Mant. Preventivo 000000000001000099,1000,1000,,1000,MANT100,MANT100,20240511,20240512,,X,X,X,,,000000000001000099,1000-MIN-03
100,000000800160,PM02,30,PM_AUTO,20240512,,20240512,Mant. Preventivo 000000000001000128,1000,1000,,1000,MANT100,MANT100,20240512,20240513,,X,X,X,,,000000000001000128,1000-MANT-01
100,000000800161,PM02,30,PM_AUTO,20240513,,20240513,Mant. Preventivo 000000000001000146,1000,1000,,1000,MANT100,MANT100,20240513,20240514,,X,X,X,,,000000000001000146,1000-PLAN-01
100,000000800162,PM01,30,PM_AUTO,20240514,,20240514,FALLA CRITICA TRANSMISIÓN - 000000000001,1000,1000,,1000,MANT100,MANT100,20240514,20240521,,X,X,,,,000000000001000004,1000-MIN-03
100,000000800163,PM02,30,PM_AUTO,20240514,,20240514,Mant. Preventivo 000000000001000001,1000,1000,,1000,MANT100,MANT100,20240514,20240515,,X,X,X,,,000000000001000001,1000-REF-01
100,000000800164,PM02,30,PM_AUTO,20240515,,20240515,Mant. Preventivo 000000000001000154,1000,1000,,1000,MANT100,MANT100,20240515,20240516,,X,X,X,,,000000000001000154,1000-MANT-01
100,000000800165,PM02,30,PM_AUTO,20240516,,20240516,Mant. Preventivo 000000000001000064,1000,1000,,1000,MANT100,MANT100,20240516,20240517,,X,X,X,,,000000000001000064,1000-PLAN-03
100,000000800166,PM01,30,PM_AUTO,20240517,,20240517,FALLA CRITICA HIDRÁULICO - 0000000000010,1000,1000,,1000,MANT100,MANT100,20240517,20240524,,X,X,,,,000000000001000037,1000-REF-02
100,000000800167,PM02,30,PM_AUTO,20240517,,20240517,Mant. Preventivo 000000000001000078,1000,1000,,1000,MANT100,MANT100,20240517,20240518,,X,X,X,,,000000000001000078,1000-PLAN-02
100,000000800168,PM02,30,PM_AUTO,20240518,,20240518,Mant. Preventivo 000000000001000082,1000,1000,,1000,MANT100,MANT100,20240518,20240519,,X,X,X,,,000000000001000082,1000-REF-02
100,000000800169,PM01,30,PM_AUTO,20240519,,20240519,FALLA CRITICA HIDRÁULICO - 0000000000010,1000,1000,,1000,MANT100,MANT100,20240519,20240526,,X,X,,,,000000000001000122,1000-PLAN-01
100,000000800170,PM02,30,PM_AUTO,20240519,,20240519,Mant. Preventivo 000000000001000148,1000,1000,,1000,MANT100,MANT100,20240519,20240520,,X,X,X,,,000000000001000148,1000-LAB-01
100,000000800171,PM02,30,PM_AUTO,20240520,,20240520,Mant. Preventivo 000000000001000015,1000,1000,,1000,MANT100,MANT100,20240520,20240521,,X,X,X,,,000000000001000015,1000-REF-01
100,000000800172,PM02,30,PM_AUTO,20240521,,20240521,Mant. Preventivo 000000000001000144,1000,1000,,1000,MANT100,MANT100,20240521,20240522,,X,X,X,,,000000000001000144,1000-PLAN-03
100,000000800173,PM01,30,PM_AUTO,20240522,,20240522,FALLA CRITICA HIDRÁULICO - 0000000000010,1000,1000,,1000,MANT100,MANT100,20240522,20240529,,X,X,,,,000000000001000077,1000-PLAN-02
100,000000800174,PM02,30,PM_AUTO,20240522,,20240522,Mant. Preventivo 000000000001000010,1000,1000,,1000,MANT100,MANT100,20240522,20240523,,X,X,X,,,000000000001000010,1000-MIN-02
100,000000800175,PM02,30,PM_AUTO,20240523,,20240523,Mant. Preventivo 000000000001000126,1000,1000,,1000,MANT100,MANT100,20240523,20240524,,X,X,X,,,000000000001000126,1000-MIN-02
100,000000800176,PM02,30,PM_AUTO,20240524,,20240524,Mant. Preventivo 000000000001000100,1000,1000,,1000,MANT100,MANT100,20240524,20240525,,X,X,X,,,000000000001000100,1000-PLAN-02
100,000000800177,PM02,30,PM_AUTO,20240525,,20240525,Mant. Preventivo 000000000001000070,1000,1000,,1000,MANT100,MANT100,20240525,20240526,,X,X,X,,,000000000001000070,1000-PLAN-02
100,000000800178,PM02,30,PM_AUTO,20240526,,20240526,Mant. Preventivo 000000000001000085,1000,1000,,1000,MANT100,MANT100,20240526,20240527,,X,X,X,,,000000000001000085,1000-PLAN-03
100,000000800179,PM02,30,PM_AUTO,20240527,,20240527,Mant. Preventivo 000000000001000090,1000,1000,,1000,MANT100,MANT100,20240527,20240528,,X,X,X,,,000000000001000090,1000-LAB-03
100,000000800180,PM02,30,PM_AUTO,20240528,,20240528,Mant. Preventivo 000000000001000033,1000,1000,,1000,MANT100,MANT100,20240528,20240529,,X,X,X,,,000000000001000033,1000-REF-03
100,000000800181,PM02,30,PM_AUTO,20240529,,20240529,Mant. Preventivo 000000000001000075,1000,1000,,1000,MANT100,MANT100,20240529,20240530,,X,X,X,,,000000000001000075,1000-PLAN-03
100,000000800182,PM02,30,PM_AUTO,20240530,,20240530,Mant. Preventivo 000000000001000016,1000,1000,,1000,MANT100,MANT100,20240530,20240531,,X,X,X,,,000000000001000016,1000-MIN-03
100,000000800183,PM02,30,PM_AUTO,20240531,,20240531,Mant. Preventivo 000000000001000101,1000,1000,,1000,MANT100,MANT100,20240531,20240601,,X,X,X,,,000000000001000101,1000-MIN-01
100,000000800184,PM01,30,PM_AUTO,20240601,,20240601,FALLA CRITICA HIDRÁULICO - 0000000000010,1000,1000,,1000,MANT100,MANT100,20240601,20240608,,X,X,,,,000000000001000176,1000-MANT-01
100,000000800185,PM02,30,PM_AUTO,20240601,,20240601,Mant. Preventivo 000000000001000156,1000,1000,,1000,MANT100,MANT100,20240601,20240602,,X,X,X,,,000000000001000156,1000-PLAN-02
100,000000800186,PM02,30,PM_AUTO,20240602,,20240602,Mant. Preventivo 000000000001000194,1000,1000,,1000,MANT100,MANT100,20240602,20240603,,X,X,X,,,000000000001000194,1000-REF-03
100,000000800187,PM02,30,PM_AUTO,20240603,,20240603,Mant. Preventivo 000000000001000151,1000,1000,,1000,MANT100,MANT100,20240603,20240604,,X,X,X,,,000000000001000151,1000-REF-03
100,000000800188,PM02,30,PM_AUTO,20240604,,20240604,Mant. Preventivo 000000000001000075,1000,1000,,1000,MANT100,MANT100,20240604,20240605,,X,X,X,,,000000000001000075,1000-PLAN-03
100,000000800189,PM02,30,PM_AUTO,20240605,,20240605,Mant. Preventivo 000000000001000081,1000,1000,,1000,MANT100,MANT100,20240605,20240606,,X,X,X,,,000000000001000081,1000-MANT-03
100,000000800190,PM02,30,PM_AUTO,20240606,,20240606,Mant. Preventivo 000000000001000036,1000,1000,,1000,MANT100,MANT100,20240606,20240607,,X,X,X,,,000000000001000036,1000-MANT-01
100,000000800191,PM02,30,PM_AUTO,20240607,,20240607,Mant. Preventivo 000000000001000084,1000,1000,,1000,MANT100,MANT100,20240607,20240608,,X,X,X,,,000000000001000084,1000-LAB-01
100,000000800192,PM02,30,PM_AUTO,20240608,,20240608,Mant. Preventivo 000000000001000102,1000,1000,,1000,MANT100,MANT100,20240608,20240609,,X,X,X,,,000000000001000102,1000-MIN-03
100,000000800193,PM01,30,PM_AUTO,20240609,,20240609,FALLA CRITICA HIDRÁULICO - 0000000000010,1000,1000,,1000,MANT100,MANT100,20240609,20240616,,X,X,,,,000000000001000130,1000-MIN-02
100,000000800194,PM02,30,PM_AUTO,20240609,,20240609,Mant. Preventivo 000000000001000064,1000,1000,,1000,MANT100,MANT100,20240609,20240610,,X,X,X,,,000000000001000064,1000-PLAN-03
100,000000800195,PM02,30,PM_AUTO,20240610,,20240610,Mant. Preventivo 000000000001000015,1000,1000,,1000,MANT100,MANT100,20240610,20240611,,X,X,X,,,000000000001000015,1000-REF-01
100,000000800196,PM01,30,PM_AUTO,20240611,,20240611,FALLA CRITICA TRANSMISIÓN - 000000000001,1000,1000,,1000,MANT100,MANT100,20240611,20240618,,X,X,,,,000000000001000130,1000-MIN-02
100,000000800197,PM02,30,PM_AUTO,20240611,,20240611,Mant. Preventivo 000000000001000160,1000,1000,,1000,MANT100,MANT100,20240611,20240612,,X,X,X,,,000000000001000160,1000-MANT-01
100,000000800198,PM01,30,PM_AUTO,20240612,,20240612,FALLA CRITICA HIDRÁULICO - 0000000000010,1000,1000,,1000,MANT100,MANT100,20240612,20240619,,X,X,,,,000000000001000179,1000-MIN-01
100,000000800199,PM02,30,PM_AUTO,20240612,,20240612,Mant. Preventivo 000000000001000185,1000,1000,,1000,MANT100,MANT100,20240612,20240613,,X,X,X,,,000000000001000185,1000-REF-01
100,000000800200,PM01,30,PM_AUTO,20240613,,20240613,FALLA CRITICA HIDRÁULICO - 0000000000010,1000,1000,,1000,MANT100,MANT100,20240613,20240620,,X,X,,,,000000000001000056,1000-REF-02
100,000000800201,PM02,30,PM_AUTO,20240613,,20240613,Mant. Preventivo 000000000001000066,1000,1000,,1000,MANT100,MANT100,20240613,20240614,,X,X,X,,,000000000001000066,1000-MIN-03
100,000000800202,PM01,30,PM_AUTO,20240614,,20240614,FALLA CRITICA TRANSMISIÓN - 000000000001,1000,1000,,1000,MANT100,MANT100,20240614,20240621,,X,X,,,,000000000001000061,1000-PLAN-01
100,000000800203,PM02,30,PM_AUTO,20240614,,20240614,Mant. Preventivo 000000000001000045,1000,1000,,1000,MANT100,MANT100,20240614,20240615,,X,X,X,,,000000000001000045,1000-MIN-01
100,000000800204,PM01,30,PM_AUTO,20240615,,20240615,FALLA CRITICA TRANSMISIÓN - 000000000001,1000,1000,,1000,MANT100,MANT100,20240615,20240622,,X,X,,,,000000000001000168,1000-MIN-02
100,000000800205,PM02,30,PM_AUTO,20240615,,20240615,Mant. Preventivo 000000000001000155,1000,1000,,1000,MANT100,MANT100,20240615,20240616,,X,X,X,,,000000000001000155,1000-MIN-03
100,000000800206,PM02,30,PM_AUTO,20240616,,20240616,Mant. Preventivo 000000000001000159,1000,1000,,1000,MANT100,MANT100,20240616,20240617,,X,X,X,,,000000000001000159,1000-REF-01
100,000000800207,PM02,30,PM_AUTO,20240617,,20240617,Mant. Preventivo 000000000001000103,1000,1000,,1000,MANT100,MANT100,20240617,20240618,,X,X,X,,,000000000001000103,1000-REF-01
100,000000800208,PM01,30,PM_AUTO,20240618,,20240618,FALLA CRITICA TRANSMISIÓN - 000000000001,1000,1000,,1000,MANT100,MANT100,20240618,20240625,,X,X,,,,000000000001000004,1000-MIN-03
100,000000800209,PM02,30,PM_AUTO,20240618,,20240618,Mant. Preventivo 000000000001000099,1000,1000,,1000,MANT100,MANT100,20240618,20240619,,X,X,X,,,000000000001000099,1000-MIN-03
100,000000800210,PM01,30,PM_AUTO,20240619,,20240619,FALLA CRITICA TRANSMISIÓN - 000000000001,1000,1000,,1000,MANT100,MANT100,20240619,20240626,,X,X,,,,000000000001000188,1000-PLAN-02
100,000000800211,PM02,30,PM_AUTO,20240619,,20240619,Mant. Preventivo 000000000001000049,1000,1000,,1000,MANT100,MANT100,20240619,20240620,,X,X,X,,,000000000001000049,1000-MANT-01
100,000000800212,PM01,30,PM_AUTO,20240620,,20240620,FALLA CRITICA HIDRÁULICO - 0000000000010,1000,1000,,1000,MANT100,MANT100,20240620,20240627,,X,X,,,,000000000001000015,1000-REF-01
100,000000800213,PM02,30,PM_AUTO,20240620,,20240620,Mant. Preventivo 000000000001000124,1000,1000,,1000,MANT100,MANT100,20240620,20240621,,X,X,X,,,000000000001000124,1000-PLAN-01
100,000000800214,PM02,30,PM_AUTO,20240621,,20240621,Mant. Preventivo 000000000001000033,1000,1000,,1000,MANT100,MANT100,20240621,20240622,,X,X,X,,,000000000001000033,1000-REF-03
100,000000800215,PM01,30,PM_AUTO,20240622,,20240622,FALLA CRITICA HIDRÁULICO - 0000000000010,1000,1000,,1000,MANT100,MANT100,20240622,20240629,,X,X,,,,000000000001000056,1000-REF-02
100,000000800216,PM02,30,PM_AUTO,20240622,,20240622,Mant. Preventivo 000000000001000183,1000,1000,,1000,MANT100,MANT100,20240622,20240623,,X,X,X,,,000000000001000183,1000-PLAN-02
100,000000800217,PM01,30,PM_AUTO,20240623,,20240623,FALLA CRITICA TRANSMISIÓN - 000000000001,1000,1000,,1000,MANT100,MANT100,20240623,20240630,,X,X,,,,000000000001000004,1000-MIN-03
100,000000800218,PM02,30,PM_AUTO,20240623,,20240623,Mant. Preventivo 000000000001000174,1000,1000,,1000,MANT100,MANT100,20240623,20240624,,X,X,X,,,000000000001000174,1000-PLAN-01
100,000000800219,PM02,30,PM_AUTO,20240624,,20240624,Mant. Preventivo 000000000001000191,1000,1000,,1000,MANT100,MANT100,20240624,20240625,,X,X,X,,,000000000001000191,1000-REF-02
100,000000800220,PM01,30,PM_AUTO,20240625,,20240625,FALLA CRITICA TRANSMISIÓN - 000000000001,1000,1000,,1000,MANT100,MANT100,20240625,20240702,,X,X,,,,000000000001000077,1000-PLAN-02
100,000000800221,PM02,30,PM_AUTO,20240625,,20240625,Mant. Preventivo 000000000001000004,1000,1000,,1000,MANT100,MANT100,20240625,20240626,,X,X,X,,,000000000001000004,1000-MIN-03
100,000000800222,PM02,30,PM_AUTO,20240626,,20240626,Mant. Preventivo 000000000001000072,1000,1000,,1000,MANT100,MANT100,20240626,20240627,,X,X,X,,,000000000001000072,1000-REF-01
100,000000800223,PM02,30,PM_AUTO,20240627,,20240627,Mant. Preventivo 000000000001000080,1000,1000,,1000,MANT100,MANT100,20240627,20240628,,X,X,X,,,000000000001000080,1000-LAB-02
100,000000800224,PM02,30,PM_AUTO,20240628,,20240628,Mant. Preventivo 000000000001000095,1000,1000,,1000,MANT100,MANT100,20240628,20240629,,X,X,X,,,000000000001000095,1000-PLAN-01
100,000000800225,PM02,30,PM_AUTO,20240629,,20240629,Mant. Preventivo 000000000001000122,1000,1000,,1000,MANT100,MANT100,20240629,20240630,,X,X,X,,,000000000001000122,1000-PLAN-01
100,000000800226,PM02,30,PM_AUTO,20240630,,20240630,Mant. Preventivo 000000000001000161,1000,1000,,1000,MANT100,MANT100,20240630,20240701,,X,X,X,,,000000000001000161,1000-PLAN-02
100,000000800227,PM02,30,PM_AUTO,20240701,,20240701,Mant. Preventivo 000000000001000036,1000,1000,,1000,MANT100,MANT100,20240701,20240702,,X,X,X,,,000000000001000036,1000-MANT-01
100,000000800228,PM02,30,PM_AUTO,20240702,,20240702,Mant. Preventivo 000000000001000072,1000,1000,,1000,MANT100,MANT100,20240702,20240703,,X,X,X,,,000000000001000072,1000-REF-01
100,000000800229,PM02,30,PM_AUTO,20240703,,20240703,Mant. Preventivo 000000000001000179,1000,1000,,1000,MANT100,MANT100,20240703,20240704,,X,X,X,,,000000000001000179,1000-MIN-01
100,000000800230,PM02,30,PM_AUTO,20240704,,20240704,Mant. Preventivo 000000000001000106,1000,1000,,1000,MANT100,MANT100,20240704,20240705,,X,X,X,,,000000000001000106,1000-LAB-03
100,000000800231,PM01,30,PM_AUTO,20240705,,20240705,FALLA CRITICA TRANSMISIÓN - 000000000001,1000,1000,,1000,MANT100,MANT100,20240705,20240712,,X,X,,,,000000000001000015,1000-REF-01
100,000000800232,PM02,30,PM_AUTO,20240705,,20240705,Mant. Preventivo 000000000001000117,1000,1000,,1000,MANT100,MANT100,20240705,20240706,,X,X,X,,,000000000001000117,1000-LAB-03
100,000000800233,PM01,30,PM_AUTO,20240706,,20240706,FALLA CRITICA HIDRÁULICO - 0000000000010,1000,1000,,1000,MANT100,MANT100,20240706,20240713,,X,X,,,,000000000001000144,1000-PLAN-03
100,000000800234,PM02,30,PM_AUTO,20240706,,20240706,Mant. Preventivo 000000000001000068,1000,1000,,1000,MANT100,MANT100,20240706,20240707,,X,X,X,,,000000000001000068,1000-REF-03
100,000000800235,PM01,30,PM_AUTO,20240707,,20240707,FALLA CRITICA HIDRÁULICO - 0000000000010,1000,1000,,1000,MANT100,MANT100,20240707,20240714,,X,X,,,,000000000001000036,1000-MANT-01
100,000000800236,PM02,30,PM_AUTO,20240707,,20240707,Mant. Preventivo 000000000001000152,1000,1000,,1000,MANT100,MANT100,20240707,20240708,,X,X,X,,,000000000001000152,1000-PLAN-01
100,000000800237,PM01,30,PM_AUTO,20240708,,20240708,FALLA CRITICA HIDRÁULICO - 0000000000010,1000,1000,,1000,MANT100,MANT100,20240708,20240715,,X,X,,,,000000000001000023,1000-MIN-01
100,000000800238,PM02,30,PM_AUTO,20240708,,20240708,Mant. Preventivo 000000000001000120,1000,1000,,1000,MANT100,MANT100,20240708,20240709,,X,X,X,,,000000000001000120,1000-REF-03
100,000000800239,PM02,30,PM_AUTO,20240709,,20240709,Mant. Preventivo 000000000001000110,1000,1000,,1000,MANT100,MANT100,20240709,20240710,,X,X,X,,,000000000001000110,1000-MANT-01
100,000000800240,PM01,30,PM_AUTO,20240710,,20240710,FALLA CRITICA TRANSMISIÓN - 000000000001,1000,1000,,1000,MANT100,MANT100,20240710,20240717,,X,X,,,,000000000001000133,1000-MANT-02
100,000000800241,PM02,30,PM_AUTO,20240710,,20240710,Mant. Preventivo 000000000001000068,1000,1000,,1000,MANT100,MANT100,20240710,20240711,,X,X,X,,,000000000001000068,1000-REF-03
100,000000800242,PM02,30,PM_AUTO,20240711,,20240711,Mant. Preventivo 000000000001000005,1000,1000,,1000,MANT100,MANT100,20240711,20240712,,X,X,X,,,000000000001000005,1000-LAB-02
100,000000800243,PM02,30,PM_AUTO,20240712,,20240712,Mant. Preventivo 000000000001000012,1000,1000,,1000,MANT100,MANT100,20240712,20240713,,X,X,X,,,000000000001000012,1000-REF-01
100,000000800244,PM02,30,PM_AUTO,20240713,,20240713,Mant. Preventivo 000000000001000007,1000,1000,,1000,MANT100,MANT100,20240713,20240714,,X,X,X,,,000000000001000007,1000-MIN-03
100,000000800245,PM01,30,PM_AUTO,20240714,,20240714,FALLA CRITICA TRANSMISIÓN - 000000000001,1000,1000,,1000,MANT100,MANT100,20240714,20240721,,X,X,,,,000000000001000179,1000-MIN-01
100,000000800246,PM02,30,PM_AUTO,20240714,,20240714,Mant. Preventivo 000000000001000169,1000,1000,,1000,MANT100,MANT100,20240714,20240715,,X,X,X,,,000000000001000169,1000-REF-02
100,000000800247,PM02,30,PM_AUTO,20240715,,20240715,Mant. Preventivo 000000000001000012,1000,1000,,1000,MANT100,MANT100,20240715,20240716,,X,X,X,,,000000000001000012,1000-REF-01
100,000000800248,PM02,30,PM_AUTO,20240716,,20240716,Mant. Preventivo 000000000001000114,1000,1000,,1000,MANT100,MANT100,20240716,20240717,,X,X,X,,,000000000001000114,1000-MANT-01
100,000000800249,PM02,30,PM_AUTO,20240717,,20240717,Mant. Preventivo 000000000001000087,1000,1000,,1000,MANT100,MANT100,20240717,20240718,,X,X,X,,,000000000001000087,1000-MIN-03
100,000000800250,PM01,30,PM_AUTO,20240718,,20240718,FALLA CRITICA TRANSMISIÓN - 000000000001,1000,1000,,1000,MANT100,MANT100,20240718,20240725,,X,X,,,,000000000001000144,1000-PLAN-03
100,000000800251,PM02,30,PM_AUTO,20240718,,20240718,Mant. Preventivo 000000000001000199,1000,1000,,1000,MANT100,MANT100,20240718,20240719,,X,X,X,,,000000000001000199,1000-MANT-02
100,000000800252,PM02,30,PM_AUTO,20240719,,20240719,Mant. Preventivo 000000000001000018,1000,1000,,1000,MANT100,MANT100,20240719,20240720,,X,X,X,,,000000000001000018,1000-MIN-02
100,000000800253,PM02,30,PM_AUTO,20240720,,20240720,Mant. Preventivo 000000000001000085,1000,1000,,1000,MANT100,MANT100,20240720,20240721,,X,X,X,,,000000000001000085,1000-PLAN-03
100,000000800254,PM02,30,PM_AUTO,20240721,,20240721,Mant. Preventivo 000000000001000003,1000,1000,,1000,MANT100,MANT100,20240721,20240722,,X,X,X,,,000000000001000003,1000-REF-03
100,000000800255,PM01,30,PM_AUTO,20240722,,20240722,FALLA CRITICA TRANSMISIÓN - 000000000001,1000,1000,,1000,MANT100,MANT100,20240722,20240729,,X,X,,,,000000000001000148,1000-LAB-01
100,000000800256,PM02,30,PM_AUTO,20240722,,20240722,Mant. Preventivo 000000000001000053,1000,1000,,1000,MANT100,MANT100,20240722,20240723,,X,X,X,,,000000000001000053,1000-LAB-02
100,000000800257,PM02,30,PM_AUTO,20240723,,20240723,Mant. Preventivo 000000000001000193,1000,1000,,1000,MANT100,MANT100,20240723,20240724,,X,X,X,,,000000000001000193,1000-REF-02
100,000000800258,PM02,30,PM_AUTO,20240724,,20240724,Mant. Preventivo 000000000001000131,1000,1000,,1000,MANT100,MANT100,20240724,20240725,,X,X,X,,,000000000001000131,1000-REF-02
100,000000800259,PM02,30,PM_AUTO,20240725,,20240725,Mant. Preventivo 000000000001000193,1000,1000,,1000,MANT100,MANT100,20240725,20240726,,X,X,X,,,000000000001000193,1000-REF-02
100,000000800260,PM02,30,PM_AUTO,20240726,,20240726,Mant. Preventivo 000000000001000023,1000,1000,,1000,MANT100,MANT100,20240726,20240727,,X,X,X,,,000000000001000023,1000-MIN-01
100,000000800261,PM01,30,PM_AUTO,20240727,,20240727,FALLA CRITICA HIDRÁULICO - 0000000000010,1000,1000,,1000,MANT100,MANT100,20240727,20240803,,X,X,,,,000000000001000133,1000-MANT-02
100,000000800262,PM02,30,PM_AUTO,20240727,,20240727,Mant. Preventivo 000000000001000025,1000,1000,,1000,MANT100,MANT100,20240727,20240728,,X,X,X,,,000000000001000025,1000-REF-02
100,000000800263,PM02,30,PM_AUTO,20240728,,20240728,Mant. Preventivo 000000000001000150,1000,1000,,1000,MANT100,MANT100,20240728,20240729,,X,X,X,,,000000000001000150,1000-PLAN-02
100,000000800264,PM02,30,PM_AUTO,20240729,,20240729,Mant. Preventivo 000000000001000032,1000,1000,,1000,MANT100,MANT100,20240729,20240730,,X,X,X,,,000000000001000032,1000-PLAN-01
100,000000800265,PM02,30,PM_AUTO,20240730,,20240730,Mant. Preventivo 000000000001000078,1000,1000,,1000,MANT100,MANT100,20240730,20240731,,X,X,X,,,000000000001000078,1000-PLAN-02
100,000000800266,PM02,30,PM_AUTO,20240731,,20240731,Mant. Preventivo 000000000001000110,1000,1000,,1000,MANT100,MANT100,20240731,20240801,,X,X,X,,,000000000001000110,1000-MANT-01
100,000000800267,PM02,30,PM_AUTO,20240801,,20240801,Mant. Preventivo 000000000001000143,1000,1000,,1000,MANT100,MANT100,20240801,20240802,,X,X,X,,,000000000001000143,1000-PLAN-01
100,000000800268,PM02,30,PM_AUTO,20240802,,20240802,Mant. Preventivo 000000000001000194,1000,1000,,1000,MANT100,MANT100,20240802,20240803,,X,X,X,,,000000000001000194,1000-REF-03
100,000000800269,PM02,30,PM_AUTO,20240803,,20240803,Mant. Preventivo 000000000001000179,1000,1000,,1000,MANT100,MANT100,20240803,20240804,,X,X,X,,,000000000001000179,1000-MIN-01
100,000000800270,PM02,30,PM_AUTO,20240804,,20240804,Mant. Preventivo 000000000001000075,1000,1000,,1000,MANT100,MANT100,20240804,20240805,,X,X,X,,,000000000001000075,1000-PLAN-03
100,000000800271,PM02,30,PM_AUTO,20240805,,20240805,Mant. Preventivo 000000000001000087,1000,1000,,1000,MANT100,MANT100,20240805,20240806,,X,X,X,,,000000000001000087,1000-MIN-03
