MANDT,BUKRS,BELNR,GJAHR,BLART,BLDAT,BUDAT,MONAT,CPUDT,CPUTM,USNAM,TCODE,XBLNR,WAERS,KURSF,BSTAT,STBLG,AWTYP,AWKEY,AEDAT,BKTXT
100,1000,0100000365,2024,KR,20241230,20241230,12,20241230,152305,FI_AUTO,MIRO,4500000365,USD,1.0,,,RMRP,4500000365,20241230,
100,2000,0100000366,2024,KR,20241231,20241231,12,20241231,094610,FI_AUTO,MIRO,4500000366,USD,1.0,,,RMRP,4500000366,20241231,
100,1000,0100000367,2025,KR,20250101,20250101,01,20250101,175301,FI_AUTO,MIRO,4500000367,USD,1.0,,,RMRP,4500000367,20250101,
100,2000,0100000368,2025,KR,20250102,20250102,01,20250102,170156,FI_AUTO,MIRO,4500000368,USD,1.0,,,RMRP,4500000368,20250102,
100,1000,0100000369,2025,KR,20250103,20250103,01,20250103,160343,FI_AUTO,MIRO,4500000369,USD,1.0,,,RMRP,4500000369,20250103,
100,1000,0100000370,2025,KR,20250104,20250104,01,20250104,180422,FI_AUTO,MIRO,4500000370,USD,1.0,,,RMRP,4500000370,20250104,
100,2000,0100000371,2025,KR,20250105,20250105,01,20250105,073939,FI_AUTO,MIRO,4500000371,USD,1.0,,,RMRP,4500000371,20250105,
100,1000,0100000372,2025,KR,20250106,20250106,01,20250106,164714,FI_AUTO,MIRO,4500000372,USD,1.0,,,RMRP,4500000372,20250106,
100,2000,0100000373,2025,KR,20250107,20250107,01,20250107,161931,FI_AUTO,MIRO,4500000373,USD,1.0,,,RMRP,4500000373,20250107,
100,1000,0100000374,2025,KR,20250108,20250108,01,20250108,173726,FI_AUTO,MIRO,4500000374,USD,1.0,,,RMRP,4500000374,20250108,
100,1000,0100000375,2025,KR,20250109,20250109,01,20250109,114041,FI_AUTO,MIRO,4500000375,USD,1.0,,,RMRP,4500000375,20250109,
100,1000,0100000376,2025,KR,20250110,20250110,01,20250110,114343,FI_AUTO,MIRO,4500000376,USD,1.0,,,RMRP,4500000376,20250110,
100,2000,0100000377,2025,KR,20250111,20250111,01,20250111,095149,FI_AUTO,MIRO,4500000377,USD,1.0,,,RMRP,4500000377,20250111,
100,2000,0100000378,2025,KR,20250112,20250112,01,20250112,072508,FI_AUTO,MIRO,4500000378,USD,1.0,,,RMRP,4500000378,20250112,
100,2000,0100000379,2025,KR,20250113,20250113,01,20250113,165857,FI_AUTO,MIRO,4500000379,USD,1.0,,,RMRP,4500000379,20250113,
100,1000,0100000380,2025,KR,20250114,20250114,01,20250114,144748,FI_AUTO,MIRO,4500000380,USD,1.0,,,RMRP,4500000380,20250114,
100,2000,0100000381,2025,KR,20250115,20250115,01,20250115,174446,FI_AUTO,MIRO,4500000381,USD,1.0,,,RMRP,4500000381,20250115,
100,2000,0100000382,2025,KR,20250116,20250116,01,20250116,165350,FI_AUTO,MIRO,4500000382,USD,1.0,,,RMRP,4500000382,20250116,
100,2000,0100000383,2025,KR,20250117,20250117,01,20250117,153403,FI_AUTO,MIRO,4500000383,USD,1.0,,,RMRP,4500000383,20250117,
100,2000,0100000384,2025,KR,20250118,20250118,01,20250118,163313,FI_AUTO,MIRO,4500000384,USD,1.0,,,RMRP,4500000384,20250118,
100,2000,0100000385,2025,KR,20250119,20250119,01,20250119,105236,FI_AUTO,MIRO,4500000385,USD,1.0,,,RMRP,4500000385,20250119,
100,1000,0100000386,2025,KR,20250120,20250120,01,20250120,112733,FI_AUTO,MIRO,4500000386,USD,1.0,,,RMRP,4500000386,20250120,
100,2000,0100000387,2025,KR,20250121,20250121,01,20250121,143128,FI_AUTO,MIRO,4500000387,USD,1.0,,,RMRP,4500000387,20250121,
100,1000,0100000388,2025,KR,20250122,20250122,01,20250122,185815,FI_AUTO,MIRO,4500000388,USD,1.0,,,RMRP,4500000388,20250122,
100,1000,0100000389,2025,KR,20250123,20250123,01,20250123,105744,FI_AUTO,MIRO,4500000389,USD,1.0,,,RMRP,4500000389,20250123,
100,2000,0100000390,2025,KR,20250124,20250124,01,20250124,122924,FI_AUTO,MIRO,4500000390,USD,1.0,,,RMRP,4500000390,20250124,
100,1000,0100000391,2025,KR,20250125,20250125,01,20250125,143147,FI_AUTO,MIRO,4500000391,USD,1.0,,,RMRP,4500000391,20250125,
100,1000,0100000392,2025,KR,20250126,20250126,01,20250126,152618,FI_AUTO,MIRO,4500000392,USD,1.0,,,RMRP,4500000392,20250126,
100,2000,0100000393,2025,KR,20250127,20250127,01,20250127,154012,FI_AUTO,MIRO,4500000393,USD,1.0,,,RMRP,4500000393,20250127,
100,1000,0100000394,2025,KR,20250128,20250128,01,20250128,094619,FI_AUTO,MIRO,4500000394,USD,1.0,,,RMRP,4500000394,20250128,
100,1000,0100000395,2025,KR,20250129,20250129,01,20250129,154640,FI_AUTO,MIRO,4500000395,USD,1.0,,,RMRP,4500000395,20250129,
100,1000,0100000396,2025,KR,20250130,20250130,01,20250130,110626,FI_AUTO,MIRO,4500000396,USD,1.0,,,RMRP,4500000396,20250130,
100,2000,0100000397,2025,KR,20250131,20250131,01,20250131,173702,FI_AUTO,MIRO,4500000397,USD,1.0,,,RMRP,4500000397,20250131,
100,1000,0100000398,2025,KR,20250201,20250201,02,20250201,103350,FI_AUTO,MIRO,4500000398,USD,1.0,,,RMRP,4500000398,20250201,
100,1000,0100000399,2025,KR,20250202,20250202,02,20250202,133057,FI_AUTO,MIRO,4500000399,USD,1.0,,,RMRP,4500000399,20250202,
100,1000,0100000400,2025,KR,20250203,20250203,02,20250203,082133,FI_AUTO,MIRO,4500000400,USD,1.0,,,RMRP,4500000400,20250203,
100,1000,0100000401,2025,KR,20250204,20250204,02,20250204,185335,FI_AUTO,MIRO,4500000401,USD,1.0,,,RMRP,4500000401,20250204,
100,2000,0100000402,2025,KR,20250205,20250205,02,20250205,121417,FI_AUTO,MIRO,4500000402,USD,1.0,,,RMRP,4500000402,20250205,
100,2000,0100000403,2025,KR,20250206,20250206,02,20250206,073928,FI_AUTO,MIRO,4500000403,USD,1.0,,,RMRP,4500000403,20250206,
100,2000,0100000404,2025,KR,20250207,20250207,02,20250207,132721,FI_AUTO,MIRO,4500000404,USD,1.0,,,RMRP,4500000404,20250207,
100,2000,0100000405,2025,KR,20250208,20250208,02,20250208,180819,FI_AUTO,MIRO,4500000405,USD,1.0,,,RMRP,4500000405,20250208,
100,1000,0100000406,2025,KR,20250209,20250209,02,20250209,123351,FI_AUTO,MIRO,4500000406,USD,1.0,,,RMRP,4500000406,20250209,
100,1000,0100000407,2025,KR,20250210,20250210,02,20250210,072637,FI_AUTO,MIRO,4500000407,USD,1.0,,,RMRP,4500000407,20250210,
100,2000,0100000408,2025,KR,20250211,20250211,02,20250211,110429,FI_AUTO,MIRO,4500000408,USD,1.0,,,RMRP,4500000408,20250211,
100,2000,0100000409,2025,KR,20250212,20250212,02,20250212,174209,FI_AUTO,MIRO,4500000409,USD,1.0,,,RMRP,4500000409,20250212,
100,1000,0100000410,2025,KR,20250213,20250213,02,20250213,104129,FI_AUTO,MIRO,4500000410,USD,1.0,,,RMRP,4500000410,20250213,
100,1000,0100000411,2025,KR,20250214,20250214,02,20250214,110040,FI_AUTO,MIRO,4500000411,USD,1.0,,,RMRP,4500000411,20250214,
100,2000,0100000412,2025,KR,20250215,20250215,02,20250215,131643,FI_AUTO,MIRO,4500000412,USD,1.0,,,RMRP,4500000412,20250215,
100,1000,0100000413,2025,KR,20250216,20250216,02,20250216,063126,FI_AUTO,MIRO,4500000413,USD,1.0,,,RMRP,4500000413,20250216,
100,2000,0100000414,2025,KR,20250217,20250217,02,20250217,133319,FI_AUTO,MIRO,4500000414,USD,1.0,,,RMRP,4500000414,20250217,
100,2000,0100000415,2025,KR,20250218,20250218,02,20250218,161507,FI_AUTO,MIRO,4500000415,USD,1.0,,,RMRP,4500000415,20250218,
100,1000,0100000416,2025,KR,20250219,20250219,02,20250219,063134,FI_AUTO,MIRO,4500000416,USD,1.0,,,RMRP,4500000416,20250219,
100,1000,0100000417,2025,KR,20250220,20250220,02,20250220,151834,FI_AUTO,MIRO,4500000417,USD,1.0,,,RMRP,4500000417,20250220,
100,2000,0100000418,2025,KR,20250221,20250221,02,20250221,180858,FI_AUTO,MIRO,4500000418,USD,1.0,,,RMRP,4500000418,20250221,
100,2000,0100000419,2025,KR,20250222,20250222,02,20250222,105251,FI_AUTO,MIRO,4500000419,USD,1.0,,,RMRP,4500000419,20250222,
100,2000,0100000420,2025,KR,20250223,20250223,02,20250223,125500,FI_AUTO,MIRO,4500000420,USD,1.0,,,RMRP,4500000420,20250223,
100,1000,0100000421,2025,KR,20250224,20250224,02,20250224,181519,FI_AUTO,MIRO,4500000421,USD,1.0,,,RMRP,4500000421,20250224,
100,1000,0100000422,2025,KR,20250225,20250225,02,20250225,175322,FI_AUTO,MIRO,4500000422,USD,1.0,,,RMRP,4500000422,20250225,
100,1000,0100000423,2025,KR,20250226,20250226,02,20250226,181606,FI_AUTO,MIRO,4500000423,USD,1.0,,,RMRP,4500000423,20250226,
100,2000,0100000424,2025,KR,20250227,20250227,02,20250227,154106,FI_AUTO,MIRO,4500000424,USD,1.0,,,RMRP,4500000424,20250227,
100,2000,0100000425,2025,KR,20250228,20250228,02,20250228,104349,FI_AUTO,MIRO,4500000425,USD,1.0,,,RMRP,4500000425,20250228,
100,1000,0100000426,2025,KR,20250301,20250301,03,20250301,154142,FI_AUTO,MIRO,4500000426,USD,1.0,,,RMRP,4500000426,20250301,
100,2000,0100000427,2025,KR,20250302,20250302,03,20250302,161053,FI_AUTO,MIRO,4500000427,USD,1.0,,,RMRP,4500000427,20250302,
100,1000,0100000428,2025,KR,20250303,20250303,03,20250303,161551,FI_AUTO,MIRO,4500000428,USD,1.0,,,RMRP,4500000428,20250303,
100,2000,0100000429,2025,KR,20250304,20250304,03,20250304,103557,FI_AUTO,MIRO,4500000429,USD,1.0,,,RMRP,4500000429,20250304,
100,2000,0100000430,2025,KR,20250305,20250305,03,20250305,070829,FI_AUTO,MIRO,4500000430,USD,1.0,,,RMRP,4500000430,20250305,
100,1000,0100000431,2025,KR,20250306,20250306,03,20250306,133144,FI_AUTO,MIRO,4500000431,USD,1.0,,,RMRP,4500000431,20250306,
100,2000,0100000432,2025,KR,20250307,20250307,03,20250307,124132,FI_AUTO,MIRO,4500000432,USD,1.0,,,RMRP,4500000432,20250307,
100,2000,0100000433,2025,KR,20250308,20250308,03,20250308,150053,FI_AUTO,MIRO,4500000433,USD,1.0,,,RMRP,4500000433,20250308,
100,2000,0100000434,2025,KR,20250309,20250309,03,20250309,131817,FI_AUTO,MIRO,4500000434,USD,1.0,,,RMRP,4500000434,20250309,
100,1000,0100000435,2025,KR,20250310,20250310,03,20250310,100058,FI_AUTO,MIRO,4500000435,USD,1.0,,,RMRP,4500000435,20250310,
100,2000,0100000436,2025,KR,20250311,20250311,03,20250311,090150,FI_AUTO,MIRO,4500000436,USD,1.0,,,RMRP,4500000436,20250311,
100,1000,0100000437,2025,KR,20250312,20250312,03,20250312,081036,FI_AUTO,MIRO,4500000437,USD,1.0,,,RMRP,4500000437,20250312,
100,1000,0100000438,2025,KR,20250313,20250313,03,20250313,105206,FI_AUTO,MIRO,4500000438,USD,1.0,,,RMRP,4500000438,20250313,
100,2000,0100000439,2025,KR,20250314,20250314,03,20250314,122035,FI_AUTO,MIRO,4500000439,USD,1.0,,,RMRP,4500000439,20250314,
100,2000,0100000440,2025,KR,20250315,20250315,03,20250315,084436,FI_AUTO,MIRO,4500000440,USD,1.0,,,RMRP,4500000440,20250315,
100,1000,0100000441,2025,KR,20250316,20250316,03,20250316,102008,FI_AUTO,MIRO,4500000441,USD,1.0,,,RMRP,4500000441,20250316,
100,2000,0100000442,2025,KR,20250317,20250317,03,20250317,142808,FI_AUTO,MIRO,4500000442,USD,1.0,,,RMRP,4500000442,20250317,
100,2000,0100000443,2025,KR,20250318,20250318,03,20250318,081535,FI_AUTO,MIRO,4500000443,USD,1.0,,,RMRP,4500000443,20250318,
100,1000,0100000444,2025,KR,20250319,20250319,03,20250319,082602,FI_AUTO,MIRO,4500000444,USD,1.0,,,RMRP,4500000444,20250319,
100,1000,0100000445,2025,KR,20250320,20250320,03,20250320,113734,FI_AUTO,MIRO,4500000445,USD,1.0,,,RMRP,4500000445,20250320,
100,1000,0100000446,2025,KR,20250321,20250321,03,20250321,075533,FI_AUTO,MIRO,4500000446,USD,1.0,,,RMRP,4500000446,20250321,
100,1000,0100000447,2025,KR,20250322,20250322,03,20250322,064415,FI_AUTO,MIRO,4500000447,USD,1.0,,,RMRP,4500000447,20250322,
100,2000,0100000448,2025,KR,20250323,20250323,03,20250323,092934,FI_AUTO,MIRO,4500000448,USD,1.0,,,RMRP,4500000448,20250323,
100,2000,0100000449,2025,KR,20250324,20250324,03,20250324,125533,FI_AUTO,MIRO,4500000449,USD,1.0,,,RMRP,4500000449,20250324,
100,2000,0100000450,2025,KR,20250325,20250325,03,20250325,085046,FI_AUTO,MIRO,4500000450,USD,1.0,,,RMRP,4500000450,20250325,
100,1000,0100000451,2025,KR,20250326,20250326,03,20250326,181200,FI_AUTO,MIRO,4500000451,USD,1.0,,,RMRP,4500000451,20250326,
100,2000,0100000452,2025,KR,20250327,20250327,03,20250327,140457,FI_AUTO,MIRO,4500000452,USD,1.0,,,RMRP,4500000452,20250327,
100,1000,0100000453,2025,KR,20250328,20250328,03,20250328,081013,FI_AUTO,MIRO,4500000453,USD,1.0,,,RMRP,4500000453,20250328,
100,2000,0100000454,2025,KR,20250329,20250329,03,20250329,124125,FI_AUTO,MIRO,4500000454,USD,1.0,,,RMRP,4500000454,20250329,
100,1000,0100000455,2025,KR,20250330,20250330,03,20250330,100422,FI_AUTO,MIRO,4500000455,USD,1.0,,,RMRP,4500000455,20250330,
100,2000,0100000456,2025,KR,20250331,20250331,03,20250331,153503,FI_AUTO,MIRO,4500000456,USD,1.0,,,RMRP,4500000456,20250331,
100,2000,0100000457,2025,KR,20250401,20250401,04,20250401,184357,FI_AUTO,MIRO,4500000457,USD,1.0,,,RMRP,4500000457,20250401,
100,1000,0100000458,2025,KR,20250402,20250402,04,20250402,083942,FI_AUTO,MIRO,4500000458,USD,1.0,,,RMRP,4500000458,20250402,
100,2000,0100000459,2025,KR,20250403,20250403,04,20250403,173819,FI_AUTO,MIRO,4500000459,USD,1.0,,,RMRP,4500000459,20250403,
100,1000,0100000460,2025,KR,20250404,20250404,04,20250404,121321,FI_AUTO,MIRO,4500000460,USD,1.0,,,RMRP,4500000460,20250404,
100,2000,0100000461,2025,KR,20250405,20250405,04,20250405,091937,FI_AUTO,MIRO,4500000461,USD,1.0,,,RMRP,4500000461,20250405,
100,2000,0100000462,2025,KR,20250406,20250406,04,20250406,121235,FI_AUTO,MIRO,4500000462,USD,1.0,,,RMRP,4500000462,20250406,
100,2000,0100000463,2025,KR,20250407,20250407,04,20250407,165234,FI_AUTO,MIRO,4500000463,USD,1.0,,,RMRP,4500000463,20250407,
100,1000,0100000464,2025,KR,20250408,20250408,04,20250408,103920,FI_AUTO,MIRO,4500000464,USD,1.0,,,RMRP,4500000464,20250408,
100,2000,0100000465,2025,KR,20250409,20250409,04,20250409,063909,FI_AUTO,MIRO,4500000465,USD,1.0,,,RMRP,4500000465,20250409,
100,1000,0100000466,2025,KR,20250410,20250410,04,20250410,112354,FI_AUTO,MIRO,4500000466,USD,1.0,,,RMRP,4500000466,20250410,
100,1000,0100000467,2025,KR,20250411,20250411,04,20250411,135409,FI_AUTO,MIRO,4500000467,USD,1.0,,,RMRP,4500000467,20250411,
100,1000,0100000468,2025,KR,20250412,20250412,04,20250412,102541,FI_AUTO,MIRO,4500000468,USD,1.0,,,RMRP,4500000468,20250412,
100,2000,0100000469,2025,KR,20250413,20250413,04,20250413,150656,FI_AUTO,MIRO,4500000469,USD,1.0,,,RMRP,4500000469,20250413,
100,1000,0100000470,2025,KR,20250414,20250414,04,20250414,150122,FI_AUTO,MIRO,4500000470,USD,1.0,,,RMRP,4500000470,20250414,
100,1000,0100000471,2025,KR,20250415,20250415,04,20250415,143123,FI_AUTO,MIRO,4500000471,USD,1.0,,,RMRP,4500000471,20250415,
100,1000,0100000472,2025,KR,20250416,20250416,04,20250416,160937,FI_AUTO,MIRO,4500000472,USD,1.0,,,RMRP,4500000472,20250416,
100,2000,0100000473,2025,KR,20250417,20250417,04,20250417,173738,FI_AUTO,MIRO,4500000473,USD,1.0,,,RMRP,4500000473,20250417,
100,2000,0100000474,2025,KR,20250418,20250418,04,20250418,185643,FI_AUTO,MIRO,4500000474,USD,1.0,,,RMRP,4500000474,20250418,
100,1000,0100000475,2025,KR,20250419,20250419,04,20250419,122936,FI_AUTO,MIRO,4500000475,USD,1.0,,,RMRP,4500000475,20250419,
100,1000,0100000476,2025,KR,20250420,20250420,04,20250420,084102,FI_AUTO,MIRO,4500000476,USD,1.0,,,RMRP,4500000476,20250420,
100,1000,0100000477,2025,KR,20250421,20250421,04,20250421,185832,FI_AUTO,MIRO,4500000477,USD,1.0,,,RMRP,4500000477,20250421,
100,1000,0100000478,2025,KR,20250422,20250422,04,20250422,170617,FI_AUTO,MIRO,4500000478,USD,1.0,,,RMRP,4500000478,20250422,
100,2000,0100000479,2025,KR,20250423,20250423,04,20250423,140551,FI_AUTO,MIRO,4500000479,USD,1.0,,,RMRP,4500000479,20250423,
100,1000,0100000480,2025,KR,20250424,20250424,04,20250424,150730,FI_AUTO,MIRO,4500000480,USD,1.0,,,RMRP,4500000480,20250424,
100,1000,0100000481,2025,KR,20250425,20250425,04,20250425,115033,FI_AUTO,MIRO,4500000481,USD,1.0,,,RMRP,4500000481,20250425,
100,1000,0100000482,2025,KR,20250426,20250426,04,20250426,131737,FI_AUTO,MIRO,4500000482,USD,1.0,,,RMRP,4500000482,20250426,
100,1000,0100000483,2025,KR,20250427,20250427,04,20250427,063655,FI_AUTO,MIRO,4500000483,USD,1.0,,,RMRP,4500000483,20250427,
100,1000,0100000484,2025,KR,20250428,20250428,04,20250428,145849,FI_AUTO,MIRO,4500000484,USD,1.0,,,RMRP,4500000484,20250428,
100,2000,0100000485,2025,KR,20250429,20250429,04,20250429,114734,FI_AUTO,MIRO,4500000485,USD,1.0,,,RMRP,4500000485,20250429,
100,2000,0100000486,2025,KR,20250430,20250430,04,20250430,134211,FI_AUTO,MIRO,4500000486,USD,1.0,,,RMRP,4500000486,20250430,
100,2000,0100000487,2025,KR,20250501,20250501,05,20250501,144042,FI_AUTO,MIRO,4500000487,USD,1.0,,,RMRP,4500000487,20250501,
100,2000,0100000488,2025,KR,20250502,20250502,05,20250502,180105,FI_AUTO,MIRO,4500000488,USD,1.0,,,RMRP,4500000488,20250502,
100,2000,0100000489,2025,KR,20250503,20250503,05,20250503,105513,FI_AUTO,MIRO,4500000489,USD,1.0,,,RMRP,4500000489,20250503,
100,2000,0100000490,2025,KR,20250504,20250504,05,20250504,112820,FI_AUTO,MIRO,4500000490,USD,1.0,,,RMRP,4500000490,20250504,
100,1000,0100000491,2025,KR,20250505,20250505,05,20250505,150821,FI_AUTO,MIRO,4500000491,USD,1.0,,,RMRP,4500000491,20250505,
100,1000,0100000492,2025,KR,20250506,20250506,05,20250506,174823,FI_AUTO,MIRO,4500000492,USD,1.0,,,RMRP,4500000492,20250506,
100,1000,0100000493,2025,KR,20250507,20250507,05,20250507,174435,FI_AUTO,MIRO,4500000493,USD,1.0,,,RMRP,4500000493,20250507,
100,2000,0100000494,2025,KR,20250508,20250508,05,20250508,154600,FI_AUTO,MIRO,4500000494,USD,1.0,,,RMRP,4500000494,20250508,
100,2000,0100000495,2025,KR,20250509,20250509,05,20250509,174135,FI_AUTO,MIRO,4500000495,USD,1.0,,,RMRP,4500000495,20250509,
100,2000,0100000496,2025,KR,20250510,20250510,05,20250510,092454,FI_AUTO,MIRO,4500000496,USD,1.0,,,RMRP,4500000496,20250510,
100,2000,0100000497,2025,KR,20250511,20250511,05,20250511,081839,FI_AUTO,MIRO,4500000497,USD,1.0,,,RMRP,4500000497,20250511,
100,1000,0100000498,2025,KR,20250512,20250512,05,20250512,160200,FI_AUTO,MIRO,4500000498,USD,1.0,,,RMRP,4500000498,20250512,
100,1000,0100000499,2025,KR,20250513,20250513,05,20250513,110736,FI_AUTO,MIRO,4500000499,USD,1.0,,,RMRP,4500000499,20250513,
100,1000,0100000500,2025,KR,20250514,20250514,05,20250514,162857,FI_AUTO,MIRO,4500000500,USD,1.0,,,RMRP,4500000500,20250514,
100,1000,0100000501,2025,KR,20250515,20250515,05,20250515,104927,FI_AUTO,MIRO,4500000501,USD,1.0,,,RMRP,4500000501,20250515,
100,1000,0100000502,2025,KR,20250516,20250516,05,20250516,115130,FI_AUTO,MIRO,4500000502,USD,1.0,,,RMRP,4500000502,20250516,
100,1000,0100000503,2025,KR,20250517,20250517,05,20250517,103430,FI_AUTO,MIRO,4500000503,USD,1.0,,,RMRP,4500000503,20250517,
100,2000,0100000504,2025,KR,20250518,20250518,05,20250518,121557,FI_AUTO,MIRO,4500000504,USD,1.0,,,RMRP,4500000504,20250518,
100,1000,0100000505,2025,KR,20250519,20250519,05,20250519,141321,FI_AUTO,MIRO,4500000505,USD,1.0,,,RMRP,4500000505,20250519,
100,1000,0100000506,2025,KR,20250520,20250520,05,20250520,143801,FI_AUTO,MIRO,4500000506,USD,1.0,,,RMRP,4500000506,20250520,
100,1000,0100000507,2025,KR,20250521,20250521,05,20250521,184303,FI_AUTO,MIRO,4500000507,USD,1.0,,,RMRP,4500000507,20250521,
100,2000,0100000508,2025,KR,20250522,20250522,05,20250522,121517,FI_AUTO,MIRO,4500000508,USD,1.0,,,RMRP,4500000508,20250522,
100,2000,0100000509,2025,KR,20250523,20250523,05,20250523,164943,FI_AUTO,MIRO,4500000509,USD,1.0,,,RMRP,4500000509,20250523,
100,2000,0100000510,2025,KR,20250524,20250524,05,20250524,105649,FI_AUTO,MIRO,4500000510,USD,1.0,,,RMRP,4500000510,20250524,
100,2000,0100000511,2025,KR,20250525,20250525,05,20250525,081012,FI_AUTO,MIRO,4500000511,USD,1.0,,,RMRP,4500000511,20250525,
100,2000,0100000512,2025,KR,20250526,20250526,05,20250526,153056,FI_AUTO,MIRO,4500000512,USD,1.0,,,RMRP,4500000512,20250526,
100,1000,0100000513,2025,KR,20250527,20250527,05,20250527,094952,FI_AUTO,MIRO,4500000513,USD,1.0,,,RMRP,4500000513,20250527,
100,2000,0100000514,2025,KR,20250528,20250528,05,20250528,184148,FI_AUTO,MIRO,4500000514,USD,1.0,,,RMRP,4500000514,20250528,
100,2000,0100000515,2025,KR,20250529,20250529,05,20250529,132422,FI_AUTO,MIRO,4500000515,USD,1.0,,,RMRP,4500000515,20250529,
100,1000,0100000516,2025,KR,20250530,20250530,05,20250530,112208,FI_AUTO,MIRO,4500000516,USD,1.0,,,RMRP,4500000516,20250530,
100,1000,0100000517,2025,KR,20250531,20250531,05,20250531,142024,FI_AUTO,MIRO,4500000517,USD,1.0,,,RMRP,4500000517,20250531,
100,2000,0100000518,2025,KR,20250601,20250601,06,20250601,172748,FI_AUTO,MIRO,4500000518,USD,1.0,,,RMRP,4500000518,20250601,
100,1000,0100000519,2025,KR,20250602,20250602,06,20250602,143033,FI_AUTO,MIRO,4500000519,USD,1.0,,,RMRP,4500000519,20250602,
100,1000,0100000520,2025,KR,20250603,20250603,06,20250603,105532,FI_AUTO,MIRO,4500000520,USD,1.0,,,RMRP,4500000520,20250603,
100,2000,0100000521,2025,KR,20250604,20250604,06,20250604,060303,FI_AUTO,MIRO,4500000521,USD,1.0,,,RMRP,4500000521,20250604,
100,1000,0100000522,2025,KR,20250605,20250605,06,20250605,102541,FI_AUTO,MIRO,4500000522,USD,1.0,,,RMRP,4500000522,20250605,
100,2000,0100000523,2025,KR,20250606,20250606,06,20250606,091518,FI_AUTO,MIRO,4500000523,USD,1.0,,,RMRP,4500000523,20250606,
100,2000,0100000524,2025,KR,20250607,20250607,06,20250607,110837,FI_AUTO,MIRO,4500000524,USD,1.0,,,RMRP,4500000524,20250607,
100,1000,0100000525,2025,KR,20250608,20250608,06,20250608,141818,FI_AUTO,MIRO,4500000525,USD,1.0,,,RMRP,4500000525,20250608,
100,2000,0100000526,2025,KR,20250609,20250609,06,20250609,074444,FI_AUTO,MIRO,4500000526,USD,1.0,,,RMRP,4500000526,20250609,
100,2000,0100000527,2025,KR,20250610,20250610,06,20250610,114247,FI_AUTO,MIRO,4500000527,USD,1.0,,,RMRP,4500000527,20250610,
100,1000,0100000528,2025,KR,20250611,20250611,06,20250611,093002,FI_AUTO,MIRO,4500000528,USD,1.0,,,RMRP,4500000528,20250611,
100,2000,0100000529,2025,KR,20250612,20250612,06,20250612,114106,FI_AUTO,MIRO,4500000529,USD,1.0,,,RMRP,4500000529,20250612,
100,1000,0100000530,2025,KR,20250613,20250613,06,20250613,152541,FI_AUTO,MIRO,4500000530,USD,1.0,,,RMRP,4500000530,20250613,
100,1000,0100000531,2025,KR,20250614,20250614,06,20250614,162854,FI_AUTO,MIRO,4500000531,USD,1.0,,,RMRP,4500000531,20250614,
100,1000,0100000532,2025,KR,20250615,20250615,06,20250615,112036,FI_AUTO,MIRO,4500000532,USD,1.0,,,RMRP,4500000532,20250615,
100,1000,0100000533,2025,KR,20250616,20250616,06,20250616,153306,FI_AUTO,MIRO,4500000533,USD,1.0,,,RMRP,4500000533,20250616,
100,1000,0100000534,2025,KR,20250617,20250617,06,20250617,160918,FI_AUTO,MIRO,4500000534,USD,1.0,,,RMRP,4500000534,20250617,
100,1000,0100000535,2025,KR,20250618,20250618,06,20250618,152954,FI_AUTO,MIRO,4500000535,USD,1.0,,,RMRP,4500000535,20250618,
100,1000,0100000536,2025,KR,20250619,20250619,06,20250619,073300,FI_AUTO,MIRO,4500000536,USD,1.0,,,RMRP,4500000536,20250619,
100,2000,0100000537,2025,KR,20250620,20250620,06,20250620,122844,FI_AUTO,MIRO,4500000537,USD,1.0,,,RMRP,4500000537,20250620,
100,2000,0100000538,2025,KR,20250621,20250621,06,20250621,092403,FI_AUTO,MIRO,4500000538,USD,1.0,,,RMRP,4500000538,20250621,
100,1000,0100000539,2025,KR,20250622,20250622,06,20250622,065537,FI_AUTO,MIRO,4500000539,USD,1.0,,,RMRP,4500000539,20250622,
100,2000,0100000540,2025,KR,20250623,20250623,06,20250623,082806,FI_AUTO,MIRO,4500000540,USD,1.0,,,RMRP,4500000540,20250623,
100,1000,0100000541,2025,KR,20250624,20250624,06,20250624,123649,FI_AUTO,MIRO,4500000541,USD,1.0,,,RMRP,4500000541,20250624,
100,2000,0100000542,2025,KR,20250625,20250625,06,20250625,151340,FI_AUTO,MIRO,4500000542,USD,1.0,,,RMRP,4500000542,20250625,
100,1000,0100000543,2025,KR,20250626,20250626,06,20250626,124433,FI_AUTO,MIRO,4500000543,USD,1.0,,,RMRP,4500000543,20250626,
100,2000,0100000544,2025,KR,20250627,20250627,06,20250627,173226,FI_AUTO,MIRO,4500000544,USD,1.0,,,RMRP,4500000544,20250627,
100,2000,0100000545,2025,KR,20250628,20250628,06,20250628,170544,FI_AUTO,MIRO,4500000545,USD,1.0,,,RMRP,4500000545,20250628,
100,2000,0100000546,2025,KR,20250629,20250629,06,20250629,182924,FI_AUTO,MIRO,4500000546,USD,1.0,,,RMRP,4500000546,20250629,
100,2000,0100000547,2025,KR,20250630,20250630,06,20250630,113343,FI_AUTO,MIRO,4500000547,USD,1.0,,,RMRP,4500000547,20250630,
100,2000,0100000548,2025,KR,20250701,20250701,07,20250701,090550,FI_AUTO,MIRO,4500000548,USD,1.0,,,RMRP,4500000548,20250701,
100,2000,0100000549,2025,KR,20250702,20250702,07,20250702,111046,FI_AUTO,MIRO,4500000549,USD,1.0,,,RMRP,4500000549,20250702,
