MANDT,VBELN,POSNR,MATNR,ARKTX,PSTYV,FKREL,WERKS,LGORT,KWMENG,MEINS,NETWR,WAERK,MATKL,PRODH,KPEIN,KMEIN,NTGEW,GEWEI,ERDAT,ERNAM,UEPOS,ABGRU
100,0001000170,000020,50002,Concentrado de Cobre,TAN,A,1000,0001,86,TON,529219.92,USD,GRP_FERT,MINFERT,6153.72,TON,86000,KG,20240618,JPEREZ,000000,
100,0001000171,000010,50000,Concentrado de Cobre,TAN,A,1000,0001,159,TON,1026607.35,USD,GRP_FERT,MINFERT,6456.65,TON,159000,KG,20240619,ASOTO,000000,
100,0001000171,000020,50008,Concentrado de Cobre,TAN,A,1000,0001,213,TON,1471382.7,USD,GRP_FERT,MINFERT,6907.9,TON,213000,KG,20240619,JPEREZ,000000,
100,0001000171,000030,50005,Concentrado de Cobre,TAN,A,1000,0001,117,TON,859779.18,USD,GRP_FERT,MINFERT,7348.54,TON,117000,KG,20240619,ASOTO,000000,
100,0001000172,000010,50003,Concentrado de Cobre,TAN,A,1000,0001,66,TON,505360.68,USD,GRP_FERT,MINFERT,7656.98,TON,66000,KG,20240620,MROJAS,000000,
100,0001000173,000010,50008,Concentrado de Cobre,TAN,A,1000,0001,165,TON,885297.6,USD,GRP_FERT,MINFERT,5365.44,TON,165000,KG,20240621,JPEREZ,000000,
100,0001000173,000020,50001,Concentrado de Cobre,TAN,A,1000,0001,108,TON,765744.84,USD,GRP_FERT,MINFERT,7090.23,TON,108000,KG,20240621,JPEREZ,000000,
100,0001000174,000010,50007,Concentrado de Cobre,TAN,A,1000,0001,44,TON,323653.0,USD,GRP_FERT,MINFERT,7355.75,TON,44000,KG,20240622,ASOTO,000000,
100,0001000174,000020,50009,Concentrado de Cobre,TAN,A,1000,0001,78,TON,699578.1,USD,GRP_FERT,MINFERT,8968.95,TON,78000,KG,20240622,MROJAS,000000,
100,0001000174,000030,50006,Concentrado de Cobre,TAN,A,1000,0001,96,TON,583965.12,USD,GRP_FERT,MINFERT,6082.97,TON,96000,KG,20240622,ASOTO,000000,
100,0001000175,000010,50004,Concentrado de Cobre,TAN,A,1000,0001,96,TON,835313.28,USD,GRP_FERT,MINFERT,8701.18,TON,96000,KG,20240623,MROJAS,000000,
100,0001000175,000020,50005,Concentrado de Cobre,TAN,A,1000,0001,264,TON,2188620.72,USD,GRP_FERT,MINFERT,8290.23,TON,264000,KG,20240623,JPEREZ,000000,
100,0001000175,000030,50001,Concentrado de Cobre,TAN,A,1000,0001,147,TON,860371.89,USD,GRP_FERT,MINFERT,5852.87,TON,147000,KG,20240623,ASOTO,000000,
100,0001000176,000010,50004,Concentrado de Cobre,TAN,A,1000,0001,80,TON,698985.6,USD,GRP_FERT,MINFERT,8737.32,TON,80000,KG,20240624,MROJAS,000000,
100,0001000177,000010,50004,Concentrado de Cobre,TAN,A,1000,0001,201,TON,1024038.72,USD,GRP_FERT,MINFERT,5094.72,TON,201000,KG,20240625,MROJAS,000000,
100,0001000177,000020,50006,Concentrado de Cobre,TAN,A,1000,0001,183,TON,1323505.41,USD,GRP_FERT,MINFERT,7232.27,TON,183000,KG,20240625,ASOTO,000000,
100,0001000178,000010,50005,Concentrado de Cobre,TAN,A,1000,0001,165,TON,1180010.7,USD,GRP_FERT,MINFERT,7151.58,TON,165000,KG,20240626,MROJAS,000000,
100,0001000178,000020,50004,Concentrado de Cobre,TAN,A,1000,0001,102,TON,702510.72,USD,GRP_FERT,MINFERT,6887.36,TON,102000,KG,20240626,ASOTO,000000,
100,0001000178,000030,50001,Concentrado de Cobre,TAN,A,1000,0001,183,TON,1630295.76,USD,GRP_FERT,MINFERT,8908.72,TON,183000,KG,20240626,ASOTO,000000,
100,0001000179,000010,50007,Concentrado de Cobre,TAN,A,1000,0001,198,TON,1253745.9,USD,GRP_FERT,MINFERT,6332.05,TON,198000,KG,20240627,ASOTO,000000,
100,0001000180,000010,50001,Concentrado de Cobre,TAN,A,1000,0001,87,TON,631727.01,USD,GRP_FERT,MINFERT,7261.23,TON,87000,KG,20240628,ASOTO,000000,
100,0001000180,000020,50001,Concentrado de Cobre,TAN,A,1000,0001,264,TON,1487085.6,USD,GRP_FERT,MINFERT,5632.9,TON,264000,KG,20240628,ASOTO,000000,
100,0001000180,000030,50001,Concentrado de Cobre,TAN,A,1000,0001,279,TON,2424507.21,USD,GRP_FERT,MINFERT,8689.99,TON,279000,KG,20240628,ASOTO,000000,
100,0001000181,000010,50006,Concentrado de Cobre,TAN,A,1000,0001,117,TON,706142.97,USD,GRP_FERT,MINFERT,6035.41,TON,117000,KG,20240629,JPEREZ,000000,
100,0001000181,000020,50009,Concentrado de Cobre,TAN,A,1000,0001,183,TON,1304691.18,USD,GRP_FERT,MINFERT,7129.46,TON,183000,KG,20240629,ASOTO,000000,
100,0001000182,000010,50004,Concentrado de Cobre,TAN,A,1000,0001,147,TON,1285545.87,USD,GRP_FERT,MINFERT,8745.21,TON,147000,KG,20240630,JPEREZ,000000,
100,0001000182,000020,50005,Concentrado de Cobre,TAN,A,1000,0001,69,TON,382898.25,USD,GRP_FERT,MINFERT,5549.25,TON,69000,KG,20240630,MROJAS,000000,
100,0001000183,000010,50005,Concentrado de Cobre,TAN,A,1000,0001,60,TON,399630.6,USD,GRP_FERT,MINFERT,6660.51,TON,60000,KG,20240701,JPEREZ,000000,
100,0001000183,000020,50001,Concentrado de Cobre,TAN,A,1000,0001,84,TON,540912.12,USD,GRP_FERT,MINFERT,6439.43,TON,84000,KG,20240701,MROJAS,000000,
100,0001000183,000030,50008,Concentrado de Cobre,TAN,A,1000,0001,34,TON,298506.06,USD,GRP_FERT,MINFERT,8779.59,TON,34000,KG,20240701,JPEREZ,000000,
100,0001000184,000010,50008,Concentrado de Cobre,TAN,A,1000,0001,117,TON,650622.96,USD,GRP_FERT,MINFERT,5560.88,TON,117000,KG,20240702,MROJAS,000000,
100,0001000185,000010,50004,Concentrado de Cobre,TAN,A,1000,0001,297,TON,1866434.13,USD,GRP_FERT,MINFERT,6284.29,TON,297000,KG,20240703,JPEREZ,000000,
100,0001000185,000020,50005,Concentrado de Cobre,TAN,A,1000,0001,69,TON,590314.32,USD,GRP_FERT,MINFERT,8555.28,TON,69000,KG,20240703,JPEREZ,000000,
100,0001000186,000010,50000,Concentrado de Cobre,TAN,A,1000,0001,177,TON,1222179.69,USD,GRP_FERT,MINFERT,6904.97,TON,177000,KG,20240704,MROJAS,000000,
100,0001000186,000020,50002,Concentrado de Cobre,TAN,A,1000,0001,183,TON,1395466.5,USD,GRP_FERT,MINFERT,7625.5,TON,183000,KG,20240704,MROJAS,000000,
100,0001000186,000030,50009,Concentrado de Cobre,TAN,A,1000,0001,96,TON,663471.36,USD,GRP_FERT,MINFERT,6911.16,TON,96000,KG,20240704,ASOTO,000000,
100,0001000187,000010,50006,Concentrado de Cobre,TAN,A,1000,0001,67,TON,512202.27,USD,GRP_FERT,MINFERT,7644.81,TON,67000,KG,20240705,ASOTO,000000,
100,0001000187,000020,50000,Concentrado de Cobre,TAN,A,1000,0001,69,TON,519398.88,USD,GRP_FERT,MINFERT,7527.52,TON,69000,KG,20240705,JPEREZ,000000,
100,0001000188,000010,50005,Concentrado de Cobre,TAN,A,1000,0001,43,TON,258909.02,USD,GRP_FERT,MINFERT,6021.14,TON,43000,KG,20240706,MROJAS,000000,
100,0001000188,000020,50008,Concentrado de Cobre,TAN,A,1000,0001,78,TON,596933.22,USD,GRP_FERT,MINFERT,7652.99,TON,78000,KG,20240706,ASOTO,000000,
100,0001000189,000010,50002,Concentrado de Cobre,TAN,A,1000,0001,144,TON,1166925.6,USD,GRP_FERT,MINFERT,8103.65,TON,144000,KG,20240707,JPEREZ,000000,
100,0001000190,000010,50003,Concentrado de Cobre,TAN,A,1000,0001,165,TON,857282.25,USD,GRP_FERT,MINFERT,5195.65,TON,165000,KG,20240708,MROJAS,000000,
100,0001000190,000020,50004,Concentrado de Cobre,TAN,A,1000,0001,207,TON,1780992.81,USD,GRP_FERT,MINFERT,8603.83,TON,207000,KG,20240708,MROJAS,000000,
100,0001000191,000010,50005,Concentrado de Cobre,TAN,A,1000,0001,87,TON,513754.14,USD,GRP_FERT,MINFERT,5905.22,TON,87000,KG,20240709,MROJAS,000000,
100,0001000192,000010,50009,Concentrado de Cobre,TAN,A,1000,0001,78,TON,437947.38,USD,GRP_FERT,MINFERT,5614.71,TON,78000,KG,20240710,ASOTO,000000,
100,0001000192,000020,50005,Concentrado de Cobre,TAN,A,1000,0001,54,TON,475089.3,USD,GRP_FERT,MINFERT,8797.95,TON,54000,KG,20240710,JPEREZ,000000,
100,0001000192,000030,50006,Concentrado de Cobre,TAN,A,1000,0001,52,TON,283470.2,USD,GRP_FERT,MINFERT,5451.35,TON,52000,KG,20240710,MROJAS,000000,
100,0001000193,000010,50005,Concentrado de Cobre,TAN,A,1000,0001,73,TON,559757.43,USD,GRP_FERT,MINFERT,7667.91,TON,73000,KG,20240711,MROJAS,000000,
100,0001000193,000020,50005,Concentrado de Cobre,TAN,A,1000,0001,30,TON,151551.0,USD,GRP_FERT,MINFERT,5051.7,TON,30000,KG,20240711,ASOTO,000000,
100,0001000193,000030,50007,Concentrado de Cobre,TAN,A,1000,0001,51,TON,374500.14,USD,GRP_FERT,MINFERT,7343.14,TON,51000,KG,20240711,JPEREZ,000000,
100,0001000194,000010,50000,Concentrado de Cobre,TAN,A,1000,0001,64,TON,485654.4,USD,GRP_FERT,MINFERT,7588.35,TON,64000,KG,20240712,MROJAS,000000,
100,0001000194,000020,50007,Concentrado de Cobre,TAN,A,1000,0001,93,TON,786189.45,USD,GRP_FERT,MINFERT,8453.65,TON,93000,KG,20240712,JPEREZ,000000,
100,0001000194,000030,50006,Concentrado de Cobre,TAN,A,1000,0001,100,TON,797755.0,USD,GRP_FERT,MINFERT,7977.55,TON,100000,KG,20240712,MROJAS,000000,
100,0001000195,000010,50008,Concentrado de Cobre,TAN,A,1000,0001,90,TON,683383.5,USD,GRP_FERT,MINFERT,7593.15,TON,90000,KG,20240713,ASOTO,000000,
100,0001000196,000010,50005,Concentrado de Cobre,TAN,A,1000,0001,189,TON,1554258.51,USD,GRP_FERT,MINFERT,8223.59,TON,189000,KG,20240714,MROJAS,000000,
100,0001000196,000020,50002,Concentrado de Cobre,TAN,A,1000,0001,123,TON,773797.92,USD,GRP_FERT,MINFERT,6291.04,TON,123000,KG,20240714,JPEREZ,000000,
100,0001000197,000010,50004,Concentrado de Cobre,TAN,A,1000,0001,294,TON,2140446.42,USD,GRP_FERT,MINFERT,7280.43,TON,294000,KG,20240715,JPEREZ,000000,
100,0001000198,000010,50008,Concentrado de Cobre,TAN,A,1000,0001,92,TON,530744.32,USD,GRP_FERT,MINFERT,5768.96,TON,92000,KG,20240716,JPEREZ,000000,
100,0001000198,000020,50008,Concentrado de Cobre,TAN,A,1000,0001,94,TON,620256.18,USD,GRP_FERT,MINFERT,6598.47,TON,94000,KG,20240716,ASOTO,000000,
100,0001000198,000030,50006,Concentrado de Cobre,TAN,A,1000,0001,53,TON,414829.94,USD,GRP_FERT,MINFERT,7826.98,TON,53000,KG,20240716,MROJAS,000000,
100,0001000199,000010,50008,Concentrado de Cobre,TAN,A,1000,0001,48,TON,329335.2,USD,GRP_FERT,MINFERT,6861.15,TON,48000,KG,20240717,ASOTO,000000,
100,0001000199,000020,50000,Concentrado de Cobre,TAN,A,1000,0001,78,TON,583067.16,USD,GRP_FERT,MINFERT,7475.22,TON,78000,KG,20240717,MROJAS,000000,
100,0001000199,000030,50009,Concentrado de Cobre,TAN,A,1000,0001,75,TON,394397.25,USD,GRP_FERT,MINFERT,5258.63,TON,75000,KG,20240717,JPEREZ,000000,
100,0001000200,000010,50008,Concentrado de Cobre,TAN,A,1000,0001,174,TON,1100050.62,USD,GRP_FERT,MINFERT,6322.13,TON,174000,KG,20240718,ASOTO,000000,
100,0001000200,000020,50008,Concentrado de Cobre,TAN,A,1000,0001,216,TON,1204616.88,USD,GRP_FERT,MINFERT,5576.93,TON,216000,KG,20240718,ASOTO,000000,
100,0001000201,000010,50001,Concentrado de Cobre,TAN,A,1000,0001,71,TON,518016.71,USD,GRP_FERT,MINFERT,7296.01,TON,71000,KG,20240719,ASOTO,000000,
100,0001000202,000010,50000,Concentrado de Cobre,TAN,A,1000,0001,273,TON,1429586.34,USD,GRP_FERT,MINFERT,5236.58,TON,273000,KG,20240720,MROJAS,000000,
100,0001000202,000020,50001,Concentrado de Cobre,TAN,A,1000,0001,123,TON,615851.16,USD,GRP_FERT,MINFERT,5006.92,TON,123000,KG,20240720,ASOTO,000000,
100,0001000202,000030,50000,Concentrado de Cobre,TAN,A,1000,0001,60,TON,378446.4,USD,GRP_FERT,MINFERT,6307.44,TON,60000,KG,20240720,MROJAS,000000,
100,0001000203,000010,50009,Concentrado de Cobre,TAN,A,1000,0001,24,TON,209788.08,USD,GRP_FERT,MINFERT,8741.17,TON,24000,KG,20240721,JPEREZ,000000,
100,0001000204,000010,50003,Concentrado de Cobre,TAN,A,1000,0001,66,TON,367324.98,USD,GRP_FERT,MINFERT,5565.53,TON,66000,KG,20240722,MROJAS,000000,
100,0001000204,000020,50003,Concentrado de Cobre,TAN,A,1000,0001,71,TON,366811.56,USD,GRP_FERT,MINFERT,5166.36,TON,71000,KG,20240722,JPEREZ,000000,
100,0001000205,000010,50007,Concentrado de Cobre,TAN,A,1000,0001,69,TON,480582.24,USD,GRP_FERT,MINFERT,6964.96,TON,69000,KG,20240723,MROJAS,000000,
100,0001000206,000010,50003,Concentrado de Cobre,TAN,A,1000,0001,195,TON,1727066.25,USD,GRP_FERT,MINFERT,8856.75,TON,195000,KG,20240724,JPEREZ,000000,
100,0001000206,000020,50006,Concentrado de Cobre,TAN,A,1000,0001,255,TON,1809464.7,USD,GRP_FERT,MINFERT,7095.94,TON,255000,KG,20240724,JPEREZ,000000,
100,0001000207,000010,50006,Concentrado de Cobre,TAN,A,1000,0001,49,TON,317869.86,USD,GRP_FERT,MINFERT,6487.14,TON,49000,KG,20240725,MROJAS,000000,
100,0001000208,000010,50009,Concentrado de Cobre,TAN,A,1000,0001,21,TON,157629.15,USD,GRP_FERT,MINFERT,7506.15,TON,21000,KG,20240726,MROJAS,000000,
100,0001000208,000020,50000,Concentrado de Cobre,TAN,A,1000,0001,77,TON,424697.35,USD,GRP_FERT,MINFERT,5515.55,TON,77000,KG,20240726,ASOTO,000000,
100,0001000209,000010,50008,Concentrado de Cobre,TAN,A,1000,0001,83,TON,481661.45,USD,GRP_FERT,MINFERT,5803.15,TON,83000,KG,20240727,ASOTO,000000,
100,0001000210,000010,50000,Concentrado de Cobre,TAN,A,1000,0001,92,TON,465229.28,USD,GRP_FERT,MINFERT,5056.84,TON,92000,KG,20240728,JPEREZ,000000,
100,0001000210,000020,50005,Concentrado de Cobre,TAN,A,1000,0001,52,TON,451742.72,USD,GRP_FERT,MINFERT,8687.36,TON,52000,KG,20240728,MROJAS,000000,
100,0001000211,000010,50001,Concentrado de Cobre,TAN,A,1000,0001,84,TON,557734.8,USD,GRP_FERT,MINFERT,6639.7,TON,84000,KG,20240729,ASOTO,000000,
100,0001000212,000010,50006,Concentrado de Cobre,TAN,A,1000,0001,168,TON,1300729.92,USD,GRP_FERT,MINFERT,7742.44,TON,168000,KG,20240730,MROJAS,000000,
100,0001000212,000020,50007,Concentrado de Cobre,TAN,A,1000,0001,150,TON,1159728.0,USD,GRP_FERT,MINFERT,7731.52,TON,150000,KG,20240730,ASOTO,000000,
100,0001000212,000030,50004,Concentrado de Cobre,TAN,A,1000,0001,192,TON,1712739.84,USD,GRP_FERT,MINFERT,8920.52,TON,192000,KG,20240730,ASOTO,000000,
100,0001000213,000010,50005,Concentrado de Cobre,TAN,A,1000,0001,46,TON,403305.92,USD,GRP_FERT,MINFERT,8767.52,TON,46000,KG,20240731,MROJAS,000000,
100,0001000213,000020,50006,Concentrado de Cobre,TAN,A,1000,0001,78,TON,618836.4,USD,GRP_FERT,MINFERT,7933.8,TON,78000,KG,20240731,MROJAS,000000,
100,0001000213,000030,50006,Concentrado de Cobre,TAN,A,1000,0001,79,TON,509884.96,USD,GRP_FERT,MINFERT,6454.24,TON,79000,KG,20240731,MROJAS,000000,
100,0001000214,000010,50000,Concentrado de Cobre,TAN,A,1000,0001,135,TON,792275.85,USD,GRP_FERT,MINFERT,5868.71,TON,135000,KG,20240801,ASOTO,000000,
100,0001000214,000020,50002,Concentrado de Cobre,TAN,A,1000,0001,207,TON,1810937.43,USD,GRP_FERT,MINFERT,8748.49,TON,207000,KG,20240801,MROJAS,000000,
100,0001000215,000010,50000,Concentrado de Cobre,TAN,A,1000,0001,21,TON,182294.49,USD,GRP_FERT,MINFERT,8680.69,TON,21000,KG,20240802,JPEREZ,000000,
100,0001000216,000010,50009,Concentrado de Cobre,TAN,A,1000,0001,216,TON,1216753.92,USD,GRP_FERT,MINFERT,5633.12,TON,216000,KG,20240803,ASOTO,000000,
100,0001000216,000020,50007,Concentrado de Cobre,TAN,A,1000,0001,165,TON,1280375.25,USD,GRP_FERT,MINFERT,7759.85,TON,165000,KG,20240803,JPEREZ,000000,
100,0001000216,000030,50001,Concentrado de Cobre,TAN,A,1000,0001,114,TON,984588.36,USD,GRP_FERT,MINFERT,8636.74,TON,114000,KG,20240803,JPEREZ,000000,
100,0001000217,000010,50003,Concentrado de Cobre,TAN,A,1000,0001,61,TON,376333.4,USD,GRP_FERT,MINFERT,6169.4,TON,61000,KG,20240804,JPEREZ,000000,
100,0001000218,000010,50000,Concentrado de Cobre,TAN,A,1000,0001,162,TON,1295998.38,USD,GRP_FERT,MINFERT,7999.99,TON,162000,KG,20240805,ASOTO,000000,
100,0001000218,000020,50007,Concentrado de Cobre,TAN,A,1000,0001,90,TON,569851.2,USD,GRP_FERT,MINFERT,6331.68,TON,90000,KG,20240805,JPEREZ,000000,
100,0001000219,000010,50007,Concentrado de Cobre,TAN,A,1000,0001,56,TON,339734.64,USD,GRP_FERT,MINFERT,6066.69,TON,56000,KG,20240806,MROJAS,000000,
100,0001000220,000010,50002,Concentrado de Cobre,TAN,A,1000,0001,94,TON,705423.94,USD,GRP_FERT,MINFERT,7504.51,TON,94000,KG,20240807,MROJAS,000000,
100,0001000221,000010,50007,Concentrado de Cobre,TAN,A,1000,0001,291,TON,2277104.1,USD,GRP_FERT,MINFERT,7825.1,TON,291000,KG,20240808,MROJAS,000000,
100,0001000221,000020,50004,Concentrado de Cobre,TAN,A,1000,0001,285,TON,2411108.55,USD,GRP_FERT,MINFERT,8460.03,TON,285000,KG,20240808,JPEREZ,000000,
100,0001000221,000030,50007,Concentrado de Cobre,TAN,A,1000,0001,129,TON,906913.86,USD,GRP_FERT,MINFERT,7030.34,TON,129000,KG,20240808,JPEREZ,000000,
100,0001000222,000010,50004,Concentrado de Cobre,TAN,A,1000,0001,56,TON,448962.64,USD,GRP_FERT,MINFERT,8017.19,TON,56000,KG,20240809,JPEREZ,000000,
100,0001000223,000010,50005,Concentrado de Cobre,TAN,A,1000,0001,249,TON,1544046.51,USD,GRP_FERT,MINFERT,6200.99,TON,249000,KG,20240810,MROJAS,000000,
100,0001000223,000020,50005,Concentrado de Cobre,TAN,A,1000,0001,267,TON,2402036.13,USD,GRP_FERT,MINFERT,8996.39,TON,267000,KG,20240810,JPEREZ,000000,
100,0001000224,000010,50002,Concentrado de Cobre,TAN,A,1000,0001,117,TON,862494.75,USD,GRP_FERT,MINFERT,7371.75,TON,117000,KG,20240811,JPEREZ,000000,
100,0001000224,000020,50003,Concentrado de Cobre,TAN,A,1000,0001,96,TON,486293.76,USD,GRP_FERT,MINFERT,5065.56,TON,96000,KG,20240811,MROJAS,000000,
100,0001000225,000010,50002,Concentrado de Cobre,TAN,A,1000,0001,50,TON,353752.5,USD,GRP_FERT,MINFERT,7075.05,TON,50000,KG,20240812,MROJAS,000000,
100,0001000225,000020,50003,Concentrado de Cobre,TAN,A,1000,0001,73,TON,508228.19,USD,GRP_FERT,MINFERT,6962.03,TON,73000,KG,20240812,MROJAS,000000,
100,0001000226,000010,50003,Concentrado de Cobre,TAN,A,1000,0001,180,TON,1356388.2,USD,GRP_FERT,MINFERT,7535.49,TON,180000,KG,20240813,MROJAS,000000,
100,0001000226,000020,50004,Concentrado de Cobre,TAN,A,1000,0001,273,TON,1737107.19,USD,GRP_FERT,MINFERT,6363.03,TON,273000,KG,20240813,MROJAS,000000,
100,0001000226,000030,50003,Concentrado de Cobre,TAN,A,1000,0001,108,TON,957085.2,USD,GRP_FERT,MINFERT,8861.9,TON,108000,KG,20240813,ASOTO,000000,
100,0001000227,000010,50004,Concentrado de Cobre,TAN,A,1000,0001,114,TON,735884.82,USD,GRP_FERT,MINFERT,6455.13,TON,114000,KG,20240814,JPEREZ,000000,
100,0001000228,000010,50008,Concentrado de Cobre,TAN,A,1000,0001,84,TON,514905.72,USD,GRP_FERT,MINFERT,6129.83,TON,84000,KG,20240815,MROJAS,000000,
100,0001000229,000010,50003,Concentrado de Cobre,TAN,A,1000,0001,97,TON,660893.01,USD,GRP_FERT,MINFERT,6813.33,TON,97000,KG,20240816,JPEREZ,000000,
100,0001000229,000020,50009,Concentrado de Cobre,TAN,A,1000,0001,36,TON,226483.56,USD,GRP_FERT,MINFERT,6291.21,TON,36000,KG,20240816,JPEREZ,000000,
100,0001000230,000010,50002,Concentrado de Cobre,TAN,A,1000,0001,83,TON,436207.33,USD,GRP_FERT,MINFERT,5255.51,TON,83000,KG,20240817,JPEREZ,000000,
100,0001000230,000020,50002,Concentrado de Cobre,TAN,A,1000,0001,39,TON,210951.39,USD,GRP_FERT,MINFERT,5409.01,TON,39000,KG,20240817,JPEREZ,000000,
100,0001000230,000030,50003,Concentrado de Cobre,TAN,A,1000,0001,31,TON,248577.84,USD,GRP_FERT,MINFERT,8018.64,TON,31000,KG,20240817,MROJAS,000000,
100,0001000231,000010,50007,Concentrado de Cobre,TAN,A,1000,0001,75,TON,387652.5,USD,GRP_FERT,MINFERT,5168.7,TON,75000,KG,20240818,JPEREZ,000000,
100,0001000232,000010,50001,Concentrado de Cobre,TAN,A,1000,0001,282,TON,2404498.38,USD,GRP_FERT,MINFERT,8526.59,TON,282000,KG,20240819,ASOTO,000000,
100,0001000232,000020,50002,Concentrado de Cobre,TAN,A,1000,0001,210,TON,1228733.1,USD,GRP_FERT,MINFERT,5851.11,TON,210000,KG,20240819,ASOTO,000000,
100,0001000233,000010,50006,Concentrado de Cobre,TAN,A,1000,0001,99,TON,789153.75,USD,GRP_FERT,MINFERT,7971.25,TON,99000,KG,20240820,JPEREZ,000000,
100,0001000234,000010,50005,Concentrado de Cobre,TAN,A,1000,0001,234,TON,2091239.28,USD,GRP_FERT,MINFERT,8936.92,TON,234000,KG,20240821,ASOTO,000000,
100,0001000234,000020,50002,Concentrado de Cobre,TAN,A,1000,0001,246,TON,1702492.2,USD,GRP_FERT,MINFERT,6920.7,TON,246000,KG,20240821,ASOTO,000000,
100,0001000235,000010,50004,Concentrado de Cobre,TAN,A,1000,0001,73,TON,555858.5,USD,GRP_FERT,MINFERT,7614.5,TON,73000,KG,20240822,MROJAS,000000,
100,0001000236,000010,50007,Concentrado de Cobre,TAN,A,1000,0001,84,TON,665762.16,USD,GRP_FERT,MINFERT,7925.74,TON,84000,KG,20240823,JPEREZ,000000,
100,0001000236,000020,50003,Concentrado de Cobre,TAN,A,1000,0001,84,TON,553573.44,USD,GRP_FERT,MINFERT,6590.16,TON,84000,KG,20240823,MROJAS,000000,
100,0001000236,000030,50000,Concentrado de Cobre,TAN,A,1000,0001,72,TON,503257.68,USD,GRP_FERT,MINFERT,6989.69,TON,72000,KG,20240823,MROJAS,000000,
100,0001000237,000010,50000,Concentrado de Cobre,TAN,A,1000,0001,56,TON,361543.84,USD,GRP_FERT,MINFERT,6456.14,TON,56000,KG,20240824,ASOTO,000000,
100,0001000237,000020,50005,Concentrado de Cobre,TAN,A,1000,0001,78,TON,646063.08,USD,GRP_FERT,MINFERT,8282.86,TON,78000,KG,20240824,ASOTO,000000,
100,0001000237,000030,50002,Concentrado de Cobre,TAN,A,1000,0001,67,TON,511505.47,USD,GRP_FERT,MINFERT,7634.41,TON,67000,KG,20240824,MROJAS,000000,
100,0001000238,000010,50002,Concentrado de Cobre,TAN,A,1000,0001,75,TON,478036.5,USD,GRP_FERT,MINFERT,6373.82,TON,75000,KG,20240825,ASOTO,000000,
100,0001000238,000020,50002,Concentrado de Cobre,TAN,A,1000,0001,288,TON,1833580.8,USD,GRP_FERT,MINFERT,6366.6,TON,288000,KG,20240825,ASOTO,000000,
100,0001000238,000030,50002,Concentrado de Cobre,TAN,A,1000,0001,279,TON,1550707.11,USD,GRP_FERT,MINFERT,5558.09,TON,279000,KG,20240825,JPEREZ,000000,
100,0001000239,000010,50006,Concentrado de Cobre,TAN,A,1000,0001,99,TON,584422.74,USD,GRP_FERT,MINFERT,5903.26,TON,99000,KG,20240826,ASOTO,000000,
100,0001000239,000020,50007,Concentrado de Cobre,TAN,A,1000,0001,117,TON,975475.8,USD,GRP_FERT,MINFERT,8337.4,TON,117000,KG,20240826,JPEREZ,000000,
100,0001000239,000030,50000,Concentrado de Cobre,TAN,A,1000,0001,252,TON,2066334.48,USD,GRP_FERT,MINFERT,8199.74,TON,252000,KG,20240826,MROJAS,000000,
100,0001000240,000010,50009,Concentrado de Cobre,TAN,A,1000,0001,174,TON,1108846.32,USD,GRP_FERT,MINFERT,6372.68,TON,174000,KG,20240827,MROJAS,000000,
100,0001000240,000020,50003,Concentrado de Cobre,TAN,A,1000,0001,174,TON,1168253.4,USD,GRP_FERT,MINFERT,6714.1,TON,174000,KG,20240827,ASOTO,000000,
100,0001000240,000030,50007,Concentrado de Cobre,TAN,A,1000,0001,294,TON,2167761.96,USD,GRP_FERT,MINFERT,7373.34,TON,294000,KG,20240827,ASOTO,000000,
100,0001000241,000010,50003,Concentrado de Cobre,TAN,A,1000,0001,300,TON,2606772.0,USD,GRP_FERT,MINFERT,8689.24,TON,300000,KG,20240828,MROJAS,000000,
100,0001000242,000010,50006,Concentrado de Cobre,TAN,A,1000,0001,264,TON,2010309.84,USD,GRP_FERT,MINFERT,7614.81,TON,264000,KG,20240829,JPEREZ,000000,
100,0001000242,000020,50004,Concentrado de Cobre,TAN,A,1000,0001,282,TON,1542728.94,USD,GRP_FERT,MINFERT,5470.67,TON,282000,KG,20240829,ASOTO,000000,
100,0001000242,000030,50007,Concentrado de Cobre,TAN,A,1000,0001,126,TON,1084740.3,USD,GRP_FERT,MINFERT,8609.05,TON,126000,KG,20240829,MROJAS,000000,
100,0001000243,000010,50001,Concentrado de Cobre,TAN,A,1000,0001,96,TON,543142.08,USD,GRP_FERT,MINFERT,5657.73,TON,96000,KG,20240830,JPEREZ,000000,
100,0001000243,000020,50009,Concentrado de Cobre,TAN,A,1000,0001,276,TON,1406139.96,USD,GRP_FERT,MINFERT,5094.71,TON,276000,KG,20240830,MROJAS,000000,
100,0001000243,000030,50005,Concentrado de Cobre,TAN,A,1000,0001,225,TON,1143483.75,USD,GRP_FERT,MINFERT,5082.15,TON,225000,KG,20240830,ASOTO,000000,
100,0001000244,000010,50008,Concentrado de Cobre,TAN,A,1000,0001,159,TON,1098931.68,USD,GRP_FERT,MINFERT,6911.52,TON,159000,KG,20240831,ASOTO,000000,
100,0001000244,000020,50002,Concentrado de Cobre,TAN,A,1000,0001,282,TON,1876151.64,USD,GRP_FERT,MINFERT,6653.02,TON,282000,KG,20240831,ASOTO,000000,
100,0001000245,000010,50002,Concentrado de Cobre,TAN,A,1000,0001,207,TON,1492910.91,USD,GRP_FERT,MINFERT,7212.13,TON,207000,KG,20240901,ASOTO,000000,
