MANDT,BUKRS,BELNR,GJAHR,BUZEI,BSCHL,KOART,SHKZG,GSBER,HKONT,DMBTR,WRBTR,MWSKZ,KOSTL,ZUONR,SGTXT,LIFNR,KUNNR,PRCTR,MATNR,UMSKZ
100,2000,0100000385,2025,001,40,S,S,,0000400000,46587.35,46587.35,I1,LAB100,4500000385,,,,,,
100,2000,0100000385,2025,002,31,K,H,,0000050049,46587.35,46587.35,I1,,4500000385,,0000050049,,,,
100,1000,0100000386,2025,001,40,S,S,,0000400000,20666.91,20666.91,I1,MIN200,4500000386,,,,,,
100,1000,0100000386,2025,002,31,K,H,,0000050219,20666.91,20666.91,I1,,4500000386,,0000050219,,,,
100,2000,0100000387,2025,001,40,S,S,,0000400000,34772.99,34772.99,I1,REF100,4500000387,,,,,,
100,2000,0100000387,2025,002,31,K,H,,0000050249,34772.99,34772.99,I1,,4500000387,,0000050249,,,,
100,1000,0100000388,2025,001,40,S,S,,0000400000,31635.29,31635.29,I1,PLAN100,4500000388,,,,,,
100,1000,0100000388,2025,002,31,K,H,,0000050180,31635.29,31635.29,I1,,4500000388,,0000050180,,,,
100,1000,0100000389,2025,001,40,S,S,,0000400000,24618.47,24618.47,I1,MANT100,4500000389,,,,,,
100,1000,0100000389,2025,002,31,K,H,,0000050254,24618.47,24618.47,I1,,4500000389,,0000050254,,,,
100,2000,0100000390,2025,001,40,S,S,,0000400000,5157.75,5157.75,I1,LAB100,4500000390,,,,,,
100,2000,0100000390,2025,002,31,K,H,,0000050082,5157.75,5157.75,I1,,4500000390,,0000050082,,,,
100,1000,0100000391,2025,001,40,S,S,,0000400000,5169.75,5169.75,I1,MIN200,4500000391,,,,,,
100,1000,0100000391,2025,002,31,K,H,,0000050120,5169.75,5169.75,I1,,4500000391,,0000050120,,,,
100,1000,0100000392,2025,001,40,S,S,,0000400000,12449.95,12449.95,I1,MANT100,4500000392,,,,,,
100,1000,0100000392,2025,002,31,K,H,,0000050022,12449.95,12449.95,I1,,4500000392,,0000050022,,,,
100,2000,0100000393,2025,001,40,S,S,,0000400000,15420.35,15420.35,I1,LAB100,4500000393,,,,,,
100,2000,0100000393,2025,002,31,K,H,,0000050281,15420.35,15420.35,I1,,4500000393,,0000050281,,,,
100,1000,0100000394,2025,001,40,S,S,,0000400000,19846.55,19846.55,I1,MIN200,4500000394,,,,,,
100,1000,0100000394,2025,002,31,K,H,,0000050157,19846.55,19846.55,I1,,4500000394,,0000050157,,,,
100,1000,0100000395,2025,001,40,S,S,,0000400000,24409.42,24409.42,I1,PLAN100,4500000395,,,,,,
100,1000,0100000395,2025,002,31,K,H,,0000050033,24409.42,24409.42,I1,,4500000395,,0000050033,,,,
100,1000,0100000396,2025,001,40,S,S,,0000400000,29393.21,29393.21,I1,MIN200,4500000396,,,,,,
100,1000,0100000396,2025,002,31,K,H,,0000050182,29393.21,29393.21,I1,,4500000396,,0000050182,,,,
100,2000,0100000397,2025,001,40,S,S,,0000400000,8855.15,8855.15,I1,LOG100,4500000397,,,,,,
100,2000,0100000397,2025,002,31,K,H,,0000050224,8855.15,8855.15,I1,,4500000397,,0000050224,,,,
100,1000,0100000398,2025,001,40,S,S,,0000400000,15952.38,15952.38,I1,PLAN100,4500000398,,,,,,
100,1000,0100000398,2025,002,31,K,H,,0000050272,15952.38,15952.38,I1,,4500000398,,0000050272,,,,
100,1000,0100000399,2025,001,40,S,S,,0000400000,19192.54,19192.54,I1,MIN200,4500000399,,,,,,
100,1000,0100000399,2025,002,31,K,H,,0000050129,19192.54,19192.54,I1,,4500000399,,0000050129,,,,
100,1000,0100000400,2025,001,40,S,S,,0000400000,11550.63,11550.63,I1,MIN200,4500000400,,,,,,
100,1000,0100000400,2025,002,31,K,H,,0000050054,11550.63,11550.63,I1,,4500000400,,0000050054,,,,
100,1000,0100000401,2025,001,40,S,S,,0000400000,6966.41,6966.41,I1,MIN100,4500000401,,,,,,
100,1000,0100000401,2025,002,31,K,H,,0000050298,6966.41,6966.41,I1,,4500000401,,0000050298,,,,
100,2000,0100000402,2025,001,40,S,S,,0000400000,19970.78,19970.78,I1,LAB100,4500000402,,,,,,
100,2000,0100000402,2025,002,31,K,H,,0000050215,19970.78,19970.78,I1,,4500000402,,0000050215,,,,
100,2000,0100000403,2025,001,40,S,S,,0000400000,13177.22,13177.22,I1,REF100,4500000403,,,,,,
100,2000,0100000403,2025,002,31,K,H,,0000050095,13177.22,13177.22,I1,,4500000403,,0000050095,,,,
100,2000,0100000404,2025,001,40,S,S,,0000400000,12989.33,12989.33,I1,LOG100,4500000404,,,,,,
100,2000,0100000404,2025,002,31,K,H,,0000050233,12989.33,12989.33,I1,,4500000404,,0000050233,,,,
100,2000,0100000405,2025,001,40,S,S,,0000400000,9514.19,9514.19,I1,LOG100,4500000405,,,,,,
100,2000,0100000405,2025,002,31,K,H,,0000050011,9514.19,9514.19,I1,,4500000405,,0000050011,,,,
100,1000,0100000406,2025,001,40,S,S,,0000400000,42317.78,42317.78,I1,MANT200,4500000406,,,,,,
100,1000,0100000406,2025,002,31,K,H,,0000050159,42317.78,42317.78,I1,,4500000406,,0000050159,,,,
100,1000,0100000407,2025,001,40,S,S,,0000400000,47033.98,47033.98,I1,MANT100,4500000407,,,,,,
100,1000,0100000407,2025,002,31,K,H,,0000050060,47033.98,47033.98,I1,,4500000407,,0000050060,,,,
100,2000,0100000408,2025,001,40,S,S,,0000400000,3793.28,3793.28,I1,REF100,4500000408,,,,,,
100,2000,0100000408,2025,002,31,K,H,,0000050131,3793.28,3793.28,I1,,4500000408,,0000050131,,,,
100,2000,0100000409,2025,001,40,S,S,,0000400000,12753.07,12753.07,I1,REF100,4500000409,,,,,,
100,2000,0100000409,2025,002,31,K,H,,0000050226,12753.07,12753.07,I1,,4500000409,,0000050226,,,,
100,1000,0100000410,2025,001,40,S,S,,0000400000,15205.07,15205.07,I1,PLAN100,4500000410,,,,,,
100,1000,0100000410,2025,002,31,K,H,,0000050047,15205.07,15205.07,I1,,4500000410,,0000050047,,,,
100,1000,0100000411,2025,001,40,S,S,,0000400000,35728.78,35728.78,I1,MIN100,4500000411,,,,,,
100,1000,0100000411,2025,002,31,K,H,,0000050243,35728.78,35728.78,I1,,4500000411,,0000050243,,,,
100,2000,0100000412,2025,001,40,S,S,,0000400000,18045.13,18045.13,I1,REF100,4500000412,,,,,,
100,2000,0100000412,2025,002,31,K,H,,0000050014,18045.13,18045.13,I1,,4500000412,,0000050014,,,,
100,1000,0100000413,2025,001,40,S,S,,0000400000,35606.69,35606.69,I1,MANT100,4500000413,,,,,,
100,1000,0100000413,2025,002,31,K,H,,0000050014,35606.69,35606.69,I1,,4500000413,,0000050014,,,,
100,2000,0100000414,2025,001,40,S,S,,0000400000,15963.96,15963.96,I1,LAB100,4500000414,,,,,,
100,2000,0100000414,2025,002,31,K,H,,0000050102,15963.96,15963.96,I1,,4500000414,,0000050102,,,,
100,2000,0100000415,2025,001,40,S,S,,0000400000,11679.32,11679.32,I1,REF100,4500000415,,,,,,
100,2000,0100000415,2025,002,31,K,H,,0000050138,11679.32,11679.32,I1,,4500000415,,0000050138,,,,
100,1000,0100000416,2025,001,40,S,S,,0000400000,23078.79,23078.79,I1,MIN200,4500000416,,,,,,
100,1000,0100000416,2025,002,31,K,H,,0000050138,23078.79,23078.79,I1,,4500000416,,0000050138,,,,
100,1000,0100000417,2025,001,40,S,S,,0000400000,10227.13,10227.13,I1,MIN200,4500000417,,,,,,
100,1000,0100000417,2025,002,31,K,H,,0000050260,10227.13,10227.13,I1,,4500000417,,0000050260,,,,
100,2000,0100000418,2025,001,40,S,S,,0000400000,32041.68,32041.68,I1,REF100,4500000418,,,,,,
100,2000,0100000418,2025,002,31,K,H,,0000050150,32041.68,32041.68,I1,,4500000418,,0000050150,,,,
100,2000,0100000419,2025,001,40,S,S,,0000400000,18434.24,18434.24,I1,LAB100,4500000419,,,,,,
100,2000,0100000419,2025,002,31,K,H,,0000050218,18434.24,18434.24,I1,,4500000419,,0000050218,,,,
100,2000,0100000420,2025,001,40,S,S,,0000400000,27069.18,27069.18,I1,LOG100,4500000420,,,,,,
100,2000,0100000420,2025,002,31,K,H,,0000050279,27069.18,27069.18,I1,,4500000420,,0000050279,,,,
100,1000,0100000421,2025,001,40,S,S,,0000400000,44057.92,44057.92,I1,MIN200,4500000421,,,,,,
100,1000,0100000421,2025,002,31,K,H,,0000050130,44057.92,44057.92,I1,,4500000421,,0000050130,,,,
100,1000,0100000422,2025,001,40,S,S,,0000400000,24616.54,24616.54,I1,MIN100,4500000422,,,,,,
100,1000,0100000422,2025,002,31,K,H,,0000050072,24616.54,24616.54,I1,,4500000422,,0000050072,,,,
100,1000,0100000423,2025,001,40,S,S,,0000400000,20665.51,20665.51,I1,MANT100,4500000423,,,,,,
100,1000,0100000423,2025,002,31,K,H,,0000050067,20665.51,20665.51,I1,,4500000423,,0000050067,,,,
100,2000,0100000424,2025,001,40,S,S,,0000400000,32414.12,32414.12,I1,REF100,4500000424,,,,,,
100,2000,0100000424,2025,002,31,K,H,,0000050079,32414.12,32414.12,I1,,4500000424,,0000050079,,,,
100,2000,0100000425,2025,001,40,S,S,,0000400000,32879.09,32879.09,I1,REF100,4500000425,,,,,,
100,2000,0100000425,2025,002,31,K,H,,0000050233,32879.09,32879.09,I1,,4500000425,,0000050233,,,,
100,1000,0100000426,2025,001,40,S,S,,0000400000,43286.23,43286.23,I1,MANT200,4500000426,,,,,,
100,1000,0100000426,2025,002,31,K,H,,0000050224,43286.23,43286.23,I1,,4500000426,,0000050224,,,,
100,2000,0100000427,2025,001,40,S,S,,0000400000,44395.56,44395.56,I1,LOG100,4500000427,,,,,,
100,2000,0100000427,2025,002,31,K,H,,0000050052,44395.56,44395.56,I1,,4500000427,,0000050052,,,,
100,1000,0100000428,2025,001,40,S,S,,0000400000,25569.02,25569.02,I1,PLAN100,4500000428,,,,,,
100,1000,0100000428,2025,002,31,K,H,,0000050062,25569.02,25569.02,I1,,4500000428,,0000050062,,,,
100,2000,0100000429,2025,001,40,S,S,,0000400000,26228.98,26228.98,I1,LAB100,4500000429,,,,,,
100,2000,0100000429,2025,002,31,K,H,,0000050086,26228.98,26228.98,I1,,4500000429,,0000050086,,,,
100,2000,0100000430,2025,001,40,S,S,,0000400000,905.61,905.61,I1,LOG100,4500000430,,,,,,
100,2000,0100000430,2025,002,31,K,H,,0000050111,905.61,905.61,I1,,4500000430,,0000050111,,,,
100,1000,0100000431,2025,001,40,S,S,,0000400000,4137.55,4137.55,I1,MANT200,4500000431,,,,,,
100,1000,0100000431,2025,002,31,K,H,,0000050040,4137.55,4137.55,I1,,4500000431,,0000050040,,,,
100,2000,0100000432,2025,001,40,S,S,,0000400000,45769.13,45769.13,I1,REF100,4500000432,,,,,,
100,2000,0100000432,2025,002,31,K,H,,0000050291,45769.13,45769.13,I1,,4500000432,,0000050291,,,,
100,2000,0100000433,2025,001,40,S,S,,0000400000,10134.45,10134.45,I1,LAB100,4500000433,,,,,,
100,2000,0100000433,2025,002,31,K,H,,0000050026,10134.45,10134.45,I1,,4500000433,,0000050026,,,,
100,2000,0100000434,2025,001,40,S,S,,0000400000,5257.52,5257.52,I1,LOG100,4500000434,,,,,,
100,2000,0100000434,2025,002,31,K,H,,0000050264,5257.52,5257.52,I1,,4500000434,,0000050264,,,,
100,1000,0100000435,2025,001,40,S,S,,0000400000,28711.13,28711.13,I1,MANT200,4500000435,,,,,,
100,1000,0100000435,2025,002,31,K,H,,0000050000,28711.13,28711.13,I1,,4500000435,,0000050000,,,,
100,2000,0100000436,2025,001,40,S,S,,0000400000,598.59,598.59,I1,LOG100,4500000436,,,,,,
100,2000,0100000436,2025,002,31,K,H,,0000050019,598.59,598.59,I1,,4500000436,,0000050019,,,,
100,1000,0100000437,2025,001,40,S,S,,0000400000,29957.51,29957.51,I1,PLAN100,4500000437,,,,,,
100,1000,0100000437,2025,002,31,K,H,,0000050101,29957.51,29957.51,I1,,4500000437,,0000050101,,,,
100,1000,0100000438,2025,001,40,S,S,,0000400000,43179.58,43179.58,I1,MIN100,4500000438,,,,,,
100,1000,0100000438,2025,002,31,K,H,,0000050238,43179.58,43179.58,I1,,4500000438,,0000050238,,,,
100,2000,0100000439,2025,001,40,S,S,,0000400000,31077.1,31077.1,I1,LOG100,4500000439,,,,,,
100,2000,0100000439,2025,002,31,K,H,,0000050166,31077.1,31077.1,I1,,4500000439,,0000050166,,,,
100,2000,0100000440,2025,001,40,S,S,,0000400000,15123.09,15123.09,I1,LOG100,4500000440,,,,,,
100,2000,0100000440,2025,002,31,K,H,,0000050065,15123.09,15123.09,I1,,4500000440,,0000050065,,,,
100,1000,0100000441,2025,001,40,S,S,,0000400000,23496.88,23496.88,I1,MIN200,4500000441,,,,,,
100,1000,0100000441,2025,002,31,K,H,,0000050054,23496.88,23496.88,I1,,4500000441,,0000050054,,,,
100,2000,0100000442,2025,001,40,S,S,,0000400000,32177.8,32177.8,I1,LAB100,4500000442,,,,,,
100,2000,0100000442,2025,002,31,K,H,,0000050288,32177.8,32177.8,I1,,4500000442,,0000050288,,,,
100,2000,0100000443,2025,001,40,S,S,,0000400000,1205.64,1205.64,I1,LOG100,4500000443,,,,,,
100,2000,0100000443,2025,002,31,K,H,,0000050120,1205.64,1205.64,I1,,4500000443,,0000050120,,,,
100,1000,0100000444,2025,001,40,S,S,,0000400000,16352.21,16352.21,I1,MANT200,4500000444,,,,,,
100,1000,0100000444,2025,002,31,K,H,,0000050132,16352.21,16352.21,I1,,4500000444,,0000050132,,,,
100,1000,0100000445,2025,001,40,S,S,,0000400000,27943.97,27943.97,I1,MIN100,4500000445,,,,,,
100,1000,0100000445,2025,002,31,K,H,,0000050025,27943.97,27943.97,I1,,4500000445,,0000050025,,,,
100,1000,0100000446,2025,001,40,S,S,,0000400000,33621.81,33621.81,I1,MIN100,4500000446,,,,,,
100,1000,0100000446,2025,002,31,K,H,,0000050079,33621.81,33621.81,I1,,4500000446,,0000050079,,,,
100,1000,0100000447,2025,001,40,S,S,,0000400000,25817.15,25817.15,I1,PLAN100,4500000447,,,,,,
100,1000,0100000447,2025,002,31,K,H,,0000050188,25817.15,25817.15,I1,,4500000447,,0000050188,,,,
100,2000,0100000448,2025,001,40,S,S,,0000400000,522.88,522.88,I1,REF100,4500000448,,,,,,
100,2000,0100000448,2025,002,31,K,H,,0000050023,522.88,522.88,I1,,4500000448,,0000050023,,,,
100,2000,0100000449,2025,001,40,S,S,,0000400000,27534.66,27534.66,I1,REF100,4500000449,,,,,,
100,2000,0100000449,2025,002,31,K,H,,0000050222,27534.66,27534.66,I1,,4500000449,,0000050222,,,,
100,2000,0100000450,2025,001,40,S,S,,0000400000,24213.59,24213.59,I1,LOG100,4500000450,,,,,,
100,2000,0100000450,2025,002,31,K,H,,0000050193,24213.59,24213.59,I1,,4500000450,,0000050193,,,,
100,1000,0100000451,2025,001,40,S,S,,0000400000,3030.25,3030.25,I1,MIN200,4500000451,,,,,,
100,1000,0100000451,2025,002,31,K,H,,0000050195,3030.25,3030.25,I1,,4500000451,,0000050195,,,,
100,2000,0100000452,2025,001,40,S,S,,0000400000,3990.77,3990.77,I1,LAB100,4500000452,,,,,,
100,2000,0100000452,2025,002,31,K,H,,0000050034,3990.77,3990.77,I1,,4500000452,,0000050034,,,,
100,1000,0100000453,2025,001,40,S,S,,0000400000,28769.61,28769.61,I1,MANT200,4500000453,,,,,,
100,1000,0100000453,2025,002,31,K,H,,0000050104,28769.61,28769.61,I1,,4500000453,,0000050104,,,,
100,2000,0100000454,2025,001,40,S,S,,0000400000,29720.71,29720.71,I1,LOG100,4500000454,,,,,,
100,2000,0100000454,2025,002,31,K,H,,0000050139,29720.71,29720.71,I1,,4500000454,,0000050139,,,,
100,1000,0100000455,2025,001,40,S,S,,0000400000,6086.0,6086.0,I1,MIN200,4500000455,,,,,,
100,1000,0100000455,2025,002,31,K,H,,0000050151,6086.0,6086.0,I1,,4500000455,,0000050151,,,,
100,2000,0100000456,2025,001,40,S,S,,0000400000,3854.2,3854.2,I1,LOG100,4500000456,,,,,,
100,2000,0100000456,2025,002,31,K,H,,0000050190,3854.2,3854.2,I1,,4500000456,,0000050190,,,,
100,2000,0100000457,2025,001,40,S,S,,0000400000,629.12,629.12,I1,LAB100,4500000457,,,,,,
100,2000,0100000457,2025,002,31,K,H,,0000050186,629.12,629.12,I1,,4500000457,,0000050186,,,,
100,1000,0100000458,2025,001,40,S,S,,0000400000,22989.98,22989.98,I1,MIN200,4500000458,,,,,,
100,1000,0100000458,2025,002,31,K,H,,0000050274,22989.98,22989.98,I1,,4500000458,,0000050274,,,,
100,2000,0100000459,2025,001,40,S,S,,0000400000,41675.12,41675.12,I1,REF100,4500000459,,,,,,
100,2000,0100000459,2025,002,31,K,H,,0000050103,41675.12,41675.12,I1,,4500000459,,0000050103,,,,
100,1000,0100000460,2025,001,40,S,S,,0000400000,33279.1,33279.1,I1,MIN200,4500000460,,,,,,
100,1000,0100000460,2025,002,31,K,H,,0000050055,33279.1,33279.1,I1,,4500000460,,0000050055,,,,
100,2000,0100000461,2025,001,40,S,S,,0000400000,38561.09,38561.09,I1,LOG100,4500000461,,,,,,
100,2000,0100000461,2025,002,31,K,H,,0000050053,38561.09,38561.09,I1,,4500000461,,0000050053,,,,
100,2000,0100000462,2025,001,40,S,S,,0000400000,35322.69,35322.69,I1,REF100,4500000462,,,,,,
100,2000,0100000462,2025,002,31,K,H,,0000050045,35322.69,35322.69,I1,,4500000462,,0000050045,,,,
100,2000,0100000463,2025,001,40,S,S,,0000400000,38682.25,38682.25,I1,LOG100,4500000463,,,,,,
100,2000,0100000463,2025,002,31,K,H,,0000050034,38682.25,38682.25,I1,,4500000463,,0000050034,,,,
100,1000,0100000464,2025,001,40,S,S,,0000400000,32420.83,32420.83,I1,MANT200,4500000464,,,,,,
100,1000,0100000464,2025,002,31,K,H,,0000050135,32420.83,32420.83,I1,,4500000464,,0000050135,,,,
100,2000,0100000465,2025,001,40,S,S,,0000400000,30645.84,30645.84,I1,LAB100,4500000465,,,,,,
100,2000,0100000465,2025,002,31,K,H,,0000050097,30645.84,30645.84,I1,,4500000465,,0000050097,,,,
100,1000,0100000466,2025,001,40,S,S,,0000400000,47037.22,47037.22,I1,MIN200,4500000466,,,,,,
100,1000,0100000466,2025,002,31,K,H,,0000050160,47037.22,47037.22,I1,,4500000466,,0000050160,,,,
100,1000,0100000467,2025,001,40,S,S,,0000400000,25455.53,25455.53,I1,PLAN100,4500000467,,,,,,
100,1000,0100000467,2025,002,31,K,H,,0000050140,25455.53,25455.53,I1,,4500000467,,0000050140,,,,
100,1000,0100000468,2025,001,40,S,S,,0000400000,32648.22,32648.22,I1,PLAN100,4500000468,,,,,,
100,1000,0100000468,2025,002,31,K,H,,0000050267,32648.22,32648.22,I1,,4500000468,,0000050267,,,,
100,2000,0100000469,2025,001,40,S,S,,0000400000,32558.15,32558.15,I1,REF100,4500000469,,,,,,
100,2000,0100000469,2025,002,31,K,H,,0000050160,32558.15,32558.15,I1,,4500000469,,0000050160,,,,
100,1000,0100000470,2025,001,40,S,S,,0000400000,4541.41,4541.41,I1,MANT200,4500000470,,,,,,
100,1000,0100000470,2025,002,31,K,H,,0000050108,4541.41,4541.41,I1,,4500000470,,0000050108,,,,
100,1000,0100000471,2025,001,40,S,S,,0000400000,48021.25,48021.25,I1,MANT100,4500000471,,,,,,
100,1000,0100000471,2025,002,31,K,H,,0000050154,48021.25,48021.25,I1,,4500000471,,0000050154,,,,
100,1000,0100000472,2025,001,40,S,S,,0000400000,1418.26,1418.26,I1,MIN200,4500000472,,,,,,
100,1000,0100000472,2025,002,31,K,H,,0000050066,1418.26,1418.26,I1,,4500000472,,0000050066,,,,
100,2000,0100000473,2025,001,40,S,S,,0000400000,4771.49,4771.49,I1,LAB100,4500000473,,,,,,
100,2000,0100000473,2025,002,31,K,H,,0000050239,4771.49,4771.49,I1,,4500000473,,0000050239,,,,
100,2000,0100000474,2025,001,40,S,S,,0000400000,38020.86,38020.86,I1,LOG100,4500000474,,,,,,
100,2000,0100000474,2025,002,31,K,H,,0000050091,38020.86,38020.86,I1,,4500000474,,0000050091,,,,
100,1000,0100000475,2025,001,40,S,S,,0000400000,15233.98,15233.98,I1,PLAN100,4500000475,,,,,,
100,1000,0100000475,2025,002,31,K,H,,0000050291,15233.98,15233.98,I1,,4500000475,,0000050291,,,,
100,1000,0100000476,2025,001,40,S,S,,0000400000,31547.25,31547.25,I1,MANT100,4500000476,,,,,,
100,1000,0100000476,2025,002,31,K,H,,0000050110,31547.25,31547.25,I1,,4500000476,,0000050110,,,,
100,1000,0100000477,2025,001,40,S,S,,0000400000,23477.98,23477.98,I1,MIN200,4500000477,,,,,,
100,1000,0100000477,2025,002,31,K,H,,0000050075,23477.98,23477.98,I1,,4500000477,,0000050075,,,,
100,1000,0100000478,2025,001,40,S,S,,0000400000,34270.35,34270.35,I1,PLAN100,4500000478,,,,,,
100,1000,0100000478,2025,002,31,K,H,,0000050017,34270.35,34270.35,I1,,4500000478,,0000050017,,,,
100,2000,0100000479,2025,001,40,S,S,,0000400000,42615.07,42615.07,I1,LAB100,4500000479,,,,,,
100,2000,0100000479,2025,002,31,K,H,,0000050047,42615.07,42615.07,I1,,4500000479,,0000050047,,,,
100,1000,0100000480,2025,001,40,S,S,,0000400000,28340.01,28340.01,I1,MIN100,4500000480,,,,,,
100,1000,0100000480,2025,002,31,K,H,,0000050163,28340.01,28340.01,I1,,4500000480,,0000050163,,,,
100,1000,0100000481,2025,001,40,S,S,,0000400000,25909.49,25909.49,I1,MIN200,4500000481,,,,,,
100,1000,0100000481,2025,002,31,K,H,,0000050028,25909.49,25909.49,I1,,4500000481,,0000050028,,,,
100,1000,0100000482,2025,001,40,S,S,,0000400000,27033.69,27033.69,I1,MANT100,4500000482,,,,,,
100,1000,0100000482,2025,002,31,K,H,,0000050071,27033.69,27033.69,I1,,4500000482,,0000050071,,,,
100,1000,0100000483,2025,001,40,S,S,,0000400000,2624.87,2624.87,I1,MANT100,4500000483,,,,,,
100,1000,0100000483,2025,002,31,K,H,,0000050094,2624.87,2624.87,I1,,4500000483,,0000050094,,,,
100,1000,0100000484,2025,001,40,S,S,,0000400000,21333.97,21333.97,I1,MIN200,4500000484,,,,,,
100,1000,0100000484,2025,002,31,K,H,,0000050160,21333.97,21333.97,I1,,4500000484,,0000050160,,,,
100,2000,0100000485,2025,001,40,S,S,,0000400000,48522.83,48522.83,I1,LOG100,4500000485,,,,,,
100,2000,0100000485,2025,002,31,K,H,,0000050183,48522.83,48522.83,I1,,4500000485,,0000050183,,,,
100,2000,0100000486,2025,001,40,S,S,,0000400000,49012.52,49012.52,I1,REF100,4500000486,,,,,,
100,2000,0100000486,2025,002,31,K,H,,0000050139,49012.52,49012.52,I1,,4500000486,,0000050139,,,,
100,2000,0100000487,2025,001,40,S,S,,0000400000,41497.54,41497.54,I1,REF100,4500000487,,,,,,
100,2000,0100000487,2025,002,31,K,H,,0000050101,41497.54,41497.54,I1,,4500000487,,0000050101,,,,
100,2000,0100000488,2025,001,40,S,S,,0000400000,18096.89,18096.89,I1,REF100,4500000488,,,,,,
100,2000,0100000488,2025,002,31,K,H,,0000050023,18096.89,18096.89,I1,,4500000488,,0000050023,,,,
100,2000,0100000489,2025,001,40,S,S,,0000400000,45220.4,45220.4,I1,LOG100,4500000489,,,,,,
100,2000,0100000489,2025,002,31,K,H,,0000050097,45220.4,45220.4,I1,,4500000489,,0000050097,,,,
100,2000,0100000490,2025,001,40,S,S,,0000400000,33387.07,33387.07,I1,LOG100,4500000490,,,,,,
100,2000,0100000490,2025,002,31,K,H,,0000050013,33387.07,33387.07,I1,,4500000490,,0000050013,,,,
100,1000,0100000491,2025,001,40,S,S,,0000400000,33050.99,33050.99,I1,MIN200,4500000491,,,,,,
100,1000,0100000491,2025,002,31,K,H,,0000050224,33050.99,33050.99,I1,,4500000491,,0000050224,,,,
100,1000,0100000492,2025,001,40,S,S,,0000400000,49725.68,49725.68,I1,MANT100,4500000492,,,,,,
100,1000,0100000492,2025,002,31,K,H,,0000050265,49725.68,49725.68,I1,,4500000492,,0000050265,,,,
100,1000,0100000493,2025,001,40,S,S,,0000400000,25260.8,25260.8,I1,MANT200,4500000493,,,,,,
100,1000,0100000493,2025,002,31,K,H,,0000050292,25260.8,25260.8,I1,,4500000493,,0000050292,,,,
100,2000,0100000494,2025,001,40,S,S,,0000400000,21505.2,21505.2,I1,LAB100,4500000494,,,,,,
100,2000,0100000494,2025,002,31,K,H,,0000050125,21505.2,21505.2,I1,,4500000494,,0000050125,,,,
100,2000,0100000495,2025,001,40,S,S,,0000400000,5645.11,5645.11,I1,REF100,4500000495,,,,,,
100,2000,0100000495,2025,002,31,K,H,,0000050128,5645.11,5645.11,I1,,4500000495,,0000050128,,,,
100,2000,0100000496,2025,001,40,S,S,,0000400000,6821.83,6821.83,I1,REF100,4500000496,,,,,,
100,2000,0100000496,2025,002,31,K,H,,0000050086,6821.83,6821.83,I1,,4500000496,,0000050086,,,,
100,2000,0100000497,2025,001,40,S,S,,0000400000,14023.33,14023.33,I1,REF100,4500000497,,,,,,
100,2000,0100000497,2025,002,31,K,H,,0000050213,14023.33,14023.33,I1,,4500000497,,0000050213,,,,
100,1000,0100000498,2025,001,40,S,S,,0000400000,39343.74,39343.74,I1,MANT100,4500000498,,,,,,
100,1000,0100000498,2025,002,31,K,H,,0000050062,39343.74,39343.74,I1,,4500000498,,0000050062,,,,
100,1000,0100000499,2025,001,40,S,S,,0000400000,48668.12,48668.12,I1,MIN200,4500000499,,,,,,
100,1000,0100000499,2025,002,31,K,H,,0000050046,48668.12,48668.12,I1,,4500000499,,0000050046,,,,
100,1000,0100000500,2025,001,40,S,S,,0000400000,19960.75,19960.75,I1,MIN100,4500000500,,,,,,
100,1000,0100000500,2025,002,31,K,H,,0000050296,19960.75,19960.75,I1,,4500000500,,0000050296,,,,
100,1000,0100000501,2025,001,40,S,S,,0000400000,15759.13,15759.13,I1,MIN200,4500000501,,,,,,
100,1000,0100000501,2025,002,31,K,H,,0000050040,15759.13,15759.13,I1,,4500000501,,0000050040,,,,
100,1000,0100000502,2025,001,40,S,S,,0000400000,31263.93,31263.93,I1,MIN100,4500000502,,,,,,
100,1000,0100000502,2025,002,31,K,H,,0000050057,31263.93,31263.93,I1,,4500000502,,0000050057,,,,
100,1000,0100000503,2025,001,40,S,S,,0000400000,44928.21,44928.21,I1,MANT200,4500000503,,,,,,
100,1000,0100000503,2025,002,31,K,H,,0000050053,44928.21,44928.21,I1,,4500000503,,0000050053,,,,
100,2000,0100000504,2025,001,40,S,S,,0000400000,14797.83,14797.83,I1,LAB100,4500000504,,,,,,
100,2000,0100000504,2025,002,31,K,H,,0000050271,14797.83,14797.83,I1,,4500000504,,0000050271,,,,
100,1000,0100000505,2025,001,40,S,S,,0000400000,47224.31,47224.31,I1,MIN100,4500000505,,,,,,
100,1000,0100000505,2025,002,31,K,H,,0000050238,47224.31,47224.31,I1,,4500000505,,0000050238,,,,
100,1000,0100000506,2025,001,40,S,S,,0000400000,7035.54,7035.54,I1,MANT200,4500000506,,,,,,
100,1000,0100000506,2025,002,31,K,H,,0000050016,7035.54,7035.54,I1,,4500000506,,0000050016,,,,
100,1000,0100000507,2025,001,40,S,S,,0000400000,5177.28,5177.28,I1,PLAN100,4500000507,,,,,,
100,1000,0100000507,2025,002,31,K,H,,0000050144,5177.28,5177.28,I1,,4500000507,,0000050144,,,,
100,2000,0100000508,2025,001,40,S,S,,0000400000,35947.78,35947.78,I1,REF100,4500000508,,,,,,
100,2000,0100000508,2025,002,31,K,H,,0000050109,35947.78,35947.78,I1,,4500000508,,0000050109,,,,
