MANDT,VBELN,POSNR,PARVW,KUNNR,LIFNR,LAND1,ADRNR
100,0001000129,000000,RG,0000010000,,CN,0000038126
100,0001000130,000000,AG,0000010002,,CN,0000086403
100,0001000130,000000,WE,0000010002,,CN,0000068741
100,0001000130,000000,RE,0000010002,,CN,0000068202
100,0001000130,000000,RG,0000010002,,CN,0000057806
100,0001000131,000000,AG,0000010001,,CN,0000088357
100,0001000131,000000,WE,0000010001,,CN,0000076646
100,0001000131,000000,RE,0000010001,,CN,0000087282
100,0001000131,000000,RG,0000010001,,CN,0000018107
100,0001000132,000000,AG,0000010029,,CN,0000003137
100,0001000132,000000,WE,0000010029,,CN,0000090446
100,0001000132,000000,RE,0000010029,,CN,0000021881
100,0001000132,000000,RG,0000010029,,CN,0000009571
100,0001000133,000000,AG,0000010001,,CN,0000010983
100,0001000133,000000,WE,0000010001,,CN,0000019957
100,0001000133,000000,RE,0000010001,,CN,0000001021
100,0001000133,000000,RG,0000010001,,CN,0000077799
100,0001000134,000000,AG,0000010002,,CN,0000045528
100,0001000134,000000,WE,0000010002,,CN,0000037329
100,0001000134,000000,RE,0000010002,,CN,0000021705
100,0001000134,000000,RG,0000010002,,CN,0000015539
100,0001000135,000000,AG,0000010002,,CN,0000093881
100,0001000135,000000,WE,0000010002,,CN,0000092580
100,0001000135,000000,RE,0000010002,,CN,0000015721
100,0001000135,000000,RG,0000010002,,CN,0000058250
100,0001000136,000000,AG,0000010002,,CN,0000086656
100,0001000136,000000,WE,0000010002,,CN,0000082062
100,0001000136,000000,RE,0000010002,,CN,0000004671
100,0001000136,000000,RG,0000010002,,CN,0000083165
100,0001000137,000000,AG,0000010000,,CN,0000083587
100,0001000137,000000,WE,0000010000,,CN,0000045706
100,0001000137,000000,RE,0000010000,,CN,0000063470
100,0001000137,000000,RG,0000010000,,CN,0000069529
100,0001000138,000000,AG,0000010048,,CN,0000078782
100,0001000138,000000,WE,0000010048,,CN,0000054003
100,0001000138,000000,RE,0000010048,,CN,0000090076
100,0001000138,000000,RG,0000010048,,CN,0000030784
100,0001000139,000000,AG,0000010027,,JP,0000014460
100,0001000139,000000,WE,0000010027,,JP,0000080387
100,0001000139,000000,RE,0000010027,,JP,0000080053
100,0001000139,000000,RG,0000010027,,JP,0000043213
100,0001000140,000000,AG,0000010033,,CN,0000043451
100,0001000140,000000,WE,0000010033,,CN,0000054185
100,0001000140,000000,RE,0000010033,,CN,0000028262
100,0001000140,000000,RG,0000010033,,CN,0000072477
100,0001000141,000000,AG,0000010000,,CN,0000079282
100,0001000141,000000,WE,0000010000,,CN,0000019903
100,0001000141,000000,RE,0000010000,,CN,0000012525
100,0001000141,000000,RG,0000010000,,CN,0000096453
100,0001000142,000000,AG,0000010001,,CN,0000095363
100,0001000142,000000,WE,0000010001,,CN,0000051596
100,0001000142,000000,RE,0000010001,,CN,0000048856
100,0001000142,000000,RG,0000010001,,CN,0000099969
100,0001000143,000000,AG,0000010002,,CN,0000074271
100,0001000143,000000,WE,0000010002,,CN,0000099691
100,0001000143,000000,RE,0000010002,,CN,0000030466
100,0001000143,000000,RG,0000010002,,CN,0000007725
100,0001000144,000000,AG,0000010000,,CN,0000021246
100,0001000144,000000,WE,0000010000,,CN,0000068150
100,0001000144,000000,RE,0000010000,,CN,0000098062
100,0001000144,000000,RG,0000010000,,CN,0000015923
100,0001000145,000000,AG,0000010000,,CN,0000061881
100,0001000145,000000,WE,0000010000,,CN,0000060671
100,0001000145,000000,RE,0000010000,,CN,0000027607
100,0001000145,000000,RG,0000010000,,CN,0000043277
100,0001000146,000000,AG,0000010000,,CN,0000033391
100,0001000146,000000,WE,0000010000,,CN,0000073547
100,0001000146,000000,RE,0000010000,,CN,0000070913
100,0001000146,000000,RG,0000010000,,CN,0000084096
100,0001000147,000000,AG,0000010002,,CN,0000017954
100,0001000147,000000,WE,0000010002,,CN,0000067071
100,0001000147,000000,RE,0000010002,,CN,0000057631
100,0001000147,000000,RG,0000010002,,CN,0000055759
100,0001000148,000000,AG,0000010013,,KR,0000023333
100,0001000148,000000,WE,0000010013,,KR,0000003316
100,0001000148,000000,RE,0000010013,,KR,0000047932
100,0001000148,000000,RG,0000010013,,KR,0000061090
100,0001000149,000000,AG,0000010001,,CN,0000074997
100,0001000149,000000,WE,0000010001,,CN,0000003989
100,0001000149,000000,RE,0000010001,,CN,0000094114
100,0001000149,000000,RG,0000010001,,CN,0000061710
100,0001000150,000000,AG,0000010008,,JP,0000096660
100,0001000150,000000,WE,0000010008,,JP,0000002186
100,0001000150,000000,RE,0000010008,,JP,0000043604
100,0001000150,000000,RG,0000010008,,JP,0000088080
100,0001000151,000000,AG,0000010002,,CN,0000000423
100,0001000151,000000,WE,0000010002,,CN,0000040785
100,0001000151,000000,RE,0000010002,,CN,0000035883
100,0001000151,000000,RG,0000010002,,CN,0000073474
100,0001000152,000000,AG,0000010000,,CN,0000032340
100,0001000152,000000,WE,0000010000,,CN,0000040342
100,0001000152,000000,RE,0000010000,,CN,0000089246
100,0001000152,000000,RG,0000010000,,CN,0000084190
100,0001000153,000000,AG,0000010000,,CN,0000004815
100,0001000153,000000,WE,0000010000,,CN,0000076707
100,0001000153,000000,RE,0000010000,,CN,0000050552
100,0001000153,000000,RG,0000010000,,CN,0000020409
100,0001000154,000000,AG,0000010000,,CN,0000042254
100,0001000154,000000,WE,0000010000,,CN,0000091920
100,0001000154,000000,RE,0000010000,,CN,0000013712
100,0001000154,000000,RG,0000010000,,CN,0000082507
100,0001000155,000000,AG,0000010028,,US,0000075693
100,0001000155,000000,WE,0000010028,,US,0000052528
100,0001000155,000000,RE,0000010028,,US,0000077736
100,0001000155,000000,RG,0000010028,,US,0000003743
100,0001000156,000000,AG,0000010003,,CN,0000010535
100,0001000156,000000,WE,0000010003,,CN,0000024196
100,0001000156,000000,RE,0000010003,,CN,0000030958
100,0001000156,000000,RG,0000010003,,CN,0000026650
100,0001000157,000000,AG,0000010002,,CN,0000078242
100,0001000157,000000,WE,0000010002,,CN,0000051623
100,0001000157,000000,RE,0000010002,,CN,0000070008
100,0001000157,000000,RG,0000010002,,CN,0000009393
100,0001000158,000000,AG,0000010001,,CN,0000019759
100,0001000158,000000,WE,0000010001,,CN,0000037351
100,0001000158,000000,RE,0000010001,,CN,0000040776
100,0001000158,000000,RG,0000010001,,CN,0000050701
100,0001000159,000000,AG,0000010006,,JP,0000015199
100,0001000159,000000,WE,0000010006,,JP,0000079120
100,0001000159,000000,RE,0000010006,,JP,0000059018
100,0001000159,000000,RG,0000010006,,JP,0000065807
100,0001000160,000000,AG,0000010001,,CN,0000038817
100,0001000160,000000,WE,0000010001,,CN,0000003085
100,0001000160,000000,RE,0000010001,,CN,0000071140
100,0001000160,000000,RG,0000010001,,CN,0000035028
100,0001000161,000000,AG,0000010002,,CN,0000005327
100,0001000161,000000,WE,0000010002,,CN,0000010032
100,0001000161,000000,RE,0000010002,,CN,0000042807
100,0001000161,000000,RG,0000010002,,CN,0000048864
100,0001000162,000000,AG,0000010000,,CN,0000031950
100,0001000162,000000,WE,0000010000,,CN,0000090998
100,0001000162,000000,RE,0000010000,,CN,0000006401
100,0001000162,000000,RG,0000010000,,CN,0000049052
100,0001000163,000000,AG,0000010043,,KR,0000042548
100,0001000163,000000,WE,0000010043,,KR,0000028975
100,0001000163,000000,RE,0000010043,,KR,0000008353
100,0001000163,000000,RG,0000010043,,KR,0000080136
100,0001000164,000000,AG,0000010001,,CN,0000045260
100,0001000164,000000,WE,0000010001,,CN,0000010892
100,0001000164,000000,RE,0000010001,,CN,0000027205
100,0001000164,000000,RG,0000010001,,CN,0000098044
100,0001000165,000000,AG,0000010000,,CN,0000096268
100,0001000165,000000,WE,0000010000,,CN,0000052576
100,0001000165,000000,RE,0000010000,,CN,0000072099
100,0001000165,000000,RG,0000010000,,CN,0000053546
100,0001000166,000000,AG,0000010031,,US,0000054824
100,0001000166,000000,WE,0000010031,,US,0000053779
100,0001000166,000000,RE,0000010031,,US,0000024757
100,0001000166,000000,RG,0000010031,,US,0000083417
100,0001000167,000000,AG,0000010002,,CN,0000026187
100,0001000167,000000,WE,0000010002,,CN,0000042301
100,0001000167,000000,RE,0000010002,,CN,0000017387
100,0001000167,000000,RG,0000010002,,CN,0000038402
100,0001000168,000000,AG,0000010021,,KR,0000009223
100,0001000168,000000,WE,0000010021,,KR,0000054669
100,0001000168,000000,RE,0000010021,,KR,0000034083
100,0001000168,000000,RG,0000010021,,KR,0000093845
100,0001000169,000000,AG,0000010001,,CN,0000018606
100,0001000169,000000,WE,0000010001,,CN,0000031860
100,0001000169,000000,RE,0000010001,,CN,0000063255
100,0001000169,000000,RG,0000010001,,CN,0000027537
100,0001000170,000000,AG,0000010044,,CN,0000039944
100,0001000170,000000,WE,0000010044,,CN,0000062297
100,0001000170,000000,RE,0000010044,,CN,0000093465
100,0001000170,000000,RG,0000010044,,CN,0000057654
100,0001000171,000000,AG,0000010000,,CN,0000063439
100,0001000171,000000,WE,0000010000,,CN,0000049791
100,0001000171,000000,RE,0000010000,,CN,0000001866
100,0001000171,000000,RG,0000010000,,CN,0000087654
100,0001000172,000000,AG,0000010033,,CN,0000070482
100,0001000172,000000,WE,0000010033,,CN,0000010414
100,0001000172,000000,RE,0000010033,,CN,0000007337
100,0001000172,000000,RG,0000010033,,CN,0000058542
100,0001000173,000000,AG,0000010002,,CN,0000006696
100,0001000173,000000,WE,0000010002,,CN,0000041794
100,0001000173,000000,RE,0000010002,,CN,0000083088
100,0001000173,000000,RG,0000010002,,CN,0000009576
100,0001000174,000000,AG,0000010007,,KR,0000069756
100,0001000174,000000,WE,0000010007,,KR,0000032640
100,0001000174,000000,RE,0000010007,,KR,0000044715
100,0001000174,000000,RG,0000010007,,KR,0000036083
100,0001000175,000000,AG,0000010001,,CN,0000027564
100,0001000175,000000,WE,0000010001,,CN,0000074844
100,0001000175,000000,RE,0000010001,,CN,0000088066
100,0001000175,000000,RG,0000010001,,CN,0000020264
100,0001000176,000000,AG,0000010017,,CN,0000073832
100,0001000176,000000,WE,0000010017,,CN,0000051583
100,0001000176,000000,RE,0000010017,,CN,0000099968
100,0001000176,000000,RG,0000010017,,CN,0000054674
100,0001000177,000000,AG,0000010002,,CN,0000031869
100,0001000177,000000,WE,0000010002,,CN,0000021027
100,0001000177,000000,RE,0000010002,,CN,0000042662
100,0001000177,000000,RG,0000010002,,CN,0000094746
100,0001000178,000000,AG,0000010000,,CN,0000011536
100,0001000178,000000,WE,0000010000,,CN,0000057444
100,0001000178,000000,RE,0000010000,,CN,0000032143
100,0001000178,000000,RG,0000010000,,CN,0000042971
100,0001000179,000000,AG,0000010001,,CN,0000056012
100,0001000179,000000,WE,0000010001,,CN,0000051945
100,0001000179,000000,RE,0000010001,,CN,0000063748
100,0001000179,000000,RG,0000010001,,CN,0000006296
100,0001000180,000000,AG,0000010001,,CN,0000019950
100,0001000180,000000,WE,0000010001,,CN,0000085255
100,0001000180,000000,RE,0000010001,,CN,0000043311
100,0001000180,000000,RG,0000010001,,CN,0000009572
100,0001000181,000000,AG,0000010000,,CN,0000027020
100,0001000181,000000,WE,0000010000,,CN,0000040434
100,0001000181,000000,RE,0000010000,,CN,0000023801
100,0001000181,000000,RG,0000010000,,CN,0000013225
100,0001000182,000000,AG,0000010000,,CN,0000057482
100,0001000182,000000,WE,0000010000,,CN,0000052322
100,0001000182,000000,RE,0000010000,,CN,0000026036
100,0001000182,000000,RG,0000010000,,CN,0000026953
100,0001000183,000000,AG,0000010047,,CN,0000008560
100,0001000183,000000,WE,0000010047,,CN,0000056905
100,0001000183,000000,RE,0000010047,,CN,0000085460
100,0001000183,000000,RG,0000010047,,CN,0000039413
100,0001000184,000000,AG,0000010000,,CN,0000020642
100,0001000184,000000,WE,0000010000,,CN,0000054951
100,0001000184,000000,RE,0000010000,,CN,0000022600
100,0001000184,000000,RG,0000010000,,CN,0000022891
100,0001000185,000000,AG,0000010002,,CN,0000094703
100,0001000185,000000,WE,0000010002,,CN,0000068840
100,0001000185,000000,RE,0000010002,,CN,0000022249
100,0001000185,000000,RG,0000010002,,CN,0000020732
100,0001000186,000000,AG,0000010002,,CN,0000010773
100,0001000186,000000,WE,0000010002,,CN,0000097411
100,0001000186,000000,RE,0000010002,,CN,0000012425
100,0001000186,000000,RG,0000010002,,CN,0000094014
100,0001000187,000000,AG,0000010008,,JP,0000001536
100,0001000187,000000,WE,0000010008,,JP,0000074985
100,0001000187,000000,RE,0000010008,,JP,0000063017
100,0001000187,000000,RG,0000010008,,JP,0000063419
100,0001000188,000000,AG,0000010032,,CN,0000071214
100,0001000188,000000,WE,0000010032,,CN,0000016545
100,0001000188,000000,RE,0000010032,,CN,0000012398
100,0001000188,000000,RG,0000010032,,CN,0000029770
100,0001000189,000000,AG,0000010002,,CN,0000068819
100,0001000189,000000,WE,0000010002,,CN,0000006160
100,0001000189,000000,RE,0000010002,,CN,0000069882
100,0001000189,000000,RG,0000010002,,CN,0000047535
100,0001000190,000000,AG,0000010002,,CN,0000072845
100,0001000190,000000,WE,0000010002,,CN,0000087572
100,0001000190,000000,RE,0000010002,,CN,0000040843
100,0001000190,000000,RG,0000010002,,CN,0000027362
100,0001000191,000000,AG,0000010000,,CN,0000088112
100,0001000191,000000,WE,0000010000,,CN,0000036107
100,0001000191,000000,RE,0000010000,,CN,0000099692
100,0001000191,000000,RG,0000010000,,CN,0000042923
100,0001000192,000000,AG,0000010034,,KR,0000011610
100,0001000192,000000,WE,0000010034,,KR,0000095914
100,0001000192,000000,RE,0000010034,,KR,0000079078
100,0001000192,000000,RG,0000010034,,KR,0000078519
100,0001000193,000000,AG,0000010040,,US,0000049260
100,0001000193,000000,WE,0000010040,,US,0000079512
100,0001000193,000000,RE,0000010040,,US,0000068023
100,0001000193,000000,RG,0000010040,,US,0000087499
100,0001000194,000000,AG,0000010045,,JP,0000012951
100,0001000194,000000,WE,0000010045,,JP,0000038310
100,0001000194,000000,RE,0000010045,,JP,0000054021
100,0001000194,000000,RG,0000010045,,JP,0000003720
100,0001000195,000000,AG,0000010010,,CN,0000070548
100,0001000195,000000,WE,0000010010,,CN,0000096975
100,0001000195,000000,RE,0000010010,,CN,0000029829
100,0001000195,000000,RG,0000010010,,CN,0000041489
100,0001000196,000000,AG,0000010002,,CN,0000052163
100,0001000196,000000,WE,0000010002,,CN,0000081065
100,0001000196,000000,RE,0000010002,,CN,0000091179
100,0001000196,000000,RG,0000010002,,CN,0000009953
100,0001000197,000000,AG,0000010001,,CN,0000003455
100,0001000197,000000,WE,0000010001,,CN,0000064815
100,0001000197,000000,RE,0000010001,,CN,0000029422
100,0001000197,000000,RG,0000010001,,CN,0000091106
100,0001000198,000000,AG,0000010026,,US,0000046803
100,0001000198,000000,WE,0000010026,,US,0000010098
100,0001000198,000000,RE,0000010026,,US,0000090859
100,0001000198,000000,RG,0000010026,,US,0000017629
100,0001000199,000000,AG,0000010045,,JP,0000019383
100,0001000199,000000,WE,0000010045,,JP,0000008360
100,0001000199,000000,RE,0000010045,,JP,0000089393
100,0001000199,000000,RG,0000010045,,JP,0000046454
100,0001000200,000000,AG,0000010001,,CN,0000009308
100,0001000200,000000,WE,0000010001,,CN,0000080459
100,0001000200,000000,RE,0000010001,,CN,0000008340
100,0001000200,000000,RG,0000010001,,CN,0000069439
100,0001000201,000000,AG,0000010021,,KR,0000040790
100,0001000201,000000,WE,0000010021,,KR,0000046552
100,0001000201,000000,RE,0000010021,,KR,0000023254
100,0001000201,000000,RG,0000010021,,KR,0000092703
100,0001000202,000000,AG,0000010000,,CN,0000083425
100,0001000202,000000,WE,0000010000,,CN,0000081379
100,0001000202,000000,RE,0000010000,,CN,0000065301
100,0001000202,000000,RG,0000010000,,CN,0000023828
100,0001000203,000000,AG,0000010028,,US,0000067960
100,0001000203,000000,WE,0000010028,,US,0000021940
100,0001000203,000000,RE,0000010028,,US,0000013071
100,0001000203,000000,RG,0000010028,,US,0000065229
100,0001000204,000000,AG,0000010004,,CN,0000085827
100,0001000204,000000,WE,0000010004,,CN,0000042016
100,0001000204,000000,RE,0000010004,,CN,0000069120
100,0001000204,000000,RG,0000010004,,CN,0000073794
100,0001000205,000000,AG,0000010001,,CN,0000091607
100,0001000205,000000,WE,0000010001,,CN,0000007225
100,0001000205,000000,RE,0000010001,,CN,0000069148
100,0001000205,000000,RG,0000010001,,CN,0000005457
100,0001000206,000000,AG,0000010001,,CN,0000029042
100,0001000206,000000,WE,0000010001,,CN,0000093378
100,0001000206,000000,RE,0000010001,,CN,0000041984
100,0001000206,000000,RG,0000010001,,CN,0000009564
100,0001000207,000000,AG,0000010021,,KR,0000089181
100,0001000207,000000,WE,0000010021,,KR,0000074782
100,0001000207,000000,RE,0000010021,,KR,0000093084
100,0001000207,000000,RG,0000010021,,KR,0000082077
100,0001000208,000000,AG,0000010031,,US,0000070378
100,0001000208,000000,WE,0000010031,,US,0000042911
100,0001000208,000000,RE,0000010031,,US,0000021938
100,0001000208,000000,RG,0000010031,,US,0000097006
100,0001000209,000000,AG,0000010012,,CN,0000024180
100,0001000209,000000,WE,0000010012,,CN,0000010959
100,0001000209,000000,RE,0000010012,,CN,0000099948
100,0001000209,000000,RG,0000010012,,CN,0000090914
100,0001000210,000000,AG,0000010046,,CN,0000066270
100,0001000210,000000,WE,0000010046,,CN,0000008343
100,0001000210,000000,RE,0000010046,,CN,0000029523
100,0001000210,000000,RG,0000010046,,CN,0000024113
100,0001000211,000000,AG,0000010001,,CN,0000089695
100,0001000211,000000,WE,0000010001,,CN,0000030627
100,0001000211,000000,RE,0000010001,,CN,0000000774
100,0001000211,000000,RG,0000010001,,CN,0000049967
100,0001000212,000000,AG,0000010001,,CN,0000037600
100,0001000212,000000,WE,0000010001,,CN,0000083506
100,0001000212,000000,RE,0000010001,,CN,0000095811
100,0001000212,000000,RG,0000010001,,CN,0000022853
100,0001000213,000000,AG,0000010008,,JP,0000025031
100,0001000213,000000,WE,0000010008,,JP,0000074500
100,0001000213,000000,RE,0000010008,,JP,0000025507
100,0001000213,000000,RG,0000010008,,JP,0000095592
100,0001000214,000000,AG,0000010002,,CN,0000035825
100,0001000214,000000,WE,0000010002,,CN,0000097777
100,0001000214,000000,RE,0000010002,,CN,0000089212
100,0001000214,000000,RG,0000010002,,CN,0000073842
100,0001000215,000000,AG,0000010004,,CN,0000008654
100,0001000215,000000,WE,0000010004,,CN,0000047572
100,0001000215,000000,RE,0000010004,,CN,0000081689
100,0001000215,000000,RG,0000010004,,CN,0000041354
100,0001000216,000000,AG,0000010000,,CN,0000076832
100,0001000216,000000,WE,0000010000,,CN,0000090194
100,0001000216,000000,RE,0000010000,,CN,0000047499
100,0001000216,000000,RG,0000010000,,CN,0000057795
100,0001000217,000000,AG,0000010009,,KR,0000047870
100,0001000217,000000,WE,0000010009,,KR,0000033124
100,0001000217,000000,RE,0000010009,,KR,0000025169
100,0001000217,000000,RG,0000010009,,KR,0000067296
100,0001000218,000000,AG,0000010001,,CN,0000026168
100,0001000218,000000,WE,0000010001,,CN,0000061620
100,0001000218,000000,RE,0000010001,,CN,0000049810
100,0001000218,000000,RG,0000010001,,CN,0000050908
100,0001000219,000000,AG,0000010035,,JP,0000099886
100,0001000219,000000,WE,0000010035,,JP,0000014032
100,0001000219,000000,RE,0000010035,,JP,0000031846
100,0001000219,000000,RG,0000010035,,JP,0000009754
100,0001000220,000000,AG,0000010039,,KR,0000018182
100,0001000220,000000,WE,0000010039,,KR,0000026152
100,0001000220,000000,RE,0000010039,,KR,0000097789
100,0001000220,000000,RG,0000010039,,KR,0000010638
100,0001000221,000000,AG,0000010000,,CN,0000092127
100,0001000221,000000,WE,0000010000,,CN,0000099834
100,0001000221,000000,RE,0000010000,,CN,0000009933
100,0001000221,000000,RG,0000010000,,CN,0000024668
100,0001000222,000000,AG,0000010033,,CN,0000093862
100,0001000222,000000,WE,0000010033,,CN,0000058450
100,0001000222,000000,RE,0000010033,,CN,0000001573
100,0001000222,000000,RG,0000010033,,CN,0000097553
100,0001000223,000000,AG,0000010002,,CN,0000042516
100,0001000223,000000,WE,0000010002,,CN,0000052854
100,0001000223,000000,RE,0000010002,,CN,0000060769
100,0001000223,000000,RG,0000010002,,CN,0000060869
100,0001000224,000000,AG,0000010000,,CN,0000072002
100,0001000224,000000,WE,0000010000,,CN,0000036395
100,0001000224,000000,RE,0000010000,,CN,0000029851
100,0001000224,000000,RG,0000010000,,CN,0000024897
100,0001000225,000000,AG,0000010038,,CN,0000078528
100,0001000225,000000,WE,0000010038,,CN,0000016965
100,0001000225,000000,RE,0000010038,,CN,0000069421
100,0001000225,000000,RG,0000010038,,CN,0000036949
100,0001000226,000000,AG,0000010001,,CN,0000064041
100,0001000226,000000,WE,0000010001,,CN,0000073833
100,0001000226,000000,RE,0000010001,,CN,0000061572
100,0001000226,000000,RG,0000010001,,CN,0000002543
100,0001000227,000000,AG,0000010001,,CN,0000063250
100,0001000227,000000,WE,0000010001,,CN,0000073647
100,0001000227,000000,RE,0000010001,,CN,0000019153
100,0001000227,000000,RG,0000010001,,CN,0000035751
100,0001000228,000000,AG,0000010047,,CN,0000003314
100,0001000228,000000,WE,0000010047,,CN,0000003778
100,0001000228,000000,RE,0000010047,,CN,0000085412
100,0001000228,000000,RG,0000010047,,CN,0000084409
100,0001000229,000000,AG,0000010029,,CN,0000094438
100,0001000229,000000,WE,0000010029,,CN,0000049156
100,0001000229,000000,RE,0000010029,,CN,0000072107
100,0001000229,000000,RG,0000010029,,CN,0000003338
100,0001000230,000000,AG,0000010003,,CN,0000068771
100,0001000230,000000,WE,0000010003,,CN,0000054573
100,0001000230,000000,RE,0000010003,,CN,0000084125
100,0001000230,000000,RG,0000010003,,CN,0000051904
100,0001000231,000000,AG,0000010002,,CN,0000087853
100,0001000231,000000,WE,0000010002,,CN,0000051880
100,0001000231,000000,RE,0000010002,,CN,0000002524
100,0001000231,000000,RG,0000010002,,CN,0000066880
100,0001000232,000000,AG,0000010000,,CN,0000066963
100,0001000232,000000,WE,0000010000,,CN,0000050911
100,0001000232,000000,RE,0000010000,,CN,0000020954
100,0001000232,000000,RG,0000010000,,CN,0000026423
100,0001000233,000000,AG,0000010000,,CN,0000047309
100,0001000233,000000,WE,0000010000,,CN,0000060789
100,0001000233,000000,RE,0000010000,,CN,0000007127
100,0001000233,000000,RG,0000010000,,CN,0000084913
100,0001000234,000000,AG,0000010002,,CN,0000004090
100,0001000234,000000,WE,0000010002,,CN,0000081170
100,0001000234,000000,RE,0000010002,,CN,0000006558
100,0001000234,000000,RG,0000010002,,CN,0000001470
100,0001000235,000000,AG,0000010023,,CN,0000015772
100,0001000235,000000,WE,0000010023,,CN,0000083455
100,0001000235,000000,RE,0000010023,,CN,0000097552
100,0001000235,000000,RG,0000010023,,CN,0000089369
100,0001000236,000000,AG,0000010002,,CN,0000094224
100,0001000236,000000,WE,0000010002,,CN,0000062806
100,0001000236,000000,RE,0000010002,,CN,0000026569
100,0001000236,000000,RG,0000010002,,CN,0000035034
100,0001000237,000000,AG,0000010045,,JP,0000052663
100,0001000237,000000,WE,0000010045,,JP,0000048774
100,0001000237,000000,RE,0000010045,,JP,0000061275
100,0001000237,000000,RG,0000010045,,JP,0000045540
100,0001000238,000000,AG,0000010001,,CN,0000013608
100,0001000238,000000,WE,0000010001,,CN,0000075428
100,0001000238,000000,RE,0000010001,,CN,0000000530
100,0001000238,000000,RG,0000010001,,CN,0000033387
100,0001000239,000000,AG,0000010001,,CN,0000071037
100,0001000239,000000,WE,0000010001,,CN,0000083657
100,0001000239,000000,RE,0000010001,,CN,0000012660
100,0001000239,000000,RG,0000010001,,CN,0000025036
100,0001000240,000000,AG,0000010000,,CN,0000050300
100,0001000240,000000,WE,0000010000,,CN,0000098687
100,0001000240,000000,RE,0000010000,,CN,0000070651
100,0001000240,000000,RG,0000010000,,CN,0000012846
100,0001000241,000000,AG,0000010000,,CN,0000072434
100,0001000241,000000,WE,0000010000,,CN,0000092280
100,0001000241,000000,RE,0000010000,,CN,0000059140
100,0001000241,000000,RG,0000010000,,CN,0000028385
100,0001000242,000000,AG,0000010002,,CN,0000010070
100,0001000242,000000,WE,0000010002,,CN,0000026100
100,0001000242,000000,RE,0000010002,,CN,0000063196
100,0001000242,000000,RG,0000010002,,CN,0000063734
100,0001000243,000000,AG,0000010001,,CN,0000057186
100,0001000243,000000,WE,0000010001,,CN,0000073045
100,0001000243,000000,RE,0000010001,,CN,0000092019
100,0001000243,000000,RG,0000010001,,CN,0000055346
100,0001000244,000000,AG,0000010002,,CN,0000007864
100,0001000244,000000,WE,0000010002,,CN,0000066873
100,0001000244,000000,RE,0000010002,,CN,0000001595
100,0001000244,000000,RG,0000010002,,CN,0000014779
100,0001000245,000000,AG,0000010000,,CN,0000062612
100,0001000245,000000,WE,0000010000,,CN,0000067291
100,0001000245,000000,RE,0000010000,,CN,0000009515
100,0001000245,000000,RG,0000010000,,CN,0000074208
100,0001000246,000000,AG,0000010001,,CN,0000020616
100,0001000246,000000,WE,0000010001,,CN,0000031633
100,0001000246,000000,RE,0000010001,,CN,0000078510
100,0001000246,000000,RG,0000010001,,CN,0000068323
100,0001000247,000000,AG,0000010001,,CN,0000017992
100,0001000247,000000,WE,0000010001,,CN,0000061516
100,0001000247,000000,RE,0000010001,,CN,0000044182
100,0001000247,000000,RG,0000010001,,CN,0000011926
100,0001000248,000000,AG,0000010036,,JP,0000024688
100,0001000248,000000,WE,0000010036,,JP,0000080355
100,0001000248,000000,RE,0000010036,,JP,0000018256
100,0001000248,000000,RG,0000010036,,JP,0000090222
100,0001000249,000000,AG,0000010002,,CN,0000019182
100,0001000249,000000,WE,0000010002,,CN,0000033388
100,0001000249,000000,RE,0000010002,,CN,0000079428
100,0001000249,000000,RG,0000010002,,CN,0000009444
100,0001000250,000000,AG,0000010001,,CN,0000023738
100,0001000250,000000,WE,0000010001,,CN,0000016111
100,0001000250,000000,RE,0000010001,,CN,0000047361
100,0001000250,000000,RG,0000010001,,CN,0000099632
100,0001000251,000000,AG,0000010002,,CN,0000099923
100,0001000251,000000,WE,0000010002,,CN,0000028820
100,0001000251,000000,RE,0000010002,,CN,0000022524
100,0001000251,000000,RG,0000010002,,CN,0000050237
100,0001000252,000000,AG,0000010001,,CN,0000096884
100,0001000252,000000,WE,0000010001,,CN,0000050394
100,0001000252,000000,RE,0000010001,,CN,0000080617
100,0001000252,000000,RG,0000010001,,CN,0000098395
100,0001000253,000000,AG,0000010038,,CN,0000053098
100,0001000253,000000,WE,0000010038,,CN,0000035933
100,0001000253,000000,RE,0000010038,,CN,0000032607
100,0001000253,000000,RG,0000010038,,CN,0000093708
100,0001000254,000000,AG,0000010001,,CN,0000076742
100,0001000254,000000,WE,0000010001,,CN,0000084543
100,0001000254,000000,RE,0000010001,,CN,0000067787
100,0001000254,000000,RG,0000010001,,CN,0000078526
100,0001000255,000000,AG,0000010001,,CN,0000097137
100,0001000255,000000,WE,0000010001,,CN,0000023062
100,0001000255,000000,RE,0000010001,,CN,0000037781
100,0001000255,000000,RG,0000010001,,CN,0000071820
100,0001000256,000000,AG,0000010001,,CN,0000017340
100,0001000256,000000,WE,0000010001,,CN,0000031710
100,0001000256,000000,RE,0000010001,,CN,0000079819
100,0001000256,000000,RG,0000010001,,CN,0000048129
100,0001000257,000000,AG,0000010002,,CN,0000021876
100,0001000257,000000,WE,0000010002,,CN,0000065950
100,0001000257,000000,RE,0000010002,,CN,0000065501
100,0001000257,000000,RG,0000010002,,CN,0000016547
100,0001000258,000000,AG,0000010000,,CN,0000029763
100,0001000258,000000,WE,0000010000,,CN,0000057545
100,0001000258,000000,RE,0000010000,,CN,0000033151
100,0001000258,000000,RG,0000010000,,CN,0000063803
