MANDT,EBELN,BUKRS,BSTYP,BSART,LIFNR,AEDAT,WAERS
100,4500000497,2000,F,NB,50232,2024-05-01,USD
100,4500000498,1000,F,NB,50181,2024-05-02,USD
100,4500000499,1000,F,NB,50150,2024-05-02,USD
100,4500000500,1000,F,NB,50207,2024-05-03,USD
100,4500000501,1000,F,NB,50094,2024-05-03,USD
100,4500000502,2000,F,NB,50219,2024-05-03,USD
100,4500000503,1000,F,NB,50250,2024-05-03,USD
100,4500000504,1000,F,NB,50075,2024-05-04,USD
100,4500000505,1000,F,NB,50193,2024-05-04,USD
100,4500000506,1000,F,NB,50135,2024-05-04,USD
100,4500000507,2000,F,NB,50232,2024-05-04,USD
100,4500000508,2000,F,NB,50073,2024-05-05,USD
100,4500000509,1000,F,NB,50197,2024-05-05,USD
100,4500000510,2000,F,NB,50027,2024-05-06,USD
100,4500000511,2000,F,NB,50289,2024-05-06,USD
100,4500000512,2000,F,NB,50069,2024-05-06,USD
100,4500000513,2000,F,NB,50148,2024-05-07,USD
100,4500000514,2000,F,NB,50213,2024-05-07,USD
100,4500000515,2000,F,NB,50071,2024-05-07,USD
100,4500000516,1000,F,NB,50077,2024-05-07,USD
100,4500000517,2000,F,NB,50034,2024-05-07,USD
100,4500000518,1000,F,NB,50230,2024-05-08,USD
100,4500000519,1000,F,NB,50044,2024-05-08,USD
100,4500000520,1000,F,NB,50002,2024-05-08,USD
100,4500000521,1000,F,NB,50106,2024-05-08,USD
100,4500000522,2000,F,NB,50031,2024-05-09,USD
100,4500000523,2000,F,NB,50036,2024-05-09,USD
100,4500000524,2000,F,NB,50220,2024-05-09,USD
100,4500000525,1000,F,NB,50203,2024-05-10,USD
100,4500000526,2000,F,NB,50282,2024-05-10,USD
100,4500000527,2000,F,NB,50143,2024-05-10,USD
100,4500000528,1000,F,NB,50156,2024-05-10,USD
100,4500000529,2000,F,NB,50222,2024-05-11,USD
100,4500000530,2000,F,NB,50083,2024-05-11,USD
100,4500000531,2000,F,NB,50092,2024-05-12,USD
100,4500000532,1000,F,NB,50058,2024-05-12,USD
100,4500000533,2000,F,NB,50208,2024-05-13,USD
100,4500000534,2000,F,NB,50261,2024-05-13,USD
100,4500000535,1000,F,NB,50114,2024-05-13,USD
100,4500000536,1000,F,NB,50168,2024-05-13,USD
100,4500000537,2000,F,NB,50134,2024-05-14,USD
100,4500000538,1000,F,NB,50205,2024-05-14,USD
100,4500000539,2000,F,NB,50194,2024-05-15,USD
100,4500000540,1000,F,NB,50288,2024-05-15,USD
100,4500000541,2000,F,NB,50050,2024-05-15,USD
100,4500000542,1000,F,NB,50118,2024-05-15,USD
100,4500000543,1000,F,NB,50181,2024-05-16,USD
100,4500000544,1000,F,NB,50259,2024-05-16,USD
100,4500000545,2000,F,NB,50051,2024-05-16,USD
100,4500000546,1000,F,NB,50100,2024-05-16,USD
100,4500000547,2000,F,NB,50151,2024-05-17,USD
100,4500000548,2000,F,NB,50228,2024-05-17,USD
100,4500000549,1000,F,NB,50247,2024-05-17,USD
100,4500000550,2000,F,NB,50200,2024-05-17,USD
100,4500000551,2000,F,NB,50117,2024-05-18,USD
100,4500000552,1000,F,NB,50256,2024-05-18,USD
100,4500000553,2000,F,NB,50067,2024-05-18,USD
100,4500000554,1000,F,NB,50254,2024-05-19,USD
100,4500000555,2000,F,NB,50170,2024-05-19,USD
100,4500000556,1000,F,NB,50042,2024-05-19,USD
100,4500000557,1000,F,NB,50252,2024-05-19,USD
100,4500000558,2000,F,NB,50107,2024-05-19,USD
100,4500000559,1000,F,NB,50190,2024-05-20,USD
100,4500000560,1000,F,NB,50162,2024-05-20,USD
100,4500000561,1000,F,NB,50034,2024-05-20,USD
100,4500000562,2000,F,NB,50188,2024-05-20,USD
100,4500000563,1000,F,NB,50267,2024-05-20,USD
100,4500000564,1000,F,NB,50046,2024-05-20,USD
100,4500000565,1000,F,NB,50012,2024-05-21,USD
100,4500000566,1000,F,NB,50100,2024-05-21,USD
100,4500000567,2000,F,NB,50203,2024-05-21,USD
100,4500000568,1000,F,NB,50241,2024-05-21,USD
100,4500000569,1000,F,NB,50098,2024-05-22,USD
100,4500000570,2000,F,NB,50088,2024-05-22,USD
100,4500000571,2000,F,NB,50027,2024-05-23,USD
100,4500000572,2000,F,NB,50135,2024-05-23,USD
100,4500000573,2000,F,NB,50087,2024-05-23,USD
100,4500000574,1000,F,NB,50183,2024-05-24,USD
100,4500000575,2000,F,NB,50242,2024-05-24,USD
100,4500000576,1000,F,NB,50158,2024-05-25,USD
100,4500000577,1000,F,NB,50154,2024-05-25,USD
100,4500000578,2000,F,NB,50144,2024-05-26,USD
100,4500000579,2000,F,NB,50174,2024-05-26,USD
100,4500000580,1000,F,NB,50070,2024-05-26,USD
100,4500000581,1000,F,NB,50133,2024-05-26,USD
100,4500000582,1000,F,NB,50163,2024-05-26,USD
100,4500000583,1000,F,NB,50277,2024-05-27,USD
100,4500000584,1000,F,NB,50272,2024-05-27,USD
100,4500000585,2000,F,NB,50020,2024-05-27,USD
100,4500000586,2000,F,NB,50262,2024-05-27,USD
100,4500000587,2000,F,NB,50236,2024-05-28,USD
100,4500000588,2000,F,NB,50168,2024-05-28,USD
100,4500000589,2000,F,NB,50130,2024-05-28,USD
100,4500000590,2000,F,NB,50239,2024-05-28,USD
100,4500000591,2000,F,NB,50115,2024-05-29,USD
100,4500000592,1000,F,NB,50196,2024-05-29,USD
100,4500000593,1000,F,NB,50166,2024-05-29,USD
100,4500000594,2000,F,NB,50282,2024-05-29,USD
100,4500000595,2000,F,NB,50067,2024-05-29,USD
100,4500000596,2000,F,NB,50256,2024-05-29,USD
100,4500000597,2000,F,NB,50219,2024-05-30,USD
100,4500000598,1000,F,NB,50187,2024-05-30,USD
100,4500000599,1000,F,NB,50133,2024-05-30,USD
100,4500000600,1000,F,NB,50267,2024-05-30,USD
100,4500000601,2000,F,NB,50225,2024-05-30,USD
100,4500000602,1000,F,NB,50298,2024-05-30,USD
100,4500000603,1000,F,NB,50103,2024-05-31,USD
100,4500000604,1000,F,NB,50028,2024-05-31,USD
100,4500000605,2000,F,NB,50046,2024-05-31,USD
100,4500000606,1000,F,NB,50124,2024-05-31,USD
100,4500000607,1000,F,NB,50249,2024-05-31,USD
100,4500000608,1000,F,NB,50128,2024-05-31,USD
100,4500000609,1000,F,NB,50166,2024-06-01,USD
100,4500000610,2000,F,NB,50161,2024-06-01,USD
100,4500000611,2000,F,NB,50009,2024-06-01,USD
100,4500000612,2000,F,NB,50166,2024-06-01,USD
100,4500000613,2000,F,NB,50245,2024-06-01,USD
100,4500000614,2000,F,NB,50275,2024-06-01,USD
100,4500000615,1000,F,NB,50153,2024-06-01,USD
100,4500000616,1000,F,NB,50289,2024-06-02,USD
100,4500000617,1000,F,NB,50272,2024-06-02,USD
100,4500000618,1000,F,NB,50220,2024-06-02,USD
100,4500000619,2000,F,NB,50270,2024-06-02,USD
100,4500000620,2000,F,NB,50272,2024-06-02,USD
100,4500000621,1000,F,NB,50013,2024-06-02,USD
100,4500000622,2000,F,NB,50161,2024-06-02,USD
100,4500000623,1000,F,NB,50181,2024-06-02,USD
100,4500000624,1000,F,NB,50227,2024-06-02,USD
100,4500000625,1000,F,NB,50047,2024-06-02,USD
100,4500000626,1000,F,NB,50031,2024-06-03,USD
100,4500000627,1000,F,NB,50089,2024-06-03,USD
100,4500000628,2000,F,NB,50206,2024-06-03,USD
100,4500000629,2000,F,NB,50023,2024-06-03,USD
100,4500000630,2000,F,NB,50274,2024-06-03,USD
100,4500000631,2000,F,NB,50252,2024-06-03,USD
100,4500000632,2000,F,NB,50144,2024-06-03,USD
100,4500000633,2000,F,NB,50236,2024-06-03,USD
100,4500000634,1000,F,NB,50101,2024-06-03,USD
100,4500000635,2000,F,NB,50247,2024-06-03,USD
100,4500000636,2000,F,NB,50060,2024-06-03,USD
100,4500000637,2000,F,NB,50049,2024-06-03,USD
100,4500000638,1000,F,NB,50101,2024-06-04,USD
100,4500000639,1000,F,NB,50191,2024-06-04,USD
100,4500000640,2000,F,NB,50103,2024-06-04,USD
100,4500000641,1000,F,NB,50038,2024-06-04,USD
100,4500000642,1000,F,NB,50246,2024-06-04,USD
100,4500000643,1000,F,NB,50179,2024-06-04,USD
100,4500000644,1000,F,NB,50299,2024-06-04,USD
100,4500000645,2000,F,NB,50268,2024-06-04,USD
100,4500000646,2000,F,NB,50141,2024-06-05,USD
100,4500000647,1000,F,NB,50299,2024-06-05,USD
100,4500000648,1000,F,NB,50055,2024-06-05,USD
100,4500000649,2000,F,NB,50297,2024-06-05,USD
100,4500000650,1000,F,NB,50110,2024-06-05,USD
100,4500000651,2000,F,NB,50129,2024-06-05,USD
100,4500000652,2000,F,NB,50103,2024-06-06,USD
100,4500000653,2000,F,NB,50259,2024-06-06,USD
100,4500000654,2000,F,NB,50074,2024-06-06,USD
100,4500000655,2000,F,NB,50115,2024-06-06,USD
100,4500000656,1000,F,NB,50006,2024-06-06,USD
100,4500000657,2000,F,NB,50294,2024-06-06,USD
100,4500000658,2000,F,NB,50126,2024-06-06,USD
100,4500000659,1000,F,NB,50141,2024-06-07,USD
100,4500000660,2000,F,NB,50275,2024-06-07,USD
100,4500000661,1000,F,NB,50183,2024-06-07,USD
100,4500000662,2000,F,NB,50082,2024-06-07,USD
100,4500000663,1000,F,NB,50169,2024-06-07,USD
100,4500000664,2000,F,NB,50195,2024-06-07,USD
100,4500000665,2000,F,NB,50041,2024-06-07,USD
100,4500000666,1000,F,NB,50086,2024-06-07,USD
100,4500000667,2000,F,NB,50014,2024-06-07,USD
100,4500000668,2000,F,NB,50293,2024-06-07,USD
100,4500000669,2000,F,NB,50232,2024-06-08,USD
100,4500000670,2000,F,NB,50030,2024-06-08,USD
100,4500000671,2000,F,NB,50279,2024-06-08,USD
100,4500000672,2000,F,NB,50222,2024-06-08,USD
100,4500000673,1000,F,NB,50096,2024-06-08,USD
100,4500000674,1000,F,NB,50160,2024-06-08,USD
100,4500000675,2000,F,NB,50096,2024-06-08,USD
100,4500000676,1000,F,NB,50199,2024-06-09,USD
100,4500000677,2000,F,NB,50292,2024-06-09,USD
100,4500000678,2000,F,NB,50129,2024-06-09,USD
100,4500000679,1000,F,NB,50114,2024-06-09,USD
100,4500000680,1000,F,NB,50093,2024-06-09,USD
100,4500000681,2000,F,NB,50055,2024-06-09,USD
100,4500000682,2000,F,NB,50102,2024-06-09,USD
100,4500000683,1000,F,NB,50042,2024-06-09,USD
100,4500000684,1000,F,NB,50226,2024-06-09,USD
100,4500000685,1000,F,NB,50162,2024-06-09,USD
100,4500000686,2000,F,NB,50001,2024-06-10,USD
100,4500000687,1000,F,NB,50288,2024-06-10,USD
100,4500000688,2000,F,NB,50144,2024-06-10,USD
100,4500000689,1000,F,NB,50073,2024-06-10,USD
100,4500000690,1000,F,NB,50021,2024-06-10,USD
100,4500000691,2000,F,NB,50288,2024-06-11,USD
100,4500000692,1000,F,NB,50066,2024-06-11,USD
100,4500000693,2000,F,NB,50046,2024-06-11,USD
100,4500000694,2000,F,NB,50173,2024-06-11,USD
100,4500000695,1000,F,NB,50212,2024-06-11,USD
100,4500000696,2000,F,NB,50143,2024-06-11,USD
100,4500000697,2000,F,NB,50242,2024-06-11,USD
100,4500000698,2000,F,NB,50134,2024-06-12,USD
100,4500000699,1000,F,NB,50154,2024-06-12,USD
100,4500000700,1000,F,NB,50177,2024-06-12,USD
100,4500000701,1000,F,NB,50011,2024-06-12,USD
100,4500000702,1000,F,NB,50038,2024-06-12,USD
100,4500000703,1000,F,NB,50079,2024-06-12,USD
100,4500000704,1000,F,NB,50221,2024-06-12,USD
100,4500000705,2000,F,NB,50101,2024-06-12,USD
100,4500000706,1000,F,NB,50220,2024-06-13,USD
100,4500000707,1000,F,NB,50045,2024-06-13,USD
100,4500000708,2000,F,NB,50183,2024-06-13,USD
100,4500000709,2000,F,NB,50236,2024-06-13,USD
100,4500000710,1000,F,NB,50162,2024-06-13,USD
100,4500000711,2000,F,NB,50076,2024-06-13,USD
100,4500000712,2000,F,NB,50221,2024-06-13,USD
100,4500000713,2000,F,NB,50110,2024-06-13,USD
100,4500000714,2000,F,NB,50174,2024-06-13,USD
100,4500000715,1000,F,NB,50160,2024-06-13,USD
100,4500000716,1000,F,NB,50139,2024-06-14,USD
100,4500000717,2000,F,NB,50031,2024-06-14,USD
100,4500000718,2000,F,NB,50133,2024-06-14,USD
100,4500000719,2000,F,NB,50238,2024-06-14,USD
100,4500000720,1000,F,NB,50140,2024-06-14,USD
100,4500000721,2000,F,NB,50188,2024-06-14,USD
100,4500000722,2000,F,NB,50091,2024-06-14,USD
100,4500000723,1000,F,NB,50254,2024-06-14,USD
100,4500000724,1000,F,NB,50120,2024-06-14,USD
100,4500000725,1000,F,NB,50211,2024-06-14,USD
100,4500000726,1000,F,NB,50106,2024-06-14,USD
100,4500000727,2000,F,NB,50021,2024-06-14,USD
100,4500000728,1000,F,NB,50144,2024-06-15,USD
100,4500000729,2000,F,NB,50061,2024-06-15,USD
100,4500000730,2000,F,NB,50054,2024-06-15,USD
100,4500000731,2000,F,NB,50184,2024-06-15,USD
100,4500000732,2000,F,NB,50234,2024-06-15,USD
100,4500000733,1000,F,NB,50025,2024-06-15,USD
100,4500000734,1000,F,NB,50049,2024-06-15,USD
100,4500000735,2000,F,NB,50211,2024-06-16,USD
100,4500000736,2000,F,NB,50245,2024-06-16,USD
100,4500000737,1000,F,NB,50288,2024-06-16,USD
100,4500000738,1000,F,NB,50191,2024-06-16,USD
100,4500000739,2000,F,NB,50177,2024-06-16,USD
100,4500000740,1000,F,NB,50170,2024-06-16,USD
100,4500000741,2000,F,NB,50276,2024-06-16,USD
100,4500000742,1000,F,NB,50256,2024-06-16,USD
100,4500000743,1000,F,NB,50116,2024-06-16,USD
100,4500000744,2000,F,NB,50208,2024-06-16,USD
100,4500000745,1000,F,NB,50000,2024-06-16,USD
100,4500000746,2000,F,NB,50198,2024-06-17,USD
100,4500000747,2000,F,NB,50163,2024-06-17,USD
100,4500000748,2000,F,NB,50013,2024-06-17,USD
100,4500000749,2000,F,NB,50172,2024-06-17,USD
100,4500000750,1000,F,NB,50210,2024-06-17,USD
100,4500000751,2000,F,NB,50035,2024-06-17,USD
100,4500000752,2000,F,NB,50299,2024-06-17,USD
100,4500000753,2000,F,NB,50083,2024-06-17,USD
100,4500000754,1000,F,NB,50039,2024-06-17,USD
100,4500000755,1000,F,NB,50292,2024-06-18,USD
100,4500000756,1000,F,NB,50094,2024-06-18,USD
100,4500000757,1000,F,NB,50268,2024-06-18,USD
100,4500000758,2000,F,NB,50245,2024-06-18,USD
100,4500000759,1000,F,NB,50065,2024-06-18,USD
100,4500000760,2000,F,NB,50115,2024-06-18,USD
100,4500000761,2000,F,NB,50230,2024-06-18,USD
100,4500000762,1000,F,NB,50240,2024-06-19,USD
100,4500000763,2000,F,NB,50147,2024-06-19,USD
100,4500000764,1000,F,NB,50171,2024-06-19,USD
100,4500000765,2000,F,NB,50104,2024-06-19,USD
100,4500000766,2000,F,NB,50125,2024-06-19,USD
100,4500000767,2000,F,NB,50001,2024-06-19,USD
100,4500000768,2000,F,NB,50261,2024-06-19,USD
100,4500000769,1000,F,NB,50185,2024-06-19,USD
100,4500000770,2000,F,NB,50065,2024-06-19,USD
100,4500000771,1000,F,NB,50005,2024-06-19,USD
100,4500000772,2000,F,NB,50123,2024-06-19,USD
100,4500000773,2000,F,NB,50063,2024-06-20,USD
100,4500000774,1000,F,NB,50088,2024-06-20,USD
100,4500000775,2000,F,NB,50109,2024-06-20,USD
100,4500000776,2000,F,NB,50011,2024-06-20,USD
100,4500000777,1000,F,NB,50190,2024-06-20,USD
100,4500000778,1000,F,NB,50111,2024-06-20,USD
100,4500000779,1000,F,NB,50033,2024-06-20,USD
100,4500000780,1000,F,NB,50137,2024-06-20,USD
100,4500000781,2000,F,NB,50186,2024-06-20,USD
100,4500000782,1000,F,NB,50047,2024-06-21,USD
100,4500000783,2000,F,NB,50280,2024-06-21,USD
100,4500000784,2000,F,NB,50091,2024-06-21,USD
100,4500000785,1000,F,NB,50256,2024-06-21,USD
100,4500000786,1000,F,NB,50067,2024-06-21,USD
100,4500000787,1000,F,NB,50127,2024-06-21,USD
100,4500000788,2000,F,NB,50071,2024-06-22,USD
100,4500000789,1000,F,NB,50237,2024-06-22,USD
100,4500000790,2000,F,NB,50027,2024-06-22,USD
100,4500000791,2000,F,NB,50034,2024-06-22,USD
100,4500000792,2000,F,NB,50030,2024-06-22,USD
100,4500000793,1000,F,NB,50229,2024-06-22,USD
100,4500000794,1000,F,NB,50280,2024-06-22,USD
100,4500000795,1000,F,NB,50040,2024-06-23,USD
100,4500000796,1000,F,NB,50266,2024-06-23,USD
100,4500000797,2000,F,NB,50207,2024-06-23,USD
100,4500000798,1000,F,NB,50075,2024-06-23,USD
100,4500000799,2000,F,NB,50211,2024-06-23,USD
100,4500000800,1000,F,NB,50212,2024-06-23,USD
100,4500000801,1000,F,NB,50084,2024-06-23,USD
100,4500000802,2000,F,NB,50252,2024-06-23,USD
100,4500000803,1000,F,NB,50241,2024-06-23,USD
100,4500000804,1000,F,NB,50020,2024-06-23,USD
100,4500000805,1000,F,NB,50087,2024-06-23,USD
100,4500000806,1000,F,NB,50263,2024-06-23,USD
100,4500000807,1000,F,NB,50055,2024-06-24,USD
100,4500000808,2000,F,NB,50107,2024-06-24,USD
100,4500000809,2000,F,NB,50203,2024-06-24,USD
100,4500000810,1000,F,NB,50084,2024-06-24,USD
100,4500000811,2000,F,NB,50103,2024-06-24,USD
100,4500000812,2000,F,NB,50001,2024-06-24,USD
100,4500000813,2000,F,NB,50114,2024-06-25,USD
100,4500000814,2000,F,NB,50122,2024-06-25,USD
100,4500000815,1000,F,NB,50254,2024-06-25,USD
100,4500000816,2000,F,NB,50090,2024-06-25,USD
100,4500000817,1000,F,NB,50050,2024-06-25,USD
100,4500000818,1000,F,NB,50218,2024-06-25,USD
100,4500000819,1000,F,NB,50039,2024-06-25,USD
100,4500000820,1000,F,NB,50058,2024-06-25,USD
100,4500000821,1000,F,NB,50116,2024-06-26,USD
100,4500000822,2000,F,NB,50212,2024-06-26,USD
100,4500000823,1000,F,NB,50069,2024-06-26,USD
100,4500000824,2000,F,NB,50150,2024-06-26,USD
100,4500000825,2000,F,NB,50194,2024-06-26,USD
100,4500000826,2000,F,NB,50153,2024-06-26,USD
100,4500000827,2000,F,NB,50162,2024-06-26,USD
100,4500000828,1000,F,NB,50025,2024-06-26,USD
100,4500000829,2000,F,NB,50282,2024-06-26,USD
100,4500000830,1000,F,NB,50070,2024-06-26,USD
100,4500000831,1000,F,NB,50240,2024-06-26,USD
100,4500000832,1000,F,NB,50008,2024-06-26,USD
100,4500000833,2000,F,NB,50097,2024-06-27,USD
100,4500000834,1000,F,NB,50127,2024-06-27,USD
100,4500000835,1000,F,NB,50141,2024-06-27,USD
100,4500000836,1000,F,NB,50211,2024-06-27,USD
100,4500000837,1000,F,NB,50188,2024-06-27,USD
100,4500000838,2000,F,NB,50096,2024-06-27,USD
100,4500000839,1000,F,NB,50137,2024-06-28,USD
100,4500000840,1000,F,NB,50123,2024-06-28,USD
100,4500000841,1000,F,NB,50076,2024-06-28,USD
100,4500000842,2000,F,NB,50290,2024-06-28,USD
100,4500000843,1000,F,NB,50205,2024-06-28,USD
100,4500000844,2000,F,NB,50252,2024-06-28,USD
100,4500000845,1000,F,NB,50210,2024-06-28,USD
100,4500000846,2000,F,NB,50274,2024-06-29,USD
100,4500000847,2000,F,NB,50110,2024-06-29,USD
100,4500000848,1000,F,NB,50013,2024-06-29,USD
100,4500000849,1000,F,NB,50088,2024-06-29,USD
100,4500000850,1000,F,NB,50151,2024-06-29,USD
100,4500000851,2000,F,NB,50078,2024-06-29,USD
100,4500000852,2000,F,NB,50088,2024-06-30,USD
100,4500000853,1000,F,NB,50064,2024-06-30,USD
100,4500000854,2000,F,NB,50202,2024-06-30,USD
100,4500000855,1000,F,NB,50123,2024-06-30,USD
100,4500000856,2000,F,NB,50170,2024-06-30,USD
100,4500000857,1000,F,NB,50265,2024-06-30,USD
100,4500000858,2000,F,NB,50084,2024-06-30,USD
100,4500000859,1000,F,NB,50165,2024-06-30,USD
100,4500000860,2000,F,NB,50050,2024-06-30,USD
100,4500000861,2000,F,NB,50149,2024-06-30,USD
100,4500000862,1000,F,NB,50077,2024-06-30,USD
100,4500000863,2000,F,NB,50239,2024-06-30,USD
100,4500000864,1000,F,NB,50123,2024-07-01,USD
100,4500000865,1000,F,NB,50010,2024-07-01,USD
100,4500000866,1000,F,NB,50270,2024-07-01,USD
100,4500000867,2000,F,NB,50127,2024-07-01,USD
100,4500000868,1000,F,NB,50010,2024-07-01,USD
100,4500000869,1000,F,NB,50157,2024-07-01,USD
100,4500000870,2000,F,NB,50010,2024-07-01,USD
100,4500000871,1000,F,NB,50191,2024-07-01,USD
100,4500000872,1000,F,NB,50011,2024-07-01,USD
100,4500000873,2000,F,NB,50271,2024-07-01,USD
100,4500000874,1000,F,NB,50256,2024-07-01,USD
100,4500000875,2000,F,NB,50010,2024-07-01,USD
100,4500000876,2000,F,NB,50020,2024-07-02,USD
100,4500000877,2000,F,NB,50268,2024-07-02,USD
100,4500000878,1000,F,NB,50171,2024-07-02,USD
100,4500000879,2000,F,NB,50061,2024-07-02,USD
100,4500000880,2000,F,NB,50010,2024-07-02,USD
100,4500000881,1000,F,NB,50010,2024-07-02,USD
100,4500000882,2000,F,NB,50010,2024-07-02,USD
100,4500000883,1000,F,NB,50208,2024-07-02,USD
100,4500000884,1000,F,NB,50202,2024-07-02,USD
100,4500000885,1000,F,NB,50203,2024-07-02,USD
100,4500000886,1000,F,NB,50010,2024-07-02,USD
100,4500000887,2000,F,NB,50010,2024-07-03,USD
100,4500000888,1000,F,NB,50010,2024-07-03,USD
100,4500000889,2000,F,NB,50008,2024-07-03,USD
100,4500000890,2000,F,NB,50233,2024-07-03,USD
100,4500000891,2000,F,NB,50291,2024-07-03,USD
100,4500000892,1000,F,NB,50097,2024-07-03,USD
100,4500000893,2000,F,NB,50220,2024-07-03,USD
100,4500000894,1000,F,NB,50089,2024-07-03,USD
100,4500000895,2000,F,NB,50185,2024-07-03,USD
100,4500000896,1000,F,NB,50208,2024-07-03,USD
100,4500000897,2000,F,NB,50136,2024-07-04,USD
100,4500000898,1000,F,NB,50010,2024-07-04,USD
100,4500000899,2000,F,NB,50013,2024-07-04,USD
100,4500000900,1000,F,NB,50010,2024-07-04,USD
100,4500000901,1000,F,NB,50267,2024-07-04,USD
100,4500000902,1000,F,NB,50138,2024-07-04,USD
100,4500000903,1000,F,NB,50040,2024-07-05,USD
100,4500000904,2000,F,NB,50010,2024-07-05,USD
100,4500000905,1000,F,NB,50165,2024-07-05,USD
100,4500000906,1000,F,NB,50145,2024-07-05,USD
100,4500000907,1000,F,NB,50273,2024-07-05,USD
100,4500000908,1000,F,NB,50038,2024-07-05,USD
100,4500000909,1000,F,NB,50010,2024-07-05,USD
100,4500000910,2000,F,NB,50224,2024-07-05,USD
100,4500000911,1000,F,NB,50163,2024-07-05,USD
100,4500000912,2000,F,NB,50060,2024-07-05,USD
100,4500000913,1000,F,NB,50010,2024-07-05,USD
100,4500000914,1000,F,NB,50010,2024-07-06,USD
100,4500000915,2000,F,NB,50128,2024-07-06,USD
100,4500000916,1000,F,NB,50010,2024-07-06,USD
100,4500000917,2000,F,NB,50100,2024-07-06,USD
100,4500000918,2000,F,NB,50272,2024-07-06,USD
100,4500000919,1000,F,NB,50010,2024-07-07,USD
100,4500000920,1000,F,NB,50293,2024-07-07,USD
100,4500000921,2000,F,NB,50010,2024-07-07,USD
100,4500000922,1000,F,NB,50010,2024-07-07,USD
100,4500000923,2000,F,NB,50286,2024-07-07,USD
100,4500000924,1000,F,NB,50262,2024-07-07,USD
100,4500000925,1000,F,NB,50010,2024-07-07,USD
100,4500000926,2000,F,NB,50167,2024-07-07,USD
100,4500000927,1000,F,NB,50010,2024-07-07,USD
100,4500000928,1000,F,NB,50090,2024-07-07,USD
100,4500000929,2000,F,NB,50120,2024-07-07,USD
100,4500000930,1000,F,NB,50010,2024-07-08,USD
100,4500000931,2000,F,NB,50010,2024-07-08,USD
100,4500000932,2000,F,NB,50010,2024-07-08,USD
100,4500000933,2000,F,NB,50010,2024-07-08,USD
100,4500000934,1000,F,NB,50097,2024-07-08,USD
100,4500000935,2000,F,NB,50030,2024-07-08,USD
100,4500000936,1000,F,NB,50206,2024-07-08,USD
100,4500000937,2000,F,NB,50164,2024-07-08,USD
100,4500000938,1000,F,NB,50261,2024-07-08,USD
100,4500000939,2000,F,NB,50101,2024-07-08,USD
100,4500000940,2000,F,NB,50255,2024-07-09,USD
100,4500000941,1000,F,NB,50010,2024-07-09,USD
100,4500000942,2000,F,NB,50109,2024-07-09,USD
100,4500000943,2000,F,NB,50027,2024-07-09,USD
100,4500000944,2000,F,NB,50010,2024-07-09,USD
100,4500000945,1000,F,NB,50201,2024-07-09,USD
100,4500000946,2000,F,NB,50120,2024-07-09,USD
100,4500000947,1000,F,NB,50295,2024-07-09,USD
100,4500000948,2000,F,NB,50010,2024-07-09,USD
100,4500000949,2000,F,NB,50071,2024-07-10,USD
100,4500000950,1000,F,NB,50010,2024-07-10,USD
100,4500000951,2000,F,NB,50101,2024-07-10,USD
100,4500000952,1000,F,NB,50233,2024-07-10,USD
100,4500000953,2000,F,NB,50071,2024-07-10,USD
100,4500000954,2000,F,NB,50179,2024-07-10,USD
100,4500000955,1000,F,NB,50010,2024-07-10,USD
100,4500000956,2000,F,NB,50079,2024-07-10,USD
100,4500000957,1000,F,NB,50082,2024-07-10,USD
100,4500000958,2000,F,NB,50010,2024-07-10,USD
100,4500000959,1000,F,NB,50010,2024-07-10,USD
100,4500000960,1000,F,NB,50010,2024-07-11,USD
100,4500000961,1000,F,NB,50010,2024-07-11,USD
100,4500000962,2000,F,NB,50010,2024-07-11,USD
100,4500000963,2000,F,NB,50170,2024-07-11,USD
100,4500000964,2000,F,NB,50102,2024-07-11,USD
100,4500000965,2000,F,NB,50254,2024-07-11,USD
100,4500000966,1000,F,NB,50102,2024-07-11,USD
100,4500000967,2000,F,NB,50010,2024-07-11,USD
100,4500000968,2000,F,NB,50012,2024-07-11,USD
100,4500000969,2000,F,NB,50010,2024-07-11,USD
100,4500000970,1000,F,NB,50010,2024-07-11,USD
100,4500000971,2000,F,NB,50050,2024-07-12,USD
100,4500000972,1000,F,NB,50010,2024-07-12,USD
100,4500000973,2000,F,NB,50058,2024-07-12,USD
100,4500000974,1000,F,NB,50010,2024-07-12,USD
100,4500000975,2000,F,NB,50057,2024-07-12,USD
100,4500000976,2000,F,NB,50260,2024-07-12,USD
100,4500000977,1000,F,NB,50255,2024-07-13,USD
100,4500000978,1000,F,NB,50010,2024-07-13,USD
100,4500000979,1000,F,NB,50010,2024-07-13,USD
100,4500000980,2000,F,NB,50010,2024-07-13,USD
100,4500000981,2000,F,NB,50127,2024-07-13,USD
100,4500000982,2000,F,NB,50010,2024-07-13,USD
100,4500000983,1000,F,NB,50032,2024-07-14,USD
100,4500000984,1000,F,NB,50083,2024-07-14,USD
100,4500000985,2000,F,NB,50010,2024-07-14,USD
100,4500000986,1000,F,NB,50142,2024-07-14,USD
100,4500000987,2000,F,NB,50010,2024-07-14,USD
100,4500000988,1000,F,NB,50001,2024-07-14,USD
100,4500000989,2000,F,NB,50135,2024-07-14,USD
100,4500000990,2000,F,NB,50046,2024-07-14,USD
100,4500000991,1000,F,NB,50244,2024-07-14,USD
100,4500000992,1000,F,NB,50275,2024-07-14,USD
100,4500000993,2000,F,NB,50010,2024-07-14,USD
100,4500000994,2000,F,NB,50014,2024-07-15,USD
