MANDT,BUKRS,BELNR,GJAHR,BUZEI,BSCHL,HKONT,DMBTR,KOSTL
100,3000,100000822,2024,2,01,10009,891051.0900000001,
100,3000,100000823,2024,1,50,800000,1202702.12,
100,3000,100000823,2024,2,01,10001,1202702.12,
100,3000,100000824,2024,1,50,800000,794228.0,
100,3000,100000824,2024,2,01,10035,794228.0,
100,3000,100000825,2024,1,50,800000,214858.03999999998,
100,3000,100000825,2024,2,01,10042,214858.03999999998,
100,3000,100000826,2024,1,50,800000,785431.61,
100,3000,100000826,2024,2,01,10012,785431.61,
100,3000,100000827,2024,1,50,800000,572778.89,
100,3000,100000827,2024,2,01,10017,572778.89,
100,3000,100000828,2024,1,50,800000,694301.38,
100,3000,100000828,2024,2,01,10032,694301.38,
100,1000,100000829,2024,1,50,410000,21213.75,
100,1000,100000829,2024,2,01,INTERNAL,21213.75,
100,1000,100000830,2024,1,50,410000,532.23,
100,1000,100000830,2024,2,01,INTERNAL,532.23,
100,1000,100000831,2024,1,50,410000,1883.41,
100,1000,100000831,2024,2,01,INTERNAL,1883.41,
100,1000,100000832,2024,1,50,410000,1000.35,
100,1000,100000832,2024,2,01,INTERNAL,1000.35,
100,1000,100000833,2024,1,50,410000,1616.59,
100,1000,100000833,2024,2,01,INTERNAL,1616.59,
100,1000,100000834,2024,1,50,410000,1020.17,
100,1000,100000834,2024,2,01,INTERNAL,1020.17,
100,1000,100000835,2024,1,50,410000,1033.07,
100,1000,100000835,2024,2,01,INTERNAL,1033.07,
100,1000,100000836,2024,1,40,400000,13946.560000000001,PLAN100
100,1000,100000836,2024,2,31,50256,13946.560000000001,
100,1000,100000837,2024,1,40,400000,49786.2,PLAN300
100,1000,100000837,2024,2,31,50044,49786.2,
100,1000,100000838,2024,1,40,400000,22242.149999999998,PLAN300
100,1000,100000838,2024,2,31,50105,22242.149999999998,
100,1000,100000839,2024,1,40,400000,29639.760000000002,MIN200
100,1000,100000839,2024,2,31,50220,29639.760000000002,
100,3000,100000840,2024,1,50,800000,511231.80000000005,
100,3000,100000840,2024,2,01,10020,511231.80000000005,
100,3000,100000841,2024,1,50,800000,923206.21,
100,3000,100000841,2024,2,01,10026,923206.21,
100,3000,100000842,2024,1,50,800000,185145.17,
100,3000,100000842,2024,2,01,10006,185145.17,
100,3000,100000843,2024,1,50,800000,975608.25,
100,3000,100000843,2024,2,01,10039,975608.25,
100,3000,100000844,2024,1,50,800000,1076290.75,
100,3000,100000844,2024,2,01,10001,1076290.75,
100,3000,100000845,2024,1,50,800000,565421.98,
100,3000,100000845,2024,2,01,10023,565421.98,
100,1000,100000846,2024,1,50,410000,25290.78,
100,1000,100000846,2024,2,01,INTERNAL,25290.78,
100,1000,100000847,2024,1,50,410000,1888.15,
100,1000,100000847,2024,2,01,INTERNAL,1888.15,
100,1000,100000848,2024,1,50,410000,833.83,
100,1000,100000848,2024,2,01,INTERNAL,833.83,
100,1000,100000849,2024,1,50,410000,1982.37,
100,1000,100000849,2024,2,01,INTERNAL,1982.37,
100,1000,100000850,2024,1,40,400000,38936.86,PLAN300
100,1000,100000850,2024,2,31,50090,38936.86,
100,1000,100000851,2024,1,40,400000,20107.8,MIN100
100,1000,100000851,2024,2,31,50266,20107.8,
100,1000,100000852,2024,1,40,400000,43125.490000000005,MANT200
100,1000,100000852,2024,2,31,50265,43125.490000000005,
100,3000,100000853,2024,1,50,800000,1110724.9,
100,3000,100000853,2024,2,01,10010,1110724.9,
100,3000,100000854,2024,1,50,800000,951195.4299999999,
100,3000,100000854,2024,2,01,10041,951195.4299999999,
100,3000,100000855,2024,1,50,800000,515315.28,
100,3000,100000855,2024,2,01,10026,515315.28,
100,3000,100000856,2024,1,50,800000,484096.45999999996,
100,3000,100000856,2024,2,01,10005,484096.45999999996,
100,3000,100000857,2024,1,50,800000,1543437.4,
100,3000,100000857,2024,2,01,10028,1543437.4,
100,3000,100000858,2024,1,50,800000,574900.91,
100,3000,100000858,2024,2,01,10024,574900.91,
100,3000,100000859,2024,1,50,800000,454954.25,
100,3000,100000859,2024,2,01,10009,454954.25,
100,3000,100000860,2024,1,50,800000,797913.85,
100,3000,100000860,2024,2,01,10046,797913.85,
100,1000,100000861,2024,1,50,410000,20870.02,
100,1000,100000861,2024,2,01,INTERNAL,20870.02,
100,1000,100000862,2024,1,50,410000,1411.98,
100,1000,100000862,2024,2,01,INTERNAL,1411.98,
100,1000,100000863,2024,1,50,410000,856.82,
100,1000,100000863,2024,2,01,INTERNAL,856.82,
100,1000,100000864,2024,1,50,410000,1489.21,
100,1000,100000864,2024,2,01,INTERNAL,1489.21,
100,1000,100000865,2024,1,50,410000,1115.23,
100,1000,100000865,2024,2,01,INTERNAL,1115.23,
100,1000,100000866,2024,1,40,400000,33043.0,MIN300
100,1000,100000866,2024,2,31,50125,33043.0,
100,1000,100000867,2024,1,40,400000,24400.22,PLAN300
100,1000,100000867,2024,2,31,50295,24400.22,
100,3000,100000868,2024,1,50,800000,825833.5900000001,
100,3000,100000868,2024,2,01,10029,825833.5900000001,
100,3000,100000869,2024,1,50,800000,445044.04,
100,3000,100000869,2024,2,01,10004,445044.04,
100,3000,100000870,2024,1,50,800000,1023906.28,
100,3000,100000870,2024,2,01,10017,1023906.28,
100,3000,100000871,2024,1,50,800000,847350.2899999999,
100,3000,100000871,2024,2,01,10036,847350.2899999999,
100,3000,100000872,2024,1,50,800000,1449095.02,
100,3000,100000872,2024,2,01,10045,1449095.02,
100,3000,100000873,2024,1,50,800000,1409648.92,
100,3000,100000873,2024,2,01,10039,1409648.92,
100,1000,100000874,2024,1,50,410000,1562.88,
100,1000,100000874,2024,2,01,INTERNAL,1562.88,
100,1000,100000875,2024,1,50,410000,502.37,
100,1000,100000875,2024,2,01,INTERNAL,502.37,
100,1000,100000876,2024,1,50,410000,1197.33,
100,1000,100000876,2024,2,01,INTERNAL,1197.33,
100,1000,100000877,2024,1,40,400000,24946.960000000003,PLAN300
100,1000,100000877,2024,2,31,50212,24946.960000000003,
100,2000,100000878,2024,1,40,400000,6732.44,REF100
100,2000,100000878,2024,2,31,50003,6732.44,
100,3000,100000879,2024,1,50,800000,958097.91,
100,3000,100000879,2024,2,01,10012,958097.91,
100,3000,100000880,2024,1,50,800000,649883.9,
100,3000,100000880,2024,2,01,10040,649883.9,
100,3000,100000881,2024,1,50,800000,954873.24,
100,3000,100000881,2024,2,01,10019,954873.24,
100,3000,100000882,2024,1,50,800000,459962.79999999993,
100,3000,100000882,2024,2,01,10022,459962.79999999993,
100,3000,100000883,2024,1,50,800000,616014.24,
100,3000,100000883,2024,2,01,10021,616014.24,
100,3000,100000884,2024,1,50,800000,852243.53,
100,3000,100000884,2024,2,01,10048,852243.53,
100,1000,100000885,2024,1,50,410000,824.21,
100,1000,100000885,2024,2,01,INTERNAL,824.21,
100,1000,100000886,2024,1,50,410000,762.52,
100,1000,100000886,2024,2,01,INTERNAL,762.52,
100,1000,100000887,2024,1,50,410000,1677.42,
100,1000,100000887,2024,2,01,INTERNAL,1677.42,
100,1000,100000888,2024,1,50,410000,803.15,
100,1000,100000888,2024,2,01,INTERNAL,803.15,
100,2000,100000889,2024,1,40,400000,5463.4800000000005,LAB300
100,2000,100000889,2024,2,31,50259,5463.4800000000005,
100,2000,100000890,2024,1,40,400000,30571.25,LOG200
100,2000,100000890,2024,2,31,50268,30571.25,
100,3000,100000891,2024,1,50,800000,515031.65,
100,3000,100000891,2024,2,01,10045,515031.65,
100,3000,100000892,2024,1,50,800000,675982.46,
100,3000,100000892,2024,2,01,10043,675982.46,
100,3000,100000893,2024,1,50,800000,1101095.56,
100,3000,100000893,2024,2,01,10006,1101095.56,
100,3000,100000894,2024,1,50,800000,787722.12,
100,3000,100000894,2024,2,01,10018,787722.12,
100,3000,100000895,2024,1,50,800000,716611.5,
100,3000,100000895,2024,2,01,10017,716611.5,
100,3000,100000896,2024,1,50,800000,460637.44,
100,3000,100000896,2024,2,01,10006,460637.44,
100,3000,100000897,2024,1,50,800000,556074.9,
100,3000,100000897,2024,2,01,10017,556074.9,
100,3000,100000898,2024,1,50,800000,635400.4500000001,
100,3000,100000898,2024,2,01,10004,635400.4500000001,
100,1000,100000899,2024,1,50,410000,18529.31,
100,1000,100000899,2024,2,01,INTERNAL,18529.31,
100,1000,100000900,2024,1,50,410000,1557.02,
100,1000,100000900,2024,2,01,INTERNAL,1557.02,
100,1000,100000901,2024,1,50,410000,1444.21,
100,1000,100000901,2024,2,01,INTERNAL,1444.21,
100,2000,100000902,2024,1,40,400000,52710.59,REF300
100,2000,100000902,2024,2,31,50159,52710.59,
100,1000,100000903,2024,1,40,400000,11267.2,PLAN200
100,1000,100000903,2024,2,31,50239,11267.2,
100,2000,100000904,2024,1,40,400000,14616.86,LAB300
100,2000,100000904,2024,2,31,50118,14616.86,
100,2000,100000905,2024,1,40,400000,31584.92,REF200
100,2000,100000905,2024,2,31,50232,31584.92,
100,2000,100000906,2024,1,40,400000,24365.64,LAB100
100,2000,100000906,2024,2,31,50054,24365.64,
100,3000,100000907,2024,1,50,800000,788454.58,
100,3000,100000907,2024,2,01,10010,788454.58,
100,3000,100000908,2024,1,50,800000,1060887.0699999998,
100,3000,100000908,2024,2,01,10027,1060887.0699999998,
100,3000,100000909,2024,1,50,800000,752296.3,
100,3000,100000909,2024,2,01,10007,752296.3,
100,3000,100000910,2024,1,50,800000,255486.99,
100,3000,100000910,2024,2,01,10025,255486.99,
100,3000,100000911,2024,1,50,800000,811120.63,
100,3000,100000911,2024,2,01,10038,811120.63,
100,3000,100000912,2024,1,50,800000,265664.1,
100,3000,100000912,2024,2,01,10008,265664.1,
100,3000,100000913,2024,1,50,800000,1003279.9199999999,
100,3000,100000913,2024,2,01,10018,1003279.9199999999,
100,3000,100000914,2024,1,50,800000,729879.4,
100,3000,100000914,2024,2,01,10043,729879.4,
100,3000,100000915,2024,1,50,800000,429317.10000000003,
100,3000,100000915,2024,2,01,10032,429317.10000000003,
100,1000,100000916,2024,1,50,410000,664.55,
100,1000,100000916,2024,2,01,INTERNAL,664.55,
100,1000,100000917,2024,1,50,410000,1798.52,
100,1000,100000917,2024,2,01,INTERNAL,1798.52,
100,1000,100000918,2024,1,50,410000,1147.57,
100,1000,100000918,2024,2,01,INTERNAL,1147.57,
100,1000,100000919,2024,1,50,410000,1091.4,
100,1000,100000919,2024,2,01,INTERNAL,1091.4,
100,1000,100000920,2024,1,50,410000,1567.66,
100,1000,100000920,2024,2,01,INTERNAL,1567.66,
100,1000,100000921,2024,1,50,410000,1072.35,
100,1000,100000921,2024,2,01,INTERNAL,1072.35,
100,1000,100000922,2024,1,40,400000,14490.46,PLAN200
100,1000,100000922,2024,2,31,50088,14490.46,
100,2000,100000923,2024,1,40,400000,27487.32,LOG200
100,2000,100000923,2024,2,31,50069,27487.32,
100,2000,100000924,2024,1,40,400000,56924.36,LAB100
100,2000,100000924,2024,2,31,50092,56924.36,
100,2000,100000925,2024,1,40,400000,9617.46,LOG300
100,2000,100000925,2024,2,31,50210,9617.46,
100,2000,100000926,2024,1,40,400000,4653.2,LOG200
100,2000,100000926,2024,2,31,50238,4653.2,
100,1000,100000927,2024,1,40,400000,29890.08,MANT300
100,1000,100000927,2024,2,31,50276,29890.08,
100,3000,100000928,2024,1,50,800000,669450.92,
100,3000,100000928,2024,2,01,10022,669450.92,
100,3000,100000929,2024,1,50,800000,1173466.64,
100,3000,100000929,2024,2,01,10036,1173466.64,
100,3000,100000930,2024,1,50,800000,437063.27999999997,
100,3000,100000930,2024,2,01,10018,437063.27999999997,
100,3000,100000931,2024,1,50,800000,287568.32,
100,3000,100000931,2024,2,01,10032,287568.32,
100,3000,100000932,2024,1,50,800000,530182.38,
100,3000,100000932,2024,2,01,10017,530182.38,
100,3000,100000933,2024,1,50,800000,551501.12,
100,3000,100000933,2024,2,01,10047,551501.12,
100,3000,100000934,2024,1,50,800000,352492.07,
100,3000,100000934,2024,2,01,10016,352492.07,
100,3000,100000935,2024,1,50,800000,945439.99,
100,3000,100000935,2024,2,01,10002,945439.99,
100,1000,100000936,2024,1,50,410000,1491.0,
100,1000,100000936,2024,2,01,INTERNAL,1491.0,
100,1000,100000937,2024,1,50,410000,1456.36,
100,1000,100000937,2024,2,01,INTERNAL,1456.36,
100,1000,100000938,2024,1,50,410000,1366.64,
100,1000,100000938,2024,2,01,INTERNAL,1366.64,
100,1000,100000939,2024,1,50,410000,581.49,
100,1000,100000939,2024,2,01,INTERNAL,581.49,
100,1000,100000940,2024,1,50,410000,1633.23,
100,1000,100000940,2024,2,01,INTERNAL,1633.23,
100,1000,100000941,2024,1,40,400000,66628.91,PLAN300
100,1000,100000941,2024,2,31,50085,66628.91,
100,2000,100000942,2024,1,40,400000,66197.8,LOG100
100,2000,100000942,2024,2,31,50006,66197.8,
100,3000,100000943,2024,1,50,800000,723794.14,
100,3000,100000943,2024,2,01,10041,723794.14,
100,3000,100000944,2024,1,50,800000,1253573.8599999999,
100,3000,100000944,2024,2,01,10025,1253573.8599999999,
100,3000,100000945,2024,1,50,800000,301060.41000000003,
100,3000,100000945,2024,2,01,10011,301060.41000000003,
100,3000,100000946,2024,1,50,800000,376170.88,
100,3000,100000946,2024,2,01,10033,376170.88,
100,3000,100000947,2024,1,50,800000,358633.74,
100,3000,100000947,2024,2,01,10018,358633.74,
100,3000,100000948,2024,1,50,800000,274130.5,
100,3000,100000948,2024,2,01,10042,274130.5,
100,3000,100000949,2024,1,50,800000,234137.88,
100,3000,100000949,2024,2,01,10007,234137.88,
100,3000,100000950,2024,1,50,800000,258573.62,
100,3000,100000950,2024,2,01,10048,258573.62,
100,3000,100000951,2024,1,50,800000,444259.19999999995,
100,3000,100000951,2024,2,01,10029,444259.19999999995,
100,1000,100000952,2024,1,50,410000,611.0,
100,1000,100000952,2024,2,01,INTERNAL,611.0,
100,1000,100000953,2024,1,50,410000,593.58,
100,1000,100000953,2024,2,01,INTERNAL,593.58,
100,1000,100000954,2024,1,50,410000,998.98,
100,1000,100000954,2024,2,01,INTERNAL,998.98,
100,1000,100000955,2024,1,50,410000,887.36,
100,1000,100000955,2024,2,01,INTERNAL,887.36,
100,1000,100000956,2024,1,40,400000,6600.49,MIN300
100,1000,100000956,2024,2,31,50225,6600.49,
100,2000,100000957,2024,1,40,400000,24118.98,LOG200
100,2000,100000957,2024,2,31,50055,24118.98,
100,2000,100000958,2024,1,40,400000,2392.55,LAB200
100,2000,100000958,2024,2,31,50052,2392.55,
100,2000,100000959,2024,1,40,400000,52347.990000000005,LOG200
100,2000,100000959,2024,2,31,50009,52347.990000000005,
100,3000,100000960,2024,1,50,800000,969671.3200000001,
100,3000,100000960,2024,2,01,10027,969671.3200000001,
100,3000,100000961,2024,1,50,800000,854084.3400000001,
100,3000,100000961,2024,2,01,10034,854084.3400000001,
100,3000,100000962,2024,1,50,800000,432696.69,
100,3000,100000962,2024,2,01,10021,432696.69,
100,3000,100000963,2024,1,50,800000,272601.12,
100,3000,100000963,2024,2,01,10011,272601.12,
100,3000,100000964,2024,1,50,800000,437834.89999999997,
100,3000,100000964,2024,2,01,10024,437834.89999999997,
100,3000,100000965,2024,1,50,800000,755907.5299999999,
100,3000,100000965,2024,2,01,10040,755907.5299999999,
100,3000,100000966,2024,1,50,800000,412925.66,
100,3000,100000966,2024,2,01,10024,412925.66,
100,3000,100000967,2024,1,50,800000,329125.86000000004,
100,3000,100000967,2024,2,01,10028,329125.86000000004,
100,1000,100000968,2024,1,50,410000,1710.66,
100,1000,100000968,2024,2,01,INTERNAL,1710.66,
100,1000,100000969,2024,1,50,410000,1284.68,
100,1000,100000969,2024,2,01,INTERNAL,1284.68,
100,1000,100000970,2024,1,40,400000,4505.37,MIN100
100,1000,100000970,2024,2,31,50296,4505.37,
100,1000,100000971,2024,1,40,400000,3586.27,MANT200
100,1000,100000971,2024,2,31,50066,3586.27,
100,1000,100000972,2024,1,40,400000,6699.63,MANT100
100,1000,100000972,2024,2,31,50233,6699.63,
100,1000,100000973,2024,1,40,400000,42557.829999999994,MIN300
100,1000,100000973,2024,2,31,50103,42557.829999999994,
100,2000,100000974,2024,1,40,400000,6181.599999999999,REF300
100,2000,100000974,2024,2,31,50032,6181.599999999999,
100,2000,100000975,2024,1,40,400000,13032.98,LOG100
100,2000,100000975,2024,2,31,50283,13032.98,
100,3000,100000976,2024,1,50,800000,912605.7,
100,3000,100000976,2024,2,01,10001,912605.7,
100,3000,100000977,2024,1,50,800000,841272.58,
100,3000,100000977,2024,2,01,10026,841272.58,
100,1000,100000978,2024,1,50,410000,1537.51,
100,1000,100000978,2024,2,01,INTERNAL,1537.51,
100,1000,100000979,2024,1,50,410000,770.0,
100,1000,100000979,2024,2,01,INTERNAL,770.0,
100,1000,100000980,2024,1,50,410000,1418.07,
100,1000,100000980,2024,2,01,INTERNAL,1418.07,
100,2000,100000981,2024,1,40,400000,58576.72,LAB100
100,2000,100000981,2024,2,31,50178,58576.72,
100,2000,100000982,2024,1,40,400000,11470.98,REF100
100,2000,100000982,2024,2,31,50027,11470.98,
100,3000,100000983,2024,1,50,800000,1115599.52,
100,3000,100000983,2024,2,01,10041,1115599.52,
100,1000,100000984,2024,1,50,410000,13160.91,
100,1000,100000984,2024,2,01,INTERNAL,13160.91,
100,1000,100000985,2024,1,50,410000,1227.59,
100,1000,100000985,2024,2,01,INTERNAL,1227.59,
100,1000,100000986,2024,1,50,410000,606.29,
100,1000,100000986,2024,2,01,INTERNAL,606.29,
100,1000,100000987,2024,1,50,410000,1582.1,
100,1000,100000987,2024,2,01,INTERNAL,1582.1,
100,1000,100000988,2024,1,50,410000,1369.64,
100,1000,100000988,2024,2,01,INTERNAL,1369.64,
100,1000,100000989,2024,1,50,410000,798.13,
100,1000,100000989,2024,2,01,INTERNAL,798.13,
100,1000,100000990,2024,1,40,400000,7922.53,PLAN200
100,1000,100000990,2024,2,31,50056,7922.53,
100,1000,100000991,2024,1,40,400000,19304.8,MANT100
100,1000,100000991,2024,2,31,50223,19304.8,
100,2000,100000992,2024,1,40,400000,1708.4299999999998,REF200
100,2000,100000992,2024,2,31,50138,1708.4299999999998,
100,2000,100000993,2024,1,40,400000,75664.53,REF200
100,2000,100000993,2024,2,31,50234,75664.53,
100,3000,100000994,2024,1,50,800000,933117.3,
100,3000,100000994,2024,2,01,10033,933117.3,
100,3000,100000995,2024,1,50,800000,410956.39,
100,3000,100000995,2024,2,01,10027,410956.39,
100,3000,100000996,2024,1,50,800000,133421.8,
100,3000,100000996,2024,2,01,10014,133421.8,
100,3000,100000997,2024,1,50,800000,431296.31999999995,
100,3000,100000997,2024,2,01,10002,431296.31999999995,
100,1000,100000998,2024,1,50,410000,1731.94,
100,1000,100000998,2024,2,01,INTERNAL,1731.94,
100,1000,100000999,2024,1,50,410000,1242.93,
100,1000,100000999,2024,2,01,INTERNAL,1242.93,
100,1000,100001000,2024,1,50,410000,1337.73,
100,1000,100001000,2024,2,01,INTERNAL,1337.73,
100,1000,100001001,2024,1,50,410000,1539.74,
100,1000,100001001,2024,2,01,INTERNAL,1539.74,
100,1000,100001002,2024,1,50,410000,1924.9,
100,1000,100001002,2024,2,01,INTERNAL,1924.9,
100,1000,100001003,2024,1,50,410000,1037.61,
100,1000,100001003,2024,2,01,INTERNAL,1037.61,
100,1000,100001004,2024,1,40,400000,54233.909999999996,MANT300
100,1000,100001004,2024,2,31,50008,54233.909999999996,
100,2000,100001005,2024,1,40,400000,13485.6,REF100
100,2000,100001005,2024,2,31,50000,13485.6,
100,2000,100001006,2024,1,40,400000,59105.520000000004,LOG300
100,2000,100001006,2024,2,31,50218,59105.520000000004,
100,3000,100001007,2024,1,50,800000,452853.06,
100,3000,100001007,2024,2,01,10003,452853.06,
100,3000,100001008,2024,1,50,800000,1032091.83,
100,3000,100001008,2024,2,01,10002,1032091.83,
100,3000,100001009,2024,1,50,800000,357927.0,
100,3000,100001009,2024,2,01,10013,357927.0,
100,1000,100001010,2024,1,50,410000,1370.18,
100,1000,100001010,2024,2,01,INTERNAL,1370.18,
100,1000,100001011,2024,1,50,410000,814.69,
100,1000,100001011,2024,2,01,INTERNAL,814.69,
100,1000,100001012,2024,1,50,410000,1641.33,
100,1000,100001012,2024,2,01,INTERNAL,1641.33,
100,1000,100001013,2024,1,50,410000,1029.07,
100,1000,100001013,2024,2,01,INTERNAL,1029.07,
100,1000,100001014,2024,1,50,410000,1255.35,
100,1000,100001014,2024,2,01,INTERNAL,1255.35,
100,2000,100001015,2024,1,40,400000,8954.13,LOG300
100,2000,100001015,2024,2,31,50027,8954.13,
100,1000,100001016,2024,1,40,400000,51937.490000000005,PLAN200
100,1000,100001016,2024,2,31,50240,51937.490000000005,
100,1000,100001017,2024,1,40,400000,29231.03,MIN100
100,1000,100001017,2024,2,31,50041,29231.03,
100,2000,100001018,2024,1,40,400000,11173.920000000002,LAB100
100,2000,100001018,2024,2,31,50213,11173.920000000002,
100,1000,100001019,2024,1,40,400000,24600.260000000002,MANT300
100,1000,100001019,2024,2,31,50011,24600.260000000002,
100,3000,100001020,2024,1,50,800000,756042.45,
100,3000,100001020,2024,2,01,10037,756042.45,
100,3000,100001021,2024,1,50,800000,696098.24,
100,3000,100001021,2024,2,01,10014,696098.24,
100,3000,100001022,2024,1,50,800000,313890.0,
100,3000,100001022,2024,2,01,10029,313890.0,
100,3000,100001023,2024,1,50,800000,220155.78000000003,
100,3000,100001023,2024,2,01,10018,220155.78000000003,
100,1000,100001024,2024,1,50,410000,18817.77,
100,1000,100001024,2024,2,01,INTERNAL,18817.77,
100,1000,100001025,2024,1,50,410000,776.74,
100,1000,100001025,2024,2,01,INTERNAL,776.74,
100,1000,100001026,2024,1,50,410000,1560.7,
100,1000,100001026,2024,2,01,INTERNAL,1560.7,
100,2000,100001027,2024,1,40,400000,49634.2,REF300
100,2000,100001027,2024,2,31,50075,49634.2,
100,2000,100001028,2024,1,40,400000,33840.74,LAB200
100,2000,100001028,2024,2,31,50163,33840.74,
100,2000,100001029,2024,1,40,400000,46788.439999999995,LOG200
100,2000,100001029,2024,2,31,50148,46788.439999999995,
100,1000,100001030,2024,1,40,400000,702.44,MANT100
100,1000,100001030,2024,2,31,50071,702.44,
100,3000,100001031,2024,1,50,800000,200680.2,
100,3000,100001031,2024,2,01,10022,200680.2,
100,3000,100001032,2024,1,50,800000,229058.55,
100,3000,100001032,2024,2,01,10012,229058.55,
100,3000,100001033,2024,1,50,800000,1003865.05,
100,3000,100001033,2024,2,01,10034,1003865.05,
100,3000,100001034,2024,1,50,800000,391424.6,
100,3000,100001034,2024,2,01,10032,391424.6,
100,1000,100001035,2024,1,50,410000,518.29,
100,1000,100001035,2024,2,01,INTERNAL,518.29,
100,1000,100001036,2024,1,50,410000,1027.03,
100,1000,100001036,2024,2,01,INTERNAL,1027.03,
100,1000,100001037,2024,1,50,410000,1811.45,
100,1000,100001037,2024,2,01,INTERNAL,1811.45,
100,1000,100001038,2024,1,50,410000,823.54,
100,1000,100001038,2024,2,01,INTERNAL,823.54,
100,1000,100001039,2024,1,50,410000,1612.29,
100,1000,100001039,2024,2,01,INTERNAL,1612.29,
100,2000,100001040,2024,1,40,400000,22790.270000000004,REF200
100,2000,100001040,2024,2,31,50147,22790.270000000004,
100,1000,100001041,2024,1,40,400000,50665.840000000004,MANT200
100,1000,100001041,2024,2,31,50106,50665.840000000004,
100,2000,100001042,2024,1,40,400000,47632.810000000005,LAB200
100,2000,100001042,2024,2,31,50089,47632.810000000005,
100,2000,100001043,2024,1,40,400000,53483.770000000004,LOG100
100,2000,100001043,2024,2,31,50286,53483.770000000004,
100,1000,100001044,2024,1,40,400000,7484.17,MANT300
100,1000,100001044,2024,2,31,50251,7484.17,
100,3000,100001045,2024,1,50,800000,1246721.7,
100,3000,100001045,2024,2,01,10036,1246721.7,
100,3000,100001046,2024,1,50,800000,293064.8,
100,3000,100001046,2024,2,01,10036,293064.8,
100,3000,100001047,2024,1,50,800000,585904.08,
100,3000,100001047,2024,2,01,10009,585904.08,
100,3000,100001048,2024,1,50,800000,842396.72,
100,3000,100001048,2024,2,01,10040,842396.72,
100,1000,100001049,2024,1,50,410000,1628.94,
100,1000,100001049,2024,2,01,INTERNAL,1628.94,
100,1000,100001050,2024,1,50,410000,983.91,
100,1000,100001050,2024,2,01,INTERNAL,983.91,
100,1000,100001051,2024,1,50,410000,1740.23,
100,1000,100001051,2024,2,01,INTERNAL,1740.23,
100,2000,100001052,2024,1,40,400000,11921.36,REF300
100,2000,100001052,2024,2,31,50185,11921.36,
100,1000,100001053,2024,1,40,400000,29201.13,MANT100
100,1000,100001053,2024,2,31,50070,29201.13,
100,1000,100001054,2024,1,40,400000,35912.5,MANT300
100,1000,100001054,2024,2,31,50213,35912.5,
100,1000,100001055,2024,1,40,400000,1734.16,MIN300
100,1000,100001055,2024,2,31,50155,1734.16,
100,3000,100001056,2024,1,50,800000,321279.84,
100,3000,100001056,2024,2,01,10019,321279.84,
100,3000,100001057,2024,1,50,800000,178172.94,
100,3000,100001057,2024,2,01,10027,178172.94,
100,1000,100001058,2024,1,50,410000,25861.1,
100,1000,100001058,2024,2,01,INTERNAL,25861.1,
100,1000,100001059,2024,1,50,410000,1389.76,
100,1000,100001059,2024,2,01,INTERNAL,1389.76,
100,1000,100001060,2024,1,50,410000,678.38,
100,1000,100001060,2024,2,01,INTERNAL,678.38,
100,1000,100001061,2024,1,50,410000,564.92,
100,1000,100001061,2024,2,01,INTERNAL,564.92,
100,1000,100001062,2024,1,50,410000,1501.38,
100,1000,100001062,2024,2,01,INTERNAL,1501.38,
100,1000,100001063,2024,1,50,410000,644.76,
100,1000,100001063,2024,2,01,INTERNAL,644.76,
100,1000,100001064,2024,1,40,400000,37960.86,MANT300
100,1000,100001064,2024,2,31,50102,37960.86,
100,2000,100001065,2024,1,40,400000,6710.26,LAB100
100,2000,100001065,2024,2,31,50082,6710.26,
100,3000,100001066,2024,1,50,800000,177886.4,
100,3000,100001066,2024,2,01,10018,177886.4,
100,3000,100001067,2024,1,50,800000,517268.0,
100,3000,100001067,2024,2,01,10006,517268.0,
100,1000,100001068,2024,1,50,410000,26694.84,
100,1000,100001068,2024,2,01,INTERNAL,26694.84,
100,1000,100001069,2024,1,50,410000,1136.14,
100,1000,100001069,2024,2,01,INTERNAL,1136.14,
100,1000,100001070,2024,1,50,410000,841.33,
100,1000,100001070,2024,2,01,INTERNAL,841.33,
100,1000,100001071,2024,1,50,410000,1642.11,
100,1000,100001071,2024,2,01,INTERNAL,1642.11,
100,1000,100001072,2024,1,50,410000,685.42,
100,1000,100001072,2024,2,01,INTERNAL,685.42,
100,1000,100001073,2024,1,50,410000,1279.59,
100,1000,100001073,2024,2,01,INTERNAL,1279.59,
100,1000,100001074,2024,1,50,410000,1643.41,
100,1000,100001074,2024,2,01,INTERNAL,1643.41,
100,1000,100001075,2024,1,40,400000,32554.68,PLAN100
100,1000,100001075,2024,2,31,50042,32554.68,
100,2000,100001076,2024,1,40,400000,24098.69,LOG200
100,2000,100001076,2024,2,31,50219,24098.69,
100,1000,100001077,2024,1,40,400000,58273.54,MANT100
100,1000,100001077,2024,2,31,50202,58273.54,
100,2000,100001078,2024,1,40,400000,74249.06,LOG100
100,2000,100001078,2024,2,31,50102,74249.06,
100,3000,100001079,2024,1,50,800000,700951.68,
100,3000,100001079,2024,2,01,10030,700951.68,
100,3000,100001080,2024,1,50,800000,1131399.08,
100,3000,100001080,2024,2,01,10031,1131399.08,
100,3000,100001081,2024,1,50,800000,516511.65,
100,3000,100001081,2024,2,01,10004,516511.65,
100,1000,100001082,2024,1,50,410000,25854.63,
100,1000,100001082,2024,2,01,INTERNAL,25854.63,
100,1000,100001083,2024,1,50,410000,940.34,
100,1000,100001083,2024,2,01,INTERNAL,940.34,
