MANDT,EBELN,EBELP,MATNR,WERKS,MENGE,NETPR,BRTWR
100,4500000995,10,10172,2000,45,266.89,12010.05
100,4500000995,20,10055,2000,26,524.47,13636.220000000001
100,4500000995,30,80009,2000,39,310.27,12100.529999999999
100,4500000995,40,10027,2000,1,571.09,571.09
100,4500000996,10,10077,1000,19,185.78,3529.82
100,4500000996,20,30040,1000,29,371.14,10763.06
100,4500000997,10,30041,2000,21,1427.86,29985.059999999998
100,4500000997,20,10199,2000,2,357.67,715.34
100,4500000998,10,10190,2000,33,661.46,21828.18
100,4500000999,10,10055,2000,31,491.61,15239.91
100,4500001000,10,10100,2000,6,179.67,1078.02
100,4500001000,20,80004,2000,23,383.07,8810.61
100,4500001001,10,10084,2000,41,658.99,27018.59
100,4500001001,20,10038,2000,10,597.84,5978.400000000001
100,4500001001,30,10084,2000,4,202.92,811.68
100,4500001002,10,10116,1000,28,309.29,8660.12
100,4500001002,20,80001,1000,47,339.4,15951.8
100,4500001002,30,30035,1000,35,86.07,3012.45
100,4500001003,10,10135,2000,33,181.12,5976.96
100,4500001003,20,10065,2000,8,553.81,4430.48
100,4500001003,30,30005,2000,49,224.42,10996.58
100,4500001004,10,10016,2000,44,758.43,33370.92
100,4500001005,10,10173,2000,48,159.23,7643.039999999999
100,4500001005,20,10100,2000,5,133.55,667.75
100,4500001005,30,10099,2000,10,750.99,7509.9
100,4500001005,40,10229,2000,19,627.31,11918.89
100,4500001006,10,10021,1000,17,296.71,5044.07
100,4500001006,20,80025,1000,13,74.9,973.7
100,4500001007,10,10136,2000,40,720.35,28814.0
100,4500001007,20,10169,2000,15,710.82,10662.300000000001
100,4500001008,10,30016,1000,26,380.41,9890.66
100,4500001009,10,10176,2000,12,259.14,3109.68
100,4500001009,20,10130,2000,43,766.63,32965.09
100,4500001009,30,10133,2000,17,370.62,6300.54
100,4500001009,40,10272,2000,14,664.59,9304.26
100,4500001010,10,30010,1000,36,130.36,4692.960000000001
100,4500001010,20,80028,1000,44,538.18,23679.92
100,4500001010,30,30021,1000,43,290.37,12485.91
100,4500001010,40,80029,1000,39,142.5,5557.5
100,4500001011,10,10285,2000,42,615.41,25847.219999999998
100,4500001011,20,10230,2000,11,1235.08,13585.88
100,4500001012,10,80030,1000,43,1294.38,55658.340000000004
100,4500001013,10,10088,2000,34,700.2,23806.800000000003
100,4500001013,20,10025,2000,46,483.56,22243.76
100,4500001014,10,10059,1000,1,528.75,528.75
100,4500001015,10,10236,1000,28,936.74,26228.72
100,4500001015,20,10023,1000,2,1206.63,2413.26
100,4500001015,30,80023,1000,39,1550.08,60453.119999999995
100,4500001015,40,10285,1000,44,1149.76,50589.44
100,4500001016,10,10151,1000,13,922.6,11993.800000000001
100,4500001017,10,10283,2000,19,2089.98,39709.62
100,4500001017,20,80032,2000,16,1486.41,23782.56
100,4500001018,10,10038,2000,22,64.66,1422.52
100,4500001018,20,30002,2000,3,376.93,1130.79
100,4500001018,30,80042,2000,25,366.56,9164.0
100,4500001018,40,10047,2000,5,59.78,298.9
100,4500001019,10,30012,2000,6,1618.57,9711.42
100,4500001020,10,10277,2000,21,351.2,7375.2
100,4500001020,20,80014,2000,38,704.62,26775.56
100,4500001020,30,80016,2000,31,228.12,7071.72
100,4500001020,40,80014,2000,1,911.29,911.29
100,4500001021,10,10150,1000,36,155.62,5602.32
100,4500001021,20,10273,1000,47,475.6,22353.2
100,4500001022,10,10270,1000,15,454.95,6824.25
100,4500001023,10,10186,1000,2,328.25,656.5
100,4500001024,10,10193,1000,2,569.91,1139.82
100,4500001024,20,10121,1000,9,66.71,600.39
100,4500001024,30,10044,1000,9,373.71,3363.39
100,4500001024,40,30009,1000,49,791.19,38768.310000000005
100,4500001025,10,10283,1000,1,620.79,620.79
100,4500001026,10,10171,1000,33,285.77,9430.41
100,4500001026,20,10060,1000,30,414.99,12449.7
100,4500001026,30,10148,1000,46,117.66,5412.36
100,4500001027,10,10187,1000,32,672.88,21532.16
100,4500001027,20,30013,1000,37,63.55,2351.35
100,4500001028,10,10209,1000,18,762.98,13733.64
100,4500001028,20,10235,1000,11,208.45,2292.95
100,4500001028,30,10069,1000,18,685.71,12342.78
100,4500001029,10,30019,1000,18,53.79,968.22
100,4500001029,20,10045,1000,32,440.13,14084.16
100,4500001029,30,10264,1000,12,170.69,2048.2799999999997
100,4500001030,10,10214,2000,5,957.91,4789.55
100,4500001030,20,10277,2000,50,923.61,46180.5
100,4500001031,10,10287,1000,42,1605.83,67444.86
100,4500001031,20,10030,1000,6,383.96,2303.7599999999998
100,4500001031,30,10190,1000,1,1421.87,1421.87
100,4500001032,10,10095,1000,28,110.65,3098.2000000000003
100,4500001032,20,10022,1000,48,322.05,15458.400000000001
100,4500001032,30,10225,1000,4,665.61,2662.44
100,4500001033,10,10036,1000,28,1386.67,38826.76
100,4500001033,20,80048,1000,1,149.66,149.66
100,4500001033,30,10247,1000,17,2042.71,34726.07
100,4500001033,40,80034,1000,6,1982.23,11893.380000000001
100,4500001034,10,10035,2000,30,2014.04,60421.2
100,4500001034,20,10109,2000,47,895.89,42106.83
100,4500001035,10,10215,1000,34,267.01,9078.34
100,4500001035,20,10139,1000,35,1054.4,36904.0
100,4500001036,10,30017,2000,17,2011.1,34188.7
100,4500001036,20,10277,2000,33,549.98,18149.34
100,4500001037,10,10195,1000,41,2175.01,89175.41
100,4500001037,20,10152,1000,26,2061.5,53599.0
100,4500001038,10,10228,1000,29,2086.73,60515.17
100,4500001039,10,10040,2000,24,770.69,18496.56
100,4500001039,20,10081,2000,14,473.43,6628.02
100,4500001039,30,30023,2000,1,495.55,495.55
100,4500001040,10,10021,2000,32,521.71,16694.72
100,4500001041,10,10051,1000,6,797.59,4785.54
100,4500001041,20,10236,1000,50,430.63,21531.5
100,4500001042,10,10168,1000,19,578.12,10984.28
100,4500001042,20,10227,1000,44,341.8,15039.2
100,4500001043,10,10119,1000,21,663.18,13926.779999999999
100,4500001043,20,10137,1000,45,755.37,33991.65
100,4500001043,30,80049,1000,12,798.66,9583.92
100,4500001044,10,10224,2000,19,82.87,1574.5300000000002
100,4500001045,10,10237,1000,39,463.06,18059.34
100,4500001045,20,10181,1000,46,607.37,27939.02
100,4500001046,10,10004,1000,26,265.88,6912.88
100,4500001047,10,30003,2000,38,138.89,5277.82
100,4500001047,20,10142,2000,23,144.54,3324.4199999999996
100,4500001048,10,10032,1000,5,457.07,2285.35
100,4500001048,20,80020,1000,40,732.39,29295.6
100,4500001048,30,10113,1000,42,302.61,12709.62
100,4500001049,10,10191,2000,44,1330.87,58558.28
100,4500001049,20,10075,2000,3,898.83,2696.4900000000002
100,4500001050,10,10291,1000,37,167.41,6194.17
100,4500001050,20,10009,1000,26,1339.49,34826.74
100,4500001050,30,10280,1000,4,294.76,1179.04
100,4500001050,40,10198,1000,46,1062.38,48869.48
100,4500001051,10,10256,1000,18,570.79,10274.22
100,4500001051,20,10064,1000,46,717.32,32996.72
100,4500001051,30,10111,1000,43,195.38,8401.34
100,4500001051,40,10147,1000,20,485.79,9715.800000000001
100,4500001052,10,10251,1000,30,931.64,27949.2
100,4500001052,20,10080,1000,22,829.0,18238.0
100,4500001052,30,10111,1000,11,1469.05,16159.55
100,4500001052,40,10005,1000,5,1175.78,5878.9
100,4500001053,10,10077,2000,8,116.29,930.32
100,4500001054,10,80015,2000,1,731.33,731.33
100,4500001054,20,80047,2000,22,2151.16,47325.52
100,4500001055,10,10165,2000,37,695.53,25734.61
100,4500001055,20,10044,2000,11,495.06,5445.66
100,4500001055,30,80003,2000,50,367.62,18381.0
100,4500001055,40,10085,2000,26,84.82,2205.3199999999997
100,4500001056,10,30005,2000,10,393.18,3931.8
100,4500001057,10,10237,1000,2,1599.3,3198.6
100,4500001057,20,10064,1000,1,2045.4,2045.4
100,4500001057,30,10058,1000,6,1822.41,10934.460000000001
100,4500001057,40,10082,1000,15,1638.76,24581.4
100,4500001058,10,10170,2000,36,1296.26,46665.36
100,4500001058,20,30023,2000,38,1989.51,75601.38
100,4500001058,30,10291,2000,48,1113.87,53465.759999999995
100,4500001059,10,10284,1000,34,83.34,2833.56
100,4500001059,20,10025,1000,49,794.31,38921.189999999995
100,4500001059,30,10173,1000,16,409.06,6544.96
100,4500001059,40,30041,1000,45,502.91,22630.95
100,4500001060,10,10260,1000,38,409.69,15568.22
100,4500001060,20,10088,1000,33,257.08,8483.64
100,4500001061,10,10086,1000,47,615.49,28928.03
100,4500001061,20,10083,1000,1,90.48,90.48
100,4500001062,10,80020,1000,15,151.45,2271.75
100,4500001062,20,10079,1000,4,238.97,955.88
100,4500001063,10,30024,2000,9,743.42,6690.78
100,4500001063,20,10268,2000,48,132.28,6349.4400000000005
100,4500001064,10,10208,2000,17,971.32,16512.440000000002
100,4500001065,10,10225,1000,30,1105.16,33154.8
100,4500001065,20,10203,1000,38,341.52,12977.759999999998
100,4500001066,10,30000,1000,2,1508.7,3017.4
100,4500001067,10,10152,2000,25,698.89,17472.25
100,4500001067,20,10020,2000,11,486.53,5351.83
100,4500001067,30,10271,2000,14,139.5,1953.0
100,4500001067,40,10014,2000,17,235.96,4011.32
100,4500001068,10,10200,2000,11,456.76,5024.36
100,4500001068,20,10041,2000,13,2111.65,27451.45
100,4500001068,30,10214,2000,32,169.37,5419.84
100,4500001068,40,10028,2000,24,992.32,23815.68
100,4500001069,10,30035,2000,3,337.37,1012.11
100,4500001069,20,30008,2000,26,747.4,19432.399999999998
100,4500001069,30,10043,2000,37,434.11,16062.07
100,4500001069,40,10201,2000,24,321.25,7710.0
100,4500001070,10,10273,2000,48,419.74,20147.52
100,4500001071,10,30020,2000,20,2045.62,40912.399999999994
100,4500001071,20,30014,2000,6,1521.83,9130.98
100,4500001072,10,10122,2000,9,1652.34,14871.06
100,4500001072,20,10144,2000,30,2185.62,65568.59999999999
100,4500001072,30,10095,2000,24,1540.08,36961.92
100,4500001073,10,10103,1000,3,1838.73,5516.1900000000005
100,4500001073,20,10123,1000,5,305.23,1526.15
100,4500001073,30,10187,1000,43,1250.9,53788.700000000004
100,4500001074,10,10239,1000,50,595.82,29791.000000000004
100,4500001074,20,30003,1000,37,556.35,20584.95
100,4500001074,30,10255,1000,22,647.05,14235.099999999999
100,4500001075,10,10184,2000,16,377.44,6039.04
100,4500001075,20,10288,2000,31,793.35,24593.850000000002
100,4500001076,10,10032,2000,28,206.47,5781.16
100,4500001076,20,10143,2000,9,109.31,983.79
100,4500001076,30,10175,2000,19,327.45,6221.55
100,4500001076,40,10274,2000,45,731.19,32903.55
100,4500001077,10,30039,2000,26,496.96,12920.96
100,4500001077,20,10165,2000,24,481.79,11562.960000000001
100,4500001078,10,10122,2000,1,389.9,389.9
100,4500001079,10,10136,1000,12,948.08,11376.960000000001
100,4500001080,10,10253,1000,34,1866.09,63447.06
100,4500001081,10,30023,1000,36,384.98,13859.28
100,4500001081,20,10285,1000,18,288.75,5197.5
100,4500001081,30,10107,1000,24,661.73,15881.52
100,4500001082,10,10132,1000,18,683.11,12295.98
100,4500001082,20,80033,1000,44,423.54,18635.760000000002
100,4500001082,30,10057,1000,32,195.5,6256.0
100,4500001082,40,10083,1000,42,750.32,31513.440000000002
100,4500001083,10,10227,2000,30,389.72,11691.6
100,4500001083,20,10295,2000,28,350.23,9806.44
100,4500001084,10,10001,2000,8,725.17,5801.36
100,4500001084,20,10031,2000,42,1877.57,78857.94
100,4500001084,30,30040,2000,41,1610.56,66032.95999999999
100,4500001084,40,10078,2000,29,2098.1,60844.899999999994
100,4500001085,10,80032,1000,34,543.71,18486.14
100,4500001085,20,10023,1000,3,68.99,206.96999999999997
100,4500001085,30,10077,1000,31,692.25,21459.75
100,4500001086,10,10126,1000,23,145.87,3355.01
100,4500001086,20,10191,1000,40,314.19,12567.6
100,4500001086,30,80037,1000,44,209.91,9236.039999999999
100,4500001086,40,10120,1000,10,176.73,1767.3
100,4500001087,10,10000,1000,19,322.69,6131.11
100,4500001087,20,10242,1000,45,570.12,25655.4
100,4500001088,10,10216,2000,28,322.92,9041.76
100,4500001088,20,10179,2000,3,1126.05,3378.1499999999996
100,4500001089,10,10261,1000,12,341.82,4101.84
100,4500001090,10,10195,1000,3,124.0,372.0
100,4500001090,20,10251,1000,8,166.98,1335.84
100,4500001091,10,10285,2000,44,470.17,20687.48
100,4500001091,20,10093,2000,46,117.23,5392.58
100,4500001092,10,30049,2000,26,408.86,10630.36
100,4500001092,20,10166,2000,29,615.31,17843.989999999998
100,4500001092,30,10067,2000,10,207.37,2073.7
100,4500001093,10,10125,2000,5,1935.67,9678.35
100,4500001093,20,10058,2000,35,256.4,8974.0
100,4500001093,30,10203,2000,44,1805.27,79431.88
100,4500001093,40,10141,2000,7,1878.1,13146.699999999999
100,4500001094,10,30045,2000,8,539.9,4319.2
100,4500001094,20,10165,2000,10,60.16,601.5999999999999
100,4500001094,30,80037,2000,5,214.81,1074.05
100,4500001095,10,80039,1000,26,221.93,5770.18
100,4500001095,20,30018,1000,31,542.64,16821.84
100,4500001095,30,10197,1000,5,285.37,1426.85
100,4500001096,10,10128,2000,37,292.71,10830.269999999999
100,4500001096,20,10089,2000,41,1525.36,62539.759999999995
100,4500001096,30,10188,2000,6,1039.05,6234.299999999999
100,4500001097,10,10168,1000,28,710.39,19890.92
100,4500001097,20,10291,1000,43,331.77,14266.109999999999
100,4500001097,30,30019,1000,25,1384.1,34602.5
100,4500001098,10,10110,2000,5,486.44,2432.2
100,4500001098,20,10251,2000,31,625.77,19398.87
100,4500001098,30,80008,2000,50,529.28,26464.0
100,4500001098,40,10224,2000,42,957.74,40225.08
100,4500001099,10,80032,2000,35,365.27,12784.449999999999
100,4500001099,20,10121,2000,41,751.98,30831.18
100,4500001099,30,80023,2000,44,478.75,21065.0
100,4500001099,40,30007,2000,45,281.58,12671.099999999999
100,4500001100,10,10158,1000,13,73.16,951.0799999999999
100,4500001100,20,10262,1000,44,593.81,26127.64
100,4500001100,30,10296,1000,41,301.15,12347.15
100,4500001101,10,10061,1000,38,285.43,10846.34
100,4500001101,20,10012,1000,50,873.12,43656.0
100,4500001102,10,10145,2000,31,55.17,1710.27
100,4500001102,20,10025,2000,1,155.21,155.21
100,4500001102,30,10287,2000,30,346.73,10401.900000000001
100,4500001102,40,10158,2000,35,549.04,19216.399999999998
100,4500001103,10,80003,2000,29,742.52,21533.079999999998
100,4500001103,20,10045,2000,27,662.16,17878.32
100,4500001103,30,10197,2000,23,369.97,8509.310000000001
100,4500001103,40,10017,2000,17,693.43,11788.31
100,4500001104,10,30007,1000,15,402.69,6040.35
100,4500001104,20,10019,1000,38,604.34,22964.920000000002
100,4500001104,30,10139,1000,37,369.97,13688.890000000001
100,4500001105,10,10070,2000,37,571.96,21162.52
100,4500001105,20,10114,2000,21,204.42,4292.82
100,4500001105,30,30005,2000,24,495.17,11884.08
100,4500001106,10,10270,1000,11,397.0,4367.0
100,4500001106,20,80045,1000,14,369.92,5178.88
100,4500001107,10,80013,1000,26,311.51,8099.26
100,4500001107,20,10144,1000,27,543.09,14663.43
100,4500001107,30,10126,1000,20,779.28,15585.599999999999
100,4500001108,10,10037,2000,20,508.99,10179.8
100,4500001108,20,10202,2000,37,746.0,27602.0
100,4500001108,30,80001,2000,16,614.74,9835.84
100,4500001109,10,10145,2000,15,1347.33,20209.949999999997
100,4500001109,20,10138,2000,27,693.98,18737.46
100,4500001109,30,10269,2000,49,1559.66,76423.34000000001
100,4500001109,40,80036,2000,45,1318.86,59348.7
100,4500001110,10,10098,2000,19,522.72,9931.68
100,4500001110,20,10211,2000,24,302.51,7260.24
100,4500001110,30,10299,2000,9,694.36,6249.24
100,4500001111,10,10154,1000,18,1330.03,23940.54
100,4500001112,10,10290,2000,4,667.22,2668.88
100,4500001112,20,10072,2000,48,705.98,33887.04
100,4500001113,10,10170,1000,26,698.24,18154.24
100,4500001113,20,10270,1000,46,496.18,22824.28
100,4500001113,30,10097,1000,22,486.76,10708.72
100,4500001113,40,80021,1000,44,679.69,29906.36
100,4500001114,10,10035,2000,17,579.36,9849.12
100,4500001114,20,10282,2000,20,191.86,3837.2000000000003
100,4500001115,10,10114,2000,35,463.05,16206.75
100,4500001116,10,10097,1000,27,470.9,12714.3
100,4500001116,20,80043,1000,48,425.04,20401.920000000002
100,4500001117,10,10093,1000,17,993.8,16894.6
100,4500001117,20,80035,1000,7,179.31,1255.17
100,4500001117,30,10118,1000,43,1086.6,46723.799999999996
100,4500001118,10,10016,2000,36,643.6,23169.600000000002
100,4500001119,10,30035,1000,38,769.45,29239.100000000002
100,4500001119,20,10078,1000,42,117.25,4924.5
100,4500001119,30,80039,1000,32,378.62,12115.84
100,4500001119,40,10146,1000,5,399.36,1996.8000000000002
100,4500001120,10,80019,1000,15,159.57,2393.5499999999997
100,4500001120,20,10008,1000,9,833.39,7500.51
100,4500001121,10,10117,1000,2,600.85,1201.7
100,4500001122,10,80043,2000,28,637.48,17849.440000000002
100,4500001123,10,30047,1000,31,507.25,15724.75
100,4500001123,20,10177,1000,49,660.37,32358.13
100,4500001124,10,10107,1000,4,304.3,1217.2
100,4500001124,20,10088,1000,15,1682.91,25243.65
100,4500001124,30,10284,1000,50,682.47,34123.5
100,4500001125,10,10138,1000,46,2067.58,95108.68
100,4500001125,20,10067,1000,3,406.81,1220.43
100,4500001126,10,10046,2000,30,1647.16,49414.8
100,4500001127,10,80022,2000,10,852.91,8529.1
100,4500001127,20,10032,2000,12,466.65,5599.799999999999
100,4500001127,30,80006,2000,3,1825.6,5476.799999999999
100,4500001127,40,10299,2000,45,860.8,38736.0
100,4500001128,10,10126,2000,32,236.83,7578.56
100,4500001128,20,10096,2000,29,480.05,13921.45
100,4500001129,10,10044,1000,4,390.38,1561.52
100,4500001130,10,30002,1000,36,1013.46,36484.56
100,4500001130,20,30030,1000,40,245.0,9800.0
100,4500001130,30,10037,1000,30,1935.61,58068.299999999996
100,4500001131,10,10180,2000,7,490.82,3435.74
100,4500001131,20,80017,2000,40,238.86,9554.400000000001
100,4500001132,10,10052,1000,12,181.63,2179.56
100,4500001132,20,10252,1000,25,611.33,15283.250000000002
100,4500001132,30,10127,1000,15,468.17,7022.55
100,4500001132,40,10093,1000,11,66.1,727.0999999999999
100,4500001133,10,10090,1000,25,1566.18,39154.5
100,4500001133,20,30000,1000,17,1381.32,23482.44
100,4500001133,30,80030,1000,25,1925.0,48125.0
100,4500001133,40,10098,1000,13,1694.08,22023.04
100,4500001134,10,10150,1000,20,1069.91,21398.2
100,4500001134,20,10009,1000,20,1194.62,23892.399999999998
100,4500001134,30,10265,1000,32,1208.0,38656.0
100,4500001135,10,10231,2000,32,405.62,12979.84
100,4500001135,20,10087,2000,11,734.04,8074.44
100,4500001136,10,10277,1000,6,156.32,937.92
100,4500001136,20,80009,1000,9,70.83,637.47
100,4500001136,30,10188,1000,37,593.85,21972.45
100,4500001137,10,10165,1000,50,357.88,17894.0
100,4500001138,10,10119,1000,28,233.27,6531.56
100,4500001138,20,80042,1000,47,659.27,30985.69
100,4500001138,30,80030,1000,27,179.27,4840.29
100,4500001138,40,80018,1000,47,272.49,12807.03
100,4500001139,10,80039,1000,17,517.63,8799.71
100,4500001139,20,10013,1000,42,551.62,23168.04
100,4500001139,30,10173,1000,7,195.9,1371.3
100,4500001140,10,10139,1000,37,450.82,16680.34
100,4500001141,10,10090,1000,10,338.16,3381.6000000000004
100,4500001142,10,10198,1000,12,477.51,5730.12
100,4500001143,10,10125,2000,21,440.59,9252.39
100,4500001143,20,30047,2000,48,769.82,36951.36
100,4500001143,30,80026,2000,26,261.33,6794.58
100,4500001143,40,10204,2000,48,283.09,13588.32
100,4500001144,10,80037,2000,12,133.84,1606.08
100,4500001144,20,10072,2000,46,747.62,34390.52
100,4500001144,30,10074,2000,12,106.33,1275.96
100,4500001145,10,10023,1000,19,482.5,9167.5
100,4500001146,10,30025,1000,32,753.25,24104.0
100,4500001146,20,10290,1000,50,696.4,34820.0
100,4500001146,30,10057,1000,6,403.29,2419.7400000000002
100,4500001147,10,10294,1000,45,445.13,20030.85
100,4500001147,20,80033,1000,11,435.27,4787.969999999999
100,4500001147,30,10101,1000,8,601.52,4812.16
100,4500001148,10,10216,1000,27,183.96,4966.92
100,4500001148,20,30002,1000,48,493.0,23664.0
100,4500001148,30,10001,1000,4,151.31,605.24
100,4500001148,40,10100,1000,48,478.72,22978.56
100,4500001149,10,10001,1000,21,523.86,11001.06
100,4500001150,10,10281,1000,46,144.0,6624.0
100,4500001150,20,10181,1000,36,1587.12,57136.31999999999
100,4500001151,10,10090,1000,26,391.16,10170.16
100,4500001151,20,10126,1000,28,464.11,12995.08
100,4500001151,30,30047,1000,7,50.62,354.34
100,4500001151,40,10038,1000,13,166.29,2161.77
100,4500001152,10,30017,1000,39,459.96,17938.44
100,4500001152,20,80044,1000,35,1923.21,67312.35
100,4500001153,10,10270,2000,31,294.03,9114.929999999998
100,4500001154,10,10197,2000,7,537.98,3765.86
100,4500001154,20,10216,2000,49,521.86,25571.14
100,4500001154,30,10189,2000,38,175.29,6661.0199999999995
100,4500001154,40,80025,2000,35,441.99,15469.65
100,4500001155,10,80010,1000,29,767.39,22254.31
100,4500001155,20,10059,1000,30,738.67,22160.1
100,4500001155,30,30005,1000,8,314.26,2514.08
100,4500001155,40,80003,1000,27,484.67,13086.09
100,4500001156,10,80038,1000,32,183.65,5876.8
100,4500001156,20,80045,1000,2,793.01,1586.02
100,4500001156,30,30024,1000,10,576.12,5761.2
100,4500001157,10,30041,2000,11,508.73,5596.030000000001
100,4500001157,20,10181,2000,37,672.07,24866.59
100,4500001157,30,10070,2000,21,386.16,8109.360000000001
100,4500001157,40,10157,2000,40,430.42,17216.8
100,4500001158,10,80043,2000,28,1459.39,40862.920000000006
100,4500001158,20,10004,2000,49,1073.1,52581.899999999994
100,4500001158,30,10152,2000,9,1356.6,12209.4
100,4500001159,10,10073,2000,49,1436.43,70385.07
100,4500001159,20,10216,2000,38,2215.78,84199.64000000001
100,4500001159,30,10155,2000,5,1745.38,8726.900000000001
100,4500001159,40,10293,2000,40,972.36,38894.4
100,4500001160,10,30001,1000,44,423.52,18634.879999999997
100,4500001160,20,10286,1000,23,564.19,12976.37
100,4500001160,30,10292,1000,19,354.22,6730.18
100,4500001161,10,10083,2000,26,154.66,4021.16
100,4500001162,10,10009,1000,35,184.36,6452.6
100,4500001163,10,10000,2000,36,707.94,25485.840000000004
100,4500001163,20,10293,2000,36,192.47,6928.92
100,4500001164,10,80016,2000,39,602.67,23504.129999999997
100,4500001164,20,10134,2000,48,796.13,38214.24
100,4500001165,10,10076,2000,29,641.23,18595.670000000002
100,4500001166,10,30019,2000,2,540.22,1080.44
100,4500001166,20,10271,2000,31,171.5,5316.5
100,4500001166,30,80029,2000,3,73.42,220.26
100,4500001166,40,80023,2000,49,203.03,9948.47
100,4500001167,10,10151,1000,20,2134.36,42687.200000000004
100,4500001167,20,10129,1000,9,1403.05,12627.449999999999
100,4500001167,30,10022,1000,26,1156.29,30063.54
100,4500001168,10,10084,2000,20,755.0,15100.0
100,4500001168,20,10193,2000,10,640.55,6405.5
100,4500001168,30,10064,2000,8,292.71,2341.68
100,4500001169,10,10217,2000,50,183.7,9185.0
100,4500001169,20,10092,2000,8,506.74,4053.92
100,4500001169,30,10169,2000,16,211.59,3385.44
100,4500001170,10,10157,2000,31,725.57,22492.670000000002
100,4500001170,20,10155,2000,35,266.43,9325.050000000001
100,4500001170,30,10166,2000,24,497.97,11951.28
100,4500001170,40,80007,2000,28,294.69,8251.32
100,4500001171,10,10250,1000,6,777.09,4662.54
100,4500001172,10,10085,2000,45,671.67,30225.149999999998
100,4500001173,10,80037,1000,12,759.88,9118.56
100,4500001173,20,10034,1000,46,634.35,29180.100000000002
100,4500001174,10,10080,1000,28,629.3,17620.399999999998
100,4500001174,20,10274,1000,42,459.18,19285.56
100,4500001174,30,10126,1000,40,309.88,12395.2
100,4500001174,40,10164,1000,46,556.33,25591.18
100,4500001175,10,10117,2000,49,324.59,15904.909999999998
100,4500001175,20,10109,2000,23,629.28,14473.439999999999
100,4500001175,30,10152,2000,29,705.38,20456.02
100,4500001175,40,30024,2000,48,689.88,33114.24
100,4500001176,10,10182,1000,38,275.21,10457.98
100,4500001177,10,10018,1000,22,625.88,13769.36
100,4500001177,20,10261,1000,35,203.59,7125.650000000001
100,4500001178,10,10035,1000,45,200.78,9035.1
100,4500001179,10,10259,1000,35,717.22,25102.7
100,4500001179,20,10285,1000,5,314.47,1572.3500000000001
100,4500001179,30,10089,1000,31,457.48,14181.880000000001
100,4500001179,40,10100,1000,1,263.93,263.93
100,4500001180,10,10160,2000,12,396.68,4760.16
100,4500001181,10,10167,2000,47,615.5,28928.5
100,4500001181,20,10262,2000,4,353.22,1412.88
100,4500001182,10,10149,2000,18,702.02,12636.36
100,4500001182,20,10254,2000,6,601.42,3608.5199999999995
100,4500001183,10,10158,2000,15,207.43,3111.4500000000003
100,4500001184,10,10199,2000,18,602.09,10837.62
100,4500001184,20,10263,2000,50,437.53,21876.5
100,4500001184,30,80017,2000,49,754.37,36964.13
100,4500001185,10,30046,2000,32,296.45,9486.4
100,4500001185,20,30013,2000,37,311.4,11521.8
100,4500001185,30,10266,2000,9,759.09,6831.81
100,4500001186,10,10225,1000,48,1366.01,65568.48
100,4500001187,10,80027,1000,39,730.48,28488.72
100,4500001187,20,10231,1000,6,396.59,2379.54
100,4500001188,10,10050,2000,18,646.1,11629.800000000001
100,4500001188,20,10105,2000,28,422.25,11823.0
100,4500001188,30,10081,2000,34,796.19,27070.460000000003
100,4500001189,10,80026,1000,2,580.83,1161.66
100,4500001189,20,10257,1000,22,1719.17,37821.740000000005
100,4500001190,10,80012,1000,32,675.72,21623.04
100,4500001190,20,10040,1000,18,758.95,13661.1
100,4500001191,10,10053,1000,29,401.01,11629.289999999999
100,4500001191,20,10024,1000,24,286.72,6881.280000000001
100,4500001192,10,10113,2000,24,117.07,2809.68
100,4500001192,20,80036,2000,21,608.39,12776.19
100,4500001193,10,30043,1000,43,288.81,12418.83
100,4500001194,10,10062,2000,37,646.38,23916.06
100,4500001195,10,10069,1000,20,585.56,11711.199999999999
100,4500001196,10,10105,1000,25,618.14,15453.5
100,4500001196,20,10071,1000,29,109.15,3165.3500000000004
100,4500001196,30,30003,1000,23,432.24,9941.52
100,4500001196,40,80006,1000,26,476.26,12382.76
100,4500001197,10,30010,2000,1,1455.92,1455.92
100,4500001198,10,10187,2000,41,766.72,31435.52
100,4500001199,10,10197,1000,25,642.77,16069.25
100,4500001199,20,10249,1000,37,530.46,19627.02
100,4500001199,30,10177,1000,8,352.66,2821.28
100,4500001200,10,10260,1000,16,403.65,6458.4
100,4500001200,20,10093,1000,30,71.13,2133.8999999999996
100,4500001201,10,80003,2000,21,1807.93,37966.53
100,4500001201,20,10011,2000,37,1004.7,37173.9
100,4500001202,10,10291,2000,12,179.85,2158.2
100,4500001203,10,30041,2000,18,703.38,12660.84
100,4500001203,20,30036,2000,23,133.91,3079.93
100,4500001203,30,30011,2000,16,673.37,10773.92
100,4500001203,40,30042,2000,22,453.23,9971.060000000001
100,4500001204,10,10136,1000,13,65.95,857.35
100,4500001204,20,10217,1000,36,769.89,27716.04
100,4500001204,30,10061,1000,7,618.17,4327.19
100,4500001204,40,10138,1000,50,590.63,29531.5
100,4500001205,10,80002,1000,33,1736.03,57288.99
100,4500001205,20,10033,1000,33,1176.17,38813.61
100,4500001206,10,30024,2000,15,210.84,3162.6
100,4500001206,20,10145,2000,49,406.17,19902.33
100,4500001207,10,80009,2000,1,1447.66,1447.66
100,4500001208,10,10011,2000,12,1284.39,15412.68
100,4500001208,20,10202,2000,9,872.23,7850.07
100,4500001208,30,10085,2000,3,2080.04,6240.12
