MANDT,KOKRS,BELNR,BUZEI,KSTAR,KOSTL,WTGBTR,REFBN
100,1000,301388,1,400000,MANT100,3994.8199999999997,100002128
100,1000,301389,1,400000,MANT300,602.38,100002129
100,1000,301390,1,400000,MIN200,22662.239999999998,100002130
100,1000,301391,1,400000,MANT100,13251.810000000001,100002131
100,1000,301392,1,400000,LAB100,41467.58,100002132
100,1000,301393,1,400000,MANT100,510.47,100002136
100,1000,301394,1,400000,MANT100,877.5,100002137
100,1000,301395,1,400000,MANT100,741.9,100002138
100,1000,301396,1,400000,MANT100,594.17,100002139
100,1000,301397,1,400000,PLAN200,35475.020000000004,100002140
100,1000,301398,1,400000,MANT300,64483.45,100002141
100,1000,301399,1,400000,LOG100,23032.81,100002142
100,1000,301400,1,400000,REF100,42435.42,100002143
100,1000,301401,1,400000,PLAN100,25169.62,100002144
100,1000,301402,1,400000,LOG200,7889.82,100002145
100,1000,301403,1,400000,LOG300,57729.09,100002146
100,1000,301404,1,400000,LOG300,30715.54,100002147
100,1000,301405,1,400000,LAB300,9594.68,100002148
100,1000,301406,1,400000,MANT100,41887.020000000004,100002149
100,1000,301407,1,400000,MANT100,914.32,100002152
100,1000,301408,1,400000,MANT100,1045.67,100002153
100,1000,301409,1,400000,MANT100,588.53,100002154
100,1000,301410,1,400000,MANT100,835.0,100002155
100,1000,301411,1,400000,MANT100,990.82,100002156
100,1000,301412,1,400000,MIN200,29248.250000000004,100002157
100,1000,301413,1,400000,REF100,24754.16,100002158
100,1000,301414,1,400000,REF200,27425.0,100002159
100,1000,301415,1,400000,LAB300,28737.81,100002160
100,1000,301416,1,400000,PLAN300,29719.66,100002161
100,1000,301417,1,400000,LAB300,30972.979999999996,100002162
100,1000,301418,1,400000,REF100,15814.83,100002163
100,1000,301419,1,400000,PLAN300,1473.1200000000001,100002164
100,1000,301420,1,400000,MANT300,18701.760000000002,100002165
100,1000,301421,1,400000,PLAN300,18715.18,100002166
100,1000,301422,1,400000,MANT100,57672.89,100002167
100,1000,301423,1,400000,REF300,11000.5,100002168
100,1000,301424,1,400000,MANT100,16987.63,100002171
100,1000,301425,1,400000,MANT100,1372.37,100002172
100,1000,301426,1,400000,MANT100,1263.72,100002173
100,1000,301427,1,400000,MANT100,1095.77,100002174
100,1000,301428,1,400000,MANT200,22729.29,100002175
100,1000,301429,1,400000,REF100,22064.55,100002176
100,1000,301430,1,400000,LAB100,36899.34,100002177
100,1000,301431,1,400000,LOG100,31127.100000000006,100002178
100,1000,301432,1,400000,REF100,55473.54,100002179
100,1000,301433,1,400000,PLAN100,277.58,100002180
100,1000,301434,1,400000,PLAN100,7480.620000000001,100002181
100,1000,301435,1,400000,MANT100,905.1,100002185
100,1000,301436,1,400000,MANT100,1344.85,100002186
100,1000,301437,1,400000,MANT100,1597.15,100002187
100,1000,301438,1,400000,MANT100,823.21,100002188
100,1000,301439,1,400000,MANT100,1517.03,100002189
100,1000,301440,1,400000,MANT100,555.74,100002190
100,1000,301441,1,400000,LAB200,30601.07,100002191
100,1000,301442,1,400000,REF100,10183.02,100002192
100,1000,301443,1,400000,PLAN200,65859.77,100002193
100,1000,301444,1,400000,MANT300,47638.32,100002194
100,1000,301445,1,400000,LAB200,50314.6,100002195
100,1000,301446,1,400000,MIN300,28718.36,100002196
100,1000,301447,1,400000,LOG100,22672.98,100002197
100,1000,301448,1,400000,MANT200,3371.2000000000003,100002198
100,1000,301449,1,400000,MANT100,58024.520000000004,100002199
100,1000,301450,1,400000,REF300,21850.129999999997,100002200
100,1000,301451,1,400000,MANT200,7368.8,100002201
100,1000,301452,1,400000,MANT100,1492.38,100002204
100,1000,301453,1,400000,MANT100,1546.73,100002205
100,1000,301454,1,400000,REF100,25424.53,100002206
100,1000,301455,1,400000,LAB300,47902.049999999996,100002207
100,1000,301456,1,400000,LOG200,59045.17,100002208
100,1000,301457,1,400000,LOG200,25131.88,100002209
100,1000,301458,1,400000,MIN100,6436.759999999999,100002210
100,1000,301459,1,400000,REF100,29221.1,100002211
100,1000,301460,1,400000,LOG200,14222.88,100002212
100,1000,301461,1,400000,REF200,11643.84,100002213
100,1000,301462,1,400000,MIN300,37996.96,100002214
100,1000,301463,1,400000,MANT100,11338.77,100002219
100,1000,301464,1,400000,MANT100,894.16,100002220
100,1000,301465,1,400000,MANT100,1036.46,100002221
100,1000,301466,1,400000,MANT100,1260.67,100002222
100,1000,301467,1,400000,MANT100,1859.92,100002223
100,1000,301468,1,400000,MANT100,681.52,100002224
100,1000,301469,1,400000,PLAN200,16232.259999999998,100002225
100,1000,301470,1,400000,MIN100,22793.069999999996,100002226
100,1000,301471,1,400000,PLAN200,20158.309999999998,100002227
100,1000,301472,1,400000,REF200,22788.73,100002228
100,1000,301473,1,400000,PLAN100,8462.7,100002229
100,1000,301474,1,400000,LAB300,23000.61,100002230
100,1000,301475,1,400000,REF300,18117.989999999998,100002231
100,1000,301476,1,400000,MANT100,955.25,100002234
100,1000,301477,1,400000,MANT100,1407.94,100002235
100,1000,301478,1,400000,MANT100,1783.07,100002236
100,1000,301479,1,400000,MANT100,1267.16,100002237
100,1000,301480,1,400000,MANT200,35291.399999999994,100002238
100,1000,301481,1,400000,LAB200,19386.55,100002239
100,1000,301482,1,400000,MANT300,26217.670000000002,100002240
100,1000,301483,1,400000,LOG200,46745.83,100002241
100,1000,301484,1,400000,LOG300,40008.01,100002242
100,1000,301485,1,400000,LOG200,12679.45,100002243
100,1000,301486,1,400000,REF300,39607.53,100002244
100,1000,301487,1,400000,PLAN300,1290.1,100002245
100,1000,301488,1,400000,REF100,16167.8,100002246
100,1000,301489,1,400000,MANT200,23587.199999999997,100002247
100,1000,301490,1,400000,LAB300,33536.020000000004,100002248
100,1000,301491,1,400000,MANT100,1356.86,100002251
100,1000,301492,1,400000,MANT100,1968.01,100002252
100,1000,301493,1,400000,LOG200,5824.71,100002253
100,1000,301494,1,400000,PLAN100,7894.459999999999,100002254
100,1000,301495,1,400000,LOG100,6859.3099999999995,100002255
100,1000,301496,1,400000,LOG200,41721.57,100002256
100,1000,301497,1,400000,PLAN100,17166.6,100002257
100,1000,301498,1,400000,MIN100,48022.52,100002258
100,1000,301499,1,400000,MANT300,27616.579999999998,100002259
100,1000,301500,1,400000,MIN100,47867.29000000001,100002260
100,1000,301501,1,400000,REF300,1762.2,100002261
100,1000,301502,1,400000,MANT100,712.45,100002263
100,1000,301503,1,400000,MANT100,917.77,100002264
100,1000,301504,1,400000,MANT100,843.63,100002265
100,1000,301505,1,400000,MANT100,749.94,100002266
100,1000,301506,1,400000,MIN300,26767.86,100002267
100,1000,301507,1,400000,LOG200,36605.58,100002268
100,1000,301508,1,400000,LAB200,17333.519999999997,100002269
100,1000,301509,1,400000,PLAN200,1577.25,100002270
100,1000,301510,1,400000,MIN300,18559.8,100002271
100,1000,301511,1,400000,MANT200,27817.96,100002272
100,1000,301512,1,400000,MANT100,17518.88,100002277
100,1000,301513,1,400000,MANT100,535.81,100002278
100,1000,301514,1,400000,MANT100,798.05,100002279
100,1000,301515,1,400000,MANT100,823.36,100002280
100,1000,301516,1,400000,MANT100,1457.68,100002281
100,1000,301517,1,400000,LAB300,26998.949999999997,100002282
100,1000,301518,1,400000,MANT200,31360.54,100002283
100,1000,301519,1,400000,REF100,35677.83,100002284
100,1000,301520,1,400000,LOG300,10399.57,100002285
100,1000,301521,1,400000,LAB300,7322.139999999999,100002286
100,1000,301522,1,400000,PLAN300,58346.34,100002287
100,1000,301523,1,400000,PLAN200,7440.25,100002288
100,1000,301524,1,400000,MANT100,500.85,100002292
100,1000,301525,1,400000,MANT100,745.09,100002293
100,1000,301526,1,400000,MANT100,898.26,100002294
100,1000,301527,1,400000,MANT100,1680.52,100002295
100,1000,301528,1,400000,MANT100,1202.46,100002296
100,1000,301529,1,400000,MANT100,1887.23,100002297
100,1000,301530,1,400000,MANT300,76477.34000000001,100002298
100,1000,301531,1,400000,MANT200,53481.94,100002299
100,1000,301532,1,400000,LAB200,13025.2,100002300
100,1000,301533,1,400000,PLAN300,10383.439999999999,100002301
100,1000,301534,1,400000,LOG100,19586.15,100002302
100,1000,301535,1,400000,MANT200,53118.44,100002303
100,1000,301536,1,400000,PLAN300,14977.740000000002,100002304
100,1000,301537,1,400000,REF100,6884.639999999999,100002305
100,1000,301538,1,400000,MANT300,27244.13,100002306
100,1000,301539,1,400000,MIN100,7496.4,100002307
100,1000,301540,1,400000,MANT200,54531.2,100002308
100,1000,301541,1,400000,MANT200,8495.76,100002309
100,1000,301542,1,400000,MANT100,1691.39,100002311
100,1000,301543,1,400000,MANT100,1499.38,100002312
100,1000,301544,1,400000,MANT100,861.02,100002313
100,1000,301545,1,400000,MANT100,1554.85,100002314
100,1000,301546,1,400000,MANT100,619.18,100002315
100,1000,301547,1,400000,PLAN300,39624.5,100002316
100,1000,301548,1,400000,LOG200,11774.53,100002317
100,1000,301549,1,400000,REF300,46099.09,100002318
100,1000,301550,1,400000,PLAN200,10259.66,100002319
100,1000,301551,1,400000,LAB300,15888.9,100002320
100,1000,301552,1,400000,LOG300,33412.0,100002321
100,1000,301553,1,400000,MANT100,1995.19,100002324
100,1000,301554,1,400000,MANT100,566.77,100002325
100,1000,301555,1,400000,MANT100,526.87,100002326
100,1000,301556,1,400000,MANT100,1440.56,100002327
100,1000,301557,1,400000,MANT100,1211.78,100002328
100,1000,301558,1,400000,MANT100,1893.57,100002329
100,1000,301559,1,400000,LAB100,36071.55,100002330
100,1000,301560,1,400000,LAB200,38710.4,100002331
100,1000,301561,1,400000,PLAN100,25495.05,100002332
100,1000,301562,1,400000,LOG200,26210.12,100002333
100,1000,301563,1,400000,PLAN100,21974.42,100002334
100,1000,301564,1,400000,PLAN300,8892.05,100002335
100,1000,301565,1,400000,MANT200,32152.69,100002336
100,1000,301566,1,400000,MIN200,36350.89,100002337
100,1000,301567,1,400000,MANT100,1148.6,100002341
100,1000,301568,1,400000,MANT100,1663.79,100002342
100,1000,301569,1,400000,MANT100,818.54,100002343
100,1000,301570,1,400000,MANT100,1431.61,100002344
100,1000,301571,1,400000,MANT300,46270.93000000001,100002345
100,1000,301572,1,400000,REF200,3417.6,100002346
100,1000,301573,1,400000,PLAN300,50510.53,100002347
100,1000,301574,1,400000,REF300,3017.16,100002348
100,1000,301575,1,400000,LOG200,26097.159999999996,100002349
100,1000,301576,1,400000,LAB200,28892.920000000002,100002350
100,1000,301577,1,400000,REF200,7741.509999999999,100002351
100,1000,301578,1,400000,PLAN300,52623.43,100002352
100,1000,301579,1,400000,LAB200,34013.1,100002353
100,1000,301580,1,400000,PLAN200,2014.3799999999999,100002354
100,1000,301581,1,400000,MIN300,35039.37,100002355
100,1000,301582,1,400000,MANT200,72291.28,100002356
100,1000,301583,1,400000,MANT100,904.04,100002359
100,1000,301584,1,400000,MANT100,1784.21,100002360
100,1000,301585,1,400000,MANT100,1560.36,100002361
100,1000,301586,1,400000,MANT100,1472.51,100002362
100,1000,301587,1,400000,MANT100,502.18,100002363
100,1000,301588,1,400000,REF100,12050.82,100002364
100,1000,301589,1,400000,MIN300,2815.25,100002365
100,1000,301590,1,400000,MIN200,538.89,100002366
100,1000,301591,1,400000,MIN300,5394.34,100002367
100,1000,301592,1,400000,PLAN100,27039.120000000003,100002368
100,1000,301593,1,400000,LOG100,25335.84,100002369
100,1000,301594,1,400000,MANT100,28096.13,100002374
100,1000,301595,1,400000,MANT100,1671.51,100002375
100,1000,301596,1,400000,MANT100,1228.85,100002376
100,1000,301597,1,400000,MANT100,1979.74,100002377
100,1000,301598,1,400000,MANT100,1264.55,100002378
100,1000,301599,1,400000,MIN200,45386.71000000001,100002379
100,1000,301600,1,400000,PLAN200,60007.42,100002380
100,1000,301601,1,400000,PLAN300,28361.5,100002381
100,1000,301602,1,400000,LAB200,25869.75,100002382
100,1000,301603,1,400000,MANT100,24075.309999999998,100002383
100,1000,301604,1,400000,REF300,5560.610000000001,100002384
100,1000,301605,1,400000,MIN200,10778.099999999999,100002385
100,1000,301606,1,400000,MANT100,12405.55,100002387
100,1000,301607,1,400000,MANT100,1464.53,100002388
100,1000,301608,1,400000,MANT100,1839.65,100002389
100,1000,301609,1,400000,MANT100,1011.22,100002390
100,1000,301610,1,400000,MANT100,1417.66,100002391
100,1000,301611,1,400000,REF100,23541.92,100002392
100,1000,301612,1,400000,LOG300,26485.190000000002,100002393
100,1000,301613,1,400000,MANT200,2442.74,100002394
100,1000,301614,1,400000,MANT100,12743.18,100002395
100,1000,301615,1,400000,MANT200,61650.399999999994,100002396
100,1000,301616,1,400000,REF300,10340.36,100002397
100,1000,301617,1,400000,MANT100,1924.95,100002401
100,1000,301618,1,400000,MANT100,1848.46,100002402
100,1000,301619,1,400000,MANT100,1976.61,100002403
100,1000,301620,1,400000,MANT100,736.1,100002404
100,1000,301621,1,400000,MANT100,1299.27,100002405
100,1000,301622,1,400000,MANT100,823.38,100002406
100,1000,301623,1,400000,REF200,62825.060000000005,100002407
100,1000,301624,1,400000,MIN200,27609.600000000002,100002408
100,1000,301625,1,400000,REF100,8357.800000000001,100002409
100,1000,301626,1,400000,MANT200,15407.78,100002410
100,1000,301627,1,400000,LAB100,6981.719999999999,100002411
100,1000,301628,1,400000,MANT300,21865.46,100002412
100,1000,301629,1,400000,REF100,6741.359999999999,100002413
100,1000,301630,1,400000,MANT100,32158.86,100002414
100,1000,301631,1,400000,REF200,65723.73,100002415
100,1000,301632,1,400000,LOG300,32476.36,100002416
100,1000,301633,1,400000,MIN100,15121.32,100002417
100,1000,301634,1,400000,LAB200,3378.96,100002418
100,1000,301635,1,400000,MANT100,1049.32,100002421
100,1000,301636,1,400000,MANT100,1677.71,100002422
100,1000,301637,1,400000,MANT100,1594.4,100002423
100,1000,301638,1,400000,MANT100,1571.43,100002424
100,1000,301639,1,400000,MIN200,65791.85,100002425
100,1000,301640,1,400000,PLAN300,17443.66,100002426
100,1000,301641,1,400000,MIN300,24598.36,100002427
100,1000,301642,1,400000,LAB200,32773.979999999996,100002428
100,1000,301643,1,400000,MANT200,44107.65,100002429
100,1000,301644,1,400000,MANT200,63325.81,100002430
100,1000,301645,1,400000,LOG100,40383.549999999996,100002431
100,1000,301646,1,400000,MANT200,50083.23999999999,100002432
100,1000,301647,1,400000,MANT200,7020.0,100002433
100,1000,301648,1,400000,LAB300,8971.35,100002434
100,1000,301649,1,400000,MIN100,28297.739999999998,100002435
100,1000,301650,1,400000,LAB100,9115.84,100002436
100,1000,301651,1,400000,MANT100,1581.88,100002439
100,1000,301652,1,400000,MANT100,1316.57,100002440
100,1000,301653,1,400000,MANT100,1963.39,100002441
100,1000,301654,1,400000,MANT100,1389.98,100002442
100,1000,301655,1,400000,MANT100,1518.17,100002443
100,1000,301656,1,400000,MANT100,825.17,100002444
100,1000,301657,1,400000,LOG300,52833.8,100002445
100,1000,301658,1,400000,REF100,2478.36,100002446
100,1000,301659,1,400000,MANT200,69169.62,100002447
100,1000,301660,1,400000,REF200,51064.130000000005,100002448
100,1000,301661,1,400000,LOG100,71962.39,100002449
100,1000,301662,1,400000,MANT200,57982.229999999996,100002450
100,1000,301663,1,400000,LAB200,35715.64,100002451
100,1000,301664,1,400000,MANT300,2703.54,100002452
100,1000,301665,1,400000,MIN100,25090.730000000003,100002453
100,1000,301666,1,400000,PLAN200,679.42,100002454
100,1000,301667,1,400000,PLAN100,40541.479999999996,100002455
100,1000,301668,1,400000,MANT100,673.74,100002458
100,1000,301669,1,400000,MANT100,1844.54,100002459
100,1000,301670,1,400000,MANT100,1690.72,100002460
100,1000,301671,1,400000,MANT100,1670.36,100002461
100,1000,301672,1,400000,REF200,36086.4,100002462
100,1000,301673,1,400000,MANT200,138484.76,100002463
100,1000,301674,1,400000,LOG100,105525.33,100002464
100,1000,301675,1,400000,LAB300,3018.91,100002465
100,1000,301676,1,400000,LAB200,11686.44,100002466
100,1000,301677,1,400000,MANT100,32765.499999999996,100002467
100,1000,301678,1,400000,LOG100,61926.91,100002468
100,1000,301679,1,400000,MANT100,33861.72,100002469
100,1000,301680,1,400000,LAB200,7979.34,100002470
100,1000,301681,1,400000,PLAN100,21361.5,100002471
100,1000,301682,1,400000,MANT100,1508.02,100002475
100,1000,301683,1,400000,MANT100,1823.43,100002476
100,1000,301684,1,400000,MANT100,785.43,100002477
100,1000,301685,1,400000,MANT100,970.54,100002478
100,1000,301686,1,400000,MANT100,1970.71,100002479
100,1000,301687,1,400000,LAB100,50242.06,100002480
100,1000,301688,1,400000,MANT100,112618.16,100002481
100,1000,301689,1,400000,LAB200,11146.5,100002482
100,1000,301690,1,400000,PLAN100,5335.47,100002483
100,1000,301691,1,400000,MANT300,16292.15,100002484
100,1000,301692,1,400000,MANT200,11078.58,100002485
100,1000,301693,1,400000,MANT100,600.74,100002490
100,1000,301694,1,400000,MANT100,797.66,100002491
100,1000,301695,1,400000,MANT100,848.17,100002492
100,1000,301696,1,400000,MANT100,1931.29,100002493
100,1000,301697,1,400000,MANT100,1036.82,100002494
100,1000,301698,1,400000,MANT100,803.93,100002495
100,1000,301699,1,400000,MANT100,24919.9,100002496
100,1000,301700,1,400000,REF100,110339.78,100002497
100,1000,301701,1,400000,MIN100,7033.26,100002498
100,1000,301702,1,400000,MANT200,5906.429999999999,100002499
100,1000,301703,1,400000,PLAN200,18170.7,100002500
100,1000,301704,1,400000,PLAN200,4887.2,100002501
100,1000,301705,1,400000,MANT300,85969.01000000001,100002502
100,1000,301706,1,400000,REF200,27727.77,100002503
100,1000,301707,1,400000,PLAN100,68285.4,100002504
100,1000,301708,1,400000,LOG100,63662.18,100002505
100,1000,301709,1,400000,PLAN100,42790.3,100002506
100,1000,301710,1,400000,MANT100,1336.29,100002510
100,1000,301711,1,400000,MANT100,1658.86,100002511
100,1000,301712,1,400000,MANT100,852.83,100002512
100,1000,301713,1,400000,MANT100,1413.44,100002513
100,1000,301714,1,400000,MANT100,1675.02,100002514
100,1000,301715,1,400000,MANT100,6413.82,100002515
100,1000,301716,1,400000,REF200,32873.880000000005,100002516
100,1000,301717,1,400000,PLAN100,84660.04999999999,100002517
100,1000,301718,1,400000,REF200,20984.5,100002518
100,1000,301719,1,400000,LAB100,54391.14,100002519
100,1000,301720,1,400000,MANT100,1778.72,100002524
100,1000,301721,1,400000,MANT100,876.81,100002525
100,1000,301722,1,400000,MANT100,1089.76,100002526
100,1000,301723,1,400000,MANT100,114721.0,100002527
100,1000,301724,1,400000,MIN200,4506.32,100002528
100,1000,301725,1,400000,LAB100,39088.600000000006,100002529
100,1000,301726,1,400000,PLAN200,60211.59,100002530
100,1000,301727,1,400000,LAB200,40452.700000000004,100002531
100,1000,301728,1,400000,MIN300,15476.75,100002532
100,1000,301729,1,400000,MANT300,43122.94,100002533
100,1000,301730,1,400000,LOG300,24821.899999999998,100002534
100,1000,301731,1,400000,MIN200,172044.71000000002,100002535
100,1000,301732,1,400000,MIN100,49086.24,100002536
100,1000,301733,1,400000,LAB300,41677.240000000005,100002537
100,1000,301734,1,400000,MANT100,1379.5,100002542
100,1000,301735,1,400000,MANT100,609.12,100002543
100,1000,301736,1,400000,MANT100,696.69,100002544
100,1000,301737,1,400000,MANT100,1698.97,100002545
100,1000,301738,1,400000,MIN200,91861.23,100002546
100,1000,301739,1,400000,LAB200,132249.98,100002547
100,1000,301740,1,400000,REF300,45996.479999999996,100002548
100,1000,301741,1,400000,REF300,25638.34,100002549
100,1000,301742,1,400000,MIN100,6564.09,100002550
100,1000,301743,1,400000,LOG300,17994.059999999998,100002551
100,1000,301744,1,400000,MIN300,5481.3,100002552
100,1000,301745,1,400000,LAB300,44015.17,100002553
100,1000,301746,1,400000,MIN200,46351.64,100002554
100,1000,301747,1,400000,LAB100,35872.93,100002555
100,1000,301748,1,400000,MANT100,1126.81,100002560
100,1000,301749,1,400000,MANT100,1587.18,100002561
100,1000,301750,1,400000,MANT100,1605.67,100002562
100,1000,301751,1,400000,MANT100,828.3,100002563
100,1000,301752,1,400000,MANT100,934.76,100002564
100,1000,301753,1,400000,MANT100,1356.57,100002565
100,1000,301754,1,400000,LOG200,14578.59,100002566
100,1000,301755,1,400000,PLAN200,27043.76,100002567
100,1000,301756,1,400000,LAB300,13500.85,100002568
100,1000,301757,1,400000,LOG200,24954.93,100002569
100,1000,301758,1,400000,REF300,131965.74,100002570
100,1000,301759,1,400000,MIN100,4016.5,100002571
100,1000,301760,1,400000,REF200,32153.28,100002572
100,1000,301761,1,400000,MIN200,48153.619999999995,100002573
100,1000,301762,1,400000,LOG200,170491.89,100002574
100,1000,301763,1,400000,MANT100,810.87,100002576
100,1000,301764,1,400000,MANT100,1800.1,100002577
100,1000,301765,1,400000,MANT100,1940.17,100002578
100,1000,301766,1,400000,REF200,24512.67,100002579
100,1000,301767,1,400000,PLAN300,115430.81999999999,100002580
100,1000,301768,1,400000,LOG300,16673.79,100002581
100,1000,301769,1,400000,PLAN300,9075.949999999999,100002582
100,1000,301770,1,400000,LAB100,25839.49,100002583
100,1000,301771,1,400000,REF100,71099.84000000001,100002584
100,1000,301772,1,400000,MIN100,65105.670000000006,100002585
100,1000,301773,1,400000,LOG100,23176.84,100002586
100,1000,301774,1,400000,MIN100,48088.31,100002587
100,1000,301775,1,400000,REF300,69014.84,100002588
100,1000,301776,1,400000,PLAN200,82727.92000000001,100002589
100,1000,301777,1,400000,MANT100,25945.18,100002593
100,1000,301778,1,400000,MANT100,683.96,100002594
100,1000,301779,1,400000,MANT100,539.97,100002595
100,1000,301780,1,400000,PLAN200,193840.57,100002596
100,1000,301781,1,400000,MIN100,15300.740000000002,100002597
100,1000,301782,1,400000,REF100,10251.5,100002598
100,1000,301783,1,400000,LOG300,6095.959999999999,100002599
100,1000,301784,1,400000,LOG100,29819.809999999998,100002600
100,1000,301785,1,400000,LAB300,3767.52,100002601
100,1000,301786,1,400000,MIN300,41044.3,100002602
100,1000,301787,1,400000,REF200,26288.08,100002603
100,1000,301788,1,400000,LOG200,1540.8,100002604
100,1000,301789,1,400000,LAB200,37751.380000000005,100002605
100,1000,301790,1,400000,PLAN300,2745.84,100002606
100,1000,301791,1,400000,MANT100,597.68,100002608
100,1000,301792,1,400000,MANT100,1385.48,100002609
100,1000,301793,1,400000,MANT100,680.42,100002610
100,1000,301794,1,400000,MANT100,1073.33,100002611
100,1000,301795,1,400000,MANT100,1624.86,100002612
100,1000,301796,1,400000,LAB200,21597.120000000003,100002613
100,1000,301797,1,400000,PLAN300,98366.28000000001,100002614
100,1000,301798,1,400000,LOG300,13130.66,100002615
100,1000,301799,1,400000,PLAN300,51619.31999999999,100002616
100,1000,301800,1,400000,LOG300,1196.44,100002617
100,1000,301801,1,400000,LAB200,26112.1,100002618
100,1000,301802,1,400000,MANT100,1499.88,100002622
100,1000,301803,1,400000,MANT100,1763.18,100002623
100,1000,301804,1,400000,MANT100,1345.14,100002624
100,1000,301805,1,400000,MANT100,1393.52,100002625
100,1000,301806,1,400000,MANT100,1646.91,100002626
100,1000,301807,1,400000,PLAN200,43792.899999999994,100002627
100,1000,301808,1,400000,PLAN300,63456.68,100002628
100,1000,301809,1,400000,PLAN200,107486.91,100002629
100,1000,301810,1,400000,LAB200,43584.21,100002630
100,1000,301811,1,400000,LOG300,13022.65,100002631
100,1000,301812,1,400000,LOG300,71984.72,100002632
100,1000,301813,1,400000,MANT100,1219.29,100002635
100,1000,301814,1,400000,MANT100,1290.81,100002636
100,1000,301815,1,400000,MANT100,1363.63,100002637
100,1000,301816,1,400000,MIN200,1054.2,100002638
100,1000,301817,1,400000,MIN100,21819.679999999997,100002639
100,1000,301818,1,400000,REF100,20716.379999999997,100002640
100,1000,301819,1,400000,MANT200,7182.57,100002641
100,1000,301820,1,400000,LOG300,107899.09999999999,100002642
100,1000,301821,1,400000,MIN300,41536.0,100002643
100,1000,301822,1,400000,LOG100,92758.75,100002644
100,1000,301823,1,400000,REF300,19127.920000000002,100002645
100,1000,301824,1,400000,MIN100,37912.99999999999,100002646
100,1000,301825,1,400000,PLAN100,60336.72,100002647
100,1000,301826,1,400000,LAB200,63327.6,100002648
100,1000,301827,1,400000,MANT100,972.12,100002651
100,1000,301828,1,400000,MANT100,1235.04,100002652
100,1000,301829,1,400000,LOG100,29310.620000000003,100002653
100,1000,301830,1,400000,LOG100,38317.89,100002654
100,1000,301831,1,400000,PLAN200,14292.88,100002655
100,1000,301832,1,400000,REF300,30700.399999999998,100002656
100,1000,301833,1,400000,LAB200,21828.18,100002657
100,1000,301834,1,400000,LOG100,15239.91,100002658
100,1000,301835,1,400000,REF100,9888.630000000001,100002659
100,1000,301836,1,400000,LAB200,33808.67,100002660
100,1000,301837,1,400000,PLAN300,27624.37,100002661
100,1000,301838,1,400000,LAB300,21404.019999999997,100002662
100,1000,301839,1,400000,LAB200,33370.92,100002663
100,1000,301840,1,400000,LOG200,27739.579999999998,100002664
100,1000,301841,1,400000,MANT100,23701.66,100002666
100,1000,301842,1,400000,MANT100,1846.61,100002667
100,1000,301843,1,400000,MANT100,1571.33,100002668
100,1000,301844,1,400000,MANT100,6017.7699999999995,100002669
100,1000,301845,1,400000,REF100,39476.3,100002670
100,1000,301846,1,400000,PLAN300,9890.66,100002671
100,1000,301847,1,400000,LAB300,51679.57,100002672
100,1000,301848,1,400000,PLAN300,46416.28999999999,100002673
100,1000,301849,1,400000,MANT100,1310.67,100002678
100,1000,301850,1,400000,MANT100,1565.71,100002679
100,1000,301851,1,400000,LAB100,39433.1,100002680
100,1000,301852,1,400000,MIN100,55658.340000000004,100002681
100,1000,301853,1,400000,LAB100,46050.56,100002682
100,1000,301854,1,400000,MIN300,528.75,100002683
100,1000,301855,1,400000,PLAN100,139684.54,100002684
100,1000,301856,1,400000,MIN200,11993.800000000001,100002685
100,1000,301857,1,400000,REF200,63492.18000000001,100002686
100,1000,301858,1,400000,MANT100,1685.16,100002688
100,1000,301859,1,400000,MANT100,505.47,100002689
100,1000,301860,1,400000,MANT100,1659.64,100002690
100,1000,301861,1,400000,MANT100,1185.57,100002691
100,1000,301862,1,400000,MANT100,1106.42,100002692
100,1000,301863,1,400000,MANT100,505.26,100002693
100,1000,301864,1,400000,LOG100,12016.21,100002694
100,1000,301865,1,400000,LAB100,9711.42,100002695
100,1000,301866,1,400000,LOG300,42133.770000000004,100002696
100,1000,301867,1,400000,PLAN100,27955.52,100002697
100,1000,301868,1,400000,PLAN300,6824.25,100002698
100,1000,301869,1,400000,PLAN100,656.5,100002699
100,1000,301870,1,400000,PLAN200,43871.91,100002700
100,1000,301871,1,400000,MANT300,620.79,100002701
100,1000,301872,1,400000,MIN300,27292.47,100002702
100,1000,301873,1,400000,MANT100,657.85,100002707
100,1000,301874,1,400000,MANT100,1019.92,100002708
100,1000,301875,1,400000,MANT100,1059.27,100002709
100,1000,301876,1,400000,MANT100,978.44,100002710
100,1000,301877,1,400000,MIN100,23883.51,100002711
100,1000,301878,1,400000,PLAN200,28369.370000000003,100002712
100,1000,301879,1,400000,MANT200,17100.66,100002713
100,1000,301880,1,400000,LOG200,50970.05,100002714
100,1000,301881,1,400000,PLAN200,71170.48999999999,100002715
100,1000,301882,1,400000,MIN300,21219.04,100002716
100,1000,301883,1,400000,MANT200,85595.87000000001,100002717
100,1000,301884,1,400000,MANT100,803.28,100002721
100,1000,301885,1,400000,MANT100,1716.41,100002722
100,1000,301886,1,400000,MANT100,819.83,100002723
100,1000,301887,1,400000,MANT100,1588.03,100002724
100,1000,301888,1,400000,MANT100,553.28,100002725
100,1000,301889,1,400000,MANT100,568.11,100002726
100,1000,301890,1,400000,LAB200,102528.03,100002727
100,1000,301891,1,400000,PLAN100,45982.34,100002728
100,1000,301892,1,400000,LAB200,52338.03999999999,100002729
100,1000,301893,1,400000,PLAN300,142774.41,100002730
