MANDT,VBELN,POSNR,MATNR,ARKTX,KWMENG,NETWR
100,1000682,10,50009,Concentrado Cu,79,422859.35
100,1000683,10,50001,Concentrado Cu,43,269610.43
100,1000684,10,50002,Concentrado Cu,21,123272.1
100,1000685,10,50003,Concentrado Cu,63,491313.06
100,1000685,20,50008,Concentrado Cu,90,748748.7000000001
100,1000686,10,50008,Concentrado Cu,46,277511.56
100,1000687,10,50000,Concentrado Cu,34,240316.08
100,1000687,20,50002,Concentrado Cu,80,444740.80000000005
100,1000688,10,50005,Concentrado Cu,92,599070.88
100,1000688,20,50009,Concentrado Cu,24,150947.76
100,1000689,10,50006,Concentrado Cu,74,599125.46
100,1000690,10,50005,Concentrado Cu,32,220262.4
100,1000691,10,50004,Concentrado Cu,74,446560.4
100,1000692,10,50009,Concentrado Cu,77,539635.25
100,1000693,10,50005,Concentrado Cu,88,782063.04
100,1000693,20,50001,Concentrado Cu,42,374763.48000000004
100,1000694,10,50001,Concentrado Cu,39,196085.37
100,1000694,20,50009,Concentrado Cu,53,306893.85
100,1000695,10,50004,Concentrado Cu,30,250422.3
100,1000696,10,50003,Concentrado Cu,93,562082.7
100,1000697,10,50000,Concentrado Cu,67,488653.78
100,1000698,10,50004,Concentrado Cu,43,262619.06
100,1000698,20,50000,Concentrado Cu,97,639683.9600000001
100,1000699,10,50004,Concentrado Cu,91,725835.11
100,1000700,10,50008,Concentrado Cu,36,234493.92
100,1000700,20,50001,Concentrado Cu,32,210656.0
100,1000701,10,50009,Concentrado Cu,57,325725.93
100,1000702,10,50008,Concentrado Cu,72,461383.2
100,1000702,20,50003,Concentrado Cu,73,627934.3200000001
100,1000703,10,50000,Concentrado Cu,24,185474.16
100,1000704,10,50006,Concentrado Cu,29,235832.93
100,1000704,20,50004,Concentrado Cu,88,482585.84
100,1000705,10,50009,Concentrado Cu,84,525603.12
100,1000706,10,50007,Concentrado Cu,41,347808.32999999996
100,1000706,20,50007,Concentrado Cu,42,291311.58
100,1000707,10,50001,Concentrado Cu,63,371655.9
100,1000708,10,50007,Concentrado Cu,34,302903.28
100,1000708,20,50002,Concentrado Cu,82,412137.74
100,1000709,10,50007,Concentrado Cu,40,228607.2
100,1000709,20,50006,Concentrado Cu,58,311939.66000000003
100,1000710,10,50008,Concentrado Cu,43,248298.34
100,1000710,20,50001,Concentrado Cu,49,286790.63
100,1000711,10,50002,Concentrado Cu,28,237521.19999999998
100,1000712,10,50005,Concentrado Cu,77,615159.93
100,1000712,20,50003,Concentrado Cu,43,270258.01
100,1000713,10,50005,Concentrado Cu,62,359348.27999999997
100,1000713,20,50004,Concentrado Cu,52,385552.44
100,1000714,10,50005,Concentrado Cu,73,420766.16000000003
100,1000714,20,50001,Concentrado Cu,84,540912.12
100,1000715,10,50007,Concentrado Cu,22,110638.44
100,1000716,10,50001,Concentrado Cu,65,418702.05
100,1000716,20,50004,Concentrado Cu,28,188624.80000000002
100,1000717,10,50003,Concentrado Cu,30,228051.9
100,1000717,20,50006,Concentrado Cu,80,405072.0
100,1000718,10,50002,Concentrado Cu,64,398599.68
100,1000718,20,50006,Concentrado Cu,90,804352.5
100,1000719,10,50008,Concentrado Cu,98,668112.06
100,1000720,10,50004,Concentrado Cu,25,163150.25
100,1000720,20,50004,Concentrado Cu,34,255258.06
100,1000721,10,50007,Concentrado Cu,57,336216.20999999996
100,1000722,10,50009,Concentrado Cu,96,812192.64
100,1000723,10,50006,Concentrado Cu,64,519927.68
100,1000723,20,50002,Concentrado Cu,83,699406.97
100,1000724,10,50009,Concentrado Cu,88,700430.72
100,1000724,20,50003,Concentrado Cu,60,498883.8
100,1000725,10,50007,Concentrado Cu,54,394040.16
100,1000726,10,50009,Concentrado Cu,76,531128.28
100,1000726,20,50006,Concentrado Cu,28,246754.47999999998
100,1000727,10,50008,Concentrado Cu,77,557170.46
100,1000728,10,50008,Concentrado Cu,35,288008.7
100,1000729,10,50002,Concentrado Cu,48,376782.72000000003
100,1000729,20,50001,Concentrado Cu,46,321130.60000000003
100,1000730,10,50000,Concentrado Cu,68,396040.16
100,1000731,10,50007,Concentrado Cu,45,387281.25
100,1000731,20,50000,Concentrado Cu,70,456409.80000000005
100,1000732,10,50003,Concentrado Cu,43,322880.55
100,1000733,10,50000,Concentrado Cu,76,401092.27999999997
100,1000733,20,50003,Concentrado Cu,97,690080.3099999999
100,1000734,10,50007,Concentrado Cu,66,419179.86
100,1000734,20,50006,Concentrado Cu,37,292049.51
100,1000735,10,50003,Concentrado Cu,44,320036.2
100,1000736,10,50007,Concentrado Cu,90,760477.5
100,1000736,20,50006,Concentrado Cu,67,507592.0
100,1000737,10,50002,Concentrado Cu,80,434768.0
100,1000737,20,50007,Concentrado Cu,58,499884.60000000003
100,1000738,10,50005,Concentrado Cu,28,159850.31999999998
100,1000739,10,50006,Concentrado Cu,39,212311.71000000002
100,1000739,20,50003,Concentrado Cu,61,376333.39999999997
100,1000740,10,50009,Concentrado Cu,83,420297.06
100,1000740,20,50009,Concentrado Cu,73,654577.13
100,1000741,10,50001,Concentrado Cu,29,166830.91
100,1000742,10,50002,Concentrado Cu,70,527883.2999999999
100,1000743,10,50009,Concentrado Cu,72,505916.64
100,1000743,20,50004,Concentrado Cu,47,315186.23
100,1000744,10,50000,Concentrado Cu,60,422630.4
100,1000744,20,50001,Concentrado Cu,69,552053.13
100,1000745,10,50001,Concentrado Cu,87,605847.12
100,1000745,20,50009,Concentrado Cu,54,284455.8
100,1000746,10,50005,Concentrado Cu,69,553645.65
100,1000746,20,50006,Concentrado Cu,22,154901.78
100,1000747,10,50000,Concentrado Cu,73,525608.76
100,1000747,20,50000,Concentrado Cu,45,331140.15
100,1000748,10,50006,Concentrado Cu,22,136177.36000000002
100,1000748,20,50000,Concentrado Cu,35,217287.0
100,1000749,10,50003,Concentrado Cu,35,303717.05
100,1000749,20,50000,Concentrado Cu,80,455866.4
100,1000750,10,50003,Concentrado Cu,78,661375.26
100,1000751,10,50004,Concentrado Cu,46,329722.02
100,1000751,20,50001,Concentrado Cu,44,224136.88
100,1000752,10,50001,Concentrado Cu,46,264171.56
100,1000752,20,50001,Concentrado Cu,28,168384.72
100,1000753,10,50002,Concentrado Cu,48,305293.44
100,1000753,20,50009,Concentrado Cu,83,490939.19
100,1000754,10,50001,Concentrado Cu,41,227829.62
100,1000755,10,50007,Concentrado Cu,83,536736.1
100,1000756,10,50000,Concentrado Cu,87,747396.12
100,1000756,20,50005,Concentrado Cu,89,482852.59
100,1000757,10,50007,Concentrado Cu,29,195198.13
100,1000757,20,50000,Concentrado Cu,73,384369.82
100,1000758,10,50000,Concentrado Cu,67,409340.52
100,1000759,10,50008,Concentrado Cu,94,589085.78
100,1000760,10,50006,Concentrado Cu,46,329675.10000000003
100,1000761,10,50004,Concentrado Cu,30,213030.6
100,1000762,10,50006,Concentrado Cu,90,644929.2
100,1000762,20,50006,Concentrado Cu,87,597383.76
100,1000763,10,50009,Concentrado Cu,93,732228.06
100,1000763,20,50006,Concentrado Cu,52,368881.76
100,1000764,10,50008,Concentrado Cu,83,456911.68
100,1000765,10,50001,Concentrado Cu,96,861970.56
100,1000766,10,50003,Concentrado Cu,31,231492.5
100,1000767,10,50003,Concentrado Cu,25,129401.25
100,1000767,20,50000,Concentrado Cu,37,213784.89
100,1000768,10,50006,Concentrado Cu,39,261598.34999999998
100,1000769,10,50002,Concentrado Cu,80,659286.4
100,1000769,20,50005,Concentrado Cu,85,529176.0
100,1000770,10,50005,Concentrado Cu,84,511877.51999999996
100,1000771,10,50006,Concentrado Cu,25,170495.25
100,1000772,10,50003,Concentrado Cu,89,781398.64
100,1000772,20,50000,Concentrado Cu,99,813532.5
100,1000773,10,50001,Concentrado Cu,40,223330.0
100,1000774,10,50007,Concentrado Cu,100,640553.0
100,1000775,10,50000,Concentrado Cu,75,438302.25
100,1000776,10,50003,Concentrado Cu,87,536862.21
100,1000776,20,50002,Concentrado Cu,71,631537.19
100,1000777,10,50000,Concentrado Cu,78,553576.14
100,1000778,10,50001,Concentrado Cu,56,311516.24
100,1000778,20,50004,Concentrado Cu,42,281593.62
100,1000779,10,50008,Concentrado Cu,28,205686.31999999998
100,1000779,20,50005,Concentrado Cu,58,439466.0
100,1000780,10,50004,Concentrado Cu,81,717176.43
100,1000781,10,50002,Concentrado Cu,48,381700.80000000005
100,1000781,20,50003,Concentrado Cu,67,360957.14
100,1000782,10,50006,Concentrado Cu,33,176197.23
100,1000783,10,50001,Concentrado Cu,39,259748.19
100,1000784,10,50002,Concentrado Cu,54,424158.66
100,1000785,10,50005,Concentrado Cu,31,199821.97
100,1000785,20,50008,Concentrado Cu,55,391607.7
100,1000786,10,50009,Concentrado Cu,35,208012.35
100,1000786,20,50002,Concentrado Cu,54,380523.42
100,1000787,10,50003,Concentrado Cu,87,524685.69
100,1000787,20,50005,Concentrado Cu,35,230260.80000000002
100,1000788,10,50001,Concentrado Cu,31,166727.30000000002
100,1000789,10,50007,Concentrado Cu,100,838973.0
100,1000790,10,50009,Concentrado Cu,46,411041.28
100,1000791,10,50006,Concentrado Cu,95,764979.9
100,1000792,10,50006,Concentrado Cu,54,290195.45999999996
100,1000793,10,50009,Concentrado Cu,68,433763.16
100,1000793,20,50001,Concentrado Cu,47,237807.30999999997
100,1000794,10,50007,Concentrado Cu,37,292450.96
100,1000795,10,50002,Concentrado Cu,96,532681.92
100,1000795,20,50000,Concentrado Cu,91,745714.97
100,1000796,10,50007,Concentrado Cu,69,599772.8400000001
100,1000796,20,50002,Concentrado Cu,92,717335.04
100,1000797,10,50004,Concentrado Cu,22,144960.63999999998
100,1000798,10,50008,Concentrado Cu,77,673614.48
100,1000798,20,50004,Concentrado Cu,71,516718.82999999996
100,1000799,10,50008,Concentrado Cu,42,222222.42
100,1000800,10,50005,Concentrado Cu,92,606438.24
100,1000801,10,50008,Concentrado Cu,60,463575.0
100,1000802,10,50002,Concentrado Cu,100,816962.0
100,1000802,20,50005,Concentrado Cu,26,202332.26
100,1000803,10,50006,Concentrado Cu,68,537931.0
100,1000803,20,50005,Concentrado Cu,78,567588.06
100,1000804,10,50002,Concentrado Cu,55,472948.85
100,1000805,10,50008,Concentrado Cu,76,464979.39999999997
100,1000805,20,50002,Concentrado Cu,37,257921.45
100,1000806,10,50004,Concentrado Cu,89,670053.4099999999
100,1000806,20,50009,Concentrado Cu,74,655502.36
100,1000807,10,50002,Concentrado Cu,84,463309.56
100,1000807,20,50009,Concentrado Cu,35,310468.9
100,1000808,10,50005,Concentrado Cu,23,127523.5
100,1000808,20,50000,Concentrado Cu,25,129287.5
100,1000809,10,50006,Concentrado Cu,61,465368.39
100,1000810,10,50004,Concentrado Cu,50,360627.5
100,1000811,10,50002,Concentrado Cu,61,464410.07999999996
100,1000812,10,50009,Concentrado Cu,89,517334.75
100,1000813,10,50001,Concentrado Cu,97,860357.02
100,1000813,20,50002,Concentrado Cu,70,363556.9
100,1000814,10,50009,Concentrado Cu,28,181539.4
100,1000814,20,50009,Concentrado Cu,64,415224.32
100,1000815,10,50003,Concentrado Cu,52,359751.08
100,1000816,10,50004,Concentrado Cu,79,532202.46
100,1000817,10,50009,Concentrado Cu,83,723514.3200000001
100,1000817,20,50006,Concentrado Cu,97,690324.75
100,1000818,10,50002,Concentrado Cu,35,238180.95
100,1000819,10,50009,Concentrado Cu,76,675646.08
100,1000820,10,50000,Concentrado Cu,89,506436.7
100,1000820,20,50000,Concentrado Cu,53,379500.14
100,1000821,10,50004,Concentrado Cu,88,580845.76
100,1000822,10,50009,Concentrado Cu,25,213033.5
100,1000823,10,50002,Concentrado Cu,26,160505.02000000002
100,1000823,20,50006,Concentrado Cu,68,525614.84
100,1000824,10,50006,Concentrado Cu,83,551272.72
100,1000824,20,50005,Concentrado Cu,75,453639.00000000006
100,1000825,10,50006,Concentrado Cu,46,274692.68
100,1000825,20,50004,Concentrado Cu,41,285242.74
100,1000826,10,50008,Concentrado Cu,69,566877.78
100,1000826,20,50009,Concentrado Cu,94,630019.96
100,1000827,10,50009,Concentrado Cu,27,168056.1
100,1000828,10,50009,Concentrado Cu,37,308951.48000000004
100,1000828,20,50001,Concentrado Cu,55,459743.89999999997
100,1000829,10,50004,Concentrado Cu,68,403253.6
100,1000830,10,50006,Concentrado Cu,90,680945.4
100,1000830,20,50003,Concentrado Cu,60,374239.19999999995
100,1000831,10,50009,Concentrado Cu,43,349857.88999999996
100,1000831,20,50001,Concentrado Cu,89,684579.1
100,1000832,10,50004,Concentrado Cu,31,230460.51
100,1000833,10,50002,Concentrado Cu,75,454881.0
100,1000833,20,50002,Concentrado Cu,38,281679.94
100,1000834,10,50008,Concentrado Cu,95,503290.05
100,1000834,20,50000,Concentrado Cu,53,417853.06
100,1000835,10,50003,Concentrado Cu,38,311212.4
100,1000835,20,50008,Concentrado Cu,79,525572.78
100,1000836,10,50006,Concentrado Cu,64,353665.28
100,1000837,10,50007,Concentrado Cu,34,226225.12
100,1000837,20,50001,Concentrado Cu,99,809040.87
100,1000838,10,50005,Concentrado Cu,92,591502.96
100,1000838,20,50000,Concentrado Cu,21,118264.23
100,1000839,10,50001,Concentrado Cu,60,326638.8
100,1000840,10,50006,Concentrado Cu,43,264169.63999999996
100,1000841,10,50002,Concentrado Cu,94,492991.46
100,1000841,20,50002,Concentrado Cu,93,726314.19
100,1000842,10,50003,Concentrado Cu,59,373123.08
100,1000843,10,50006,Concentrado Cu,41,221231.9
100,1000844,10,50000,Concentrado Cu,36,285943.68
100,1000845,10,50002,Concentrado Cu,24,180868.32
100,1000846,10,50002,Concentrado Cu,48,403656.0
100,1000846,20,50002,Concentrado Cu,76,531400.36
100,1000847,10,50004,Concentrado Cu,24,162333.59999999998
100,1000847,20,50006,Concentrado Cu,70,624315.3
100,1000848,10,50009,Concentrado Cu,44,346241.27999999997
100,1000848,20,50009,Concentrado Cu,73,465386.68
100,1000849,10,50002,Concentrado Cu,78,449209.02
100,1000849,20,50002,Concentrado Cu,69,382174.44
100,1000850,10,50008,Concentrado Cu,94,543475.1
100,1000850,20,50002,Concentrado Cu,73,603440.63
100,1000851,10,50002,Concentrado Cu,60,411147.6
100,1000851,20,50003,Concentrado Cu,35,234559.15
100,1000852,10,50003,Concentrado Cu,93,722535.6
100,1000852,20,50001,Concentrado Cu,47,378456.22000000003
100,1000853,10,50008,Concentrado Cu,22,165857.12
100,1000854,10,50004,Concentrado Cu,39,248992.38
100,1000854,20,50009,Concentrado Cu,39,306907.38
100,1000855,10,50005,Concentrado Cu,43,225353.97
100,1000855,20,50000,Concentrado Cu,37,187687.68000000002
100,1000856,10,50002,Concentrado Cu,21,110974.07999999999
100,1000856,20,50007,Concentrado Cu,32,177402.24
100,1000857,10,50002,Concentrado Cu,59,312297.03
100,1000858,10,50008,Concentrado Cu,73,402464.33
100,1000858,20,50007,Concentrado Cu,47,420805.56999999995
100,1000859,10,50001,Concentrado Cu,51,287169.27
100,1000859,20,50000,Concentrado Cu,93,630741.81
100,1000860,10,50005,Concentrado Cu,27,151757.82
100,1000861,10,50005,Concentrado Cu,27,182449.53
100,1000862,10,50004,Concentrado Cu,89,609674.9199999999
100,1000862,20,50001,Concentrado Cu,80,605501.6000000001
100,1000863,10,50000,Concentrado Cu,41,206693.30000000002
100,1000863,20,50005,Concentrado Cu,98,757782.06
100,1000864,10,50008,Concentrado Cu,34,266727.28
100,1000864,20,50008,Concentrado Cu,39,330677.88
100,1000865,10,50000,Concentrado Cu,77,507617.11000000004
100,1000866,10,50002,Concentrado Cu,78,625961.7
100,1000866,20,50003,Concentrado Cu,49,279752.76
100,1000867,10,50001,Concentrado Cu,72,493068.24
100,1000867,20,50004,Concentrado Cu,78,551924.1
100,1000868,10,50003,Concentrado Cu,71,563193.3
100,1000868,20,50008,Concentrado Cu,88,477599.76
100,1000869,10,50000,Concentrado Cu,64,504372.48
100,1000870,10,50009,Concentrado Cu,59,335193.16
100,1000871,10,50005,Concentrado Cu,32,211978.24
100,1000872,10,50007,Concentrado Cu,67,499805.93
100,1000872,20,50007,Concentrado Cu,28,146130.88
100,1000873,10,50006,Concentrado Cu,100,817547.0
100,1000873,20,50004,Concentrado Cu,63,328269.69
100,1000874,10,50000,Concentrado Cu,34,176558.59999999998
100,1000875,10,50009,Concentrado Cu,80,498360.0
100,1000876,10,50006,Concentrado Cu,20,127449.2
100,1000876,20,50003,Concentrado Cu,57,325376.51999999996
100,1000877,10,50004,Concentrado Cu,52,274287.0
100,1000877,20,50006,Concentrado Cu,29,149055.65000000002
100,1000878,10,50005,Concentrado Cu,46,291596.3
100,1000878,20,50004,Concentrado Cu,72,598531.68
100,1000879,10,50001,Concentrado Cu,24,138135.36000000002
100,1000879,20,50008,Concentrado Cu,89,445435.21
100,1000880,10,50002,Concentrado Cu,54,350186.22000000003
100,1000881,10,50007,Concentrado Cu,41,231280.59
100,1000882,10,50000,Concentrado Cu,84,596574.72
100,1000883,10,50004,Concentrado Cu,23,162027.87
100,1000883,20,50003,Concentrado Cu,76,629542.96
100,1000884,10,50009,Concentrado Cu,34,247776.7
100,1000885,10,50009,Concentrado Cu,92,508071.84
100,1000885,20,50006,Concentrado Cu,58,300118.1
100,1000886,10,50005,Concentrado Cu,84,467551.56
100,1000886,20,50009,Concentrado Cu,59,330418.88
100,1000887,10,50004,Concentrado Cu,21,110746.65
100,1000888,10,50003,Concentrado Cu,55,365831.95
100,1000888,20,50000,Concentrado Cu,77,484068.97
100,1000889,10,50005,Concentrado Cu,92,466587.2
100,1000889,20,50006,Concentrado Cu,34,290138.32
100,1000890,10,50009,Concentrado Cu,42,246802.5
100,1000890,20,50004,Concentrado Cu,74,490885.66000000003
100,1000891,10,50008,Concentrado Cu,92,637881.08
100,1000891,20,50004,Concentrado Cu,38,209084.36000000002
100,1000892,10,50003,Concentrado Cu,59,307660.81
100,1000892,20,50006,Concentrado Cu,68,488970.32
100,1000893,10,50001,Concentrado Cu,63,514238.76
100,1000894,10,50009,Concentrado Cu,65,367543.15
100,1000894,20,50004,Concentrado Cu,93,757263.66
100,1000895,10,50000,Concentrado Cu,21,122628.03
100,1000895,20,50007,Concentrado Cu,34,202735.54
100,1000896,10,50003,Concentrado Cu,70,619922.8
100,1000897,10,50006,Concentrado Cu,94,484307.74
100,1000898,10,50004,Concentrado Cu,75,602513.25
100,1000898,20,50005,Concentrado Cu,55,368027.55
100,1000899,10,50007,Concentrado Cu,46,388297.5
100,1000900,10,50007,Concentrado Cu,46,263168.3
100,1000901,10,50002,Concentrado Cu,38,263286.04
100,1000902,10,50000,Concentrado Cu,89,448641.88
100,1000903,10,50009,Concentrado Cu,41,302583.69
100,1000904,10,50001,Concentrado Cu,67,543136.8400000001
100,1000905,10,50009,Concentrado Cu,24,146831.28
100,1000906,10,50000,Concentrado Cu,69,395301.69
100,1000907,10,50001,Concentrado Cu,92,534759.2000000001
100,1000907,20,50007,Concentrado Cu,63,471778.02
100,1000908,10,50002,Concentrado Cu,70,474974.5
100,1000909,10,50006,Concentrado Cu,81,445606.92
100,1000909,20,50009,Concentrado Cu,41,264435.64999999997
100,1000910,10,50003,Concentrado Cu,34,197959.56
100,1000911,10,50001,Concentrado Cu,21,159004.86
100,1000911,20,50009,Concentrado Cu,53,325020.38
100,1000912,10,50004,Concentrado Cu,37,323926.12
100,1000912,20,50001,Concentrado Cu,69,441314.33999999997
100,1000913,10,50003,Concentrado Cu,78,445747.38
100,1000914,10,50007,Concentrado Cu,88,467333.68
100,1000915,10,50008,Concentrado Cu,77,541490.18
100,1000916,10,50000,Concentrado Cu,77,655989.18
100,1000916,20,50003,Concentrado Cu,23,162212.33
100,1000917,10,50008,Concentrado Cu,28,190877.4
100,1000918,10,50008,Concentrado Cu,41,303504.55
100,1000919,10,50004,Concentrado Cu,58,485447.82000000007
100,1000920,10,50002,Concentrado Cu,59,304918.49
100,1000920,20,50005,Concentrado Cu,48,374092.80000000005
100,1000921,10,50008,Concentrado Cu,30,233989.5
100,1000921,20,50007,Concentrado Cu,67,543741.18
100,1000922,10,50000,Concentrado Cu,30,206862.90000000002
100,1000923,10,50000,Concentrado Cu,77,574631.75
100,1000924,10,50008,Concentrado Cu,75,546561.0
100,1000925,10,50004,Concentrado Cu,20,124769.59999999999
100,1000926,10,50009,Concentrado Cu,68,447074.16
100,1000927,10,50001,Concentrado Cu,57,374011.76999999996
100,1000927,20,50001,Concentrado Cu,99,721628.8200000001
100,1000928,10,50009,Concentrado Cu,54,360984.6
100,1000929,10,50000,Concentrado Cu,37,312729.92
100,1000929,20,50007,Concentrado Cu,64,554811.52
100,1000930,10,50003,Concentrado Cu,32,247041.28
100,1000930,20,50005,Concentrado Cu,79,579393.9
100,1000931,10,50001,Concentrado Cu,93,812289.8999999999
100,1000931,20,50001,Concentrado Cu,87,656754.2999999999
100,1000932,10,50006,Concentrado Cu,58,486646.10000000003
100,1000932,20,50006,Concentrado Cu,94,550767.62
100,1000933,10,50001,Concentrado Cu,90,534618.9
100,1000933,20,50005,Concentrado Cu,97,677019.26
100,1000934,10,50002,Concentrado Cu,91,790447.84
100,1000935,10,50002,Concentrado Cu,70,611736.3
100,1000936,10,50009,Concentrado Cu,95,723041.2
100,1000936,20,50004,Concentrado Cu,41,277044.38
100,1000937,10,50001,Concentrado Cu,62,518999.51999999996
100,1000937,20,50005,Concentrado Cu,36,309124.8
100,1000938,10,50005,Concentrado Cu,75,545518.5
100,1000938,20,50009,Concentrado Cu,99,522498.24000000005
100,1000939,10,50001,Concentrado Cu,23,115347.76
100,1000940,10,50003,Concentrado Cu,47,361605.77999999997
100,1000940,20,50002,Concentrado Cu,75,672868.5
100,1000941,10,50006,Concentrado Cu,57,334356.87
100,1000941,20,50002,Concentrado Cu,48,427269.12
100,1000942,10,50001,Concentrado Cu,36,194521.68
100,1000942,20,50008,Concentrado Cu,94,734662.64
100,1000943,10,50009,Concentrado Cu,38,253411.36000000002
100,1000944,10,50001,Concentrado Cu,97,669544.4400000001
100,1000944,20,50007,Concentrado Cu,93,791482.08
100,1000945,10,50002,Concentrado Cu,74,379213.74
100,1000946,10,50008,Concentrado Cu,68,534869.64
100,1000946,20,50004,Concentrado Cu,41,280316.58999999997
100,1000947,10,50001,Concentrado Cu,77,577399.9
100,1000947,20,50009,Concentrado Cu,23,205223.94
100,1000948,10,50007,Concentrado Cu,93,486060.78
100,1000949,10,50008,Concentrado Cu,37,305691.04
100,1000950,10,50000,Concentrado Cu,71,465199.10000000003
100,1000950,20,50009,Concentrado Cu,24,203815.44
100,1000951,10,50009,Concentrado Cu,36,211600.08
100,1000951,20,50002,Concentrado Cu,95,685838.25
100,1000952,10,50003,Concentrado Cu,55,474163.8
100,1000953,10,50004,Concentrado Cu,22,115842.54
100,1000953,20,50003,Concentrado Cu,37,275746.94
100,1000954,10,50007,Concentrado Cu,84,642400.08
100,1000955,10,50009,Concentrado Cu,83,536529.43
100,1000955,20,50002,Concentrado Cu,96,829444.7999999999
100,1000956,10,50007,Concentrado Cu,49,265474.16000000003
100,1000957,10,50004,Concentrado Cu,98,535042.76
100,1000957,20,50001,Concentrado Cu,76,380893.0
100,1000958,10,50001,Concentrado Cu,80,676558.3999999999
100,1000959,10,50005,Concentrado Cu,39,294163.74
100,1000960,10,50001,Concentrado Cu,55,339628.30000000005
100,1000960,20,50009,Concentrado Cu,41,239651.56
100,1000961,10,50001,Concentrado Cu,78,484862.04000000004
100,1000961,20,50006,Concentrado Cu,66,444649.92
100,1000962,10,50003,Concentrado Cu,28,155009.4
100,1000962,20,50000,Concentrado Cu,57,288184.01999999996
100,1000963,10,50003,Concentrado Cu,76,530646.44
100,1000963,20,50006,Concentrado Cu,74,398048.22
100,1000964,10,50008,Concentrado Cu,67,469548.73
100,1000965,10,50008,Concentrado Cu,81,717669.7200000001
100,1000966,10,50001,Concentrado Cu,57,464723.85000000003
100,1000967,10,50006,Concentrado Cu,81,416880.27
100,1000967,20,50005,Concentrado Cu,29,174707.02
100,1000968,10,50009,Concentrado Cu,32,184632.64
100,1000969,10,50005,Concentrado Cu,43,303927.87
100,1000970,10,50002,Concentrado Cu,51,404519.25
100,1000971,10,50003,Concentrado Cu,51,337481.27999999997
100,1000971,20,50009,Concentrado Cu,67,377680.34
100,1000972,10,50006,Concentrado Cu,75,590904.0
100,1000972,20,50003,Concentrado Cu,63,367511.13
100,1000973,10,50002,Concentrado Cu,93,670137.5399999999
100,1000973,20,50005,Concentrado Cu,51,286435.38
100,1000974,10,50009,Concentrado Cu,50,373182.0
100,1000974,20,50008,Concentrado Cu,29,193172.48
100,1000975,10,50008,Concentrado Cu,30,162180.6
100,1000976,10,50005,Concentrado Cu,71,413252.66
100,1000976,20,50003,Concentrado Cu,96,521811.83999999997
100,1000977,10,50000,Concentrado Cu,47,309337.55
100,1000977,20,50009,Concentrado Cu,53,372193.03
100,1000978,10,50001,Concentrado Cu,43,325429.16
100,1000979,10,50004,Concentrado Cu,92,629340.72
100,1000979,20,50009,Concentrado Cu,72,490031.27999999997
100,1000980,10,50004,Concentrado Cu,25,207552.5
100,1000981,10,50001,Concentrado Cu,27,238141.34999999998
100,1000981,20,50006,Concentrado Cu,83,614364.34
100,1000982,10,50004,Concentrado Cu,89,477445.84
100,1000983,10,50007,Concentrado Cu,20,112925.8
100,1000983,20,50008,Concentrado Cu,91,747293.8200000001
100,1000984,10,50008,Concentrado Cu,52,429343.2
100,1000984,20,50005,Concentrado Cu,41,368727.76
100,1000985,10,50004,Concentrado Cu,29,145234.03
100,1000985,20,50005,Concentrado Cu,56,388989.44
100,1000986,10,50009,Concentrado Cu,89,657606.76
100,1000986,20,50009,Concentrado Cu,55,389531.45
100,1000987,10,50006,Concentrado Cu,97,594543.0700000001
100,1000987,20,50009,Concentrado Cu,96,564827.52
100,1000988,10,50002,Concentrado Cu,49,272993.7
100,1000989,10,50005,Concentrado Cu,83,740804.88
100,1000990,10,50003,Concentrado Cu,38,326945.16
100,1000991,10,50004,Concentrado Cu,85,426620.94999999995
100,1000992,10,50001,Concentrado Cu,78,611344.5
100,1000992,20,50004,Concentrado Cu,34,267940.06
100,1000993,10,50003,Concentrado Cu,35,292460.35000000003
100,1000994,10,50008,Concentrado Cu,25,155207.0
100,1000995,10,50000,Concentrado Cu,43,241010.69999999998
100,1000995,20,50006,Concentrado Cu,32,245942.4
100,1000996,10,50007,Concentrado Cu,90,469780.19999999995
100,1000996,20,50001,Concentrado Cu,99,518710.5
100,1000997,10,50000,Concentrado Cu,32,172590.4
100,1000998,10,50006,Concentrado Cu,65,367553.55
100,1000999,10,50002,Concentrado Cu,29,160194.84
100,1000999,20,50001,Concentrado Cu,58,391403.72000000003
100,1001000,10,50000,Concentrado Cu,43,240343.34
100,1001000,20,50003,Concentrado Cu,57,488599.44
100,1001001,10,50004,Concentrado Cu,64,568951.04
100,1001002,10,50006,Concentrado Cu,55,400017.2
100,1001002,20,50000,Concentrado Cu,34,287923.9
100,1001003,10,50009,Concentrado Cu,67,539644.13
100,1001003,20,50001,Concentrado Cu,92,802434.1200000001
100,1001004,10,50001,Concentrado Cu,30,218250.0
100,1001004,20,50007,Concentrado Cu,69,466037.04
100,1001005,10,50003,Concentrado Cu,40,266211.6
100,1001006,10,50005,Concentrado Cu,23,145621.28
100,1001007,10,50005,Concentrado Cu,44,264982.52
100,1001008,10,50002,Concentrado Cu,81,616401.0900000001
100,1001008,20,50006,Concentrado Cu,45,225197.55000000002
100,1001009,10,50000,Concentrado Cu,76,655849.6
100,1001010,10,50000,Concentrado Cu,38,298881.78
100,1001011,10,50002,Concentrado Cu,73,367602.44999999995
100,1001011,20,50008,Concentrado Cu,24,132916.8
100,1001012,10,50000,Concentrado Cu,24,186163.68
100,1001013,10,50000,Concentrado Cu,89,584239.61
100,1001014,10,50009,Concentrado Cu,26,194650.30000000002
