MANDT,KOKRS,BELNR,GJAHR,BUDAT
100,1000,301473,2024,2024-06-18
100,1000,301474,2024,2024-06-18
100,1000,301475,2024,2024-06-18
100,1000,301476,2024,2024-06-18
100,1000,301477,2024,2024-06-18
100,1000,301478,2024,2024-06-18
100,1000,301479,2024,2024-06-18
100,1000,301480,2024,2024-06-19
100,1000,301481,2024,2024-06-19
100,1000,301482,2024,2024-06-19
100,1000,301483,2024,2024-06-19
100,1000,301484,2024,2024-06-19
100,1000,301485,2024,2024-06-19
100,1000,301486,2024,2024-06-19
100,1000,301487,2024,2024-06-19
100,1000,301488,2024,2024-06-19
100,1000,301489,2024,2024-06-19
100,1000,301490,2024,2024-06-19
100,1000,301491,2024,2024-06-19
100,1000,301492,2024,2024-06-19
100,1000,301493,2024,2024-06-20
100,1000,301494,2024,2024-06-20
100,1000,301495,2024,2024-06-20
100,1000,301496,2024,2024-06-20
100,1000,301497,2024,2024-06-20
100,1000,301498,2024,2024-06-20
100,1000,301499,2024,2024-06-20
100,1000,301500,2024,2024-06-20
100,1000,301501,2024,2024-06-20
100,1000,301502,2024,2024-06-20
100,1000,301503,2024,2024-06-20
100,1000,301504,2024,2024-06-20
100,1000,301505,2024,2024-06-20
100,1000,301506,2024,2024-06-21
100,1000,301507,2024,2024-06-21
100,1000,301508,2024,2024-06-21
100,1000,301509,2024,2024-06-21
100,1000,301510,2024,2024-06-21
100,1000,301511,2024,2024-06-21
100,1000,301512,2024,2024-06-21
100,1000,301513,2024,2024-06-21
100,1000,301514,2024,2024-06-21
100,1000,301515,2024,2024-06-21
100,1000,301516,2024,2024-06-21
100,1000,301517,2024,2024-06-22
100,1000,301518,2024,2024-06-22
100,1000,301519,2024,2024-06-22
100,1000,301520,2024,2024-06-22
100,1000,301521,2024,2024-06-22
100,1000,301522,2024,2024-06-22
100,1000,301523,2024,2024-06-22
100,1000,301524,2024,2024-06-22
100,1000,301525,2024,2024-06-22
100,1000,301526,2024,2024-06-22
100,1000,301527,2024,2024-06-22
100,1000,301528,2024,2024-06-22
100,1000,301529,2024,2024-06-22
100,1000,301530,2024,2024-06-23
100,1000,301531,2024,2024-06-23
100,1000,301532,2024,2024-06-23
100,1000,301533,2024,2024-06-23
100,1000,301534,2024,2024-06-23
100,1000,301535,2024,2024-06-23
100,1000,301536,2024,2024-06-23
100,1000,301537,2024,2024-06-23
100,1000,301538,2024,2024-06-23
100,1000,301539,2024,2024-06-23
100,1000,301540,2024,2024-06-23
100,1000,301541,2024,2024-06-23
100,1000,301542,2024,2024-06-23
100,1000,301543,2024,2024-06-23
100,1000,301544,2024,2024-06-23
100,1000,301545,2024,2024-06-23
100,1000,301546,2024,2024-06-23
100,1000,301547,2024,2024-06-24
100,1000,301548,2024,2024-06-24
100,1000,301549,2024,2024-06-24
100,1000,301550,2024,2024-06-24
100,1000,301551,2024,2024-06-24
100,1000,301552,2024,2024-06-24
100,1000,301553,2024,2024-06-24
100,1000,301554,2024,2024-06-24
100,1000,301555,2024,2024-06-24
100,1000,301556,2024,2024-06-24
100,1000,301557,2024,2024-06-24
100,1000,301558,2024,2024-06-24
100,1000,301559,2024,2024-06-25
100,1000,301560,2024,2024-06-25
100,1000,301561,2024,2024-06-25
100,1000,301562,2024,2024-06-25
100,1000,301563,2024,2024-06-25
100,1000,301564,2024,2024-06-25
100,1000,301565,2024,2024-06-25
100,1000,301566,2024,2024-06-25
100,1000,301567,2024,2024-06-25
100,1000,301568,2024,2024-06-25
100,1000,301569,2024,2024-06-25
100,1000,301570,2024,2024-06-25
100,1000,301571,2024,2024-06-26
100,1000,301572,2024,2024-06-26
100,1000,301573,2024,2024-06-26
100,1000,301574,2024,2024-06-26
100,1000,301575,2024,2024-06-26
100,1000,301576,2024,2024-06-26
100,1000,301577,2024,2024-06-26
100,1000,301578,2024,2024-06-26
100,1000,301579,2024,2024-06-26
100,1000,301580,2024,2024-06-26
100,1000,301581,2024,2024-06-26
100,1000,301582,2024,2024-06-26
100,1000,301583,2024,2024-06-26
100,1000,301584,2024,2024-06-26
100,1000,301585,2024,2024-06-26
100,1000,301586,2024,2024-06-26
100,1000,301587,2024,2024-06-26
100,1000,301588,2024,2024-06-27
100,1000,301589,2024,2024-06-27
100,1000,301590,2024,2024-06-27
100,1000,301591,2024,2024-06-27
100,1000,301592,2024,2024-06-27
100,1000,301593,2024,2024-06-27
100,1000,301594,2024,2024-06-27
100,1000,301595,2024,2024-06-27
100,1000,301596,2024,2024-06-27
100,1000,301597,2024,2024-06-27
100,1000,301598,2024,2024-06-27
100,1000,301599,2024,2024-06-28
100,1000,301600,2024,2024-06-28
100,1000,301601,2024,2024-06-28
100,1000,301602,2024,2024-06-28
100,1000,301603,2024,2024-06-28
100,1000,301604,2024,2024-06-28
100,1000,301605,2024,2024-06-28
100,1000,301606,2024,2024-06-28
100,1000,301607,2024,2024-06-28
100,1000,301608,2024,2024-06-28
100,1000,301609,2024,2024-06-28
100,1000,301610,2024,2024-06-28
100,1000,301611,2024,2024-06-29
100,1000,301612,2024,2024-06-29
100,1000,301613,2024,2024-06-29
100,1000,301614,2024,2024-06-29
100,1000,301615,2024,2024-06-29
100,1000,301616,2024,2024-06-29
100,1000,301617,2024,2024-06-29
100,1000,301618,2024,2024-06-29
100,1000,301619,2024,2024-06-29
100,1000,301620,2024,2024-06-29
100,1000,301621,2024,2024-06-29
100,1000,301622,2024,2024-06-29
100,1000,301623,2024,2024-06-30
100,1000,301624,2024,2024-06-30
100,1000,301625,2024,2024-06-30
100,1000,301626,2024,2024-06-30
100,1000,301627,2024,2024-06-30
100,1000,301628,2024,2024-06-30
100,1000,301629,2024,2024-06-30
100,1000,301630,2024,2024-06-30
100,1000,301631,2024,2024-06-30
100,1000,301632,2024,2024-06-30
100,1000,301633,2024,2024-06-30
100,1000,301634,2024,2024-06-30
100,1000,301635,2024,2024-06-30
100,1000,301636,2024,2024-06-30
100,1000,301637,2024,2024-06-30
100,1000,301638,2024,2024-06-30
100,1000,301639,2024,2024-07-01
100,1000,301640,2024,2024-07-01
100,1000,301641,2024,2024-07-01
100,1000,301642,2024,2024-07-01
100,1000,301643,2024,2024-07-01
100,1000,301644,2024,2024-07-01
100,1000,301645,2024,2024-07-01
100,1000,301646,2024,2024-07-01
100,1000,301647,2024,2024-07-01
100,1000,301648,2024,2024-07-01
100,1000,301649,2024,2024-07-01
100,1000,301650,2024,2024-07-01
100,1000,301651,2024,2024-07-01
100,1000,301652,2024,2024-07-01
100,1000,301653,2024,2024-07-01
100,1000,301654,2024,2024-07-01
100,1000,301655,2024,2024-07-01
100,1000,301656,2024,2024-07-01
100,1000,301657,2024,2024-07-02
100,1000,301658,2024,2024-07-02
100,1000,301659,2024,2024-07-02
100,1000,301660,2024,2024-07-02
100,1000,301661,2024,2024-07-02
100,1000,301662,2024,2024-07-02
100,1000,301663,2024,2024-07-02
100,1000,301664,2024,2024-07-02
100,1000,301665,2024,2024-07-02
100,1000,301666,2024,2024-07-02
100,1000,301667,2024,2024-07-02
100,1000,301668,2024,2024-07-02
100,1000,301669,2024,2024-07-02
100,1000,301670,2024,2024-07-02
100,1000,301671,2024,2024-07-02
100,1000,301672,2024,2024-07-03
100,1000,301673,2024,2024-07-03
100,1000,301674,2024,2024-07-03
100,1000,301675,2024,2024-07-03
100,1000,301676,2024,2024-07-03
100,1000,301677,2024,2024-07-03
100,1000,301678,2024,2024-07-03
100,1000,301679,2024,2024-07-03
100,1000,301680,2024,2024-07-03
100,1000,301681,2024,2024-07-03
100,1000,301682,2024,2024-07-03
100,1000,301683,2024,2024-07-03
100,1000,301684,2024,2024-07-03
100,1000,301685,2024,2024-07-03
100,1000,301686,2024,2024-07-03
100,1000,301687,2024,2024-07-04
100,1000,301688,2024,2024-07-04
100,1000,301689,2024,2024-07-04
100,1000,301690,2024,2024-07-04
100,1000,301691,2024,2024-07-04
100,1000,301692,2024,2024-07-04
100,1000,301693,2024,2024-07-04
100,1000,301694,2024,2024-07-04
100,1000,301695,2024,2024-07-04
100,1000,301696,2024,2024-07-04
100,1000,301697,2024,2024-07-04
100,1000,301698,2024,2024-07-04
100,1000,301699,2024,2024-07-05
100,1000,301700,2024,2024-07-05
100,1000,301701,2024,2024-07-05
100,1000,301702,2024,2024-07-05
100,1000,301703,2024,2024-07-05
100,1000,301704,2024,2024-07-05
100,1000,301705,2024,2024-07-05
100,1000,301706,2024,2024-07-05
100,1000,301707,2024,2024-07-05
100,1000,301708,2024,2024-07-05
100,1000,301709,2024,2024-07-05
100,1000,301710,2024,2024-07-05
100,1000,301711,2024,2024-07-05
100,1000,301712,2024,2024-07-05
100,1000,301713,2024,2024-07-05
100,1000,301714,2024,2024-07-05
100,1000,301715,2024,2024-07-06
100,1000,301716,2024,2024-07-06
100,1000,301717,2024,2024-07-06
100,1000,301718,2024,2024-07-06
100,1000,301719,2024,2024-07-06
100,1000,301720,2024,2024-07-06
100,1000,301721,2024,2024-07-06
100,1000,301722,2024,2024-07-06
100,1000,301723,2024,2024-07-07
100,1000,301724,2024,2024-07-07
100,1000,301725,2024,2024-07-07
100,1000,301726,2024,2024-07-07
100,1000,301727,2024,2024-07-07
100,1000,301728,2024,2024-07-07
100,1000,301729,2024,2024-07-07
100,1000,301730,2024,2024-07-07
100,1000,301731,2024,2024-07-07
100,1000,301732,2024,2024-07-07
100,1000,301733,2024,2024-07-07
100,1000,301734,2024,2024-07-07
100,1000,301735,2024,2024-07-07
100,1000,301736,2024,2024-07-07
100,1000,301737,2024,2024-07-07
100,1000,301738,2024,2024-07-08
100,1000,301739,2024,2024-07-08
100,1000,301740,2024,2024-07-08
100,1000,301741,2024,2024-07-08
100,1000,301742,2024,2024-07-08
100,1000,301743,2024,2024-07-08
100,1000,301744,2024,2024-07-08
100,1000,301745,2024,2024-07-08
100,1000,301746,2024,2024-07-08
100,1000,301747,2024,2024-07-08
100,1000,301748,2024,2024-07-08
100,1000,301749,2024,2024-07-08
100,1000,301750,2024,2024-07-08
100,1000,301751,2024,2024-07-08
100,1000,301752,2024,2024-07-08
100,1000,301753,2024,2024-07-08
100,1000,301754,2024,2024-07-09
100,1000,301755,2024,2024-07-09
100,1000,301756,2024,2024-07-09
100,1000,301757,2024,2024-07-09
100,1000,301758,2024,2024-07-09
100,1000,301759,2024,2024-07-09
100,1000,301760,2024,2024-07-09
100,1000,301761,2024,2024-07-09
100,1000,301762,2024,2024-07-09
100,1000,301763,2024,2024-07-09
100,1000,301764,2024,2024-07-09
100,1000,301765,2024,2024-07-09
100,1000,301766,2024,2024-07-10
100,1000,301767,2024,2024-07-10
100,1000,301768,2024,2024-07-10
100,1000,301769,2024,2024-07-10
100,1000,301770,2024,2024-07-10
100,1000,301771,2024,2024-07-10
100,1000,301772,2024,2024-07-10
100,1000,301773,2024,2024-07-10
100,1000,301774,2024,2024-07-10
100,1000,301775,2024,2024-07-10
100,1000,301776,2024,2024-07-10
100,1000,301777,2024,2024-07-10
100,1000,301778,2024,2024-07-10
100,1000,301779,2024,2024-07-10
100,1000,301780,2024,2024-07-11
100,1000,301781,2024,2024-07-11
100,1000,301782,2024,2024-07-11
100,1000,301783,2024,2024-07-11
100,1000,301784,2024,2024-07-11
100,1000,301785,2024,2024-07-11
100,1000,301786,2024,2024-07-11
100,1000,301787,2024,2024-07-11
100,1000,301788,2024,2024-07-11
100,1000,301789,2024,2024-07-11
100,1000,301790,2024,2024-07-11
100,1000,301791,2024,2024-07-11
100,1000,301792,2024,2024-07-11
100,1000,301793,2024,2024-07-11
100,1000,301794,2024,2024-07-11
100,1000,301795,2024,2024-07-11
100,1000,301796,2024,2024-07-12
100,1000,301797,2024,2024-07-12
100,1000,301798,2024,2024-07-12
100,1000,301799,2024,2024-07-12
100,1000,301800,2024,2024-07-12
100,1000,301801,2024,2024-07-12
100,1000,301802,2024,2024-07-12
100,1000,301803,2024,2024-07-12
100,1000,301804,2024,2024-07-12
100,1000,301805,2024,2024-07-12
100,1000,301806,2024,2024-07-12
100,1000,301807,2024,2024-07-13
100,1000,301808,2024,2024-07-13
100,1000,301809,2024,2024-07-13
100,1000,301810,2024,2024-07-13
100,1000,301811,2024,2024-07-13
100,1000,301812,2024,2024-07-13
100,1000,301813,2024,2024-07-13
100,1000,301814,2024,2024-07-13
100,1000,301815,2024,2024-07-13
100,1000,301816,2024,2024-07-14
100,1000,301817,2024,2024-07-14
100,1000,301818,2024,2024-07-14
100,1000,301819,2024,2024-07-14
100,1000,301820,2024,2024-07-14
100,1000,301821,2024,2024-07-14
100,1000,301822,2024,2024-07-14
100,1000,301823,2024,2024-07-14
100,1000,301824,2024,2024-07-14
100,1000,301825,2024,2024-07-14
100,1000,301826,2024,2024-07-14
100,1000,301827,2024,2024-07-14
100,1000,301828,2024,2024-07-14
100,1000,301829,2024,2024-07-15
100,1000,301830,2024,2024-07-15
100,1000,301831,2024,2024-07-15
100,1000,301832,2024,2024-07-15
100,1000,301833,2024,2024-07-15
100,1000,301834,2024,2024-07-15
100,1000,301835,2024,2024-07-15
100,1000,301836,2024,2024-07-15
100,1000,301837,2024,2024-07-15
100,1000,301838,2024,2024-07-15
100,1000,301839,2024,2024-07-15
100,1000,301840,2024,2024-07-15
100,1000,301841,2024,2024-07-15
100,1000,301842,2024,2024-07-15
100,1000,301843,2024,2024-07-15
100,1000,301844,2024,2024-07-16
100,1000,301845,2024,2024-07-16
100,1000,301846,2024,2024-07-16
100,1000,301847,2024,2024-07-16
100,1000,301848,2024,2024-07-16
100,1000,301849,2024,2024-07-16
100,1000,301850,2024,2024-07-16
100,1000,301851,2024,2024-07-17
100,1000,301852,2024,2024-07-17
100,1000,301853,2024,2024-07-17
100,1000,301854,2024,2024-07-17
100,1000,301855,2024,2024-07-17
100,1000,301856,2024,2024-07-17
100,1000,301857,2024,2024-07-17
100,1000,301858,2024,2024-07-17
100,1000,301859,2024,2024-07-17
100,1000,301860,2024,2024-07-17
100,1000,301861,2024,2024-07-17
100,1000,301862,2024,2024-07-17
100,1000,301863,2024,2024-07-17
100,1000,301864,2024,2024-07-18
100,1000,301865,2024,2024-07-18
100,1000,301866,2024,2024-07-18
100,1000,301867,2024,2024-07-18
100,1000,301868,2024,2024-07-18
100,1000,301869,2024,2024-07-18
100,1000,301870,2024,2024-07-18
100,1000,301871,2024,2024-07-18
100,1000,301872,2024,2024-07-18
100,1000,301873,2024,2024-07-18
100,1000,301874,2024,2024-07-18
100,1000,301875,2024,2024-07-18
100,1000,301876,2024,2024-07-18
100,1000,301877,2024,2024-07-19
100,1000,301878,2024,2024-07-19
100,1000,301879,2024,2024-07-19
100,1000,301880,2024,2024-07-19
100,1000,301881,2024,2024-07-19
100,1000,301882,2024,2024-07-19
100,1000,301883,2024,2024-07-19
100,1000,301884,2024,2024-07-19
100,1000,301885,2024,2024-07-19
100,1000,301886,2024,2024-07-19
100,1000,301887,2024,2024-07-19
100,1000,301888,2024,2024-07-19
100,1000,301889,2024,2024-07-19
100,1000,301890,2024,2024-07-20
100,1000,301891,2024,2024-07-20
100,1000,301892,2024,2024-07-20
100,1000,301893,2024,2024-07-20
100,1000,301894,2024,2024-07-20
100,1000,301895,2024,2024-07-20
100,1000,301896,2024,2024-07-20
100,1000,301897,2024,2024-07-20
100,1000,301898,2024,2024-07-20
100,1000,301899,2024,2024-07-20
100,1000,301900,2024,2024-07-20
100,1000,301901,2024,2024-07-20
100,1000,301902,2024,2024-07-20
100,1000,301903,2024,2024-07-21
100,1000,301904,2024,2024-07-21
100,1000,301905,2024,2024-07-21
100,1000,301906,2024,2024-07-21
100,1000,301907,2024,2024-07-21
100,1000,301908,2024,2024-07-21
100,1000,301909,2024,2024-07-21
100,1000,301910,2024,2024-07-21
100,1000,301911,2024,2024-07-21
100,1000,301912,2024,2024-07-21
100,1000,301913,2024,2024-07-21
100,1000,301914,2024,2024-07-21
100,1000,301915,2024,2024-07-22
100,1000,301916,2024,2024-07-22
100,1000,301917,2024,2024-07-22
100,1000,301918,2024,2024-07-22
100,1000,301919,2024,2024-07-22
100,1000,301920,2024,2024-07-22
100,1000,301921,2024,2024-07-22
100,1000,301922,2024,2024-07-22
100,1000,301923,2024,2024-07-22
100,1000,301924,2024,2024-07-22
100,1000,301925,2024,2024-07-22
100,1000,301926,2024,2024-07-23
100,1000,301927,2024,2024-07-23
100,1000,301928,2024,2024-07-23
100,1000,301929,2024,2024-07-23
100,1000,301930,2024,2024-07-23
100,1000,301931,2024,2024-07-23
100,1000,301932,2024,2024-07-23
100,1000,301933,2024,2024-07-23
100,1000,301934,2024,2024-07-23
100,1000,301935,2024,2024-07-24
100,1000,301936,2024,2024-07-24
100,1000,301937,2024,2024-07-24
100,1000,301938,2024,2024-07-24
100,1000,301939,2024,2024-07-24
100,1000,301940,2024,2024-07-24
100,1000,301941,2024,2024-07-24
100,1000,301942,2024,2024-07-24
100,1000,301943,2024,2024-07-24
100,1000,301944,2024,2024-07-25
100,1000,301945,2024,2024-07-25
100,1000,301946,2024,2024-07-25
100,1000,301947,2024,2024-07-25
100,1000,301948,2024,2024-07-25
100,1000,301949,2024,2024-07-25
100,1000,301950,2024,2024-07-25
100,1000,301951,2024,2024-07-25
100,1000,301952,2024,2024-07-25
100,1000,301953,2024,2024-07-25
100,1000,301954,2024,2024-07-25
100,1000,301955,2024,2024-07-25
100,1000,301956,2024,2024-07-25
100,1000,301957,2024,2024-07-25
100,1000,301958,2024,2024-07-26
100,1000,301959,2024,2024-07-26
100,1000,301960,2024,2024-07-26
100,1000,301961,2024,2024-07-26
100,1000,301962,2024,2024-07-26
100,1000,301963,2024,2024-07-26
100,1000,301964,2024,2024-07-26
100,1000,301965,2024,2024-07-26
100,1000,301966,2024,2024-07-26
100,1000,301967,2024,2024-07-26
100,1000,301968,2024,2024-07-26
100,1000,301969,2024,2024-07-26
100,1000,301970,2024,2024-07-27
100,1000,301971,2024,2024-07-27
100,1000,301972,2024,2024-07-27
100,1000,301973,2024,2024-07-27
100,1000,301974,2024,2024-07-27
100,1000,301975,2024,2024-07-27
100,1000,301976,2024,2024-07-27
100,1000,301977,2024,2024-07-27
100,1000,301978,2024,2024-07-27
100,1000,301979,2024,2024-07-27
100,1000,301980,2024,2024-07-27
100,1000,301981,2024,2024-07-28
100,1000,301982,2024,2024-07-28
100,1000,301983,2024,2024-07-28
100,1000,301984,2024,2024-07-28
100,1000,301985,2024,2024-07-28
100,1000,301986,2024,2024-07-28
100,1000,301987,2024,2024-07-28
100,1000,301988,2024,2024-07-28
100,1000,301989,2024,2024-07-29
100,1000,301990,2024,2024-07-29
100,1000,301991,2024,2024-07-29
100,1000,301992,2024,2024-07-29
100,1000,301993,2024,2024-07-29
100,1000,301994,2024,2024-07-29
100,1000,301995,2024,2024-07-29
100,1000,301996,2024,2024-07-29
100,1000,301997,2024,2024-07-29
100,1000,301998,2024,2024-07-29
100,1000,301999,2024,2024-07-29
100,1000,302000,2024,2024-07-29
100,1000,302001,2024,2024-07-29
100,1000,302002,2024,2024-07-29
100,1000,302003,2024,2024-07-30
100,1000,302004,2024,2024-07-30
100,1000,302005,2024,2024-07-30
100,1000,302006,2024,2024-07-30
100,1000,302007,2024,2024-07-30
100,1000,302008,2024,2024-07-30
100,1000,302009,2024,2024-07-30
100,1000,302010,2024,2024-07-30
100,1000,302011,2024,2024-07-30
100,1000,302012,2024,2024-07-30
100,1000,302013,2024,2024-07-30
100,1000,302014,2024,2024-07-30
100,1000,302015,2024,2024-07-30
100,1000,302016,2024,2024-07-30
100,1000,302017,2024,2024-07-30
100,1000,302018,2024,2024-07-30
100,1000,302019,2024,2024-07-31
100,1000,302020,2024,2024-07-31
100,1000,302021,2024,2024-07-31
100,1000,302022,2024,2024-07-31
100,1000,302023,2024,2024-07-31
100,1000,302024,2024,2024-07-31
100,1000,302025,2024,2024-07-31
100,1000,302026,2024,2024-07-31
100,1000,302027,2024,2024-07-31
100,1000,302028,2024,2024-07-31
100,1000,302029,2024,2024-07-31
100,1000,302030,2024,2024-07-31
100,1000,302031,2024,2024-08-01
100,1000,302032,2024,2024-08-01
100,1000,302033,2024,2024-08-01
100,1000,302034,2024,2024-08-01
100,1000,302035,2024,2024-08-01
100,1000,302036,2024,2024-08-01
100,1000,302037,2024,2024-08-01
100,1000,302038,2024,2024-08-01
100,1000,302039,2024,2024-08-01
100,1000,302040,2024,2024-08-01
100,1000,302041,2024,2024-08-01
100,1000,302042,2024,2024-08-01
100,1000,302043,2024,2024-08-01
100,1000,302044,2024,2024-08-01
100,1000,302045,2024,2024-08-02
100,1000,302046,2024,2024-08-02
100,1000,302047,2024,2024-08-02
100,1000,302048,2024,2024-08-02
100,1000,302049,2024,2024-08-02
100,1000,302050,2024,2024-08-02
100,1000,302051,2024,2024-08-02
100,1000,302052,2024,2024-08-02
100,1000,302053,2024,2024-08-02
100,1000,302054,2024,2024-08-02
100,1000,302055,2024,2024-08-02
100,1000,302056,2024,2024-08-02
100,1000,302057,2024,2024-08-02
100,1000,302058,2024,2024-08-03
100,1000,302059,2024,2024-08-03
100,1000,302060,2024,2024-08-03
100,1000,302061,2024,2024-08-03
100,1000,302062,2024,2024-08-03
100,1000,302063,2024,2024-08-03
100,1000,302064,2024,2024-08-03
100,1000,302065,2024,2024-08-03
100,1000,302066,2024,2024-08-03
100,1000,302067,2024,2024-08-03
100,1000,302068,2024,2024-08-03
100,1000,302069,2024,2024-08-03
100,1000,302070,2024,2024-08-03
100,1000,302071,2024,2024-08-03
100,1000,302072,2024,2024-08-03
100,1000,302073,2024,2024-08-04
100,1000,302074,2024,2024-08-04
100,1000,302075,2024,2024-08-04
100,1000,302076,2024,2024-08-04
100,1000,302077,2024,2024-08-04
100,1000,302078,2024,2024-08-04
100,1000,302079,2024,2024-08-04
100,1000,302080,2024,2024-08-04
100,1000,302081,2024,2024-08-04
100,1000,302082,2024,2024-08-04
100,1000,302083,2024,2024-08-04
100,1000,302084,2024,2024-08-04
100,1000,302085,2024,2024-08-04
100,1000,302086,2024,2024-08-04
100,1000,302087,2024,2024-08-04
100,1000,302088,2024,2024-08-05
100,1000,302089,2024,2024-08-05
100,1000,302090,2024,2024-08-05
100,1000,302091,2024,2024-08-05
100,1000,302092,2024,2024-08-05
100,1000,302093,2024,2024-08-05
100,1000,302094,2024,2024-08-05
100,1000,302095,2024,2024-08-05
100,1000,302096,2024,2024-08-05
100,1000,302097,2024,2024-08-05
100,1000,302098,2024,2024-08-05
100,1000,302099,2024,2024-08-06
100,1000,302100,2024,2024-08-06
100,1000,302101,2024,2024-08-06
100,1000,302102,2024,2024-08-06
100,1000,302103,2024,2024-08-06
100,1000,302104,2024,2024-08-06
100,1000,302105,2024,2024-08-06
100,1000,302106,2024,2024-08-06
100,1000,302107,2024,2024-08-06
100,1000,302108,2024,2024-08-06
100,1000,302109,2024,2024-08-06
100,1000,302110,2024,2024-08-07
100,1000,302111,2024,2024-08-07
100,1000,302112,2024,2024-08-07
100,1000,302113,2024,2024-08-07
100,1000,302114,2024,2024-08-07
100,1000,302115,2024,2024-08-07
100,1000,302116,2024,2024-08-07
100,1000,302117,2024,2024-08-07
100,1000,302118,2024,2024-08-07
100,1000,302119,2024,2024-08-07
100,1000,302120,2024,2024-08-07
100,1000,302121,2024,2024-08-07
100,1000,302122,2024,2024-08-07
100,1000,302123,2024,2024-08-07
100,1000,302124,2024,2024-08-07
100,1000,302125,2024,2024-08-08
100,1000,302126,2024,2024-08-08
100,1000,302127,2024,2024-08-08
100,1000,302128,2024,2024-08-08
100,1000,302129,2024,2024-08-08
100,1000,302130,2024,2024-08-08
100,1000,302131,2024,2024-08-08
100,1000,302132,2024,2024-08-08
100,1000,302133,2024,2024-08-08
100,1000,302134,2024,2024-08-08
100,1000,302135,2024,2024-08-08
100,1000,302136,2024,2024-08-08
100,1000,302137,2024,2024-08-08
100,1000,302138,2024,2024-08-08
100,1000,302139,2024,2024-08-08
100,1000,302140,2024,2024-08-09
100,1000,302141,2024,2024-08-09
100,1000,302142,2024,2024-08-09
100,1000,302143,2024,2024-08-09
100,1000,302144,2024,2024-08-09
100,1000,302145,2024,2024-08-09
100,1000,302146,2024,2024-08-09
100,1000,302147,2024,2024-08-09
100,1000,302148,2024,2024-08-09
100,1000,302149,2024,2024-08-09
100,1000,302150,2024,2024-08-09
100,1000,302151,2024,2024-08-10
100,1000,302152,2024,2024-08-10
100,1000,302153,2024,2024-08-10
100,1000,302154,2024,2024-08-10
100,1000,302155,2024,2024-08-10
100,1000,302156,2024,2024-08-10
100,1000,302157,2024,2024-08-10
100,1000,302158,2024,2024-08-10
100,1000,302159,2024,2024-08-10
100,1000,302160,2024,2024-08-10
100,1000,302161,2024,2024-08-10
100,1000,302162,2024,2024-08-10
100,1000,302163,2024,2024-08-11
100,1000,302164,2024,2024-08-11
100,1000,302165,2024,2024-08-11
100,1000,302166,2024,2024-08-11
100,1000,302167,2024,2024-08-11
100,1000,302168,2024,2024-08-11
100,1000,302169,2024,2024-08-11
100,1000,302170,2024,2024-08-11
100,1000,302171,2024,2024-08-11
100,1000,302172,2024,2024-08-11
100,1000,302173,2024,2024-08-12
100,1000,302174,2024,2024-08-12
100,1000,302175,2024,2024-08-12
100,1000,302176,2024,2024-08-12
100,1000,302177,2024,2024-08-12
100,1000,302178,2024,2024-08-12
100,1000,302179,2024,2024-08-12
100,1000,302180,2024,2024-08-12
100,1000,302181,2024,2024-08-12
100,1000,302182,2024,2024-08-12
100,1000,302183,2024,2024-08-12
100,1000,302184,2024,2024-08-12
100,1000,302185,2024,2024-08-13
100,1000,302186,2024,2024-08-13
100,1000,302187,2024,2024-08-13
100,1000,302188,2024,2024-08-13
100,1000,302189,2024,2024-08-13
100,1000,302190,2024,2024-08-13
100,1000,302191,2024,2024-08-13
100,1000,302192,2024,2024-08-13
100,1000,302193,2024,2024-08-13
100,1000,302194,2024,2024-08-13
100,1000,302195,2024,2024-08-13
100,1000,302196,2024,2024-08-13
100,1000,302197,2024,2024-08-13
100,1000,302198,2024,2024-08-13
100,1000,302199,2024,2024-08-14
100,1000,302200,2024,2024-08-14
100,1000,302201,2024,2024-08-14
100,1000,302202,2024,2024-08-14
100,1000,302203,2024,2024-08-14
100,1000,302204,2024,2024-08-14
100,1000,302205,2024,2024-08-14
100,1000,302206,2024,2024-08-14
100,1000,302207,2024,2024-08-15
100,1000,302208,2024,2024-08-15
100,1000,302209,2024,2024-08-15
100,1000,302210,2024,2024-08-15
100,1000,302211,2024,2024-08-15
100,1000,302212,2024,2024-08-15
100,1000,302213,2024,2024-08-15
100,1000,302214,2024,2024-08-15
100,1000,302215,2024,2024-08-15
100,1000,302216,2024,2024-08-16
100,1000,302217,2024,2024-08-16
100,1000,302218,2024,2024-08-16
100,1000,302219,2024,2024-08-16
100,1000,302220,2024,2024-08-16
100,1000,302221,2024,2024-08-16
100,1000,302222,2024,2024-08-16
100,1000,302223,2024,2024-08-16
100,1000,302224,2024,2024-08-16
100,1000,302225,2024,2024-08-16
100,1000,302226,2024,2024-08-16
100,1000,302227,2024,2024-08-17
100,1000,302228,2024,2024-08-17
100,1000,302229,2024,2024-08-17
100,1000,302230,2024,2024-08-17
100,1000,302231,2024,2024-08-17
100,1000,302232,2024,2024-08-17
100,1000,302233,2024,2024-08-17
100,1000,302234,2024,2024-08-17
100,1000,302235,2024,2024-08-17
100,1000,302236,2024,2024-08-17
100,1000,302237,2024,2024-08-17
100,1000,302238,2024,2024-08-17
100,1000,302239,2024,2024-08-18
100,1000,302240,2024,2024-08-18
100,1000,302241,2024,2024-08-18
100,1000,302242,2024,2024-08-18
100,1000,302243,2024,2024-08-18
100,1000,302244,2024,2024-08-18
100,1000,302245,2024,2024-08-18
100,1000,302246,2024,2024-08-18
100,1000,302247,2024,2024-08-18
100,1000,302248,2024,2024-08-18
