MANDT,BUKRS,BELNR,GJAHR,BLART,BLDAT,BUDAT,WAERS,XBLNR
100,1000,100002204,2024,SA,2024-06-16,2024-06-16,USD,800707
100,1000,100002205,2024,SA,2024-06-16,2024-06-16,USD,800708
100,2000,100002206,2024,KR,2024-06-17,2024-06-17,USD,4500000746
100,2000,100002207,2024,KR,2024-06-17,2024-06-17,USD,4500000747
100,2000,100002208,2024,KR,2024-06-17,2024-06-17,USD,4500000748
100,2000,100002209,2024,KR,2024-06-17,2024-06-17,USD,4500000749
100,1000,100002210,2024,KR,2024-06-17,2024-06-17,USD,4500000750
100,2000,100002211,2024,KR,2024-06-17,2024-06-17,USD,4500000751
100,2000,100002212,2024,KR,2024-06-17,2024-06-17,USD,4500000752
100,2000,100002213,2024,KR,2024-06-17,2024-06-17,USD,4500000753
100,1000,100002214,2024,KR,2024-06-17,2024-06-17,USD,4500000754
100,3000,100002215,2024,DR,2024-06-17,2024-06-17,USD,1000753
100,3000,100002216,2024,DR,2024-06-17,2024-06-17,USD,1000754
100,3000,100002217,2024,DR,2024-06-17,2024-06-17,USD,1000755
100,3000,100002218,2024,DR,2024-06-17,2024-06-17,USD,1000756
100,1000,100002219,2024,SA,2024-06-17,2024-06-17,USD,800709
100,1000,100002220,2024,SA,2024-06-17,2024-06-17,USD,800710
100,1000,100002221,2024,SA,2024-06-17,2024-06-17,USD,800711
100,1000,100002222,2024,SA,2024-06-17,2024-06-17,USD,800712
100,1000,100002223,2024,SA,2024-06-17,2024-06-17,USD,800713
100,1000,100002224,2024,SA,2024-06-17,2024-06-17,USD,800714
100,1000,100002225,2024,KR,2024-06-18,2024-06-18,USD,4500000755
100,1000,100002226,2024,KR,2024-06-18,2024-06-18,USD,4500000756
100,1000,100002227,2024,KR,2024-06-18,2024-06-18,USD,4500000757
100,2000,100002228,2024,KR,2024-06-18,2024-06-18,USD,4500000758
100,1000,100002229,2024,KR,2024-06-18,2024-06-18,USD,4500000759
100,2000,100002230,2024,KR,2024-06-18,2024-06-18,USD,4500000760
100,2000,100002231,2024,KR,2024-06-18,2024-06-18,USD,4500000761
100,3000,100002232,2024,DR,2024-06-18,2024-06-18,USD,1000757
100,3000,100002233,2024,DR,2024-06-18,2024-06-18,USD,1000758
100,1000,100002234,2024,SA,2024-06-18,2024-06-18,USD,800715
100,1000,100002235,2024,SA,2024-06-18,2024-06-18,USD,800716
100,1000,100002236,2024,SA,2024-06-18,2024-06-18,USD,800717
100,1000,100002237,2024,SA,2024-06-18,2024-06-18,USD,800718
100,1000,100002238,2024,KR,2024-06-19,2024-06-19,USD,4500000762
100,2000,100002239,2024,KR,2024-06-19,2024-06-19,USD,4500000763
100,1000,100002240,2024,KR,2024-06-19,2024-06-19,USD,4500000764
100,2000,100002241,2024,KR,2024-06-19,2024-06-19,USD,4500000765
100,2000,100002242,2024,KR,2024-06-19,2024-06-19,USD,4500000766
100,2000,100002243,2024,KR,2024-06-19,2024-06-19,USD,4500000767
100,2000,100002244,2024,KR,2024-06-19,2024-06-19,USD,4500000768
100,1000,100002245,2024,KR,2024-06-19,2024-06-19,USD,4500000769
100,2000,100002246,2024,KR,2024-06-19,2024-06-19,USD,4500000770
100,1000,100002247,2024,KR,2024-06-19,2024-06-19,USD,4500000771
100,2000,100002248,2024,KR,2024-06-19,2024-06-19,USD,4500000772
100,3000,100002249,2024,DR,2024-06-19,2024-06-19,USD,1000759
100,3000,100002250,2024,DR,2024-06-19,2024-06-19,USD,1000760
100,1000,100002251,2024,SA,2024-06-19,2024-06-19,USD,800719
100,1000,100002252,2024,SA,2024-06-19,2024-06-19,USD,800720
100,2000,100002253,2024,KR,2024-06-20,2024-06-20,USD,4500000773
100,1000,100002254,2024,KR,2024-06-20,2024-06-20,USD,4500000774
100,2000,100002255,2024,KR,2024-06-20,2024-06-20,USD,4500000775
100,2000,100002256,2024,KR,2024-06-20,2024-06-20,USD,4500000776
100,1000,100002257,2024,KR,2024-06-20,2024-06-20,USD,4500000777
100,1000,100002258,2024,KR,2024-06-20,2024-06-20,USD,4500000778
100,1000,100002259,2024,KR,2024-06-20,2024-06-20,USD,4500000779
100,1000,100002260,2024,KR,2024-06-20,2024-06-20,USD,4500000780
100,2000,100002261,2024,KR,2024-06-20,2024-06-20,USD,4500000781
100,3000,100002262,2024,DR,2024-06-20,2024-06-20,USD,1000761
100,1000,100002263,2024,SA,2024-06-20,2024-06-20,USD,800721
100,1000,100002264,2024,SA,2024-06-20,2024-06-20,USD,800722
100,1000,100002265,2024,SA,2024-06-20,2024-06-20,USD,800723
100,1000,100002266,2024,SA,2024-06-20,2024-06-20,USD,800724
100,1000,100002267,2024,KR,2024-06-21,2024-06-21,USD,4500000782
100,2000,100002268,2024,KR,2024-06-21,2024-06-21,USD,4500000783
100,2000,100002269,2024,KR,2024-06-21,2024-06-21,USD,4500000784
100,1000,100002270,2024,KR,2024-06-21,2024-06-21,USD,4500000785
100,1000,100002271,2024,KR,2024-06-21,2024-06-21,USD,4500000786
100,1000,100002272,2024,KR,2024-06-21,2024-06-21,USD,4500000787
100,3000,100002273,2024,DR,2024-06-21,2024-06-21,USD,1000762
100,3000,100002274,2024,DR,2024-06-21,2024-06-21,USD,1000763
100,3000,100002275,2024,DR,2024-06-21,2024-06-21,USD,1000764
100,3000,100002276,2024,DR,2024-06-21,2024-06-21,USD,1000765
100,1000,100002277,2024,SA,2024-06-21,2024-06-21,USD,800725
100,1000,100002278,2024,SA,2024-06-21,2024-06-21,USD,800726
100,1000,100002279,2024,SA,2024-06-21,2024-06-21,USD,800727
100,1000,100002280,2024,SA,2024-06-21,2024-06-21,USD,800728
100,1000,100002281,2024,SA,2024-06-21,2024-06-21,USD,800729
100,2000,100002282,2024,KR,2024-06-22,2024-06-22,USD,4500000788
100,1000,100002283,2024,KR,2024-06-22,2024-06-22,USD,4500000789
100,2000,100002284,2024,KR,2024-06-22,2024-06-22,USD,4500000790
100,2000,100002285,2024,KR,2024-06-22,2024-06-22,USD,4500000791
100,2000,100002286,2024,KR,2024-06-22,2024-06-22,USD,4500000792
100,1000,100002287,2024,KR,2024-06-22,2024-06-22,USD,4500000793
100,1000,100002288,2024,KR,2024-06-22,2024-06-22,USD,4500000794
100,3000,100002289,2024,DR,2024-06-22,2024-06-22,USD,1000766
100,3000,100002290,2024,DR,2024-06-22,2024-06-22,USD,1000767
100,3000,100002291,2024,DR,2024-06-22,2024-06-22,USD,1000768
100,1000,100002292,2024,SA,2024-06-22,2024-06-22,USD,800730
100,1000,100002293,2024,SA,2024-06-22,2024-06-22,USD,800731
100,1000,100002294,2024,SA,2024-06-22,2024-06-22,USD,800732
100,1000,100002295,2024,SA,2024-06-22,2024-06-22,USD,800733
100,1000,100002296,2024,SA,2024-06-22,2024-06-22,USD,800734
100,1000,100002297,2024,SA,2024-06-22,2024-06-22,USD,800735
100,1000,100002298,2024,KR,2024-06-23,2024-06-23,USD,4500000795
100,1000,100002299,2024,KR,2024-06-23,2024-06-23,USD,4500000796
100,2000,100002300,2024,KR,2024-06-23,2024-06-23,USD,4500000797
100,1000,100002301,2024,KR,2024-06-23,2024-06-23,USD,4500000798
100,2000,100002302,2024,KR,2024-06-23,2024-06-23,USD,4500000799
100,1000,100002303,2024,KR,2024-06-23,2024-06-23,USD,4500000800
100,1000,100002304,2024,KR,2024-06-23,2024-06-23,USD,4500000801
100,2000,100002305,2024,KR,2024-06-23,2024-06-23,USD,4500000802
100,1000,100002306,2024,KR,2024-06-23,2024-06-23,USD,4500000803
100,1000,100002307,2024,KR,2024-06-23,2024-06-23,USD,4500000804
100,1000,100002308,2024,KR,2024-06-23,2024-06-23,USD,4500000805
100,1000,100002309,2024,KR,2024-06-23,2024-06-23,USD,4500000806
100,3000,100002310,2024,DR,2024-06-23,2024-06-23,USD,1000769
100,1000,100002311,2024,SA,2024-06-23,2024-06-23,USD,800736
100,1000,100002312,2024,SA,2024-06-23,2024-06-23,USD,800737
100,1000,100002313,2024,SA,2024-06-23,2024-06-23,USD,800738
100,1000,100002314,2024,SA,2024-06-23,2024-06-23,USD,800739
100,1000,100002315,2024,SA,2024-06-23,2024-06-23,USD,800740
100,1000,100002316,2024,KR,2024-06-24,2024-06-24,USD,4500000807
100,2000,100002317,2024,KR,2024-06-24,2024-06-24,USD,4500000808
100,2000,100002318,2024,KR,2024-06-24,2024-06-24,USD,4500000809
100,1000,100002319,2024,KR,2024-06-24,2024-06-24,USD,4500000810
100,2000,100002320,2024,KR,2024-06-24,2024-06-24,USD,4500000811
100,2000,100002321,2024,KR,2024-06-24,2024-06-24,USD,4500000812
100,3000,100002322,2024,DR,2024-06-24,2024-06-24,USD,1000770
100,3000,100002323,2024,DR,2024-06-24,2024-06-24,USD,1000771
100,1000,100002324,2024,SA,2024-06-24,2024-06-24,USD,800741
100,1000,100002325,2024,SA,2024-06-24,2024-06-24,USD,800742
100,1000,100002326,2024,SA,2024-06-24,2024-06-24,USD,800743
100,1000,100002327,2024,SA,2024-06-24,2024-06-24,USD,800744
100,1000,100002328,2024,SA,2024-06-24,2024-06-24,USD,800745
100,1000,100002329,2024,SA,2024-06-24,2024-06-24,USD,800746
100,2000,100002330,2024,KR,2024-06-25,2024-06-25,USD,4500000813
100,2000,100002331,2024,KR,2024-06-25,2024-06-25,USD,4500000814
100,1000,100002332,2024,KR,2024-06-25,2024-06-25,USD,4500000815
100,2000,100002333,2024,KR,2024-06-25,2024-06-25,USD,4500000816
100,1000,100002334,2024,KR,2024-06-25,2024-06-25,USD,4500000817
100,1000,100002335,2024,KR,2024-06-25,2024-06-25,USD,4500000818
100,1000,100002336,2024,KR,2024-06-25,2024-06-25,USD,4500000819
100,1000,100002337,2024,KR,2024-06-25,2024-06-25,USD,4500000820
100,3000,100002338,2024,DR,2024-06-25,2024-06-25,USD,1000772
100,3000,100002339,2024,DR,2024-06-25,2024-06-25,USD,1000773
100,3000,100002340,2024,DR,2024-06-25,2024-06-25,USD,1000774
100,1000,100002341,2024,SA,2024-06-25,2024-06-25,USD,800747
100,1000,100002342,2024,SA,2024-06-25,2024-06-25,USD,800748
100,1000,100002343,2024,SA,2024-06-25,2024-06-25,USD,800749
100,1000,100002344,2024,SA,2024-06-25,2024-06-25,USD,800750
100,1000,100002345,2024,KR,2024-06-26,2024-06-26,USD,4500000821
100,2000,100002346,2024,KR,2024-06-26,2024-06-26,USD,4500000822
100,1000,100002347,2024,KR,2024-06-26,2024-06-26,USD,4500000823
100,2000,100002348,2024,KR,2024-06-26,2024-06-26,USD,4500000824
100,2000,100002349,2024,KR,2024-06-26,2024-06-26,USD,4500000825
100,2000,100002350,2024,KR,2024-06-26,2024-06-26,USD,4500000826
100,2000,100002351,2024,KR,2024-06-26,2024-06-26,USD,4500000827
100,1000,100002352,2024,KR,2024-06-26,2024-06-26,USD,4500000828
100,2000,100002353,2024,KR,2024-06-26,2024-06-26,USD,4500000829
100,1000,100002354,2024,KR,2024-06-26,2024-06-26,USD,4500000830
100,1000,100002355,2024,KR,2024-06-26,2024-06-26,USD,4500000831
100,1000,100002356,2024,KR,2024-06-26,2024-06-26,USD,4500000832
100,3000,100002357,2024,DR,2024-06-26,2024-06-26,USD,1000775
100,3000,100002358,2024,DR,2024-06-26,2024-06-26,USD,1000776
100,1000,100002359,2024,SA,2024-06-26,2024-06-26,USD,800751
100,1000,100002360,2024,SA,2024-06-26,2024-06-26,USD,800752
100,1000,100002361,2024,SA,2024-06-26,2024-06-26,USD,800753
100,1000,100002362,2024,SA,2024-06-26,2024-06-26,USD,800754
100,1000,100002363,2024,SA,2024-06-26,2024-06-26,USD,800755
100,2000,100002364,2024,KR,2024-06-27,2024-06-27,USD,4500000833
100,1000,100002365,2024,KR,2024-06-27,2024-06-27,USD,4500000834
100,1000,100002366,2024,KR,2024-06-27,2024-06-27,USD,4500000835
100,1000,100002367,2024,KR,2024-06-27,2024-06-27,USD,4500000836
100,1000,100002368,2024,KR,2024-06-27,2024-06-27,USD,4500000837
100,2000,100002369,2024,KR,2024-06-27,2024-06-27,USD,4500000838
100,3000,100002370,2024,DR,2024-06-27,2024-06-27,USD,1000777
100,3000,100002371,2024,DR,2024-06-27,2024-06-27,USD,1000778
100,3000,100002372,2024,DR,2024-06-27,2024-06-27,USD,1000779
100,3000,100002373,2024,DR,2024-06-27,2024-06-27,USD,1000780
100,1000,100002374,2024,SA,2024-06-27,2024-06-27,USD,800756
100,1000,100002375,2024,SA,2024-06-27,2024-06-27,USD,800757
100,1000,100002376,2024,SA,2024-06-27,2024-06-27,USD,800758
100,1000,100002377,2024,SA,2024-06-27,2024-06-27,USD,800759
100,1000,100002378,2024,SA,2024-06-27,2024-06-27,USD,800760
100,1000,100002379,2024,KR,2024-06-28,2024-06-28,USD,4500000839
100,1000,100002380,2024,KR,2024-06-28,2024-06-28,USD,4500000840
100,1000,100002381,2024,KR,2024-06-28,2024-06-28,USD,4500000841
100,2000,100002382,2024,KR,2024-06-28,2024-06-28,USD,4500000842
100,1000,100002383,2024,KR,2024-06-28,2024-06-28,USD,4500000843
100,2000,100002384,2024,KR,2024-06-28,2024-06-28,USD,4500000844
100,1000,100002385,2024,KR,2024-06-28,2024-06-28,USD,4500000845
100,3000,100002386,2024,DR,2024-06-28,2024-06-28,USD,1000781
100,1000,100002387,2024,SA,2024-06-28,2024-06-28,USD,800761
100,1000,100002388,2024,SA,2024-06-28,2024-06-28,USD,800762
100,1000,100002389,2024,SA,2024-06-28,2024-06-28,USD,800763
100,1000,100002390,2024,SA,2024-06-28,2024-06-28,USD,800764
100,1000,100002391,2024,SA,2024-06-28,2024-06-28,USD,800765
100,2000,100002392,2024,KR,2024-06-29,2024-06-29,USD,4500000846
100,2000,100002393,2024,KR,2024-06-29,2024-06-29,USD,4500000847
100,1000,100002394,2024,KR,2024-06-29,2024-06-29,USD,4500000848
100,1000,100002395,2024,KR,2024-06-29,2024-06-29,USD,4500000849
100,1000,100002396,2024,KR,2024-06-29,2024-06-29,USD,4500000850
100,2000,100002397,2024,KR,2024-06-29,2024-06-29,USD,4500000851
100,3000,100002398,2024,DR,2024-06-29,2024-06-29,USD,1000782
100,3000,100002399,2024,DR,2024-06-29,2024-06-29,USD,1000783
100,3000,100002400,2024,DR,2024-06-29,2024-06-29,USD,1000784
100,1000,100002401,2024,SA,2024-06-29,2024-06-29,USD,800766
100,1000,100002402,2024,SA,2024-06-29,2024-06-29,USD,800767
100,1000,100002403,2024,SA,2024-06-29,2024-06-29,USD,800768
100,1000,100002404,2024,SA,2024-06-29,2024-06-29,USD,800769
100,1000,100002405,2024,SA,2024-06-29,2024-06-29,USD,800770
100,1000,100002406,2024,SA,2024-06-29,2024-06-29,USD,800771
100,2000,100002407,2024,KR,2024-06-30,2024-06-30,USD,4500000852
100,1000,100002408,2024,KR,2024-06-30,2024-06-30,USD,4500000853
100,2000,100002409,2024,KR,2024-06-30,2024-06-30,USD,4500000854
100,1000,100002410,2024,KR,2024-06-30,2024-06-30,USD,4500000855
100,2000,100002411,2024,KR,2024-06-30,2024-06-30,USD,4500000856
100,1000,100002412,2024,KR,2024-06-30,2024-06-30,USD,4500000857
100,2000,100002413,2024,KR,2024-06-30,2024-06-30,USD,4500000858
100,1000,100002414,2024,KR,2024-06-30,2024-06-30,USD,4500000859
100,2000,100002415,2024,KR,2024-06-30,2024-06-30,USD,4500000860
100,2000,100002416,2024,KR,2024-06-30,2024-06-30,USD,4500000861
100,1000,100002417,2024,KR,2024-06-30,2024-06-30,USD,4500000862
100,2000,100002418,2024,KR,2024-06-30,2024-06-30,USD,4500000863
100,3000,100002419,2024,DR,2024-06-30,2024-06-30,USD,1000785
100,3000,100002420,2024,DR,2024-06-30,2024-06-30,USD,1000786
100,1000,100002421,2024,SA,2024-06-30,2024-06-30,USD,800772
100,1000,100002422,2024,SA,2024-06-30,2024-06-30,USD,800773
100,1000,100002423,2024,SA,2024-06-30,2024-06-30,USD,800774
100,1000,100002424,2024,SA,2024-06-30,2024-06-30,USD,800775
100,1000,100002425,2024,KR,2024-07-01,2024-07-01,USD,4500000864
100,1000,100002426,2024,KR,2024-07-01,2024-07-01,USD,4500000865
100,1000,100002427,2024,KR,2024-07-01,2024-07-01,USD,4500000866
100,2000,100002428,2024,KR,2024-07-01,2024-07-01,USD,4500000867
100,1000,100002429,2024,KR,2024-07-01,2024-07-01,USD,4500000868
100,1000,100002430,2024,KR,2024-07-01,2024-07-01,USD,4500000869
100,2000,100002431,2024,KR,2024-07-01,2024-07-01,USD,4500000870
100,1000,100002432,2024,KR,2024-07-01,2024-07-01,USD,4500000871
100,1000,100002433,2024,KR,2024-07-01,2024-07-01,USD,4500000872
100,2000,100002434,2024,KR,2024-07-01,2024-07-01,USD,4500000873
100,1000,100002435,2024,KR,2024-07-01,2024-07-01,USD,4500000874
100,2000,100002436,2024,KR,2024-07-01,2024-07-01,USD,4500000875
100,3000,100002437,2024,DR,2024-07-01,2024-07-01,USD,1000787
100,3000,100002438,2024,DR,2024-07-01,2024-07-01,USD,1000788
100,1000,100002439,2024,SA,2024-07-01,2024-07-01,USD,800776
100,1000,100002440,2024,SA,2024-07-01,2024-07-01,USD,800777
100,1000,100002441,2024,SA,2024-07-01,2024-07-01,USD,800778
100,1000,100002442,2024,SA,2024-07-01,2024-07-01,USD,800779
100,1000,100002443,2024,SA,2024-07-01,2024-07-01,USD,800780
100,1000,100002444,2024,SA,2024-07-01,2024-07-01,USD,800781
100,2000,100002445,2024,KR,2024-07-02,2024-07-02,USD,4500000876
100,2000,100002446,2024,KR,2024-07-02,2024-07-02,USD,4500000877
100,1000,100002447,2024,KR,2024-07-02,2024-07-02,USD,4500000878
100,2000,100002448,2024,KR,2024-07-02,2024-07-02,USD,4500000879
100,2000,100002449,2024,KR,2024-07-02,2024-07-02,USD,4500000880
100,1000,100002450,2024,KR,2024-07-02,2024-07-02,USD,4500000881
100,2000,100002451,2024,KR,2024-07-02,2024-07-02,USD,4500000882
100,1000,100002452,2024,KR,2024-07-02,2024-07-02,USD,4500000883
100,1000,100002453,2024,KR,2024-07-02,2024-07-02,USD,4500000884
100,1000,100002454,2024,KR,2024-07-02,2024-07-02,USD,4500000885
100,1000,100002455,2024,KR,2024-07-02,2024-07-02,USD,4500000886
100,3000,100002456,2024,DR,2024-07-02,2024-07-02,USD,1000789
100,3000,100002457,2024,DR,2024-07-02,2024-07-02,USD,1000790
100,1000,100002458,2024,SA,2024-07-02,2024-07-02,USD,800782
100,1000,100002459,2024,SA,2024-07-02,2024-07-02,USD,800783
100,1000,100002460,2024,SA,2024-07-02,2024-07-02,USD,800784
100,1000,100002461,2024,SA,2024-07-02,2024-07-02,USD,800785
100,2000,100002462,2024,KR,2024-07-03,2024-07-03,USD,4500000887
100,1000,100002463,2024,KR,2024-07-03,2024-07-03,USD,4500000888
100,2000,100002464,2024,KR,2024-07-03,2024-07-03,USD,4500000889
100,2000,100002465,2024,KR,2024-07-03,2024-07-03,USD,4500000890
100,2000,100002466,2024,KR,2024-07-03,2024-07-03,USD,4500000891
100,1000,100002467,2024,KR,2024-07-03,2024-07-03,USD,4500000892
100,2000,100002468,2024,KR,2024-07-03,2024-07-03,USD,4500000893
100,1000,100002469,2024,KR,2024-07-03,2024-07-03,USD,4500000894
100,2000,100002470,2024,KR,2024-07-03,2024-07-03,USD,4500000895
100,1000,100002471,2024,KR,2024-07-03,2024-07-03,USD,4500000896
100,3000,100002472,2024,DR,2024-07-03,2024-07-03,USD,1000791
100,3000,100002473,2024,DR,2024-07-03,2024-07-03,USD,1000792
100,3000,100002474,2024,DR,2024-07-03,2024-07-03,USD,1000793
100,1000,100002475,2024,SA,2024-07-03,2024-07-03,USD,800786
100,1000,100002476,2024,SA,2024-07-03,2024-07-03,USD,800787
100,1000,100002477,2024,SA,2024-07-03,2024-07-03,USD,800788
100,1000,100002478,2024,SA,2024-07-03,2024-07-03,USD,800789
100,1000,100002479,2024,SA,2024-07-03,2024-07-03,USD,800790
100,2000,100002480,2024,KR,2024-07-04,2024-07-04,USD,4500000897
100,1000,100002481,2024,KR,2024-07-04,2024-07-04,USD,4500000898
100,2000,100002482,2024,KR,2024-07-04,2024-07-04,USD,4500000899
100,1000,100002483,2024,KR,2024-07-04,2024-07-04,USD,4500000900
100,1000,100002484,2024,KR,2024-07-04,2024-07-04,USD,4500000901
100,1000,100002485,2024,KR,2024-07-04,2024-07-04,USD,4500000902
100,3000,100002486,2024,DR,2024-07-04,2024-07-04,USD,1000794
100,3000,100002487,2024,DR,2024-07-04,2024-07-04,USD,1000795
100,3000,100002488,2024,DR,2024-07-04,2024-07-04,USD,1000796
100,3000,100002489,2024,DR,2024-07-04,2024-07-04,USD,1000797
100,1000,100002490,2024,SA,2024-07-04,2024-07-04,USD,800791
100,1000,100002491,2024,SA,2024-07-04,2024-07-04,USD,800792
100,1000,100002492,2024,SA,2024-07-04,2024-07-04,USD,800793
100,1000,100002493,2024,SA,2024-07-04,2024-07-04,USD,800794
100,1000,100002494,2024,SA,2024-07-04,2024-07-04,USD,800795
100,1000,100002495,2024,SA,2024-07-04,2024-07-04,USD,800796
100,1000,100002496,2024,KR,2024-07-05,2024-07-05,USD,4500000903
100,2000,100002497,2024,KR,2024-07-05,2024-07-05,USD,4500000904
100,1000,100002498,2024,KR,2024-07-05,2024-07-05,USD,4500000905
100,1000,100002499,2024,KR,2024-07-05,2024-07-05,USD,4500000906
100,1000,100002500,2024,KR,2024-07-05,2024-07-05,USD,4500000907
100,1000,100002501,2024,KR,2024-07-05,2024-07-05,USD,4500000908
100,1000,100002502,2024,KR,2024-07-05,2024-07-05,USD,4500000909
100,2000,100002503,2024,KR,2024-07-05,2024-07-05,USD,4500000910
100,1000,100002504,2024,KR,2024-07-05,2024-07-05,USD,4500000911
100,2000,100002505,2024,KR,2024-07-05,2024-07-05,USD,4500000912
100,1000,100002506,2024,KR,2024-07-05,2024-07-05,USD,4500000913
100,3000,100002507,2024,DR,2024-07-05,2024-07-05,USD,1000798
100,3000,100002508,2024,DR,2024-07-05,2024-07-05,USD,1000799
100,3000,100002509,2024,DR,2024-07-05,2024-07-05,USD,1000800
100,1000,100002510,2024,SA,2024-07-05,2024-07-05,USD,800797
100,1000,100002511,2024,SA,2024-07-05,2024-07-05,USD,800798
100,1000,100002512,2024,SA,2024-07-05,2024-07-05,USD,800799
100,1000,100002513,2024,SA,2024-07-05,2024-07-05,USD,800800
100,1000,100002514,2024,SA,2024-07-05,2024-07-05,USD,800801
100,1000,100002515,2024,KR,2024-07-06,2024-07-06,USD,4500000914
100,2000,100002516,2024,KR,2024-07-06,2024-07-06,USD,4500000915
100,1000,100002517,2024,KR,2024-07-06,2024-07-06,USD,4500000916
100,2000,100002518,2024,KR,2024-07-06,2024-07-06,USD,4500000917
100,2000,100002519,2024,KR,2024-07-06,2024-07-06,USD,4500000918
100,3000,100002520,2024,DR,2024-07-06,2024-07-06,USD,1000801
100,3000,100002521,2024,DR,2024-07-06,2024-07-06,USD,1000802
100,3000,100002522,2024,DR,2024-07-06,2024-07-06,USD,1000803
100,3000,100002523,2024,DR,2024-07-06,2024-07-06,USD,1000804
100,1000,100002524,2024,SA,2024-07-06,2024-07-06,USD,800802
100,1000,100002525,2024,SA,2024-07-06,2024-07-06,USD,800803
100,1000,100002526,2024,SA,2024-07-06,2024-07-06,USD,800804
100,1000,100002527,2024,KR,2024-07-07,2024-07-07,USD,4500000919
100,1000,100002528,2024,KR,2024-07-07,2024-07-07,USD,4500000920
100,2000,100002529,2024,KR,2024-07-07,2024-07-07,USD,4500000921
100,1000,100002530,2024,KR,2024-07-07,2024-07-07,USD,4500000922
100,2000,100002531,2024,KR,2024-07-07,2024-07-07,USD,4500000923
100,1000,100002532,2024,KR,2024-07-07,2024-07-07,USD,4500000924
100,1000,100002533,2024,KR,2024-07-07,2024-07-07,USD,4500000925
100,2000,100002534,2024,KR,2024-07-07,2024-07-07,USD,4500000926
100,1000,100002535,2024,KR,2024-07-07,2024-07-07,USD,4500000927
100,1000,100002536,2024,KR,2024-07-07,2024-07-07,USD,4500000928
100,2000,100002537,2024,KR,2024-07-07,2024-07-07,USD,4500000929
100,3000,100002538,2024,DR,2024-07-07,2024-07-07,USD,1000805
100,3000,100002539,2024,DR,2024-07-07,2024-07-07,USD,1000806
100,3000,100002540,2024,DR,2024-07-07,2024-07-07,USD,1000807
100,3000,100002541,2024,DR,2024-07-07,2024-07-07,USD,1000808
100,1000,100002542,2024,SA,2024-07-07,2024-07-07,USD,800805
100,1000,100002543,2024,SA,2024-07-07,2024-07-07,USD,800806
100,1000,100002544,2024,SA,2024-07-07,2024-07-07,USD,800807
100,1000,100002545,2024,SA,2024-07-07,2024-07-07,USD,800808
100,1000,100002546,2024,KR,2024-07-08,2024-07-08,USD,4500000930
100,2000,100002547,2024,KR,2024-07-08,2024-07-08,USD,4500000931
100,2000,100002548,2024,KR,2024-07-08,2024-07-08,USD,4500000932
100,2000,100002549,2024,KR,2024-07-08,2024-07-08,USD,4500000933
100,1000,100002550,2024,KR,2024-07-08,2024-07-08,USD,4500000934
100,2000,100002551,2024,KR,2024-07-08,2024-07-08,USD,4500000935
100,1000,100002552,2024,KR,2024-07-08,2024-07-08,USD,4500000936
100,2000,100002553,2024,KR,2024-07-08,2024-07-08,USD,4500000937
100,1000,100002554,2024,KR,2024-07-08,2024-07-08,USD,4500000938
100,2000,100002555,2024,KR,2024-07-08,2024-07-08,USD,4500000939
100,3000,100002556,2024,DR,2024-07-08,2024-07-08,USD,1000809
100,3000,100002557,2024,DR,2024-07-08,2024-07-08,USD,1000810
100,3000,100002558,2024,DR,2024-07-08,2024-07-08,USD,1000811
100,3000,100002559,2024,DR,2024-07-08,2024-07-08,USD,1000812
100,1000,100002560,2024,SA,2024-07-08,2024-07-08,USD,800809
100,1000,100002561,2024,SA,2024-07-08,2024-07-08,USD,800810
100,1000,100002562,2024,SA,2024-07-08,2024-07-08,USD,800811
100,1000,100002563,2024,SA,2024-07-08,2024-07-08,USD,800812
100,1000,100002564,2024,SA,2024-07-08,2024-07-08,USD,800813
100,1000,100002565,2024,SA,2024-07-08,2024-07-08,USD,800814
100,2000,100002566,2024,KR,2024-07-09,2024-07-09,USD,4500000940
100,1000,100002567,2024,KR,2024-07-09,2024-07-09,USD,4500000941
100,2000,100002568,2024,KR,2024-07-09,2024-07-09,USD,4500000942
100,2000,100002569,2024,KR,2024-07-09,2024-07-09,USD,4500000943
100,2000,100002570,2024,KR,2024-07-09,2024-07-09,USD,4500000944
100,1000,100002571,2024,KR,2024-07-09,2024-07-09,USD,4500000945
100,2000,100002572,2024,KR,2024-07-09,2024-07-09,USD,4500000946
100,1000,100002573,2024,KR,2024-07-09,2024-07-09,USD,4500000947
100,2000,100002574,2024,KR,2024-07-09,2024-07-09,USD,4500000948
100,3000,100002575,2024,DR,2024-07-09,2024-07-09,USD,1000813
100,1000,100002576,2024,SA,2024-07-09,2024-07-09,USD,800815
100,1000,100002577,2024,SA,2024-07-09,2024-07-09,USD,800816
100,1000,100002578,2024,SA,2024-07-09,2024-07-09,USD,800817
100,2000,100002579,2024,KR,2024-07-10,2024-07-10,USD,4500000949
100,1000,100002580,2024,KR,2024-07-10,2024-07-10,USD,4500000950
100,2000,100002581,2024,KR,2024-07-10,2024-07-10,USD,4500000951
100,1000,100002582,2024,KR,2024-07-10,2024-07-10,USD,4500000952
100,2000,100002583,2024,KR,2024-07-10,2024-07-10,USD,4500000953
100,2000,100002584,2024,KR,2024-07-10,2024-07-10,USD,4500000954
100,1000,100002585,2024,KR,2024-07-10,2024-07-10,USD,4500000955
100,2000,100002586,2024,KR,2024-07-10,2024-07-10,USD,4500000956
100,1000,100002587,2024,KR,2024-07-10,2024-07-10,USD,4500000957
