MANDT,VBELN,ERDAT,AUART,VKORG,VTWEG,KUNNR,WAERS
100,1000516,2024-03-18,TA,3000,10,10004,USD
100,1000517,2024-03-18,TA,3000,10,10027,USD
100,1000518,2024-03-19,TA,3000,10,10048,USD
100,1000519,2024-03-19,TA,3000,10,10006,USD
100,1000520,2024-03-19,TA,3000,10,10007,USD
100,1000521,2024-03-19,TA,3000,10,10045,USD
100,1000522,2024-03-20,TA,3000,10,10041,USD
100,1000523,2024-03-20,TA,3000,10,10046,USD
100,1000524,2024-03-20,TA,3000,10,10005,USD
100,1000525,2024-03-21,TA,3000,10,10020,USD
100,1000526,2024-03-22,TA,3000,10,10041,USD
100,1000527,2024-03-22,TA,3000,10,10049,USD
100,1000528,2024-03-22,TA,3000,10,10034,USD
100,1000529,2024-03-23,TA,3000,10,10048,USD
100,1000530,2024-03-23,TA,3000,10,10005,USD
100,1000531,2024-03-24,TA,3000,10,10043,USD
100,1000532,2024-03-24,TA,3000,10,10022,USD
100,1000533,2024-03-24,TA,3000,10,10014,USD
100,1000534,2024-03-24,TA,3000,10,10039,USD
100,1000535,2024-03-25,TA,3000,10,10031,USD
100,1000536,2024-03-25,TA,3000,10,10026,USD
100,1000537,2024-03-25,TA,3000,10,10001,USD
100,1000538,2024-03-25,TA,3000,10,10012,USD
100,1000539,2024-03-26,TA,3000,10,10022,USD
100,1000540,2024-03-26,TA,3000,10,10003,USD
100,1000541,2024-03-26,TA,3000,10,10041,USD
100,1000542,2024-03-27,TA,3000,10,10000,USD
100,1000543,2024-03-27,TA,3000,10,10028,USD
100,1000544,2024-03-28,TA,3000,10,10012,USD
100,1000545,2024-03-28,TA,3000,10,10037,USD
100,1000546,2024-03-29,TA,3000,10,10002,USD
100,1000547,2024-03-29,TA,3000,10,10016,USD
100,1000548,2024-03-29,TA,3000,10,10000,USD
100,1000549,2024-03-30,TA,3000,10,10013,USD
100,1000550,2024-03-30,TA,3000,10,10028,USD
100,1000551,2024-03-30,TA,3000,10,10044,USD
100,1000552,2024-03-30,TA,3000,10,10018,USD
100,1000553,2024-03-31,TA,3000,10,10029,USD
100,1000554,2024-03-31,TA,3000,10,10029,USD
100,1000555,2024-03-31,TA,3000,10,10039,USD
100,1000556,2024-03-31,TA,3000,10,10044,USD
100,1000557,2024-04-01,TA,3000,10,10028,USD
100,1000558,2024-04-01,TA,3000,10,10019,USD
100,1000559,2024-04-02,TA,3000,10,10042,USD
100,1000560,2024-04-03,TA,3000,10,10046,USD
100,1000561,2024-04-03,TA,3000,10,10044,USD
100,1000562,2024-04-04,TA,3000,10,10024,USD
100,1000563,2024-04-04,TA,3000,10,10039,USD
100,1000564,2024-04-04,TA,3000,10,10048,USD
100,1000565,2024-04-04,TA,3000,10,10019,USD
100,1000566,2024-04-05,TA,3000,10,10010,USD
100,1000567,2024-04-06,TA,3000,10,10044,USD
100,1000568,2024-04-06,TA,3000,10,10042,USD
100,1000569,2024-04-06,TA,3000,10,10023,USD
100,1000570,2024-04-07,TA,3000,10,10020,USD
100,1000571,2024-04-07,TA,3000,10,10000,USD
100,1000572,2024-04-07,TA,3000,10,10029,USD
100,1000573,2024-04-07,TA,3000,10,10042,USD
100,1000574,2024-04-08,TA,3000,10,10027,USD
100,1000575,2024-04-08,TA,3000,10,10030,USD
100,1000576,2024-04-08,TA,3000,10,10041,USD
100,1000577,2024-04-08,TA,3000,10,10015,USD
100,1000578,2024-04-09,TA,3000,10,10038,USD
100,1000579,2024-04-09,TA,3000,10,10020,USD
100,1000580,2024-04-10,TA,3000,10,10013,USD
100,1000581,2024-04-10,TA,3000,10,10022,USD
100,1000582,2024-04-10,TA,3000,10,10041,USD
100,1000583,2024-04-11,TA,3000,10,10017,USD
100,1000584,2024-04-11,TA,3000,10,10014,USD
100,1000585,2024-04-12,TA,3000,10,10011,USD
100,1000586,2024-04-12,TA,3000,10,10003,USD
100,1000587,2024-04-13,TA,3000,10,10033,USD
100,1000588,2024-04-14,TA,3000,10,10016,USD
100,1000589,2024-04-15,TA,3000,10,10015,USD
100,1000590,2024-04-15,TA,3000,10,10038,USD
100,1000591,2024-04-15,TA,3000,10,10041,USD
100,1000592,2024-04-16,TA,3000,10,10043,USD
100,1000593,2024-04-16,TA,3000,10,10024,USD
100,1000594,2024-04-16,TA,3000,10,10013,USD
100,1000595,2024-04-16,TA,3000,10,10046,USD
100,1000596,2024-04-17,TA,3000,10,10046,USD
100,1000597,2024-04-17,TA,3000,10,10047,USD
100,1000598,2024-04-18,TA,3000,10,10012,USD
100,1000599,2024-04-19,TA,3000,10,10043,USD
100,1000600,2024-04-19,TA,3000,10,10014,USD
100,1000601,2024-04-19,TA,3000,10,10021,USD
100,1000602,2024-04-19,TA,3000,10,10038,USD
100,1000603,2024-04-20,TA,3000,10,10008,USD
100,1000604,2024-04-20,TA,3000,10,10034,USD
100,1000605,2024-04-20,TA,3000,10,10026,USD
100,1000606,2024-04-21,TA,3000,10,10003,USD
100,1000607,2024-04-21,TA,3000,10,10000,USD
100,1000608,2024-04-22,TA,3000,10,10032,USD
100,1000609,2024-04-23,TA,3000,10,10018,USD
100,1000610,2024-04-23,TA,3000,10,10022,USD
100,1000611,2024-04-24,TA,3000,10,10012,USD
100,1000612,2024-04-24,TA,3000,10,10047,USD
100,1000613,2024-04-24,TA,3000,10,10009,USD
100,1000614,2024-04-24,TA,3000,10,10038,USD
100,1000615,2024-04-25,TA,3000,10,10012,USD
100,1000616,2024-04-25,TA,3000,10,10044,USD
100,1000617,2024-04-26,TA,3000,10,10012,USD
100,1000618,2024-04-26,TA,3000,10,10019,USD
100,1000619,2024-04-27,TA,3000,10,10025,USD
100,1000620,2024-04-27,TA,3000,10,10040,USD
100,1000621,2024-04-28,TA,3000,10,10013,USD
100,1000622,2024-04-29,TA,3000,10,10020,USD
100,1000623,2024-04-30,TA,3000,10,10002,USD
100,1000624,2024-04-30,TA,3000,10,10021,USD
100,1000625,2024-04-30,TA,3000,10,10020,USD
100,1000626,2024-05-01,TA,3000,10,10049,USD
100,1000627,2024-05-01,TA,3000,10,10036,USD
100,1000628,2024-05-02,TA,3000,10,10043,USD
100,1000629,2024-05-03,TA,3000,10,10033,USD
100,1000630,2024-05-03,TA,3000,10,10047,USD
100,1000631,2024-05-04,TA,3000,10,10019,USD
100,1000632,2024-05-04,TA,3000,10,10018,USD
100,1000633,2024-05-05,TA,3000,10,10008,USD
100,1000634,2024-05-05,TA,3000,10,10040,USD
100,1000635,2024-05-05,TA,3000,10,10028,USD
100,1000636,2024-05-06,TA,3000,10,10039,USD
100,1000637,2024-05-06,TA,3000,10,10038,USD
100,1000638,2024-05-06,TA,3000,10,10006,USD
100,1000639,2024-05-06,TA,3000,10,10030,USD
100,1000640,2024-05-07,TA,3000,10,10004,USD
100,1000641,2024-05-07,TA,3000,10,10042,USD
100,1000642,2024-05-07,TA,3000,10,10014,USD
100,1000643,2024-05-07,TA,3000,10,10024,USD
100,1000644,2024-05-08,TA,3000,10,10006,USD
100,1000645,2024-05-08,TA,3000,10,10034,USD
100,1000646,2024-05-08,TA,3000,10,10022,USD
100,1000647,2024-05-09,TA,3000,10,10003,USD
100,1000648,2024-05-09,TA,3000,10,10028,USD
100,1000649,2024-05-09,TA,3000,10,10021,USD
100,1000650,2024-05-09,TA,3000,10,10047,USD
100,1000651,2024-05-10,TA,3000,10,10007,USD
100,1000652,2024-05-10,TA,3000,10,10037,USD
100,1000653,2024-05-10,TA,3000,10,10024,USD
100,1000654,2024-05-10,TA,3000,10,10034,USD
100,1000655,2024-05-11,TA,3000,10,10036,USD
100,1000656,2024-05-11,TA,3000,10,10049,USD
100,1000657,2024-05-11,TA,3000,10,10020,USD
100,1000658,2024-05-12,TA,3000,10,10002,USD
100,1000659,2024-05-12,TA,3000,10,10001,USD
100,1000660,2024-05-12,TA,3000,10,10028,USD
100,1000661,2024-05-13,TA,3000,10,10046,USD
100,1000662,2024-05-13,TA,3000,10,10041,USD
100,1000663,2024-05-13,TA,3000,10,10008,USD
100,1000664,2024-05-13,TA,3000,10,10038,USD
100,1000665,2024-05-14,TA,3000,10,10004,USD
100,1000666,2024-05-15,TA,3000,10,10000,USD
100,1000667,2024-05-15,TA,3000,10,10033,USD
100,1000668,2024-05-16,TA,3000,10,10000,USD
100,1000669,2024-05-16,TA,3000,10,10044,USD
100,1000670,2024-05-17,TA,3000,10,10034,USD
100,1000671,2024-05-17,TA,3000,10,10008,USD
100,1000672,2024-05-18,TA,3000,10,10006,USD
100,1000673,2024-05-18,TA,3000,10,10001,USD
100,1000674,2024-05-19,TA,3000,10,10044,USD
100,1000675,2024-05-19,TA,3000,10,10010,USD
100,1000676,2024-05-19,TA,3000,10,10007,USD
100,1000677,2024-05-19,TA,3000,10,10033,USD
100,1000678,2024-05-20,TA,3000,10,10032,USD
100,1000679,2024-05-20,TA,3000,10,10025,USD
100,1000680,2024-05-21,TA,3000,10,10005,USD
100,1000681,2024-05-21,TA,3000,10,10034,USD
100,1000682,2024-05-22,TA,3000,10,10029,USD
100,1000683,2024-05-22,TA,3000,10,10005,USD
100,1000684,2024-05-22,TA,3000,10,10040,USD
100,1000685,2024-05-23,TA,3000,10,10022,USD
100,1000686,2024-05-23,TA,3000,10,10017,USD
100,1000687,2024-05-23,TA,3000,10,10029,USD
100,1000688,2024-05-23,TA,3000,10,10037,USD
100,1000689,2024-05-24,TA,3000,10,10014,USD
100,1000690,2024-05-25,TA,3000,10,10030,USD
100,1000691,2024-05-26,TA,3000,10,10049,USD
100,1000692,2024-05-26,TA,3000,10,10040,USD
100,1000693,2024-05-26,TA,3000,10,10049,USD
100,1000694,2024-05-26,TA,3000,10,10034,USD
100,1000695,2024-05-27,TA,3000,10,10001,USD
100,1000696,2024-05-27,TA,3000,10,10027,USD
100,1000697,2024-05-27,TA,3000,10,10019,USD
100,1000698,2024-05-27,TA,3000,10,10013,USD
100,1000699,2024-05-28,TA,3000,10,10026,USD
100,1000700,2024-05-28,TA,3000,10,10015,USD
100,1000701,2024-05-28,TA,3000,10,10013,USD
100,1000702,2024-05-28,TA,3000,10,10010,USD
100,1000703,2024-05-29,TA,3000,10,10029,USD
100,1000704,2024-05-29,TA,3000,10,10026,USD
100,1000705,2024-05-30,TA,3000,10,10041,USD
100,1000706,2024-05-30,TA,3000,10,10023,USD
100,1000707,2024-05-30,TA,3000,10,10024,USD
100,1000708,2024-05-31,TA,3000,10,10017,USD
100,1000709,2024-05-31,TA,3000,10,10032,USD
100,1000710,2024-05-31,TA,3000,10,10028,USD
100,1000711,2024-06-01,TA,3000,10,10044,USD
100,1000712,2024-06-01,TA,3000,10,10044,USD
100,1000713,2024-06-01,TA,3000,10,10014,USD
100,1000714,2024-06-02,TA,3000,10,10047,USD
100,1000715,2024-06-02,TA,3000,10,10016,USD
100,1000716,2024-06-02,TA,3000,10,10026,USD
100,1000717,2024-06-02,TA,3000,10,10041,USD
100,1000718,2024-06-03,TA,3000,10,10007,USD
100,1000719,2024-06-04,TA,3000,10,10019,USD
100,1000720,2024-06-04,TA,3000,10,10004,USD
100,1000721,2024-06-04,TA,3000,10,10027,USD
100,1000722,2024-06-04,TA,3000,10,10006,USD
100,1000723,2024-06-05,TA,3000,10,10013,USD
100,1000724,2024-06-05,TA,3000,10,10021,USD
100,1000725,2024-06-06,TA,3000,10,10045,USD
100,1000726,2024-06-06,TA,3000,10,10003,USD
100,1000727,2024-06-06,TA,3000,10,10010,USD
100,1000728,2024-06-07,TA,3000,10,10039,USD
100,1000729,2024-06-08,TA,3000,10,10006,USD
100,1000730,2024-06-08,TA,3000,10,10036,USD
100,1000731,2024-06-09,TA,3000,10,10011,USD
100,1000732,2024-06-09,TA,3000,10,10018,USD
100,1000733,2024-06-09,TA,3000,10,10021,USD
100,1000734,2024-06-10,TA,3000,10,10028,USD
100,1000735,2024-06-10,TA,3000,10,10013,USD
100,1000736,2024-06-10,TA,3000,10,10046,USD
100,1000737,2024-06-10,TA,3000,10,10013,USD
100,1000738,2024-06-11,TA,3000,10,10021,USD
100,1000739,2024-06-11,TA,3000,10,10039,USD
100,1000740,2024-06-11,TA,3000,10,10005,USD
100,1000741,2024-06-12,TA,3000,10,10009,USD
100,1000742,2024-06-12,TA,3000,10,10020,USD
100,1000743,2024-06-12,TA,3000,10,10037,USD
100,1000744,2024-06-13,TA,3000,10,10031,USD
100,1000745,2024-06-13,TA,3000,10,10039,USD
100,1000746,2024-06-14,TA,3000,10,10032,USD
100,1000747,2024-06-14,TA,3000,10,10018,USD
100,1000748,2024-06-15,TA,3000,10,10004,USD
100,1000749,2024-06-15,TA,3000,10,10016,USD
100,1000750,2024-06-15,TA,3000,10,10007,USD
100,1000751,2024-06-16,TA,3000,10,10048,USD
100,1000752,2024-06-16,TA,3000,10,10001,USD
100,1000753,2024-06-17,TA,3000,10,10002,USD
100,1000754,2024-06-17,TA,3000,10,10028,USD
100,1000755,2024-06-17,TA,3000,10,10047,USD
100,1000756,2024-06-17,TA,3000,10,10044,USD
100,1000757,2024-06-18,TA,3000,10,10038,USD
100,1000758,2024-06-18,TA,3000,10,10005,USD
100,1000759,2024-06-19,TA,3000,10,10009,USD
100,1000760,2024-06-19,TA,3000,10,10014,USD
100,1000761,2024-06-20,TA,3000,10,10039,USD
100,1000762,2024-06-21,TA,3000,10,10033,USD
100,1000763,2024-06-21,TA,3000,10,10041,USD
100,1000764,2024-06-21,TA,3000,10,10026,USD
100,1000765,2024-06-21,TA,3000,10,10002,USD
100,1000766,2024-06-22,TA,3000,10,10009,USD
100,1000767,2024-06-22,TA,3000,10,10017,USD
100,1000768,2024-06-22,TA,3000,10,10036,USD
100,1000769,2024-06-23,TA,3000,10,10025,USD
100,1000770,2024-06-24,TA,3000,10,10013,USD
100,1000771,2024-06-24,TA,3000,10,10025,USD
100,1000772,2024-06-25,TA,3000,10,10011,USD
100,1000773,2024-06-25,TA,3000,10,10049,USD
100,1000774,2024-06-25,TA,3000,10,10010,USD
100,1000775,2024-06-26,TA,3000,10,10031,USD
100,1000776,2024-06-26,TA,3000,10,10042,USD
100,1000777,2024-06-27,TA,3000,10,10010,USD
100,1000778,2024-06-27,TA,3000,10,10013,USD
100,1000779,2024-06-27,TA,3000,10,10000,USD
100,1000780,2024-06-27,TA,3000,10,10028,USD
100,1000781,2024-06-28,TA,3000,10,10043,USD
100,1000782,2024-06-29,TA,3000,10,10002,USD
100,1000783,2024-06-29,TA,3000,10,10010,USD
100,1000784,2024-06-29,TA,3000,10,10027,USD
100,1000785,2024-06-30,TA,3000,10,10024,USD
100,1000786,2024-06-30,TA,3000,10,10025,USD
100,1000787,2024-07-01,TA,3000,10,10048,USD
100,1000788,2024-07-01,TA,3000,10,10014,USD
100,1000789,2024-07-02,TA,3000,10,10027,USD
100,1000790,2024-07-02,TA,3000,10,10027,USD
100,1000791,2024-07-03,TA,3000,10,10001,USD
100,1000792,2024-07-03,TA,3000,10,10034,USD
100,1000793,2024-07-03,TA,3000,10,10035,USD
100,1000794,2024-07-04,TA,3000,10,10010,USD
100,1000795,2024-07-04,TA,3000,10,10048,USD
100,1000796,2024-07-04,TA,3000,10,10047,USD
100,1000797,2024-07-04,TA,3000,10,10038,USD
100,1000798,2024-07-05,TA,3000,10,10000,USD
100,1000799,2024-07-05,TA,3000,10,10046,USD
100,1000800,2024-07-05,TA,3000,10,10036,USD
100,1000801,2024-07-06,TA,3000,10,10047,USD
100,1000802,2024-07-06,TA,3000,10,10000,USD
100,1000803,2024-07-06,TA,3000,10,10001,USD
100,1000804,2024-07-06,TA,3000,10,10001,USD
100,1000805,2024-07-07,TA,3000,10,10048,USD
100,1000806,2024-07-07,TA,3000,10,10021,USD
100,1000807,2024-07-07,TA,3000,10,10020,USD
100,1000808,2024-07-07,TA,3000,10,10044,USD
100,1000809,2024-07-08,TA,3000,10,10010,USD
100,1000810,2024-07-08,TA,3000,10,10037,USD
100,1000811,2024-07-08,TA,3000,10,10009,USD
100,1000812,2024-07-08,TA,3000,10,10044,USD
100,1000813,2024-07-09,TA,3000,10,10013,USD
100,1000814,2024-07-10,TA,3000,10,10027,USD
100,1000815,2024-07-10,TA,3000,10,10027,USD
100,1000816,2024-07-10,TA,3000,10,10006,USD
100,1000817,2024-07-11,TA,3000,10,10037,USD
100,1000818,2024-07-12,TA,3000,10,10034,USD
100,1000819,2024-07-12,TA,3000,10,10022,USD
100,1000820,2024-07-12,TA,3000,10,10023,USD
100,1000821,2024-07-13,TA,3000,10,10000,USD
100,1000822,2024-07-13,TA,3000,10,10044,USD
100,1000823,2024-07-14,TA,3000,10,10019,USD
100,1000824,2024-07-14,TA,3000,10,10017,USD
100,1000825,2024-07-15,TA,3000,10,10028,USD
100,1000826,2024-07-16,TA,3000,10,10032,USD
100,1000827,2024-07-16,TA,3000,10,10037,USD
100,1000828,2024-07-16,TA,3000,10,10020,USD
100,1000829,2024-07-16,TA,3000,10,10043,USD
100,1000830,2024-07-17,TA,3000,10,10030,USD
100,1000831,2024-07-18,TA,3000,10,10018,USD
100,1000832,2024-07-18,TA,3000,10,10041,USD
100,1000833,2024-07-18,TA,3000,10,10037,USD
100,1000834,2024-07-18,TA,3000,10,10030,USD
100,1000835,2024-07-19,TA,3000,10,10044,USD
100,1000836,2024-07-19,TA,3000,10,10035,USD
100,1000837,2024-07-19,TA,3000,10,10016,USD
100,1000838,2024-07-20,TA,3000,10,10011,USD
100,1000839,2024-07-20,TA,3000,10,10026,USD
100,1000840,2024-07-21,TA,3000,10,10016,USD
100,1000841,2024-07-21,TA,3000,10,10029,USD
100,1000842,2024-07-21,TA,3000,10,10009,USD
100,1000843,2024-07-22,TA,3000,10,10011,USD
100,1000844,2024-07-23,TA,3000,10,10036,USD
100,1000845,2024-07-23,TA,3000,10,10047,USD
100,1000846,2024-07-23,TA,3000,10,10003,USD
100,1000847,2024-07-24,TA,3000,10,10049,USD
100,1000848,2024-07-24,TA,3000,10,10043,USD
100,1000849,2024-07-24,TA,3000,10,10019,USD
100,1000850,2024-07-25,TA,3000,10,10042,USD
100,1000851,2024-07-26,TA,3000,10,10004,USD
100,1000852,2024-07-26,TA,3000,10,10038,USD
100,1000853,2024-07-27,TA,3000,10,10009,USD
100,1000854,2024-07-27,TA,3000,10,10048,USD
100,1000855,2024-07-28,TA,3000,10,10028,USD
100,1000856,2024-07-28,TA,3000,10,10010,USD
100,1000857,2024-07-28,TA,3000,10,10042,USD
100,1000858,2024-07-29,TA,3000,10,10003,USD
100,1000859,2024-07-29,TA,3000,10,10042,USD
100,1000860,2024-07-30,TA,3000,10,10019,USD
100,1000861,2024-07-31,TA,3000,10,10018,USD
100,1000862,2024-07-31,TA,3000,10,10046,USD
100,1000863,2024-08-01,TA,3000,10,10017,USD
100,1000864,2024-08-02,TA,3000,10,10023,USD
100,1000865,2024-08-03,TA,3000,10,10042,USD
100,1000866,2024-08-03,TA,3000,10,10044,USD
100,1000867,2024-08-04,TA,3000,10,10038,USD
100,1000868,2024-08-04,TA,3000,10,10040,USD
100,1000869,2024-08-05,TA,3000,10,10000,USD
100,1000870,2024-08-06,TA,3000,10,10010,USD
100,1000871,2024-08-06,TA,3000,10,10022,USD
100,1000872,2024-08-06,TA,3000,10,10032,USD
100,1000873,2024-08-07,TA,3000,10,10037,USD
100,1000874,2024-08-07,TA,3000,10,10037,USD
100,1000875,2024-08-08,TA,3000,10,10015,USD
100,1000876,2024-08-09,TA,3000,10,10049,USD
100,1000877,2024-08-09,TA,3000,10,10005,USD
100,1000878,2024-08-09,TA,3000,10,10006,USD
100,1000879,2024-08-09,TA,3000,10,10002,USD
100,1000880,2024-08-10,TA,3000,10,10036,USD
100,1000881,2024-08-11,TA,3000,10,10012,USD
100,1000882,2024-08-12,TA,3000,10,10024,USD
100,1000883,2024-08-12,TA,3000,10,10019,USD
100,1000884,2024-08-12,TA,3000,10,10035,USD
100,1000885,2024-08-12,TA,3000,10,10031,USD
100,1000886,2024-08-13,TA,3000,10,10044,USD
100,1000887,2024-08-13,TA,3000,10,10001,USD
100,1000888,2024-08-13,TA,3000,10,10013,USD
100,1000889,2024-08-14,TA,3000,10,10040,USD
100,1000890,2024-08-14,TA,3000,10,10003,USD
100,1000891,2024-08-15,TA,3000,10,10006,USD
100,1000892,2024-08-15,TA,3000,10,10020,USD
100,1000893,2024-08-15,TA,3000,10,10007,USD
100,1000894,2024-08-15,TA,3000,10,10027,USD
100,1000895,2024-08-16,TA,3000,10,10005,USD
100,1000896,2024-08-17,TA,3000,10,10049,USD
100,1000897,2024-08-17,TA,3000,10,10010,USD
100,1000898,2024-08-18,TA,3000,10,10009,USD
100,1000899,2024-08-19,TA,3000,10,10009,USD
100,1000900,2024-08-19,TA,3000,10,10047,USD
100,1000901,2024-08-19,TA,3000,10,10045,USD
100,1000902,2024-08-20,TA,3000,10,10001,USD
100,1000903,2024-08-20,TA,3000,10,10045,USD
100,1000904,2024-08-20,TA,3000,10,10010,USD
100,1000905,2024-08-20,TA,3000,10,10019,USD
100,1000906,2024-08-21,TA,3000,10,10010,USD
100,1000907,2024-08-21,TA,3000,10,10049,USD
100,1000908,2024-08-21,TA,3000,10,10006,USD
100,1000909,2024-08-22,TA,3000,10,10047,USD
100,1000910,2024-08-23,TA,3000,10,10027,USD
100,1000911,2024-08-23,TA,3000,10,10012,USD
100,1000912,2024-08-23,TA,3000,10,10005,USD
100,1000913,2024-08-23,TA,3000,10,10018,USD
100,1000914,2024-08-24,TA,3000,10,10037,USD
100,1000915,2024-08-25,TA,3000,10,10039,USD
100,1000916,2024-08-26,TA,3000,10,10040,USD
100,1000917,2024-08-26,TA,3000,10,10034,USD
100,1000918,2024-08-26,TA,3000,10,10025,USD
100,1000919,2024-08-26,TA,3000,10,10026,USD
100,1000920,2024-08-27,TA,3000,10,10024,USD
100,1000921,2024-08-27,TA,3000,10,10027,USD
100,1000922,2024-08-28,TA,3000,10,10034,USD
100,1000923,2024-08-28,TA,3000,10,10023,USD
100,1000924,2024-08-28,TA,3000,10,10026,USD
100,1000925,2024-08-28,TA,3000,10,10030,USD
100,1000926,2024-08-29,TA,3000,10,10043,USD
100,1000927,2024-08-30,TA,3000,10,10005,USD
100,1000928,2024-08-30,TA,3000,10,10046,USD
100,1000929,2024-08-31,TA,3000,10,10003,USD
100,1000930,2024-09-01,TA,3000,10,10016,USD
100,1000931,2024-09-01,TA,3000,10,10020,USD
100,1000932,2024-09-01,TA,3000,10,10034,USD
100,1000933,2024-09-01,TA,3000,10,10021,USD
100,1000934,2024-09-02,TA,3000,10,10016,USD
100,1000935,2024-09-02,TA,3000,10,10020,USD
100,1000936,2024-09-02,TA,3000,10,10029,USD
100,1000937,2024-09-03,TA,3000,10,10021,USD
100,1000938,2024-09-03,TA,3000,10,10003,USD
100,1000939,2024-09-03,TA,3000,10,10035,USD
100,1000940,2024-09-03,TA,3000,10,10025,USD
100,1000941,2024-09-04,TA,3000,10,10009,USD
100,1000942,2024-09-04,TA,3000,10,10016,USD
100,1000943,2024-09-05,TA,3000,10,10034,USD
100,1000944,2024-09-06,TA,3000,10,10037,USD
100,1000945,2024-09-07,TA,3000,10,10041,USD
100,1000946,2024-09-07,TA,3000,10,10041,USD
100,1000947,2024-09-08,TA,3000,10,10014,USD
100,1000948,2024-09-08,TA,3000,10,10010,USD
100,1000949,2024-09-09,TA,3000,10,10041,USD
100,1000950,2024-09-09,TA,3000,10,10001,USD
100,1000951,2024-09-09,TA,3000,10,10003,USD
100,1000952,2024-09-09,TA,3000,10,10024,USD
100,1000953,2024-09-10,TA,3000,10,10046,USD
100,1000954,2024-09-10,TA,3000,10,10030,USD
100,1000955,2024-09-10,TA,3000,10,10007,USD
100,1000956,2024-09-10,TA,3000,10,10042,USD
100,1000957,2024-09-11,TA,3000,10,10040,USD
100,1000958,2024-09-12,TA,3000,10,10022,USD
100,1000959,2024-09-12,TA,3000,10,10039,USD
100,1000960,2024-09-12,TA,3000,10,10017,USD
100,1000961,2024-09-12,TA,3000,10,10049,USD
100,1000962,2024-09-13,TA,3000,10,10037,USD
100,1000963,2024-09-13,TA,3000,10,10020,USD
100,1000964,2024-09-13,TA,3000,10,10012,USD
100,1000965,2024-09-13,TA,3000,10,10003,USD
100,1000966,2024-09-14,TA,3000,10,10018,USD
100,1000967,2024-09-14,TA,3000,10,10001,USD
100,1000968,2024-09-15,TA,3000,10,10013,USD
100,1000969,2024-09-15,TA,3000,10,10041,USD
100,1000970,2024-09-15,TA,3000,10,10007,USD
100,1000971,2024-09-16,TA,3000,10,10030,USD
100,1000972,2024-09-16,TA,3000,10,10028,USD
100,1000973,2024-09-16,TA,3000,10,10037,USD
100,1000974,2024-09-17,TA,3000,10,10018,USD
100,1000975,2024-09-17,TA,3000,10,10022,USD
100,1000976,2024-09-18,TA,3000,10,10044,USD
100,1000977,2024-09-18,TA,3000,10,10008,USD
100,1000978,2024-09-18,TA,3000,10,10042,USD
100,1000979,2024-09-18,TA,3000,10,10044,USD
100,1000980,2024-09-19,TA,3000,10,10034,USD
100,1000981,2024-09-19,TA,3000,10,10034,USD
100,1000982,2024-09-19,TA,3000,10,10002,USD
100,1000983,2024-09-20,TA,3000,10,10008,USD
100,1000984,2024-09-21,TA,3000,10,10004,USD
100,1000985,2024-09-21,TA,3000,10,10011,USD
100,1000986,2024-09-21,TA,3000,10,10004,USD
100,1000987,2024-09-21,TA,3000,10,10022,USD
100,1000988,2024-09-22,TA,3000,10,10022,USD
100,1000989,2024-09-23,TA,3000,10,10024,USD
100,1000990,2024-09-24,TA,3000,10,10043,USD
100,1000991,2024-09-24,TA,3000,10,10011,USD
100,1000992,2024-09-24,TA,3000,10,10002,USD
100,1000993,2024-09-25,TA,3000,10,10048,USD
100,1000994,2024-09-25,TA,3000,10,10037,USD
100,1000995,2024-09-25,TA,3000,10,10049,USD
100,1000996,2024-09-26,TA,3000,10,10044,USD
100,1000997,2024-09-27,TA,3000,10,10033,USD
100,1000998,2024-09-27,TA,3000,10,10017,USD
100,1000999,2024-09-28,TA,3000,10,10043,USD
100,1001000,2024-09-28,TA,3000,10,10042,USD
100,1001001,2024-09-28,TA,3000,10,10029,USD
100,1001002,2024-09-29,TA,3000,10,10001,USD
100,1001003,2024-09-29,TA,3000,10,10009,USD
100,1001004,2024-09-30,TA,3000,10,10033,USD
100,1001005,2024-09-30,TA,3000,10,10037,USD
100,1001006,2024-09-30,TA,3000,10,10030,USD
100,1001007,2024-09-30,TA,3000,10,10034,USD
100,1001008,2024-10-01,TA,3000,10,10008,USD
100,1001009,2024-10-01,TA,3000,10,10038,USD
100,1001010,2024-10-01,TA,3000,10,10009,USD
100,1001011,2024-10-02,TA,3000,10,10004,USD
100,1001012,2024-10-03,TA,3000,10,10018,USD
100,1001013,2024-10-03,TA,3000,10,10047,USD
100,1001014,2024-10-04,TA,3000,10,10021,USD
100,1001015,2024-10-05,TA,3000,10,10039,USD
100,1001016,2024-10-06,TA,3000,10,10018,USD
100,1001017,2024-10-06,TA,3000,10,10008,USD
100,1001018,2024-10-06,TA,3000,10,10038,USD
100,1001019,2024-10-06,TA,3000,10,10047,USD
100,1001020,2024-10-07,TA,3000,10,10038,USD
100,1001021,2024-10-07,TA,3000,10,10010,USD
100,1001022,2024-10-07,TA,3000,10,10001,USD
100,1001023,2024-10-07,TA,3000,10,10041,USD
100,1001024,2024-10-08,TA,3000,10,10023,USD
100,1001025,2024-10-08,TA,3000,10,10041,USD
100,1001026,2024-10-08,TA,3000,10,10046,USD
100,1001027,2024-10-08,TA,3000,10,10046,USD
100,1001028,2024-10-09,TA,3000,10,10021,USD
100,1001029,2024-10-09,TA,3000,10,10013,USD
100,1001030,2024-10-09,TA,3000,10,10043,USD
100,1001031,2024-10-10,TA,3000,10,10026,USD
