MANDT,AUFNR,AUART,ERDAT,KTEXT,IDAT2
100,800748,PM02,2024-06-25,Mant. Preventivo 1000131,2024-06-26
100,800749,PM02,2024-06-25,Mant. Preventivo 1000103,2024-06-26
100,800750,PM02,2024-06-25,Mant. Preventivo 1000048,2024-06-26
100,800751,PM02,2024-06-26,Mant. Preventivo 1000073,2024-06-27
100,800752,PM02,2024-06-26,Mant. Preventivo 1000157,2024-06-27
100,800753,PM02,2024-06-26,Mant. Preventivo 1000031,2024-06-27
100,800754,PM02,2024-06-26,Mant. Preventivo 1000065,2024-06-27
100,800755,PM02,2024-06-26,Mant. Preventivo 1000127,2024-06-27
100,800756,PM01,2024-06-27,FALLA CRITICA SISTEMA TRANSMISIÓN - 1000063,2024-07-04
100,800757,PM02,2024-06-27,Mant. Preventivo 1000004,2024-06-28
100,800758,PM02,2024-06-27,Mant. Preventivo 1000165,2024-06-28
100,800759,PM02,2024-06-27,Mant. Preventivo 1000056,2024-06-28
100,800760,PM02,2024-06-27,Mant. Preventivo 1000141,2024-06-28
100,800761,PM01,2024-06-28,FALLA CRITICA SISTEMA TRANSMISIÓN - 1000180,2024-07-05
100,800762,PM02,2024-06-28,Mant. Preventivo 1000071,2024-06-29
100,800763,PM02,2024-06-28,Mant. Preventivo 1000115,2024-06-29
100,800764,PM02,2024-06-28,Mant. Preventivo 1000023,2024-06-29
100,800765,PM02,2024-06-28,Mant. Preventivo 1000060,2024-06-29
100,800766,PM02,2024-06-29,Mant. Preventivo 1000135,2024-06-30
100,800767,PM02,2024-06-29,Mant. Preventivo 1000151,2024-06-30
100,800768,PM02,2024-06-29,Mant. Preventivo 1000149,2024-06-30
100,800769,PM02,2024-06-29,Mant. Preventivo 1000115,2024-06-30
100,800770,PM02,2024-06-29,Mant. Preventivo 1000152,2024-06-30
100,800771,PM02,2024-06-29,Mant. Preventivo 1000145,2024-06-30
100,800772,PM02,2024-06-30,Mant. Preventivo 1000012,2024-07-01
100,800773,PM02,2024-06-30,Mant. Preventivo 1000043,2024-07-01
100,800774,PM02,2024-06-30,Mant. Preventivo 1000096,2024-07-01
100,800775,PM02,2024-06-30,Mant. Preventivo 1000141,2024-07-01
100,800776,PM02,2024-07-01,Mant. Preventivo 1000119,2024-07-02
100,800777,PM02,2024-07-01,Mant. Preventivo 1000031,2024-07-02
100,800778,PM02,2024-07-01,Mant. Preventivo 1000155,2024-07-02
100,800779,PM02,2024-07-01,Mant. Preventivo 1000061,2024-07-02
100,800780,PM02,2024-07-01,Mant. Preventivo 1000161,2024-07-02
100,800781,PM02,2024-07-01,Mant. Preventivo 1000126,2024-07-02
100,800782,PM02,2024-07-02,Mant. Preventivo 1000010,2024-07-03
100,800783,PM02,2024-07-02,Mant. Preventivo 1000077,2024-07-03
100,800784,PM02,2024-07-02,Mant. Preventivo 1000001,2024-07-03
100,800785,PM02,2024-07-02,Mant. Preventivo 1000114,2024-07-03
100,800786,PM02,2024-07-03,Mant. Preventivo 1000025,2024-07-04
100,800787,PM02,2024-07-03,Mant. Preventivo 1000175,2024-07-04
100,800788,PM02,2024-07-03,Mant. Preventivo 1000196,2024-07-04
100,800789,PM02,2024-07-03,Mant. Preventivo 1000135,2024-07-04
100,800790,PM02,2024-07-03,Mant. Preventivo 1000086,2024-07-04
100,800791,PM02,2024-07-04,Mant. Preventivo 1000067,2024-07-05
100,800792,PM02,2024-07-04,Mant. Preventivo 1000049,2024-07-05
100,800793,PM02,2024-07-04,Mant. Preventivo 1000116,2024-07-05
100,800794,PM02,2024-07-04,Mant. Preventivo 1000033,2024-07-05
100,800795,PM02,2024-07-04,Mant. Preventivo 1000080,2024-07-05
100,800796,PM02,2024-07-04,Mant. Preventivo 1000043,2024-07-05
100,800797,PM02,2024-07-05,Mant. Preventivo 1000010,2024-07-06
100,800798,PM02,2024-07-05,Mant. Preventivo 1000136,2024-07-06
100,800799,PM02,2024-07-05,Mant. Preventivo 1000068,2024-07-06
100,800800,PM02,2024-07-05,Mant. Preventivo 1000159,2024-07-06
100,800801,PM02,2024-07-05,Mant. Preventivo 1000073,2024-07-06
100,800802,PM02,2024-07-06,Mant. Preventivo 1000087,2024-07-07
100,800803,PM02,2024-07-06,Mant. Preventivo 1000068,2024-07-07
100,800804,PM02,2024-07-06,Mant. Preventivo 1000134,2024-07-07
100,800805,PM02,2024-07-07,Mant. Preventivo 1000058,2024-07-08
100,800806,PM02,2024-07-07,Mant. Preventivo 1000059,2024-07-08
100,800807,PM02,2024-07-07,Mant. Preventivo 1000060,2024-07-08
100,800808,PM02,2024-07-07,Mant. Preventivo 1000029,2024-07-08
100,800809,PM02,2024-07-08,Mant. Preventivo 1000068,2024-07-09
100,800810,PM02,2024-07-08,Mant. Preventivo 1000125,2024-07-09
100,800811,PM02,2024-07-08,Mant. Preventivo 1000118,2024-07-09
100,800812,PM02,2024-07-08,Mant. Preventivo 1000126,2024-07-09
100,800813,PM02,2024-07-08,Mant. Preventivo 1000100,2024-07-09
100,800814,PM02,2024-07-08,Mant. Preventivo 1000005,2024-07-09
100,800815,PM02,2024-07-09,Mant. Preventivo 1000029,2024-07-10
100,800816,PM02,2024-07-09,Mant. Preventivo 1000030,2024-07-10
100,800817,PM02,2024-07-09,Mant. Preventivo 1000179,2024-07-10
100,800818,PM01,2024-07-10,FALLA CRITICA SISTEMA HIDRÁULICO - 1000031,2024-07-17
100,800819,PM02,2024-07-10,Mant. Preventivo 1000131,2024-07-11
100,800820,PM02,2024-07-10,Mant. Preventivo 1000053,2024-07-11
100,800821,PM02,2024-07-11,Mant. Preventivo 1000165,2024-07-12
100,800822,PM02,2024-07-11,Mant. Preventivo 1000118,2024-07-12
100,800823,PM02,2024-07-11,Mant. Preventivo 1000175,2024-07-12
100,800824,PM02,2024-07-11,Mant. Preventivo 1000106,2024-07-12
100,800825,PM02,2024-07-11,Mant. Preventivo 1000142,2024-07-12
100,800826,PM02,2024-07-12,Mant. Preventivo 1000121,2024-07-13
100,800827,PM02,2024-07-12,Mant. Preventivo 1000046,2024-07-13
100,800828,PM02,2024-07-12,Mant. Preventivo 1000097,2024-07-13
100,800829,PM02,2024-07-12,Mant. Preventivo 1000076,2024-07-13
100,800830,PM02,2024-07-12,Mant. Preventivo 1000023,2024-07-13
100,800831,PM02,2024-07-13,Mant. Preventivo 1000101,2024-07-14
100,800832,PM02,2024-07-13,Mant. Preventivo 1000192,2024-07-14
100,800833,PM02,2024-07-13,Mant. Preventivo 1000154,2024-07-14
100,800834,PM02,2024-07-14,Mant. Preventivo 1000079,2024-07-15
100,800835,PM02,2024-07-14,Mant. Preventivo 1000093,2024-07-15
100,800836,PM01,2024-07-15,FALLA CRITICA SISTEMA TRANSMISIÓN - 1000173,2024-07-22
100,800837,PM02,2024-07-15,Mant. Preventivo 1000018,2024-07-16
100,800838,PM02,2024-07-15,Mant. Preventivo 1000090,2024-07-16
100,800839,PM02,2024-07-16,Mant. Preventivo 1000153,2024-07-17
100,800840,PM02,2024-07-16,Mant. Preventivo 1000097,2024-07-17
100,800841,PM02,2024-07-17,Mant. Preventivo 1000173,2024-07-18
100,800842,PM02,2024-07-17,Mant. Preventivo 1000008,2024-07-18
100,800843,PM02,2024-07-17,Mant. Preventivo 1000187,2024-07-18
100,800844,PM02,2024-07-17,Mant. Preventivo 1000004,2024-07-18
100,800845,PM02,2024-07-17,Mant. Preventivo 1000192,2024-07-18
100,800846,PM02,2024-07-17,Mant. Preventivo 1000046,2024-07-18
100,800847,PM02,2024-07-18,Mant. Preventivo 1000033,2024-07-19
100,800848,PM02,2024-07-18,Mant. Preventivo 1000141,2024-07-19
100,800849,PM02,2024-07-18,Mant. Preventivo 1000075,2024-07-19
100,800850,PM02,2024-07-18,Mant. Preventivo 1000011,2024-07-19
100,800851,PM02,2024-07-19,Mant. Preventivo 1000121,2024-07-20
100,800852,PM02,2024-07-19,Mant. Preventivo 1000079,2024-07-20
100,800853,PM02,2024-07-19,Mant. Preventivo 1000021,2024-07-20
100,800854,PM02,2024-07-19,Mant. Preventivo 1000197,2024-07-20
100,800855,PM02,2024-07-19,Mant. Preventivo 1000018,2024-07-20
100,800856,PM02,2024-07-19,Mant. Preventivo 1000085,2024-07-20
100,800857,PM02,2024-07-20,Mant. Preventivo 1000046,2024-07-21
100,800858,PM02,2024-07-20,Mant. Preventivo 1000088,2024-07-21
100,800859,PM02,2024-07-20,Mant. Preventivo 1000167,2024-07-21
100,800860,PM01,2024-07-21,FALLA CRITICA SISTEMA HIDRÁULICO - 1000008,2024-07-28
100,800861,PM02,2024-07-21,Mant. Preventivo 1000107,2024-07-22
100,800862,PM02,2024-07-21,Mant. Preventivo 1000011,2024-07-22
100,800863,PM02,2024-07-22,Mant. Preventivo 1000043,2024-07-23
100,800864,PM02,2024-07-22,Mant. Preventivo 1000134,2024-07-23
100,800865,PM02,2024-07-22,Mant. Preventivo 1000133,2024-07-23
100,800866,PM02,2024-07-22,Mant. Preventivo 1000125,2024-07-23
100,800867,PM02,2024-07-22,Mant. Preventivo 1000175,2024-07-23
100,800868,PM02,2024-07-22,Mant. Preventivo 1000024,2024-07-23
100,800869,PM02,2024-07-23,Mant. Preventivo 1000026,2024-07-24
100,800870,PM02,2024-07-23,Mant. Preventivo 1000183,2024-07-24
100,800871,PM02,2024-07-23,Mant. Preventivo 1000198,2024-07-24
100,800872,PM01,2024-07-24,FALLA CRITICA SISTEMA TRANSMISIÓN - 1000046,2024-07-31
100,800873,PM02,2024-07-24,Mant. Preventivo 1000105,2024-07-25
100,800874,PM02,2024-07-24,Mant. Preventivo 1000189,2024-07-25
100,800875,PM02,2024-07-25,Mant. Preventivo 1000079,2024-07-26
100,800876,PM02,2024-07-25,Mant. Preventivo 1000014,2024-07-26
100,800877,PM02,2024-07-25,Mant. Preventivo 1000105,2024-07-26
100,800878,PM02,2024-07-25,Mant. Preventivo 1000197,2024-07-26
100,800879,PM02,2024-07-26,Mant. Preventivo 1000177,2024-07-27
100,800880,PM02,2024-07-26,Mant. Preventivo 1000042,2024-07-27
100,800881,PM02,2024-07-26,Mant. Preventivo 1000050,2024-07-27
100,800882,PM02,2024-07-26,Mant. Preventivo 1000096,2024-07-27
100,800883,PM02,2024-07-26,Mant. Preventivo 1000089,2024-07-27
100,800884,PM02,2024-07-26,Mant. Preventivo 1000132,2024-07-27
100,800885,PM01,2024-07-27,FALLA CRITICA SISTEMA TRANSMISIÓN - 1000106,2024-08-03
100,800886,PM02,2024-07-27,Mant. Preventivo 1000046,2024-07-28
100,800887,PM02,2024-07-27,Mant. Preventivo 1000158,2024-07-28
100,800888,PM02,2024-07-27,Mant. Preventivo 1000086,2024-07-28
100,800889,PM02,2024-07-28,Mant. Preventivo 1000192,2024-07-29
100,800890,PM02,2024-07-28,Mant. Preventivo 1000158,2024-07-29
100,800891,PM02,2024-07-28,Mant. Preventivo 1000136,2024-07-29
100,800892,PM02,2024-07-29,Mant. Preventivo 1000029,2024-07-30
100,800893,PM02,2024-07-29,Mant. Preventivo 1000194,2024-07-30
100,800894,PM02,2024-07-30,Mant. Preventivo 1000093,2024-07-31
100,800895,PM02,2024-07-30,Mant. Preventivo 1000041,2024-07-31
100,800896,PM02,2024-07-30,Mant. Preventivo 1000143,2024-07-31
100,800897,PM02,2024-07-30,Mant. Preventivo 1000071,2024-07-31
100,800898,PM02,2024-07-30,Mant. Preventivo 1000086,2024-07-31
100,800899,PM02,2024-07-30,Mant. Preventivo 1000192,2024-07-31
100,800900,PM02,2024-07-31,Mant. Preventivo 1000066,2024-08-01
100,800901,PM02,2024-07-31,Mant. Preventivo 1000159,2024-08-01
100,800902,PM02,2024-07-31,Mant. Preventivo 1000153,2024-08-01
100,800903,PM02,2024-07-31,Mant. Preventivo 1000046,2024-08-01
100,800904,PM02,2024-07-31,Mant. Preventivo 1000012,2024-08-01
100,800905,PM02,2024-08-01,Mant. Preventivo 1000018,2024-08-02
100,800906,PM02,2024-08-01,Mant. Preventivo 1000080,2024-08-02
100,800907,PM02,2024-08-01,Mant. Preventivo 1000174,2024-08-02
100,800908,PM02,2024-08-01,Mant. Preventivo 1000065,2024-08-02
100,800909,PM02,2024-08-01,Mant. Preventivo 1000046,2024-08-02
100,800910,PM02,2024-08-01,Mant. Preventivo 1000162,2024-08-02
100,800911,PM02,2024-08-02,Mant. Preventivo 1000127,2024-08-03
100,800912,PM02,2024-08-02,Mant. Preventivo 1000076,2024-08-03
100,800913,PM02,2024-08-02,Mant. Preventivo 1000026,2024-08-03
100,800914,PM02,2024-08-02,Mant. Preventivo 1000028,2024-08-03
100,800915,PM02,2024-08-02,Mant. Preventivo 1000067,2024-08-03
100,800916,PM02,2024-08-02,Mant. Preventivo 1000014,2024-08-03
100,800917,PM02,2024-08-03,Mant. Preventivo 1000052,2024-08-04
100,800918,PM02,2024-08-03,Mant. Preventivo 1000128,2024-08-04
100,800919,PM02,2024-08-03,Mant. Preventivo 1000098,2024-08-04
100,800920,PM02,2024-08-03,Mant. Preventivo 1000052,2024-08-04
100,800921,PM02,2024-08-03,Mant. Preventivo 1000123,2024-08-04
100,800922,PM02,2024-08-03,Mant. Preventivo 1000191,2024-08-04
100,800923,PM02,2024-08-04,Mant. Preventivo 1000149,2024-08-05
100,800924,PM02,2024-08-04,Mant. Preventivo 1000067,2024-08-05
100,800925,PM02,2024-08-04,Mant. Preventivo 1000002,2024-08-05
100,800926,PM02,2024-08-04,Mant. Preventivo 1000042,2024-08-05
100,800927,PM02,2024-08-04,Mant. Preventivo 1000131,2024-08-05
100,800928,PM01,2024-08-05,FALLA CRITICA SISTEMA TRANSMISIÓN - 1000186,2024-08-12
100,800929,PM02,2024-08-05,Mant. Preventivo 1000004,2024-08-06
100,800930,PM02,2024-08-05,Mant. Preventivo 1000091,2024-08-06
100,800931,PM02,2024-08-05,Mant. Preventivo 1000024,2024-08-06
100,800932,PM02,2024-08-05,Mant. Preventivo 1000196,2024-08-06
100,800933,PM02,2024-08-05,Mant. Preventivo 1000112,2024-08-06
100,800934,PM02,2024-08-06,Mant. Preventivo 1000163,2024-08-07
100,800935,PM02,2024-08-06,Mant. Preventivo 1000078,2024-08-07
100,800936,PM02,2024-08-07,Mant. Preventivo 1000122,2024-08-08
100,800937,PM02,2024-08-07,Mant. Preventivo 1000004,2024-08-08
100,800938,PM02,2024-08-07,Mant. Preventivo 1000059,2024-08-08
100,800939,PM02,2024-08-07,Mant. Preventivo 1000175,2024-08-08
100,800940,PM02,2024-08-07,Mant. Preventivo 1000041,2024-08-08
100,800941,PM02,2024-08-07,Mant. Preventivo 1000021,2024-08-08
100,800942,PM02,2024-08-08,Mant. Preventivo 1000062,2024-08-09
100,800943,PM02,2024-08-08,Mant. Preventivo 1000010,2024-08-09
100,800944,PM02,2024-08-08,Mant. Preventivo 1000176,2024-08-09
100,800945,PM02,2024-08-08,Mant. Preventivo 1000136,2024-08-09
100,800946,PM02,2024-08-09,Mant. Preventivo 1000002,2024-08-10
100,800947,PM02,2024-08-09,Mant. Preventivo 1000124,2024-08-10
100,800948,PM02,2024-08-09,Mant. Preventivo 1000108,2024-08-10
100,800949,PM02,2024-08-09,Mant. Preventivo 1000130,2024-08-10
100,800950,PM02,2024-08-09,Mant. Preventivo 1000067,2024-08-10
100,800951,PM02,2024-08-10,Mant. Preventivo 1000164,2024-08-11
100,800952,PM02,2024-08-10,Mant. Preventivo 1000159,2024-08-11
100,800953,PM02,2024-08-10,Mant. Preventivo 1000157,2024-08-11
100,800954,PM01,2024-08-11,FALLA CRITICA SISTEMA HIDRÁULICO - 1000116,2024-08-18
100,800955,PM02,2024-08-11,Mant. Preventivo 1000120,2024-08-12
100,800956,PM02,2024-08-11,Mant. Preventivo 1000167,2024-08-12
100,800957,PM02,2024-08-12,Mant. Preventivo 1000185,2024-08-13
100,800958,PM02,2024-08-12,Mant. Preventivo 1000196,2024-08-13
100,800959,PM02,2024-08-12,Mant. Preventivo 1000051,2024-08-13
100,800960,PM02,2024-08-12,Mant. Preventivo 1000186,2024-08-13
100,800961,PM02,2024-08-12,Mant. Preventivo 1000050,2024-08-13
100,800962,PM02,2024-08-13,Mant. Preventivo 1000064,2024-08-14
100,800963,PM02,2024-08-13,Mant. Preventivo 1000180,2024-08-14
100,800964,PM02,2024-08-13,Mant. Preventivo 1000103,2024-08-14
100,800965,PM02,2024-08-13,Mant. Preventivo 1000037,2024-08-14
100,800966,PM02,2024-08-13,Mant. Preventivo 1000024,2024-08-14
100,800967,PM02,2024-08-13,Mant. Preventivo 1000035,2024-08-14
100,800968,PM01,2024-08-14,FALLA CRITICA SISTEMA HIDRÁULICO - 1000173,2024-08-21
100,800969,PM02,2024-08-14,Mant. Preventivo 1000117,2024-08-15
100,800970,PM02,2024-08-14,Mant. Preventivo 1000022,2024-08-15
100,800971,PM02,2024-08-15,Mant. Preventivo 1000168,2024-08-16
100,800972,PM02,2024-08-15,Mant. Preventivo 1000072,2024-08-16
100,800973,PM02,2024-08-16,Mant. Preventivo 1000150,2024-08-17
100,800974,PM02,2024-08-16,Mant. Preventivo 1000195,2024-08-17
100,800975,PM02,2024-08-16,Mant. Preventivo 1000106,2024-08-17
100,800976,PM02,2024-08-16,Mant. Preventivo 1000191,2024-08-17
100,800977,PM02,2024-08-16,Mant. Preventivo 1000161,2024-08-17
100,800978,PM02,2024-08-17,Mant. Preventivo 1000195,2024-08-18
100,800979,PM02,2024-08-17,Mant. Preventivo 1000090,2024-08-18
100,800980,PM02,2024-08-17,Mant. Preventivo 1000066,2024-08-18
100,800981,PM02,2024-08-17,Mant. Preventivo 1000120,2024-08-18
100,800982,PM02,2024-08-17,Mant. Preventivo 1000113,2024-08-18
100,800983,PM02,2024-08-18,Mant. Preventivo 1000009,2024-08-19
100,800984,PM02,2024-08-18,Mant. Preventivo 1000113,2024-08-19
100,800985,PM02,2024-08-18,Mant. Preventivo 1000117,2024-08-19
100,800986,PM02,2024-08-18,Mant. Preventivo 1000128,2024-08-19
100,800987,PM02,2024-08-18,Mant. Preventivo 1000092,2024-08-19
100,800988,PM02,2024-08-19,Mant. Preventivo 1000118,2024-08-20
100,800989,PM02,2024-08-19,Mant. Preventivo 1000166,2024-08-20
100,800990,PM02,2024-08-20,Mant. Preventivo 1000008,2024-08-21
100,800991,PM02,2024-08-20,Mant. Preventivo 1000044,2024-08-21
100,800992,PM02,2024-08-20,Mant. Preventivo 1000089,2024-08-21
100,800993,PM02,2024-08-20,Mant. Preventivo 1000063,2024-08-21
100,800994,PM02,2024-08-20,Mant. Preventivo 1000001,2024-08-21
100,800995,PM02,2024-08-20,Mant. Preventivo 1000062,2024-08-21
100,800996,PM01,2024-08-21,FALLA CRITICA SISTEMA HIDRÁULICO - 1000107,2024-08-28
100,800997,PM02,2024-08-21,Mant. Preventivo 1000032,2024-08-22
100,800998,PM02,2024-08-21,Mant. Preventivo 1000070,2024-08-22
100,800999,PM02,2024-08-21,Mant. Preventivo 1000038,2024-08-22
100,801000,PM02,2024-08-22,Mant. Preventivo 1000163,2024-08-23
100,801001,PM02,2024-08-22,Mant. Preventivo 1000188,2024-08-23
100,801002,PM02,2024-08-22,Mant. Preventivo 1000149,2024-08-23
100,801003,PM02,2024-08-23,Mant. Preventivo 1000099,2024-08-24
100,801004,PM02,2024-08-23,Mant. Preventivo 1000122,2024-08-24
100,801005,PM02,2024-08-23,Mant. Preventivo 1000192,2024-08-24
100,801006,PM02,2024-08-23,Mant. Preventivo 1000177,2024-08-24
100,801007,PM02,2024-08-23,Mant. Preventivo 1000064,2024-08-24
100,801008,PM01,2024-08-24,FALLA CRITICA SISTEMA TRANSMISIÓN - 1000148,2024-08-31
100,801009,PM02,2024-08-24,Mant. Preventivo 1000075,2024-08-25
100,801010,PM02,2024-08-24,Mant. Preventivo 1000129,2024-08-25
100,801011,PM02,2024-08-24,Mant. Preventivo 1000133,2024-08-25
100,801012,PM02,2024-08-24,Mant. Preventivo 1000054,2024-08-25
100,801013,PM02,2024-08-24,Mant. Preventivo 1000101,2024-08-25
100,801014,PM02,2024-08-25,Mant. Preventivo 1000055,2024-08-26
100,801015,PM02,2024-08-25,Mant. Preventivo 1000084,2024-08-26
100,801016,PM02,2024-08-25,Mant. Preventivo 1000011,2024-08-26
100,801017,PM02,2024-08-25,Mant. Preventivo 1000192,2024-08-26
100,801018,PM02,2024-08-25,Mant. Preventivo 1000106,2024-08-26
100,801019,PM02,2024-08-25,Mant. Preventivo 1000174,2024-08-26
100,801020,PM02,2024-08-26,Mant. Preventivo 1000007,2024-08-27
100,801021,PM02,2024-08-26,Mant. Preventivo 1000004,2024-08-27
100,801022,PM02,2024-08-26,Mant. Preventivo 1000132,2024-08-27
100,801023,PM02,2024-08-26,Mant. Preventivo 1000148,2024-08-27
100,801024,PM02,2024-08-27,Mant. Preventivo 1000062,2024-08-28
100,801025,PM02,2024-08-27,Mant. Preventivo 1000179,2024-08-28
100,801026,PM02,2024-08-27,Mant. Preventivo 1000130,2024-08-28
100,801027,PM02,2024-08-27,Mant. Preventivo 1000030,2024-08-28
100,801028,PM02,2024-08-28,Mant. Preventivo 1000030,2024-08-29
100,801029,PM02,2024-08-28,Mant. Preventivo 1000081,2024-08-29
100,801030,PM02,2024-08-28,Mant. Preventivo 1000018,2024-08-29
100,801031,PM02,2024-08-28,Mant. Preventivo 1000123,2024-08-29
100,801032,PM02,2024-08-29,Mant. Preventivo 1000189,2024-08-30
100,801033,PM02,2024-08-29,Mant. Preventivo 1000061,2024-08-30
100,801034,PM02,2024-08-29,Mant. Preventivo 1000139,2024-08-30
100,801035,PM02,2024-08-30,Mant. Preventivo 1000104,2024-08-31
100,801036,PM02,2024-08-30,Mant. Preventivo 1000104,2024-08-31
100,801037,PM02,2024-08-30,Mant. Preventivo 1000083,2024-08-31
100,801038,PM02,2024-08-30,Mant. Preventivo 1000147,2024-08-31
100,801039,PM02,2024-08-30,Mant. Preventivo 1000000,2024-08-31
100,801040,PM02,2024-08-31,Mant. Preventivo 1000169,2024-09-01
100,801041,PM02,2024-08-31,Mant. Preventivo 1000069,2024-09-01
100,801042,PM02,2024-08-31,Mant. Preventivo 1000151,2024-09-01
100,801043,PM02,2024-08-31,Mant. Preventivo 1000011,2024-09-01
100,801044,PM02,2024-08-31,Mant. Preventivo 1000191,2024-09-01
100,801045,PM02,2024-09-01,Mant. Preventivo 1000140,2024-09-02
100,801046,PM02,2024-09-01,Mant. Preventivo 1000095,2024-09-02
100,801047,PM02,2024-09-01,Mant. Preventivo 1000012,2024-09-02
100,801048,PM02,2024-09-01,Mant. Preventivo 1000062,2024-09-02
100,801049,PM02,2024-09-01,Mant. Preventivo 1000177,2024-09-02
100,801050,PM02,2024-09-01,Mant. Preventivo 1000121,2024-09-02
100,801051,PM02,2024-09-02,Mant. Preventivo 1000181,2024-09-03
100,801052,PM02,2024-09-02,Mant. Preventivo 1000184,2024-09-03
100,801053,PM02,2024-09-02,Mant. Preventivo 1000086,2024-09-03
100,801054,PM02,2024-09-03,Mant. Preventivo 1000126,2024-09-04
100,801055,PM02,2024-09-03,Mant. Preventivo 1000119,2024-09-04
100,801056,PM02,2024-09-03,Mant. Preventivo 1000019,2024-09-04
100,801057,PM02,2024-09-04,Mant. Preventivo 1000019,2024-09-05
100,801058,PM02,2024-09-04,Mant. Preventivo 1000026,2024-09-05
100,801059,PM02,2024-09-04,Mant. Preventivo 1000073,2024-09-05
100,801060,PM02,2024-09-04,Mant. Preventivo 1000086,2024-09-05
100,801061,PM02,2024-09-04,Mant. Preventivo 1000004,2024-09-05
100,801062,PM02,2024-09-04,Mant. Preventivo 1000018,2024-09-05
100,801063,PM02,2024-09-05,Mant. Preventivo 1000001,2024-09-06
100,801064,PM02,2024-09-05,Mant. Preventivo 1000082,2024-09-06
100,801065,PM02,2024-09-05,Mant. Preventivo 1000081,2024-09-06
100,801066,PM02,2024-09-05,Mant. Preventivo 1000175,2024-09-06
100,801067,PM02,2024-09-05,Mant. Preventivo 1000071,2024-09-06
100,801068,PM02,2024-09-06,Mant. Preventivo 1000086,2024-09-07
100,801069,PM02,2024-09-06,Mant. Preventivo 1000142,2024-09-07
100,801070,PM02,2024-09-06,Mant. Preventivo 1000053,2024-09-07
100,801071,PM02,2024-09-07,Mant. Preventivo 1000132,2024-09-08
100,801072,PM02,2024-09-07,Mant. Preventivo 1000113,2024-09-08
100,801073,PM02,2024-09-07,Mant. Preventivo 1000000,2024-09-08
100,801074,PM02,2024-09-07,Mant. Preventivo 1000046,2024-09-08
100,801075,PM02,2024-09-07,Mant. Preventivo 1000054,2024-09-08
100,801076,PM02,2024-09-08,Mant. Preventivo 1000069,2024-09-09
100,801077,PM02,2024-09-08,Mant. Preventivo 1000182,2024-09-09
100,801078,PM02,2024-09-08,Mant. Preventivo 1000163,2024-09-09
100,801079,PM02,2024-09-08,Mant. Preventivo 1000171,2024-09-09
100,801080,PM02,2024-09-08,Mant. Preventivo 1000071,2024-09-09
100,801081,PM02,2024-09-09,Mant. Preventivo 1000111,2024-09-10
100,801082,PM02,2024-09-09,Mant. Preventivo 1000155,2024-09-10
100,801083,PM02,2024-09-09,Mant. Preventivo 1000011,2024-09-10
100,801084,PM02,2024-09-09,Mant. Preventivo 1000080,2024-09-10
100,801085,PM02,2024-09-09,Mant. Preventivo 1000125,2024-09-10
100,801086,PM02,2024-09-09,Mant. Preventivo 1000130,2024-09-10
100,801087,PM02,2024-09-10,Mant. Preventivo 1000198,2024-09-11
100,801088,PM02,2024-09-10,Mant. Preventivo 1000181,2024-09-11
100,801089,PM02,2024-09-10,Mant. Preventivo 1000144,2024-09-11
100,801090,PM02,2024-09-10,Mant. Preventivo 1000084,2024-09-11
100,801091,PM02,2024-09-10,Mant. Preventivo 1000180,2024-09-11
100,801092,PM02,2024-09-11,Mant. Preventivo 1000042,2024-09-12
100,801093,PM02,2024-09-11,Mant. Preventivo 1000170,2024-09-12
100,801094,PM01,2024-09-12,FALLA CRITICA SISTEMA HIDRÁULICO - 1000116,2024-09-19
100,801095,PM02,2024-09-12,Mant. Preventivo 1000098,2024-09-13
100,801096,PM02,2024-09-12,Mant. Preventivo 1000192,2024-09-13
100,801097,PM02,2024-09-12,Mant. Preventivo 1000055,2024-09-13
100,801098,PM02,2024-09-12,Mant. Preventivo 1000149,2024-09-13
100,801099,PM02,2024-09-13,Mant. Preventivo 1000149,2024-09-14
100,801100,PM02,2024-09-13,Mant. Preventivo 1000023,2024-09-14
100,801101,PM02,2024-09-14,Mant. Preventivo 1000004,2024-09-15
100,801102,PM02,2024-09-14,Mant. Preventivo 1000102,2024-09-15
100,801103,PM02,2024-09-14,Mant. Preventivo 1000063,2024-09-15
100,801104,PM02,2024-09-14,Mant. Preventivo 1000189,2024-09-15
100,801105,PM02,2024-09-14,Mant. Preventivo 1000032,2024-09-15
100,801106,PM02,2024-09-14,Mant. Preventivo 1000034,2024-09-15
100,801107,PM02,2024-09-15,Mant. Preventivo 1000105,2024-09-16
100,801108,PM02,2024-09-15,Mant. Preventivo 1000085,2024-09-16
100,801109,PM02,2024-09-15,Mant. Preventivo 1000077,2024-09-16
100,801110,PM02,2024-09-15,Mant. Preventivo 1000102,2024-09-16
100,801111,PM02,2024-09-16,Mant. Preventivo 1000181,2024-09-17
100,801112,PM02,2024-09-16,Mant. Preventivo 1000099,2024-09-17
100,801113,PM02,2024-09-16,Mant. Preventivo 1000151,2024-09-17
100,801114,PM02,2024-09-17,Mant. Preventivo 1000177,2024-09-18
100,801115,PM02,2024-09-17,Mant. Preventivo 1000007,2024-09-18
100,801116,PM02,2024-09-17,Mant. Preventivo 1000127,2024-09-18
100,801117,PM02,2024-09-17,Mant. Preventivo 1000121,2024-09-18
100,801118,PM02,2024-09-17,Mant. Preventivo 1000015,2024-09-18
