MANDT,VBELN,POSNR,PSTYV,ERDAT,ERNAM,MATNR,ARKTX,MATKL,WERKS,LGORT,CHARG,LFIMG,MEINS,VRKME,NTGEW,BRGEW,GEWEI,VOLUM,VOLEH,VGBEL,VGPOS
100,0080000183,000020,TAN,20240701,AUTO_SD,50001,Concentrado de Cobre,GRP_FERT,1000,0001,,84,TON,TON,84000,85680.0,KG,18.049,M3,0001000183,000020
100,0080000183,000030,TAN,20240701,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,34,TON,TON,34000,34680.0,KG,1.862,M3,0001000183,000030
100,0080000184,000010,TAN,20240702,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,117,TON,TON,117000,119340.0,KG,1.57,M3,0001000184,000010
100,0080000185,000010,TAN,20240703,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,297,TON,TON,297000,302940.0,KG,9.824,M3,0001000185,000010
100,0080000185,000020,TAN,20240703,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,69,TON,TON,69000,70380.0,KG,8.886,M3,0001000185,000020
100,0080000186,000010,TAN,20240704,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,177,TON,TON,177000,180540.0,KG,7.244,M3,0001000186,000010
100,0080000186,000020,TAN,20240704,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,183,TON,TON,183000,186660.0,KG,19.505,M3,0001000186,000020
100,0080000186,000030,TAN,20240704,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,96,TON,TON,96000,97920.0,KG,13.699,M3,0001000186,000030
100,0080000187,000010,TAN,20240705,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,67,TON,TON,67000,68340.0,KG,11.372,M3,0001000187,000010
100,0080000187,000020,TAN,20240705,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,69,TON,TON,69000,70380.0,KG,3.239,M3,0001000187,000020
100,0080000188,000010,TAN,20240706,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,43,TON,TON,43000,43860.0,KG,11.513,M3,0001000188,000010
100,0080000188,000020,TAN,20240706,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,78,TON,TON,78000,79560.0,KG,18.851,M3,0001000188,000020
100,0080000189,000010,TAN,20240707,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,144,TON,TON,144000,146880.0,KG,5.299,M3,0001000189,000010
100,0080000190,000010,TAN,20240708,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,165,TON,TON,165000,168300.0,KG,8.434,M3,0001000190,000010
100,0080000190,000020,TAN,20240708,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,207,TON,TON,207000,211140.0,KG,4.029,M3,0001000190,000020
100,0080000191,000010,TAN,20240709,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,87,TON,TON,87000,88740.0,KG,13.548,M3,0001000191,000010
100,0080000192,000010,TAN,20240710,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,78,TON,TON,78000,79560.0,KG,13.123,M3,0001000192,000010
100,0080000192,000020,TAN,20240710,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,54,TON,TON,54000,55080.0,KG,17.438,M3,0001000192,000020
100,0080000192,000030,TAN,20240710,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,52,TON,TON,52000,53040.0,KG,6.324,M3,0001000192,000030
100,0080000193,000010,TAN,20240711,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,73,TON,TON,73000,74460.0,KG,3.232,M3,0001000193,000010
100,0080000193,000020,TAN,20240711,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,30,TON,TON,30000,30600.0,KG,15.517,M3,0001000193,000020
100,0080000193,000030,TAN,20240711,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,51,TON,TON,51000,52020.0,KG,7.853,M3,0001000193,000030
100,0080000194,000010,TAN,20240712,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,64,TON,TON,64000,65280.0,KG,15.89,M3,0001000194,000010
100,0080000194,000020,TAN,20240712,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,93,TON,TON,93000,94860.0,KG,7.166,M3,0001000194,000020
100,0080000194,000030,TAN,20240712,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,100,TON,TON,100000,102000.0,KG,14.283,M3,0001000194,000030
100,0080000195,000010,TAN,20240713,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,90,TON,TON,90000,91800.0,KG,15.375,M3,0001000195,000010
100,0080000196,000010,TAN,20240714,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,189,TON,TON,189000,192780.0,KG,14.602,M3,0001000196,000010
100,0080000196,000020,TAN,20240714,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,123,TON,TON,123000,125460.0,KG,11.124,M3,0001000196,000020
100,0080000197,000010,TAN,20240715,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,294,TON,TON,294000,299880.0,KG,19.327,M3,0001000197,000010
100,0080000198,000010,TAN,20240716,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,92,TON,TON,92000,93840.0,KG,14.459,M3,0001000198,000010
100,0080000198,000020,TAN,20240716,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,94,TON,TON,94000,95880.0,KG,11.172,M3,0001000198,000020
100,0080000198,000030,TAN,20240716,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,53,TON,TON,53000,54060.0,KG,2.991,M3,0001000198,000030
100,0080000199,000010,TAN,20240717,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,48,TON,TON,48000,48960.0,KG,9.186,M3,0001000199,000010
100,0080000199,000020,TAN,20240717,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,78,TON,TON,78000,79560.0,KG,15.523,M3,0001000199,000020
100,0080000199,000030,TAN,20240717,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,75,TON,TON,75000,76500.0,KG,3.534,M3,0001000199,000030
100,0080000200,000010,TAN,20240718,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,174,TON,TON,174000,177480.0,KG,16.879,M3,0001000200,000010
100,0080000200,000020,TAN,20240718,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,216,TON,TON,216000,220320.0,KG,1.56,M3,0001000200,000020
100,0080000201,000010,TAN,20240719,AUTO_SD,50001,Concentrado de Cobre,GRP_FERT,1000,0001,,71,TON,TON,71000,72420.0,KG,7.455,M3,0001000201,000010
100,0080000202,000010,TAN,20240720,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,273,TON,TON,273000,278460.0,KG,14.421,M3,0001000202,000010
100,0080000202,000020,TAN,20240720,AUTO_SD,50001,Concentrado de Cobre,GRP_FERT,1000,0001,,123,TON,TON,123000,125460.0,KG,17.714,M3,0001000202,000020
100,0080000202,000030,TAN,20240720,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,60,TON,TON,60000,61200.0,KG,4.372,M3,0001000202,000030
100,0080000203,000010,TAN,20240721,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,24,TON,TON,24000,24480.0,KG,15.897,M3,0001000203,000010
100,0080000204,000010,TAN,20240722,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,66,TON,TON,66000,67320.0,KG,9.51,M3,0001000204,000010
100,0080000204,000020,TAN,20240722,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,71,TON,TON,71000,72420.0,KG,4.763,M3,0001000204,000020
100,0080000205,000010,TAN,20240723,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,69,TON,TON,69000,70380.0,KG,15.046,M3,0001000205,000010
100,0080000206,000010,TAN,20240724,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,195,TON,TON,195000,198900.0,KG,18.562,M3,0001000206,000010
100,0080000206,000020,TAN,20240724,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,255,TON,TON,255000,260100.0,KG,1.09,M3,0001000206,000020
100,0080000207,000010,TAN,20240725,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,49,TON,TON,49000,49980.0,KG,8.166,M3,0001000207,000010
100,0080000208,000010,TAN,20240726,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,21,TON,TON,21000,21420.0,KG,5.968,M3,0001000208,000010
100,0080000208,000020,TAN,20240726,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,77,TON,TON,77000,78540.0,KG,15.459,M3,0001000208,000020
100,0080000209,000010,TAN,20240727,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,83,TON,TON,83000,84660.0,KG,13.595,M3,0001000209,000010
100,0080000210,000010,TAN,20240728,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,92,TON,TON,92000,93840.0,KG,11.043,M3,0001000210,000010
100,0080000210,000020,TAN,20240728,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,52,TON,TON,52000,53040.0,KG,11.58,M3,0001000210,000020
100,0080000211,000010,TAN,20240729,AUTO_SD,50001,Concentrado de Cobre,GRP_FERT,1000,0001,,84,TON,TON,84000,85680.0,KG,11.709,M3,0001000211,000010
100,0080000212,000010,TAN,20240730,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,168,TON,TON,168000,171360.0,KG,9.739,M3,0001000212,000010
100,0080000212,000020,TAN,20240730,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,150,TON,TON,150000,153000.0,KG,14.503,M3,0001000212,000020
100,0080000212,000030,TAN,20240730,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,192,TON,TON,192000,195840.0,KG,11.288,M3,0001000212,000030
100,0080000213,000010,TAN,20240731,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,46,TON,TON,46000,46920.0,KG,5.057,M3,0001000213,000010
100,0080000213,000020,TAN,20240731,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,78,TON,TON,78000,79560.0,KG,3.685,M3,0001000213,000020
100,0080000213,000030,TAN,20240731,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,79,TON,TON,79000,80580.0,KG,3.064,M3,0001000213,000030
100,0080000214,000010,TAN,20240801,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,135,TON,TON,135000,137700.0,KG,15.49,M3,0001000214,000010
100,0080000214,000020,TAN,20240801,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,207,TON,TON,207000,211140.0,KG,10.247,M3,0001000214,000020
100,0080000215,000010,TAN,20240802,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,21,TON,TON,21000,21420.0,KG,18.116,M3,0001000215,000010
100,0080000216,000010,TAN,20240803,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,216,TON,TON,216000,220320.0,KG,17.843,M3,0001000216,000010
100,0080000216,000020,TAN,20240803,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,165,TON,TON,165000,168300.0,KG,2.309,M3,0001000216,000020
100,0080000216,000030,TAN,20240803,AUTO_SD,50001,Concentrado de Cobre,GRP_FERT,1000,0001,,114,TON,TON,114000,116280.0,KG,3.564,M3,0001000216,000030
100,0080000217,000010,TAN,20240804,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,61,TON,TON,61000,62220.0,KG,14.31,M3,0001000217,000010
100,0080000218,000010,TAN,20240805,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,162,TON,TON,162000,165240.0,KG,8.737,M3,0001000218,000010
100,0080000218,000020,TAN,20240805,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,90,TON,TON,90000,91800.0,KG,7.5,M3,0001000218,000020
100,0080000219,000010,TAN,20240806,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,56,TON,TON,56000,57120.0,KG,14.739,M3,0001000219,000010
100,0080000220,000010,TAN,20240807,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,94,TON,TON,94000,95880.0,KG,8.351,M3,0001000220,000010
100,0080000221,000010,TAN,20240808,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,291,TON,TON,291000,296820.0,KG,10.626,M3,0001000221,000010
100,0080000221,000020,TAN,20240808,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,285,TON,TON,285000,290700.0,KG,6.423,M3,0001000221,000020
100,0080000221,000030,TAN,20240808,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,129,TON,TON,129000,131580.0,KG,9.104,M3,0001000221,000030
100,0080000222,000010,TAN,20240809,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,56,TON,TON,56000,57120.0,KG,5.986,M3,0001000222,000010
100,0080000223,000010,TAN,20240810,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,249,TON,TON,249000,253980.0,KG,8.248,M3,0001000223,000010
100,0080000223,000020,TAN,20240810,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,267,TON,TON,267000,272340.0,KG,17.535,M3,0001000223,000020
100,0080000224,000010,TAN,20240811,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,117,TON,TON,117000,119340.0,KG,7.714,M3,0001000224,000010
100,0080000224,000020,TAN,20240811,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,96,TON,TON,96000,97920.0,KG,3.014,M3,0001000224,000020
100,0080000225,000010,TAN,20240812,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,50,TON,TON,50000,51000.0,KG,1.336,M3,0001000225,000010
100,0080000225,000020,TAN,20240812,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,73,TON,TON,73000,74460.0,KG,8.03,M3,0001000225,000020
100,0080000226,000010,TAN,20240813,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,180,TON,TON,180000,183600.0,KG,9.791,M3,0001000226,000010
100,0080000226,000020,TAN,20240813,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,273,TON,TON,273000,278460.0,KG,18.108,M3,0001000226,000020
100,0080000226,000030,TAN,20240813,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,108,TON,TON,108000,110160.0,KG,18.996,M3,0001000226,000030
100,0080000227,000010,TAN,20240814,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,114,TON,TON,114000,116280.0,KG,12.497,M3,0001000227,000010
100,0080000228,000010,TAN,20240815,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,84,TON,TON,84000,85680.0,KG,15.411,M3,0001000228,000010
100,0080000229,000010,TAN,20240816,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,97,TON,TON,97000,98940.0,KG,7.156,M3,0001000229,000010
100,0080000229,000020,TAN,20240816,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,36,TON,TON,36000,36720.0,KG,15.373,M3,0001000229,000020
100,0080000230,000010,TAN,20240817,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,83,TON,TON,83000,84660.0,KG,5.321,M3,0001000230,000010
100,0080000230,000020,TAN,20240817,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,39,TON,TON,39000,39780.0,KG,2.074,M3,0001000230,000020
100,0080000230,000030,TAN,20240817,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,31,TON,TON,31000,31620.0,KG,13.987,M3,0001000230,000030
100,0080000231,000010,TAN,20240818,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,75,TON,TON,75000,76500.0,KG,1.684,M3,0001000231,000010
100,0080000232,000010,TAN,20240819,AUTO_SD,50001,Concentrado de Cobre,GRP_FERT,1000,0001,,282,TON,TON,282000,287640.0,KG,12.464,M3,0001000232,000010
100,0080000232,000020,TAN,20240819,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,210,TON,TON,210000,214200.0,KG,13.377,M3,0001000232,000020
100,0080000233,000010,TAN,20240820,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,99,TON,TON,99000,100980.0,KG,17.347,M3,0001000233,000010
100,0080000234,000010,TAN,20240821,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,234,TON,TON,234000,238680.0,KG,5.091,M3,0001000234,000010
100,0080000234,000020,TAN,20240821,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,246,TON,TON,246000,250920.0,KG,4.625,M3,0001000234,000020
100,0080000235,000010,TAN,20240822,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,73,TON,TON,73000,74460.0,KG,14.203,M3,0001000235,000010
100,0080000236,000010,TAN,20240823,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,84,TON,TON,84000,85680.0,KG,17.597,M3,0001000236,000010
100,0080000236,000020,TAN,20240823,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,84,TON,TON,84000,85680.0,KG,16.872,M3,0001000236,000020
100,0080000236,000030,TAN,20240823,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,72,TON,TON,72000,73440.0,KG,9.272,M3,0001000236,000030
100,0080000237,000010,TAN,20240824,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,56,TON,TON,56000,57120.0,KG,12.441,M3,0001000237,000010
100,0080000237,000020,TAN,20240824,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,78,TON,TON,78000,79560.0,KG,17.811,M3,0001000237,000020
100,0080000237,000030,TAN,20240824,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,67,TON,TON,67000,68340.0,KG,7.323,M3,0001000237,000030
100,0080000238,000010,TAN,20240825,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,75,TON,TON,75000,76500.0,KG,11.421,M3,0001000238,000010
100,0080000238,000020,TAN,20240825,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,288,TON,TON,288000,293760.0,KG,8.504,M3,0001000238,000020
100,0080000238,000030,TAN,20240825,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,279,TON,TON,279000,284580.0,KG,13.481,M3,0001000238,000030
100,0080000239,000010,TAN,20240826,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,99,TON,TON,99000,100980.0,KG,5.815,M3,0001000239,000010
100,0080000239,000020,TAN,20240826,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,117,TON,TON,117000,119340.0,KG,19.069,M3,0001000239,000020
100,0080000239,000030,TAN,20240826,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,252,TON,TON,252000,257040.0,KG,9.016,M3,0001000239,000030
100,0080000240,000010,TAN,20240827,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,174,TON,TON,174000,177480.0,KG,1.735,M3,0001000240,000010
100,0080000240,000020,TAN,20240827,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,174,TON,TON,174000,177480.0,KG,10.262,M3,0001000240,000020
100,0080000240,000030,TAN,20240827,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,294,TON,TON,294000,299880.0,KG,18.212,M3,0001000240,000030
100,0080000241,000010,TAN,20240828,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,300,TON,TON,300000,306000.0,KG,9.444,M3,0001000241,000010
100,0080000242,000010,TAN,20240829,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,264,TON,TON,264000,269280.0,KG,6.743,M3,0001000242,000010
100,0080000242,000020,TAN,20240829,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,282,TON,TON,282000,287640.0,KG,5.245,M3,0001000242,000020
100,0080000242,000030,TAN,20240829,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,126,TON,TON,126000,128520.0,KG,17.446,M3,0001000242,000030
100,0080000243,000010,TAN,20240830,AUTO_SD,50001,Concentrado de Cobre,GRP_FERT,1000,0001,,96,TON,TON,96000,97920.0,KG,3.299,M3,0001000243,000010
100,0080000243,000020,TAN,20240830,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,276,TON,TON,276000,281520.0,KG,4.078,M3,0001000243,000020
100,0080000243,000030,TAN,20240830,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,225,TON,TON,225000,229500.0,KG,11.838,M3,0001000243,000030
100,0080000244,000010,TAN,20240831,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,159,TON,TON,159000,162180.0,KG,16.223,M3,0001000244,000010
100,0080000244,000020,TAN,20240831,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,282,TON,TON,282000,287640.0,KG,4.585,M3,0001000244,000020
100,0080000245,000010,TAN,20240901,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,207,TON,TON,207000,211140.0,KG,8.721,M3,0001000245,000010
100,0080000246,000010,TAN,20240902,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,132,TON,TON,132000,134640.0,KG,15.685,M3,0001000246,000010
100,0080000246,000020,TAN,20240902,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,231,TON,TON,231000,235620.0,KG,1.759,M3,0001000246,000020
100,0080000247,000010,TAN,20240903,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,174,TON,TON,174000,177480.0,KG,17.62,M3,0001000247,000010
100,0080000247,000020,TAN,20240903,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,177,TON,TON,177000,180540.0,KG,12.294,M3,0001000247,000020
100,0080000247,000030,TAN,20240903,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,246,TON,TON,246000,250920.0,KG,5.329,M3,0001000247,000030
100,0080000248,000010,TAN,20240904,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,59,TON,TON,59000,60180.0,KG,12.053,M3,0001000248,000010
100,0080000249,000010,TAN,20240905,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,138,TON,TON,138000,140760.0,KG,18.628,M3,0001000249,000010
100,0080000249,000020,TAN,20240905,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,129,TON,TON,129000,131580.0,KG,9.64,M3,0001000249,000020
100,0080000250,000010,TAN,20240906,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,78,TON,TON,78000,79560.0,KG,18.589,M3,0001000250,000010
100,0080000251,000010,TAN,20240907,AUTO_SD,50000,Concentrado de Cobre,GRP_FERT,1000,0001,,63,TON,TON,63000,64260.0,KG,16.381,M3,0001000251,000010
100,0080000251,000020,TAN,20240907,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,168,TON,TON,168000,171360.0,KG,3.367,M3,0001000251,000020
100,0080000251,000030,TAN,20240907,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,297,TON,TON,297000,302940.0,KG,5.678,M3,0001000251,000030
100,0080000252,000010,TAN,20240908,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,126,TON,TON,126000,128520.0,KG,7.503,M3,0001000252,000010
100,0080000252,000020,TAN,20240908,AUTO_SD,50001,Concentrado de Cobre,GRP_FERT,1000,0001,,60,TON,TON,60000,61200.0,KG,1.394,M3,0001000252,000020
100,0080000252,000030,TAN,20240908,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,282,TON,TON,282000,287640.0,KG,10.644,M3,0001000252,000030
100,0080000253,000010,TAN,20240909,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,38,TON,TON,38000,38760.0,KG,9.593,M3,0001000253,000010
100,0080000254,000010,TAN,20240910,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,66,TON,TON,66000,67320.0,KG,12.694,M3,0001000254,000010
100,0080000254,000020,TAN,20240910,AUTO_SD,50007,Concentrado de Cobre,GRP_FERT,1000,0001,,222,TON,TON,222000,226440.0,KG,11.504,M3,0001000254,000020
100,0080000255,000010,TAN,20240911,AUTO_SD,50002,Concentrado de Cobre,GRP_FERT,1000,0001,,171,TON,TON,171000,174420.0,KG,2.28,M3,0001000255,000010
100,0080000255,000020,TAN,20240911,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,129,TON,TON,129000,131580.0,KG,2.929,M3,0001000255,000020
100,0080000256,000010,TAN,20240912,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,126,TON,TON,126000,128520.0,KG,15.336,M3,0001000256,000010
100,0080000256,000020,TAN,20240912,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,63,TON,TON,63000,64260.0,KG,2.274,M3,0001000256,000020
100,0080000256,000030,TAN,20240912,AUTO_SD,50004,Concentrado de Cobre,GRP_FERT,1000,0001,,255,TON,TON,255000,260100.0,KG,8.171,M3,0001000256,000030
100,0080000257,000010,TAN,20240913,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,270,TON,TON,270000,275400.0,KG,8.143,M3,0001000257,000010
100,0080000257,000020,TAN,20240913,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,237,TON,TON,237000,241740.0,KG,8.099,M3,0001000257,000020
100,0080000258,000010,TAN,20240914,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,114,TON,TON,114000,116280.0,KG,5.662,M3,0001000258,000010
100,0080000259,000010,TAN,20240915,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,26,TON,TON,26000,26520.0,KG,8.054,M3,0001000259,000010
100,0080000259,000020,TAN,20240915,AUTO_SD,50006,Concentrado de Cobre,GRP_FERT,1000,0001,,29,TON,TON,29000,29580.0,KG,9.519,M3,0001000259,000020
100,0080000260,000010,TAN,20240916,AUTO_SD,50009,Concentrado de Cobre,GRP_FERT,1000,0001,,61,TON,TON,61000,62220.0,KG,8.294,M3,0001000260,000010
100,0080000260,000020,TAN,20240916,AUTO_SD,50008,Concentrado de Cobre,GRP_FERT,1000,0001,,94,TON,TON,94000,95880.0,KG,8.494,M3,0001000260,000020
100,0080000261,000010,TAN,20240917,AUTO_SD,50003,Concentrado de Cobre,GRP_FERT,1000,0001,,219,TON,TON,219000,223380.0,KG,3.171,M3,0001000261,000010
100,0080000262,000010,TAN,20240918,AUTO_SD,50005,Concentrado de Cobre,GRP_FERT,1000,0001,,80,TON,TON,80000,81600.0,KG,6.707,M3,0001000262,000010
