MANDT,MBLNR,MJAHR,ZEILE,BWART,MATNR,WERKS,LGORT,CHARG,LIFNR,MENGE,MEINS,EBELN,EBELP,DMBTR,WAERS,BUKRS,SHKZG,BLDAT,BUDAT,CPUDT,BKTXT,XAUTO
100,5000000435,2024,0001,101,10140,1000,0001,,0000050210,34,UN,4500000176,00020,12683.7,USD,1000,S,20240628,20240628,20240628,,
100,5000000436,2024,0001,101,30014,1000,0001,,0000050210,18,L,4500000176,00030,2226.6,USD,1000,S,20240626,20240626,20240626,,
100,5000000437,2024,0001,101,10002,2000,0001,,0000050116,11,UN,4500000177,00010,6353.38,USD,2000,S,20240629,20240629,20240629,,
100,5000000438,2024,0001,101,10003,2000,0001,,0000050116,3,UN,4500000177,00020,508.92,USD,2000,S,20240628,20240628,20240628,,
100,5000000439,2024,0001,101,10004,2000,0001,,0000050116,20,UN,4500000177,00030,1287.6,USD,2000,S,20240626,20240626,20240626,,
100,5000000440,2024,0001,101,30011,1000,0001,,0000050189,20,L,4500000178,00010,11670.0,USD,1000,S,20240702,20240702,20240702,,
100,5000000441,2024,0001,101,10000,2000,0001,,0000050060,13,UN,4500000179,00010,11046.23,USD,2000,S,20240628,20240628,20240628,,
100,5000000442,2024,0001,101,10000,2000,0001,,0000050060,34,UN,4500000179,00020,20631.88,USD,2000,S,20240701,20240701,20240701,,
100,5000000443,2024,0001,101,10000,2000,0001,,0000050060,22,UN,4500000179,00030,8085.44,USD,2000,S,20240703,20240703,20240703,,
100,5000000444,2024,0001,101,10002,2000,0001,,0000050060,25,UN,4500000179,00040,23355.25,USD,2000,S,20240630,20240630,20240630,,
100,5000000445,2024,0001,101,10255,2000,0001,,0000050259,29,UN,4500000180,00010,3396.77,USD,2000,S,20240701,20240701,20240701,,
100,5000000446,2024,0001,101,10013,2000,0001,,0000050259,13,UN,4500000180,00020,3478.15,USD,2000,S,20240705,20240705,20240705,,
100,5000000447,2024,0001,101,80045,2000,0001,,0000050173,27,AU,4500000181,00010,17305.65,USD,2000,S,20240630,20240630,20240630,,
100,5000000448,2024,0001,101,10004,2000,0001,,0000050173,15,UN,4500000181,00020,11915.4,USD,2000,S,20240706,20240706,20240706,,
100,5000000449,2024,0001,101,10044,2000,0001,,0000050173,6,UN,4500000181,00030,3004.38,USD,2000,S,20240703,20240703,20240703,,
100,5000000450,2024,0001,101,80000,1000,0001,,0000050112,31,AU,4500000182,00010,22639.92,USD,1000,S,20240706,20240706,20240706,,
100,5000000451,2024,0001,101,10064,1000,0001,,0000050112,45,UN,4500000182,00020,5590.8,USD,1000,S,20240707,20240707,20240707,,
100,5000000452,2024,0001,101,30022,1000,0001,,0000050112,50,L,4500000182,00030,19188.5,USD,1000,S,20240707,20240707,20240707,,
100,5000000453,2024,0001,101,10106,1000,0001,,0000050112,25,UN,4500000182,00040,16209.5,USD,1000,S,20240702,20240702,20240702,,
100,5000000454,2024,0001,101,10002,2000,0001,,0000050230,2,UN,4500000183,00010,1525.6,USD,2000,S,20240706,20240706,20240706,,
100,5000000455,2024,0001,101,10004,2000,0001,,0000050230,6,UN,4500000183,00020,2554.5,USD,2000,S,20240704,20240704,20240704,,
100,5000000456,2024,0001,101,10123,1000,0001,,0000050132,18,UN,4500000184,00010,11919.24,USD,1000,S,20240708,20240708,20240708,,
100,5000000457,2024,0001,101,10001,2000,0001,,0000050017,32,UN,4500000185,00010,28644.8,USD,2000,S,20240706,20240706,20240706,,
100,5000000458,2024,0001,101,10004,2000,0001,,0000050017,22,UN,4500000185,00020,18670.08,USD,2000,S,20240704,20240704,20240704,,
100,5000000459,2024,0001,101,10002,2000,0001,,0000050017,12,UN,4500000185,00030,7134.36,USD,2000,S,20240706,20240706,20240706,,
100,5000000460,2024,0001,101,10002,2000,0001,,0000050017,19,UN,4500000185,00040,11623.25,USD,2000,S,20240707,20240707,20240707,,
100,5000000461,2024,0001,101,10222,1000,0001,,0000050243,9,UN,4500000186,00010,3653.91,USD,1000,S,20240706,20240706,20240706,,
100,5000000462,2024,0001,101,10256,1000,0001,,0000050243,1,UN,4500000186,00020,775.42,USD,1000,S,20240705,20240705,20240705,,
100,5000000463,2024,0001,101,10212,1000,0001,,0000050243,48,UN,4500000186,00030,34404.0,USD,1000,S,20240710,20240710,20240710,,
100,5000000464,2024,0001,101,30006,1000,0001,,0000050010,49,L,4500000187,00010,39676.77,USD,1000,S,20240722,20240722,20240722,,
100,5000000465,2024,0001,101,10119,1000,0001,,0000050010,21,UN,4500000187,00020,32670.54,USD,1000,S,20240726,20240726,20240726,,
100,5000000466,2024,0001,101,30014,1000,0001,,0000050010,14,L,4500000187,00030,18153.52,USD,1000,S,20240722,20240722,20240722,,
100,5000000467,2024,0001,101,10000,1000,0001,,0000050023,30,UN,4500000188,00010,16817.1,USD,1000,S,20240707,20240707,20240707,,
100,5000000468,2024,0001,101,10001,1000,0001,,0000050023,44,UN,4500000188,00020,30839.6,USD,1000,S,20240709,20240709,20240709,,
100,5000000469,2024,0001,101,10002,1000,0001,,0000050023,29,UN,4500000188,00030,12311.66,USD,1000,S,20240707,20240707,20240707,,
100,5000000470,2024,0001,101,10001,1000,0001,,0000050023,3,UN,4500000188,00040,2492.4,USD,1000,S,20240713,20240713,20240713,,
100,5000000471,2024,0001,101,10160,1000,0001,,0000050147,46,UN,4500000189,00010,14395.7,USD,1000,S,20240709,20240709,20240709,,
100,5000000472,2024,0001,101,10277,1000,0001,,0000050147,13,UN,4500000189,00020,6889.09,USD,1000,S,20240711,20240711,20240711,,
100,5000000473,2024,0001,101,80037,2000,0001,,0000050251,14,AU,4500000190,00010,1206.94,USD,2000,S,20240710,20240710,20240710,,
100,5000000474,2024,0001,101,10002,2000,0001,,0000050241,34,UN,4500000191,00010,19187.56,USD,2000,S,20240715,20240715,20240715,,
100,5000000475,2024,0001,101,10037,1000,0001,,0000050267,47,UN,4500000192,00010,35344.47,USD,1000,S,20240714,20240714,20240714,,
100,5000000476,2024,0001,101,30022,1000,0001,,0000050267,37,L,4500000192,00020,5202.94,USD,1000,S,20240714,20240714,20240714,,
100,5000000477,2024,0001,101,10061,1000,0001,,0000050267,5,UN,4500000192,00030,1377.6,USD,1000,S,20240714,20240714,20240714,,
100,5000000478,2024,0001,101,10185,1000,0001,,0000050258,20,UN,4500000193,00010,3587.0,USD,1000,S,20240718,20240718,20240718,,
100,5000000479,2024,0001,101,10154,1000,0001,,0000050258,32,UN,4500000193,00020,6709.12,USD,1000,S,20240717,20240717,20240717,,
100,5000000480,2024,0001,101,30044,1000,0001,,0000050258,43,L,4500000193,00030,18797.02,USD,1000,S,20240716,20240716,20240716,,
100,5000000481,2024,0001,101,80033,1000,0001,,0000050258,49,AU,4500000193,00040,14815.64,USD,1000,S,20240717,20240717,20240717,,
100,5000000482,2024,0001,101,10240,2000,0001,,0000050253,36,UN,4500000194,00010,16933.68,USD,2000,S,20240713,20240713,20240713,,
100,5000000483,2024,0001,101,10004,1000,0001,,0000050010,2,UN,4500000195,00010,2592.52,USD,1000,S,20240730,20240730,20240730,,
100,5000000484,2024,0001,101,10075,1000,0001,,0000050207,35,UN,4500000196,00010,13047.3,USD,1000,S,20240720,20240720,20240720,,
100,5000000485,2024,0001,101,10055,2000,0001,,0000050209,50,UN,4500000197,00010,29398.0,USD,2000,S,20240722,20240722,20240722,,
100,5000000486,2024,0001,101,10007,2000,0001,,0000050209,13,UN,4500000197,00020,7307.95,USD,2000,S,20240721,20240721,20240721,,
100,5000000487,2024,0001,101,10270,2000,0001,,0000050010,41,UN,4500000198,00010,49833.45,USD,2000,S,20240806,20240806,20240806,,
100,5000000488,2024,0001,101,10292,1000,0001,,0000050010,33,UN,4500000199,00010,20875.8,USD,1000,S,20240809,20240809,20240809,,
100,5000000489,2024,0001,101,30000,2000,0001,,0000050276,12,L,4500000200,00010,6141.24,USD,2000,S,20240721,20240721,20240721,,
100,5000000490,2024,0001,101,10030,2000,0001,,0000050276,31,UN,4500000200,00020,20113.73,USD,2000,S,20240724,20240724,20240724,,
100,5000000491,2024,0001,101,10137,2000,0001,,0000050276,22,UN,4500000200,00030,7617.06,USD,2000,S,20240722,20240722,20240722,,
100,5000000492,2024,0001,101,10068,2000,0001,,0000050276,28,UN,4500000200,00040,11288.76,USD,2000,S,20240721,20240721,20240721,,
100,5000000493,2024,0001,101,10001,1000,0001,,0000050138,3,UN,4500000201,00010,586.11,USD,1000,S,20240722,20240722,20240722,,
100,5000000494,2024,0001,101,30041,1000,0001,,0000050138,9,L,4500000201,00020,5544.9,USD,1000,S,20240720,20240720,20240720,,
100,5000000495,2024,0001,101,10095,1000,0001,,0000050138,28,UN,4500000201,00030,21874.44,USD,1000,S,20240723,20240723,20240723,,
100,5000000496,2024,0001,101,10176,1000,0001,,0000050199,11,UN,4500000202,00010,8412.47,USD,1000,S,20240723,20240723,20240723,,
100,5000000497,2024,0001,101,10226,1000,0001,,0000050199,15,UN,4500000202,00020,3467.1,USD,1000,S,20240725,20240725,20240725,,
100,5000000498,2024,0001,101,30016,1000,0001,,0000050199,49,L,4500000202,00030,3663.24,USD,1000,S,20240724,20240724,20240724,,
100,5000000499,2024,0001,101,10075,1000,0001,,0000050010,42,UN,4500000203,00010,18976.02,USD,1000,S,20240812,20240812,20240812,,
100,5000000500,2024,0001,101,10204,1000,0001,,0000050010,48,UN,4500000203,00020,54966.72,USD,1000,S,20240806,20240806,20240806,,
100,5000000501,2024,0001,101,10064,1000,0001,,0000050010,22,UN,4500000203,00030,35794.0,USD,1000,S,20240808,20240808,20240808,,
100,5000000502,2024,0001,101,10204,1000,0001,,0000050183,47,UN,4500000204,00010,34926.17,USD,1000,S,20240726,20240726,20240726,,
100,5000000503,2024,0001,101,80007,1000,0001,,0000050183,14,AU,4500000204,00020,2738.26,USD,1000,S,20240726,20240726,20240726,,
100,5000000504,2024,0001,101,10081,1000,0001,,0000050010,50,UN,4500000205,00010,106379.0,USD,1000,S,20240815,20240815,20240815,,
100,5000000505,2024,0001,101,10118,1000,0001,,0000050010,30,UN,4500000205,00020,13008.3,USD,1000,S,20240810,20240810,20240810,,
100,5000000506,2024,0001,101,10254,1000,0001,,0000050010,44,UN,4500000205,00030,22488.84,USD,1000,S,20240812,20240812,20240812,,
100,5000000507,2024,0001,101,30034,1000,0001,,0000050010,38,L,4500000205,00040,21910.04,USD,1000,S,20240807,20240807,20240807,,
100,5000000508,2024,0001,101,10072,1000,0001,,0000050010,42,UN,4500000206,00010,24191.58,USD,1000,S,20240808,20240808,20240808,,
100,5000000509,2024,0001,101,10104,1000,0001,,0000050010,48,UN,4500000206,00020,51653.76,USD,1000,S,20240812,20240812,20240812,,
100,5000000510,2024,0001,101,10101,1000,0001,,0000050010,13,UN,4500000206,00030,8187.14,USD,1000,S,20240811,20240811,20240811,,
100,5000000511,2024,0001,101,10004,2000,0001,,0000050042,41,UN,4500000207,00010,36478.93,USD,2000,S,20240728,20240728,20240728,,
100,5000000512,2024,0001,101,10003,2000,0001,,0000050042,15,UN,4500000207,00020,6838.5,USD,2000,S,20240730,20240730,20240730,,
100,5000000513,2024,0001,101,10004,2000,0001,,0000050042,46,UN,4500000207,00030,29327.3,USD,2000,S,20240728,20240728,20240728,,
100,5000000514,2024,0001,101,10000,2000,0001,,0000050042,31,UN,4500000207,00040,28350.43,USD,2000,S,20240730,20240730,20240730,,
100,5000000515,2024,0001,101,10157,2000,0001,,0000050010,20,UN,4500000208,00010,33372.0,USD,2000,S,20240812,20240812,20240812,,
100,5000000516,2024,0001,101,10049,2000,0001,,0000050010,24,UN,4500000208,00020,28029.12,USD,2000,S,20240818,20240818,20240818,,
100,5000000517,2024,0001,101,10113,2000,0001,,0000050010,30,UN,4500000208,00030,43305.3,USD,2000,S,20240812,20240812,20240812,,
100,5000000518,2024,0001,101,10267,1000,0001,,0000050230,34,UN,4500000209,00010,10947.66,USD,1000,S,20240729,20240729,20240729,,
100,5000000519,2024,0001,101,10134,1000,0001,,0000050230,47,UN,4500000209,00020,36244.99,USD,1000,S,20240801,20240801,20240801,,
100,5000000520,2024,0001,101,10284,1000,0001,,0000050230,14,UN,4500000209,00030,7374.36,USD,1000,S,20240801,20240801,20240801,,
100,5000000521,2024,0001,101,10019,1000,0001,,0000050230,15,UN,4500000209,00040,7536.3,USD,1000,S,20240801,20240801,20240801,,
100,5000000522,2024,0001,101,10084,1000,0001,,0000050010,7,UN,4500000210,00010,9709.84,USD,1000,S,20240817,20240817,20240817,,
100,5000000523,2024,0001,101,30037,1000,0001,,0000050010,38,L,4500000210,00020,71097.62,USD,1000,S,20240818,20240818,20240818,,
100,5000000524,2024,0001,101,30027,1000,0001,,0000050010,42,L,4500000211,00010,52098.06,USD,1000,S,20240823,20240823,20240823,,
100,5000000525,2024,0001,101,80043,1000,0001,,0000050010,50,AU,4500000211,00020,10867.0,USD,1000,S,20240823,20240823,20240823,,
100,5000000526,2024,0001,101,10234,1000,0001,,0000050010,15,UN,4500000211,00030,33299.7,USD,1000,S,20240820,20240820,20240820,,
100,5000000527,2024,0001,101,10213,1000,0001,,0000050010,31,UN,4500000211,00040,10435.22,USD,1000,S,20240817,20240817,20240817,,
100,5000000528,2024,0001,101,30024,1000,0001,,0000050010,1,L,4500000212,00010,625.32,USD,1000,S,20240819,20240819,20240819,,
100,5000000529,2024,0001,101,10004,2000,0001,,0000050010,49,UN,4500000213,00010,48065.08,USD,2000,S,20240825,20240825,20240825,,
100,5000000530,2024,0001,101,10003,2000,0001,,0000050010,19,UN,4500000213,00020,10875.22,USD,2000,S,20240825,20240825,20240825,,
100,5000000531,2024,0001,101,10003,2000,0001,,0000050010,15,UN,4500000213,00030,20892.0,USD,2000,S,20240819,20240819,20240819,,
100,5000000532,2024,0001,101,30030,1000,0001,,0000050010,19,L,4500000214,00010,19209.0,USD,1000,S,20240822,20240822,20240822,,
100,5000000533,2024,0001,101,30048,1000,0001,,0000050010,43,L,4500000214,00020,64978.59,USD,1000,S,20240819,20240819,20240819,,
100,5000000534,2024,0001,101,10038,1000,0001,,0000050010,31,UN,4500000214,00030,8129.75,USD,1000,S,20240823,20240823,20240823,,
100,5000000535,2024,0001,101,10001,1000,0001,,0000050010,25,UN,4500000215,00010,38752.75,USD,1000,S,20240820,20240820,20240820,,
100,5000000536,2024,0001,101,10001,1000,0001,,0000050010,23,UN,4500000215,00020,38760.52,USD,1000,S,20240827,20240827,20240827,,
100,5000000537,2024,0001,101,10003,1000,0001,,0000050010,14,UN,4500000215,00030,23122.54,USD,1000,S,20240819,20240819,20240819,,
100,5000000538,2024,0001,101,10001,1000,0001,,0000050010,47,UN,4500000215,00040,26764.62,USD,1000,S,20240825,20240825,20240825,,
100,5000000539,2024,0001,101,10004,1000,0001,,0000050200,8,UN,4500000216,00010,720.4,USD,1000,S,20240804,20240804,20240804,,
100,5000000540,2024,0001,101,30031,2000,0001,,0000050011,10,L,4500000217,00010,3600.1,USD,2000,S,20240807,20240807,20240807,,
100,5000000541,2024,0001,101,30036,2000,0001,,0000050011,29,L,4500000217,00020,18274.64,USD,2000,S,20240809,20240809,20240809,,
100,5000000542,2024,0001,101,10046,2000,0001,,0000050185,31,UN,4500000218,00010,24607.49,USD,2000,S,20240812,20240812,20240812,,
100,5000000543,2024,0001,101,10029,2000,0001,,0000050185,40,UN,4500000218,00020,22126.8,USD,2000,S,20240810,20240810,20240810,,
100,5000000544,2024,0001,101,10101,2000,0001,,0000050185,32,UN,4500000218,00030,3921.6,USD,2000,S,20240809,20240809,20240809,,
100,5000000545,2024,0001,101,10126,1000,0001,,0000050010,46,UN,4500000219,00010,32706.0,USD,1000,S,20240827,20240827,20240827,,
100,5000000546,2024,0001,101,10294,1000,0001,,0000050010,20,UN,4500000219,00020,13507.8,USD,1000,S,20240828,20240828,20240828,,
100,5000000547,2024,0001,101,10109,1000,0001,,0000050010,45,UN,4500000219,00030,97057.8,USD,1000,S,20240824,20240824,20240824,,
100,5000000548,2024,0001,101,10276,1000,0001,,0000050010,29,UN,4500000219,00040,50838.45,USD,1000,S,20240821,20240821,20240821,,
100,5000000549,2024,0001,101,10283,1000,0001,,0000050199,13,UN,4500000220,00010,4964.44,USD,1000,S,20240814,20240814,20240814,,
100,5000000550,2024,0001,101,10227,2000,0001,,0000050010,18,UN,4500000221,00010,11800.08,USD,2000,S,20240827,20240827,20240827,,
100,5000000551,2024,0001,101,10181,2000,0001,,0000050010,3,UN,4500000221,00020,4239.24,USD,2000,S,20240829,20240829,20240829,,
100,5000000552,2024,0001,101,10000,1000,0001,,0000050165,33,UN,4500000222,00010,27539.16,USD,1000,S,20240815,20240815,20240815,,
100,5000000553,2024,0001,101,10004,1000,0001,,0000050165,44,UN,4500000222,00020,18081.36,USD,1000,S,20240813,20240813,20240813,,
100,5000000554,2024,0001,101,10183,2000,0001,,0000050152,17,UN,4500000223,00010,7586.93,USD,2000,S,20240815,20240815,20240815,,
100,5000000555,2024,0001,101,10168,2000,0001,,0000050152,12,UN,4500000223,00020,9570.72,USD,2000,S,20240812,20240812,20240812,,
100,5000000556,2024,0001,101,10032,2000,0001,,0000050010,1,UN,4500000224,00010,1234.32,USD,2000,S,20240826,20240826,20240826,,
100,5000000557,2024,0001,101,10107,2000,0001,,0000050010,22,UN,4500000224,00020,43171.7,USD,2000,S,20240901,20240901,20240901,,
100,5000000558,2024,0001,101,80018,2000,0001,,0000050010,19,AU,4500000224,00030,17892.3,USD,2000,S,20240826,20240826,20240826,,
100,5000000559,2024,0001,101,10153,2000,0001,,0000050010,38,UN,4500000224,00040,69350.38,USD,2000,S,20240829,20240829,20240829,,
100,5000000560,2024,0001,101,10003,2000,0001,,0000050298,6,UN,4500000225,00010,1365.84,USD,2000,S,20240813,20240813,20240813,,
100,5000000561,2024,0001,101,30013,2000,0001,,0000050179,33,L,4500000226,00010,19246.26,USD,2000,S,20240819,20240819,20240819,,
100,5000000562,2024,0001,101,10035,2000,0001,,0000050179,41,UN,4500000226,00020,19363.07,USD,2000,S,20240819,20240819,20240819,,
100,5000000563,2024,0001,101,10022,2000,0001,,0000050179,3,UN,4500000226,00030,1922.61,USD,2000,S,20240816,20240816,20240816,,
100,5000000564,2024,0001,101,10062,2000,0001,,0000050179,21,UN,4500000226,00040,9257.85,USD,2000,S,20240815,20240815,20240815,,
100,5000000565,2024,0001,101,10004,2000,0001,,0000050205,21,UN,4500000227,00010,7225.89,USD,2000,S,20240815,20240815,20240815,,
100,5000000566,2024,0001,101,10000,2000,0001,,0000050205,11,UN,4500000227,00020,6462.61,USD,2000,S,20240821,20240821,20240821,,
100,5000000567,2024,0001,101,10002,1000,0001,,0000050015,30,UN,4500000228,00010,4356.3,USD,1000,S,20240820,20240820,20240820,,
100,5000000568,2024,0001,101,10000,1000,0001,,0000050015,24,UN,4500000228,00020,13512.96,USD,1000,S,20240819,20240819,20240819,,
100,5000000569,2024,0001,101,10000,1000,0001,,0000050015,39,UN,4500000228,00030,12701.52,USD,1000,S,20240820,20240820,20240820,,
100,5000000570,2024,0001,101,10002,2000,0001,,0000050191,8,UN,4500000229,00010,4624.24,USD,2000,S,20240822,20240822,20240822,,
100,5000000571,2024,0001,101,10004,2000,0001,,0000050191,15,UN,4500000229,00020,12149.85,USD,2000,S,20240821,20240821,20240821,,
100,5000000572,2024,0001,101,10003,2000,0001,,0000050191,35,UN,4500000229,00030,15897.7,USD,2000,S,20240821,20240821,20240821,,
100,5000000573,2024,0001,101,10004,2000,0001,,0000050010,10,UN,4500000230,00010,13946.2,USD,2000,S,20240904,20240904,20240904,,
100,5000000574,2024,0001,101,10001,2000,0001,,0000050010,49,UN,4500000230,00020,92840.3,USD,2000,S,20240909,20240909,20240909,,
100,5000000575,2024,0001,101,10002,2000,0001,,0000050010,2,UN,4500000230,00030,2339.68,USD,2000,S,20240902,20240902,20240902,,
100,5000000576,2024,0001,101,10002,1000,0001,,0000050010,37,UN,4500000231,00010,32609.21,USD,1000,S,20240904,20240904,20240904,,
100,5000000577,2024,0001,101,10000,1000,0001,,0000050010,37,UN,4500000231,00020,72898.14,USD,1000,S,20240906,20240906,20240906,,
100,5000000578,2024,0001,101,10253,2000,0001,,0000050037,24,UN,4500000232,00010,10598.64,USD,2000,S,20240822,20240822,20240822,,
100,5000000579,2024,0001,101,10197,2000,0001,,0000050037,10,UN,4500000232,00020,5872.6,USD,2000,S,20240822,20240822,20240822,,
100,5000000580,2024,0001,101,10276,2000,0001,,0000050037,1,UN,4500000232,00030,341.49,USD,2000,S,20240820,20240820,20240820,,
100,5000000581,2024,0001,101,10034,2000,0001,,0000050037,45,UN,4500000232,00040,33237.0,USD,2000,S,20240821,20240821,20240821,,
100,5000000582,2024,0001,101,10037,1000,0001,,0000050030,28,UN,4500000233,00010,8078.0,USD,1000,S,20240826,20240826,20240826,,
100,5000000583,2024,0001,101,10047,1000,0001,,0000050030,11,UN,4500000233,00020,1458.93,USD,1000,S,20240825,20240825,20240825,,
100,5000000584,2024,0001,101,10220,1000,0001,,0000050030,4,UN,4500000233,00030,2694.4,USD,1000,S,20240821,20240821,20240821,,
100,5000000585,2024,0001,101,10166,1000,0001,,0000050113,23,UN,4500000234,00010,11219.17,USD,1000,S,20240827,20240827,20240827,,
100,5000000586,2024,0001,101,10260,1000,0001,,0000050113,50,UN,4500000234,00020,21074.5,USD,1000,S,20240827,20240827,20240827,,
100,5000000587,2024,0001,101,80007,1000,0001,,0000050010,28,AU,4500000235,00010,36552.32,USD,1000,S,20240914,20240914,20240914,,
100,5000000588,2024,0001,101,30008,1000,0001,,0000050010,39,L,4500000235,00020,87068.28,USD,1000,S,20240907,20240907,20240907,,
100,5000000589,2024,0001,101,10010,1000,0001,,0000050010,38,UN,4500000235,00030,61490.84,USD,1000,S,20240916,20240916,20240916,,
100,5000000590,2024,0001,101,10072,2000,0001,,0000050176,49,UN,4500000236,00010,4248.79,USD,2000,S,20240825,20240825,20240825,,
100,5000000591,2024,0001,101,10129,2000,0001,,0000050052,17,UN,4500000237,00010,10376.12,USD,2000,S,20240831,20240831,20240831,,
100,5000000592,2024,0001,101,10002,2000,0001,,0000050131,28,UN,4500000238,00010,15890.84,USD,2000,S,20240828,20240828,20240828,,
100,5000000593,2024,0001,101,10002,2000,0001,,0000050131,37,UN,4500000238,00020,31366.75,USD,2000,S,20240826,20240826,20240826,,
100,5000000594,2024,0001,101,10134,1000,0001,,0000050067,22,UN,4500000239,00010,7673.16,USD,1000,S,20240831,20240831,20240831,,
100,5000000595,2024,0001,101,10285,1000,0001,,0000050067,15,UN,4500000239,00020,8447.85,USD,1000,S,20240901,20240901,20240901,,
100,5000000596,2024,0001,101,10279,1000,0001,,0000050067,23,UN,4500000239,00030,11008.26,USD,1000,S,20240827,20240827,20240827,,
100,5000000597,2024,0001,101,10249,1000,0001,,0000050067,17,UN,4500000239,00040,2656.08,USD,1000,S,20240829,20240829,20240829,,
100,5000000598,2024,0001,101,10220,2000,0001,,0000050232,12,UN,4500000240,00010,3445.8,USD,2000,S,20240829,20240829,20240829,,
100,5000000599,2024,0001,101,80045,2000,0001,,0000050232,49,AU,4500000240,00020,25496.17,USD,2000,S,20240830,20240830,20240830,,
100,5000000600,2024,0001,101,10232,2000,0001,,0000050232,26,UN,4500000240,00030,15978.56,USD,2000,S,20240901,20240901,20240901,,
100,5000000601,2024,0001,101,10043,2000,0001,,0000050232,39,UN,4500000240,00040,25537.98,USD,2000,S,20240829,20240829,20240829,,
100,5000000602,2024,0001,101,10063,2000,0001,,0000050010,31,UN,4500000241,00010,68738.78,USD,2000,S,20240922,20240922,20240922,,
100,5000000603,2024,0001,101,30014,2000,0001,,0000050010,25,L,4500000241,00020,50232.0,USD,2000,S,20240917,20240917,20240917,,
100,5000000604,2024,0001,101,10298,2000,0001,,0000050010,1,UN,4500000241,00030,422.97,USD,2000,S,20240922,20240922,20240922,,
100,5000000605,2024,0001,101,10198,2000,0001,,0000050010,9,UN,4500000241,00040,12765.33,USD,2000,S,20240919,20240919,20240919,,
100,5000000606,2024,0001,101,10222,2000,0001,,0000050010,1,UN,4500000242,00010,1752.8,USD,2000,S,20240917,20240917,20240917,,
100,5000000607,2024,0001,101,80005,2000,0001,,0000050010,34,AU,4500000242,00020,13862.14,USD,2000,S,20240919,20240919,20240919,,
100,5000000608,2024,0001,101,10280,2000,0001,,0000050010,39,UN,4500000242,00030,80602.86,USD,2000,S,20240923,20240923,20240923,,
100,5000000609,2024,0001,101,10211,2000,0001,,0000050010,31,UN,4500000242,00040,46685.38,USD,2000,S,20240914,20240914,20240914,,
100,5000000610,2024,0001,101,10002,2000,0001,,0000050151,32,UN,4500000243,00010,29333.12,USD,2000,S,20240901,20240901,20240901,,
100,5000000611,2024,0001,101,10077,1000,0001,,0000050010,22,UN,4500000244,00010,41324.36,USD,1000,S,20240921,20240921,20240921,,
100,5000000612,2024,0001,101,10017,1000,0001,,0000050010,1,UN,4500000244,00020,1234.1,USD,1000,S,20240923,20240923,20240923,,
100,5000000613,2024,0001,101,80017,1000,0001,,0000050010,20,AU,4500000244,00030,28008.4,USD,1000,S,20240916,20240916,20240916,,
100,5000000614,2024,0001,101,30024,1000,0001,,0000050010,15,L,4500000245,00010,12509.25,USD,1000,S,20240917,20240917,20240917,,
100,5000000615,2024,0001,101,10096,1000,0001,,0000050010,47,UN,4500000245,00020,18328.12,USD,1000,S,20240920,20240920,20240920,,
100,5000000616,2024,0001,101,10190,1000,0001,,0000050010,27,UN,4500000245,00030,4724.19,USD,1000,S,20240925,20240925,20240925,,
100,5000000617,2024,0001,101,10000,1000,0001,,0000050010,39,UN,4500000246,00010,12437.88,USD,1000,S,20240919,20240919,20240919,,
100,5000000618,2024,0001,101,10143,1000,0001,,0000050141,2,UN,4500000247,00010,1311.16,USD,1000,S,20240908,20240908,20240908,,
100,5000000619,2024,0001,101,10246,2000,0001,,0000050100,38,UN,4500000248,00010,23618.52,USD,2000,S,20240906,20240906,20240906,,
100,5000000620,2024,0001,101,30002,2000,0001,,0000050100,20,L,4500000248,00020,1677.0,USD,2000,S,20240906,20240906,20240906,,
100,5000000621,2024,0001,101,10049,2000,0001,,0000050100,8,UN,4500000248,00030,2962.48,USD,2000,S,20240909,20240909,20240909,,
100,5000000622,2024,0001,101,10075,2000,0001,,0000050100,15,UN,4500000248,00040,1793.25,USD,2000,S,20240908,20240908,20240908,,
100,5000000623,2024,0001,101,10077,1000,0001,,0000050007,20,UN,4500000249,00010,3439.4,USD,1000,S,20240909,20240909,20240909,,
100,5000000624,2024,0001,101,10176,1000,0001,,0000050007,30,UN,4500000249,00020,13184.7,USD,1000,S,20240910,20240910,20240910,,
100,5000000625,2024,0001,101,30036,1000,0001,,0000050007,28,L,4500000249,00030,18426.24,USD,1000,S,20240911,20240911,20240911,,
100,5000000626,2024,0001,101,10170,1000,0001,,0000050007,24,UN,4500000249,00040,10270.8,USD,1000,S,20240909,20240909,20240909,,
100,5000000627,2024,0001,101,10100,1000,0001,,0000050153,48,UN,4500000250,00010,29659.2,USD,1000,S,20240910,20240910,20240910,,
100,5000000628,2024,0001,101,80020,1000,0001,,0000050153,10,AU,4500000250,00020,2859.3,USD,1000,S,20240909,20240909,20240909,,
100,5000000629,2024,0001,101,10004,1000,0001,,0000050010,44,UN,4500000251,00010,57635.6,USD,1000,S,20240924,20240924,20240924,,
100,5000000630,2024,0001,101,10004,1000,0001,,0000050010,2,UN,4500000251,00020,1670.7,USD,1000,S,20240925,20240925,20240925,,
100,5000000631,2024,0001,101,10002,1000,0001,,0000050010,22,UN,4500000251,00030,19966.98,USD,1000,S,20240930,20240930,20240930,,
100,5000000632,2024,0001,101,10004,1000,0001,,0000050010,12,UN,4500000251,00040,14551.8,USD,1000,S,20240929,20240929,20240929,,
